year,zip_code,population,crimes_count,victims_count,unemployment_rate,cars_count,vans_count,campers_or_rvs_count,tents_count,homeless_individuals_count,median_gross_rent,median_income,below_poverty_level_individuals_count,housing_units_count,owner_occupied_housing_units_count,renter_occupied_housing_units_count,gender_majority,age_majority,ethnicity_majority
2015,90006,61625.0,3041.0,2490.0,13.8,16.0,16.0,24.0,7.0,105.0,963.0,31521.0,18198.0,19156.0,1436.0,17720.0,male,age_below_24,other_races
2015,90007,43426.0,2866.0,2464.0,14.1,13.0,18.0,39.0,9.0,130.0,1046.0,22304.0,18511.0,11707.0,1250.0,10457.0,female,age_below_24,other_races
2015,90008,31837.0,3164.0,2901.0,13.1,8.0,8.0,3.0,1.0,58.0,1001.0,36564.0,7316.0,14370.0,5012.0,9358.0,female,age_above_45,black
2015,90010,3740.0,720.0,586.0,7.6,10.0,6.0,6.0,1.0,102.0,1645.0,45786.0,578.0,2180.0,398.0,1782.0,female,age_above_45,other_races
2015,90011,104058.0,4787.0,3827.0,9.8,43.0,65.0,61.0,63.0,393.0,991.0,30251.0,43801.0,22734.0,5909.0,16825.0,female,age_below_24,hispanic
2015,90012,30860.0,2039.0,1749.0,5.6,4.0,21.0,19.0,240.0,883.0,1163.0,31576.0,7455.0,10658.0,1363.0,9295.0,male,age_between_25_44,other_races
2015,90013,11299.0,3450.0,3143.0,15.7,5.0,10.0,7.0,251.0,1180.0,640.0,19887.0,4919.0,6592.0,733.0,5859.0,male,age_above_45,white
2015,90014,7006.0,1359.0,1248.0,12.9,6.0,15.0,14.0,152.0,986.0,732.0,23642.0,2945.0,4656.0,386.0,4270.0,male,age_between_25_44,white
2015,90015,18767.0,2782.0,2317.0,11.2,13.0,27.0,29.0,94.0,663.0,897.0,29684.0,6851.0,7683.0,1096.0,6587.0,male,age_between_25_44,hispanic
2015,90016,47590.0,2823.0,2533.0,11.6,50.0,42.0,56.0,18.0,142.0,1098.0,38330.0,11035.0,17146.0,6247.0,10899.0,female,age_above_45,hispanic
2015,90017,24336.0,2694.0,2366.0,8.0,12.0,36.0,8.0,50.0,227.0,870.0,22754.0,11572.0,9981.0,346.0,9635.0,male,age_between_25_44,hispanic
2015,90018,49824.0,2618.0,2257.0,12.1,48.0,45.0,35.0,1.0,104.0,977.0,33864.0,13560.0,15929.0,4657.0,11272.0,female,age_below_24,hispanic
2015,90019,67553.0,3054.0,2569.0,10.3,30.0,37.0,47.0,4.0,95.0,1156.0,46571.0,14320.0,24313.0,6578.0,17735.0,female,age_above_45,hispanic
2015,90020,39866.0,1746.0,1392.0,9.5,12.0,24.0,6.0,11.0,88.0,1137.0,38849.0,8012.0,16425.0,1581.0,14844.0,female,age_between_25_44,other_races
2015,90021,2970.0,1551.0,1168.0,16.0,6.0,14.0,14.0,136.0,702.0,427.0,12813.0,1415.0,1712.0,107.0,1605.0,male,age_above_45,hispanic
2015,90023,46288.0,1607.0,1023.0,11.3,10.0,30.0,26.0,9.0,68.0,982.0,35736.0,14314.0,11125.0,2975.0,8150.0,male,age_below_24,hispanic
2015,90024,50693.0,1308.0,1122.0,10.2,3.0,5.0,3.0,1.0,61.0,1912.0,57202.0,12565.0,17146.0,5210.0,11936.0,female,age_below_24,white
2015,90025,46107.0,2220.0,1907.0,6.7,14.0,15.0,14.0,1.0,145.0,1668.0,71183.0,5752.0,21934.0,5402.0,16532.0,male,age_between_25_44,white
2015,90026,68520.0,3528.0,3026.0,12.1,8.0,44.0,31.0,28.0,121.0,1118.0,47993.0,15622.0,25139.0,5603.0,19536.0,male,age_between_25_44,white
2015,90027,46646.0,2658.0,2204.0,9.9,20.0,19.0,5.0,4.0,142.0,1229.0,51595.0,8158.0,21953.0,4442.0,17511.0,female,age_between_25_44,white
2015,90028,30380.0,4734.0,3714.0,11.4,55.0,17.0,31.0,15.0,396.0,1143.0,33582.0,7987.0,15873.0,852.0,15021.0,male,age_between_25_44,white
2015,90029,40472.0,1824.0,1514.0,11.6,29.0,27.0,16.0,17.0,191.0,1020.0,33912.0,10921.0,14169.0,1268.0,12901.0,male,age_between_25_44,hispanic
2015,90031,39422.0,1621.0,1263.0,11.9,22.0,27.0,37.0,29.0,91.0,995.0,34994.0,11813.0,11430.0,3628.0,7802.0,male,age_above_45,hispanic
2015,90032,47099.0,1656.0,1297.0,14.5,16.0,10.0,41.0,11.0,22.0,1100.0,45457.0,10405.0,13111.0,6223.0,6888.0,female,age_below_24,hispanic
2015,90033,48277.0,2624.0,2056.0,13.3,12.0,30.0,23.0,13.0,84.0,911.0,27622.0,17454.0,13110.0,2265.0,10845.0,female,age_below_24,hispanic
2015,90034,58069.0,2259.0,1834.0,7.4,12.0,13.0,50.0,3.0,75.0,1425.0,58004.0,9727.0,25769.0,4981.0,20788.0,male,age_between_25_44,white
2015,90035,30852.0,1398.0,1171.0,8.0,9.0,3.0,8.0,3.0,43.0,1678.0,73794.0,3634.0,13192.0,4284.0,8908.0,female,age_above_45,white
2015,90036,37640.0,2120.0,1750.0,7.1,2.0,7.0,20.0,2.0,147.0,1854.0,69894.0,5134.0,18602.0,2906.0,15696.0,female,age_between_25_44,white
2015,90037,62872.0,4483.0,3759.0,13.7,22.0,45.0,51.0,8.0,236.0,974.0,27179.0,25572.0,16603.0,4060.0,12543.0,female,age_below_24,hispanic
2015,90038,28577.0,1606.0,1293.0,11.7,47.0,25.0,32.0,15.0,182.0,1050.0,33800.0,8632.0,11781.0,1110.0,10671.0,male,age_between_25_44,hispanic
2015,90039,28149.0,1124.0,929.0,7.7,2.0,2.0,7.0,5.0,35.0,1360.0,70560.0,2889.0,11443.0,4942.0,6501.0,male,age_above_45,white
2015,90041,28796.0,1216.0,985.0,8.5,9.0,11.0,18.0,1.3333333333333337,15.0,1206.0,63358.0,3384.0,9591.0,5062.0,4529.0,female,age_above_45,white
2015,90042,62650.0,2341.0,1944.0,10.6,2.0,11.0,30.0,13.0,20.0,1173.0,49630.0,12891.0,19846.0,8610.0,11236.0,female,age_above_45,hispanic
2015,90043,43129.0,2709.0,2405.0,15.5,11.0,12.0,13.0,1.0,47.0,994.0,38180.0,9291.0,16631.0,8242.0,8389.0,female,age_above_45,black
2015,90044,88975.0,5172.0,4417.0,12.0,29.0,35.0,100.0,14.0,433.0,986.0,29206.0,32387.0,26326.0,7743.0,18583.0,female,age_below_24,hispanic
2015,90045,41922.0,3308.0,2253.0,7.3,13.0,16.0,66.0,19.0,62.0,1706.0,75684.0,4674.0,15740.0,8101.0,7639.0,female,age_above_45,white
2015,90046,51651.0,1659.0,1419.0,8.3,14.0,7.0,7.0,3.0,167.0,1422.0,57941.0,7927.0,29069.0,6356.0,22713.0,male,age_between_25_44,white
2015,90047,48678.0,3002.0,2630.0,17.0,14.0,26.0,81.0,5.0,253.0,1070.0,39269.0,10618.0,16604.0,9090.0,7514.0,female,age_above_45,black
2015,90048,22498.0,1389.0,1117.0,7.5,1.0,2.0,1.0,3.0,90.0,1751.0,78940.0,1993.0,11957.0,3459.0,8498.0,female,age_between_25_44,white
2015,90049,35427.0,1351.0,1181.0,6.2,2.0,6.0,8.0,5.0,68.0,1891.0,115629.0,2202.0,16259.0,8559.0,7700.0,female,age_above_45,white
2015,90056,8537.0,18.0,18.0,11.4,16.0,5.0,9.0,1.0,21.0,1489.0,84099.0,546.0,3471.0,2268.0,1203.0,female,age_above_45,black
2015,90057,46509.0,2757.0,2504.0,11.4,11.0,23.0,14.0,13.0,213.0,876.0,27890.0,16710.0,16149.0,644.0,15505.0,male,age_between_25_44,other_races
2015,90058,2680.0,241.0,174.0,13.2,30.0,34.0,36.0,53.0,286.0,640.0,17018.0,1576.0,802.0,65.0,737.0,male,age_below_24,hispanic
2015,90059,44648.0,1904.0,1659.0,17.7,38.0,45.0,52.0,5.0,226.0,912.0,32506.0,17180.0,9933.0,4200.0,5733.0,female,age_below_24,hispanic
2015,90061,28135.0,1743.0,1501.0,15.9,92.0,76.0,201.0,21.0,270.0,1131.0,33731.0,9552.0,7223.0,2796.0,4427.0,female,age_below_24,hispanic
2015,90062,33353.0,2448.0,2120.0,11.8,7.0,19.0,13.0,4.0,92.0,1040.0,34588.0,9229.0,9440.0,3703.0,5737.0,female,age_below_24,hispanic
2015,90063,53813.0,453.0,347.0,14.9,15.0,24.0,34.0,3.0,46.0,1028.0,40006.0,14779.0,13390.0,4892.0,8498.0,female,age_below_24,hispanic
2015,90064,26384.0,1559.0,1268.0,5.5,16.0,7.0,19.0,12.666666666666666,68.0,1703.0,87283.0,2118.0,10771.0,6113.0,4658.0,female,age_above_45,white
2015,90065,46904.0,1853.0,1528.0,9.1,9.0,20.0,34.0,8.0,35.0,1131.0,54078.0,9638.0,14931.0,7290.0,7641.0,male,age_above_45,hispanic
2015,90066,59124.0,1874.0,1536.0,8.2,50.0,86.0,101.0,8.0,78.0,1443.0,68132.0,7096.0,24434.0,9273.0,15161.0,male,age_between_25_44,white
2015,90067,2330.0,101.0,88.0,5.9,5.0,1.0,3.0,2.0,6.0,2564.0,97891.0,155.0,1428.0,1073.0,355.0,female,age_above_45,white
2015,90068,21233.0,1224.0,1043.0,10.2,9.0,5.0,6.0,14.0,76.0,1446.0,73693.0,2411.0,11845.0,5441.0,6404.0,male,age_between_25_44,white
2015,90069,20132.0,298.0,269.0,7.8,1.0,1.0,1.0,1.0,18.0,1571.0,78979.0,2188.0,12551.0,4653.0,7898.0,male,age_above_45,white
2015,90077,8844.0,210.0,196.0,7.1,1.0,1.0,1.0,1.0,27.0,2310.0,164281.0,350.0,3341.0,2790.0,551.0,female,age_above_45,white
2015,90089,3334.0,552.0,529.0,26.4,2.0,1.0,3.0,26.0,16.0,1063.0,9416.666666666666,12.0,5.0,0.0,5.0,female,age_below_24,other_races
2015,90094,6858.0,191.0,163.0,8.0,2.0,1.0,7.0,10.0,14.5,2442.0,104367.0,887.0,3100.0,1266.0,1834.0,female,age_between_25_44,white
2015,90210,22052.0,278.0,262.0,6.3,2.0,6.0,7.0,2.0,30.0,2209.0,145227.0,1784.0,8398.0,5812.0,2586.0,female,age_above_45,white
2015,90211,7530.0,21.0,17.0,8.0,1.0,1.0,1.0,1.0,23.0,1699.0,69638.0,753.0,3514.0,1052.0,2462.0,female,age_above_45,white
2015,90230,31978.0,429.0,362.0,8.7,19.0,17.0,26.0,2.0,22.0,1530.0,74823.0,3632.0,12915.0,7137.0,5778.0,female,age_above_45,white
2015,90232,15708.0,54.0,30.0,6.3,2.0,6.0,25.0,1.3333333333333337,42.0,1494.0,77004.0,1672.0,6388.0,2597.0,3791.0,female,age_above_45,white
2015,90245,16929.0,6.0,5.0,6.7,2.0,4.0,8.0,8.0,24.0,1575.0,85727.0,1224.0,6747.0,2766.0,3981.0,male,age_above_45,white
2015,90247,48032.0,480.0,374.0,10.5,12.0,8.0,22.0,1.0,47.0,1126.0,42926.0,9612.0,16053.0,6658.0,9395.0,female,age_above_45,other_races
2015,90248,10166.0,310.0,195.0,8.7,90.0,99.0,236.0,10.0,156.0,1175.0,53306.0,1250.0,3432.0,2531.0,901.0,male,age_above_45,other_races
2015,90262,71163.0,4.0,4.0,12.1,25.0,28.0,29.0,6.0,63.0,1054.0,43231.0,17335.0,15134.0,6599.0,8535.0,female,age_below_24,hispanic
2015,90272,23934.0,744.0,671.0,6.2,3.0,1.0,3.0,9.0,70.0,2453.0,166021.0,1036.0,9185.0,7210.0,1975.0,female,age_above_45,white
2015,90275,42593.0,41.0,20.0,4.7,1.0,3.0,2.6666666666666665,4.0,2.0,2244.0,118790.0,1811.0,15861.0,12743.0,3118.0,female,age_above_45,white
2015,90290,6478.0,2.0,2.0,13.8,1.6666666666666667,1.0,3.0,3.0,1.0,1901.0,99505.0,376.0,2347.0,1853.0,494.0,female,age_above_45,white
2015,90291,27167.0,2649.0,2177.0,8.5,56.0,74.0,54.0,60.0,445.0,1786.0,80111.0,3186.0,13779.0,4499.0,9280.0,male,age_between_25_44,white
2015,90292,21679.0,651.0,537.0,6.8,5.0,16.0,14.0,7.0,42.0,2341.0,100507.0,2719.0,11963.0,3410.0,8553.0,female,age_above_45,white
2015,90293,12458.0,564.0,469.0,7.1,2.0,5.0,9.0,1.0,27.0,1798.0,82055.0,869.0,6689.0,3154.0,3535.0,male,age_above_45,white
2015,90305,15665.0,1.0,1.0,14.3,1.0,5.0,2.0,1.0,17.0,1229.0,65633.0,1768.0,5854.0,3907.0,1947.0,female,age_above_45,black
2015,90402,11661.0,67.0,61.0,8.0,2.0,2.0,2.0,9.0,48.0,1793.0,134638.0,693.0,5165.0,3396.0,1769.0,female,age_above_45,white
2015,90404,22081.0,3.0,3.0,11.2,14.0,22.0,7.0,2.0,234.0,1441.0,66623.0,3005.0,9808.0,2236.0,7572.0,female,age_above_45,white
2015,90405,28915.0,34.0,30.0,8.9,21.0,39.0,24.0,7.0,252.0,1556.0,77948.0,3554.0,14254.0,4485.0,9769.0,female,age_above_45,white
2015,90501,43145.0,792.0,549.0,10.4,2.0,7.0,17.0,3.0,9.0,1200.0,61536.0,6696.0,14218.0,6375.0,7843.0,female,age_above_45,other_races
2015,90502,17585.0,49.0,31.0,10.1,9.333333333333332,20.0,14.0,3.0,6.0,1326.0,64232.0,1528.0,5641.0,3865.0,1776.0,female,age_above_45,other_races
2015,90504,33279.0,3.0,2.0,9.1,3.0,6.0,2.0,6.0,18.0,1354.0,73380.0,2624.0,11465.0,6905.0,4560.0,male,age_above_45,other_races
2015,90710,27457.0,902.0,701.0,10.6,2.0,6.0,5.0,22.0,27.0,1024.0,52294.0,5023.0,8922.0,4968.0,3954.0,female,age_above_45,hispanic
2015,90717,21816.0,101.0,86.0,9.2,1.0,4.0,1.0,3.0,25.0,1260.0,56103.0,3206.0,8536.0,3592.0,4944.0,female,age_above_45,white
2015,90731,62028.0,3733.0,2912.0,12.6,12.0,16.0,45.0,9.0,99.0,1129.0,50879.0,13047.0,22189.0,6951.0,15238.0,male,age_above_45,white
2015,90732,21417.0,656.0,553.0,9.4,7.0,14.0,24.0,4.0,28.0,1737.0,84679.0,1512.0,8431.0,5778.0,2653.0,female,age_above_45,white
2015,90744,57963.0,2819.0,2127.0,10.3,25.0,34.0,85.0,40.0,142.0,1006.0,41569.0,16717.0,14272.0,5718.0,8554.0,female,age_below_24,hispanic
2015,90810,36936.0,3.0,1.0,12.8,1.0,4.0,21.0,6.0,7.0,1043.0,49517.0,7232.0,9179.0,5126.0,4053.0,female,age_below_24,other_races
2015,90813,60078.0,1.0,1.0,13.2,64.0,19.0,194.0,0.0,506.0,947.0,30936.0,20910.0,16575.0,2044.0,14531.0,female,age_below_24,hispanic
2015,91030,25967.0,1.8333333333333333,1.8333333333333333,7.1,2.0,3.0,6.333333333333333,4.0,27.33333333333333,1403.0,79089.0,2009.0,10260.0,4467.0,5793.0,female,age_above_45,white
2015,91040,19969.0,703.0,612.0,9.0,12.0,4.333333333333333,16.0,12.666666666666666,74.0,1212.0,71411.0,2778.0,7085.0,4915.0,2170.0,male,age_above_45,white
2015,91042,27298.0,823.0,700.0,9.2,11.0,5.666666666666667,11.0,2.0,83.0,1175.0,58020.0,3559.0,9977.0,5232.0,4745.0,female,age_above_45,white
2015,91105,11413.0,2.0,2.5,7.2,3.0,1.0,5.0,1.3333333333333337,6.0,2029.0,107209.0,1047.0,5354.0,3122.0,2232.0,female,age_above_45,white
2015,91201,23092.0,3.0,3.0,12.1,5.0,5.0,2.0,4.0,55.0,1266.0,49215.0,3186.0,8183.0,2535.0,5648.0,female,age_above_45,white
2015,91214,30965.0,2.0,2.0,5.4,7.0,2.0,6.666666666666667,1.0,29.0,1655.0,87612.0,1808.0,10453.0,7722.0,2731.0,female,age_above_45,white
2015,91302,25431.0,2.0,2.0,6.7,1.6666666666666667,3.0,1.0,1.0,1.0,2046.0,114688.0,2224.0,9135.0,6622.0,2513.0,female,age_above_45,white
2015,91303,29471.0,2158.0,1984.0,7.5,3.0,14.0,29.0,3.0,30.0,1235.0,45793.0,6025.0,9466.0,2368.0,7098.0,male,age_between_25_44,hispanic
2015,91304,53853.0,1798.0,1619.0,8.6,6.0,14.0,35.0,2.333333333333333,28.0,1232.0,61339.0,9414.0,16999.0,8713.0,8286.0,female,age_above_45,white
2015,91306,49532.0,2177.0,1946.0,8.8,6.0,2.0,34.0,3.0,43.0,1185.0,61529.0,7459.0,14447.0,8201.0,6246.0,male,age_above_45,other_races
2015,91307,26219.0,949.0,886.0,8.0,2.0,1.0,9.0,1.0,9.0,2508.0,100075.0,1614.0,8581.0,7064.0,1517.0,female,age_above_45,white
2015,91311,38505.0,1873.0,1553.0,7.5,8.0,9.0,37.0,6.333333333333333,31.0,1438.0,80593.0,3167.0,13715.0,9350.0,4365.0,female,age_above_45,white
2015,91316,28837.0,1162.0,1008.0,10.4,6.0,2.0,5.0,1.0,13.0,1426.0,61539.0,4484.0,12335.0,6322.0,6013.0,female,age_above_45,white
2015,91324,28497.0,2088.0,1567.0,7.9,10.0,7.0,28.0,5.0,50.0,1445.0,61958.0,4293.0,9552.0,5027.0,4525.0,male,age_above_45,white
2015,91325,33197.0,1336.0,1088.0,8.3,8.0,2.0,15.0,5.0,38.0,1339.0,60774.0,5609.0,11775.0,5406.0,6369.0,male,age_above_45,white
2015,91326,36921.0,910.0,804.0,5.8,1.0,3.0,12.0,2.0,8.0,1775.0,101073.0,2609.0,12357.0,8621.0,3736.0,female,age_above_45,white
2015,91330,3231.0,78.0,67.0,32.4,3.0,1.0,1.0,0.0,30.0,0.0,4.0,12.2,11.2,0.0,11.2,female,age_below_24,other_races
2015,91331,102266.0,3828.0,3177.0,13.0,12.0,32.0,72.0,12.0,183.0,1299.0,51986.0,21052.0,22406.0,13105.0,9301.0,male,age_below_24,hispanic
2015,91335,78230.0,2948.0,2441.0,7.9,3.0,2.0,11.0,1.0,15.0,1215.0,51206.0,15639.0,23433.0,11664.0,11769.0,female,age_above_45,white
2015,91340,35481.0,396.0,321.0,9.6,3.0,4.0,22.0,5.0,39.0,1202.0,54182.0,6688.0,8341.0,4549.0,3792.0,male,age_below_24,hispanic
2015,91342,93466.0,3689.0,2936.0,9.2,38.0,14.0,79.0,12.0,194.0,1334.0,60361.0,15683.0,24189.0,16452.0,7737.0,female,age_below_24,hispanic
2015,91343,64149.0,2833.0,2289.0,11.3,7.0,10.0,5.0,4.333333333333333,25.0,1163.0,55956.0,14622.0,17294.0,9190.0,8104.0,male,age_below_24,hispanic
2015,91344,54566.0,2332.0,1990.0,9.1,6.333333333333333,16.0,31.0,4.0,3.0,1621.0,79680.0,3656.0,17049.0,12588.0,4461.0,female,age_above_45,white
2015,91345,18276.0,900.0,701.0,9.0,2.0,5.0,2.0,1.0,8.0,1339.0,61728.0,1775.0,5125.0,3597.0,1528.0,female,age_above_45,hispanic
2015,91352,47543.0,2181.0,1709.0,10.4,19.0,25.0,59.0,4.0,102.0,1193.0,51154.0,8597.0,12270.0,6562.0,5708.0,female,age_below_24,white
2015,91356,29467.0,1453.0,1241.0,7.6,1.0,7.0,6.0,2.0,23.0,1340.0,68078.0,3143.0,11259.0,6177.0,5082.0,female,age_above_45,white
2015,91364,27100.0,1353.0,1269.0,7.7,4.0,9.0,8.0,1.0,36.0,1891.0,92830.0,2149.0,10243.0,7102.0,3141.0,female,age_above_45,white
2015,91367,42578.0,1937.0,1771.0,6.8,10.0,15.0,26.0,2.0,52.0,1805.0,80083.0,3744.0,17489.0,9320.0,8169.0,female,age_above_45,white
2015,91401,41217.0,2216.0,1847.0,9.4,4.0,1.0,10.0,1.0,38.0,1194.0,50418.0,8620.0,14904.0,5193.0,9711.0,female,age_above_45,white
2015,91402,71894.0,3342.0,2568.0,13.2,8.0,14.0,35.0,11.0,137.0,1079.0,37190.0,20898.0,18662.0,6304.0,12358.0,female,age_below_24,hispanic
2015,91403,24613.0,1163.0,994.0,9.3,6.0,3.0,2.0,2.0,38.0,1565.0,80890.0,2465.0,11336.0,5328.0,6008.0,female,age_above_45,white
2015,91405,53347.0,3063.0,2484.0,11.8,18.0,7.0,22.0,1.0,55.0,1071.0,39013.0,13422.0,16953.0,4464.0,12489.0,female,age_below_24,hispanic
2015,91406,54364.0,2539.0,2010.0,9.1,9.0,4.0,7.0,1.0,24.0,1150.0,49835.0,11092.0,17749.0,7253.0,10496.0,male,age_below_24,hispanic
2015,91411,25370.0,1715.0,1378.0,12.0,6.0,1.0,7.0,2.0,28.0,1158.0,45667.0,5298.0,9520.0,2701.0,6819.0,female,age_between_25_44,white
2015,91423,33347.0,1765.0,1446.0,9.2,7.0,5.0,4.0,2.0,39.0,1549.0,79028.0,2434.0,15184.0,5862.0,9322.0,female,age_between_25_44,white
2015,91436,13970.0,683.0,577.0,5.5,2.0,2.0,2.0,12.0,92.0,2203.0,135585.0,656.0,5382.0,4336.0,1046.0,female,age_above_45,white
2015,91504,25469.0,55.0,47.0,8.4,3.0,3.333333333333333,7.0,2.0,21.0,1344.0,70608.0,1935.0,9314.0,4859.0,4455.0,female,age_above_45,white
2015,91505,31273.0,53.0,46.0,8.1,9.0,7.0,12.0,1.0,35.0,1544.0,76357.0,2726.0,12978.0,5748.0,7230.0,female,age_above_45,white
2015,91601,38754.0,2493.0,2063.0,11.1,22.0,17.0,17.0,1.0,43.0,1271.0,48499.0,8326.0,16615.0,3208.0,13407.0,male,age_between_25_44,white
2015,91602,18304.0,878.0,743.0,10.5,15.0,11.0,10.0,1.0,35.0,1456.0,65920.0,2116.0,9276.0,3161.0,6115.0,female,age_between_25_44,white
2015,91604,30269.0,2029.0,1739.0,10.7,8.0,5.0,11.0,1.0,23.0,1668.0,90801.0,2120.0,14297.0,6704.0,7593.0,female,age_above_45,white
2015,91605,55665.0,3115.0,2490.0,11.6,27.0,31.0,66.0,1.0,86.0,1112.0,42254.0,13711.0,15694.0,5979.0,9715.0,female,age_below_24,hispanic
2015,91606,44773.0,2299.0,1837.0,11.4,25.0,17.0,38.0,8.666666666666668,35.0,1135.0,41498.0,9550.0,15197.0,4617.0,10580.0,male,age_above_45,white
2015,91607,30231.0,1337.0,1142.0,12.1,1.0,1.0,4.0,3.333333333333333,8.0,1302.0,53531.0,3793.0,13354.0,3996.0,9358.0,female,age_above_45,white
2016,90001,57942.0,948.0,728.0,12.3,30.0,40.0,73.0,23.0,680.0,1009.0,34323.0,18902.0,13594.0,4640.0,8954.0,male,age_below_24,hispanic
2016,90002,51826.0,2753.0,2322.0,13.4,23.0,20.0,63.0,21.0,496.0,1035.0,32520.0,18302.0,12543.0,4611.0,7932.0,female,age_below_24,hispanic
2016,90003,70208.0,6511.0,5286.0,14.0,44.0,36.0,76.0,63.0,1507.0,1099.0,31878.0,24556.0,16496.0,4724.0,11772.0,female,age_below_24,hispanic
2016,90004,63095.0,3399.0,2695.0,8.8,17.0,30.0,14.0,83.0,729.0,1125.0,43180.0,12919.0,22431.0,3779.0,18652.0,female,age_above_45,other_races
2016,90005,39338.0,2089.0,1682.0,10.0,4.0,12.0,4.0,17.0,293.0,988.0,31485.0,11520.0,16086.0,1282.0,14804.0,female,age_between_25_44,other_races
2016,90006,61230.0,3021.0,2431.0,11.6,25.0,28.0,22.0,9.0,428.0,984.0,31993.0,17456.0,19474.0,1579.0,17895.0,male,age_below_24,other_races
2016,90007,41979.0,3132.0,2700.0,13.0,13.0,26.0,60.0,33.0,707.0,1079.0,22485.0,17605.0,11672.0,1328.0,10344.0,female,age_below_24,other_races
2016,90008,32060.0,3024.0,2721.0,11.0,34.0,16.0,11.0,17.0,269.0,1044.0,36134.0,6769.0,14590.0,4866.0,9724.0,female,age_above_45,black
2016,90010,3524.0,783.0,592.0,8.4,12.0,3.0,4.0,16.0,186.0,1656.0,47569.0,581.0,2041.0,418.0,1623.0,male,age_above_45,other_races
2016,90011,104762.0,5646.0,4365.0,8.7,41.0,53.0,102.0,132.0,1546.0,1011.0,31684.0,40661.0,23258.0,6035.0,17223.0,female,age_below_24,hispanic
2016,90012,32543.0,2478.0,2123.0,6.7,10.0,6.0,13.0,210.0,1581.0,1208.0,32712.0,7755.0,11344.0,1316.0,10028.0,male,age_between_25_44,other_races
2016,90013,11668.0,3561.0,3245.0,14.2,27.0,7.0,2.0,432.0,3851.0,770.0,22058.0,5229.0,6786.0,674.0,6112.0,male,age_above_45,white
2016,90014,7191.0,1474.0,1354.0,10.8,21.0,9.0,2.0,363.0,3595.0,789.0,23580.0,2809.0,4871.0,272.0,4599.0,male,age_between_25_44,white
2016,90015,19378.0,2674.0,2222.0,9.2,22.0,26.0,25.0,150.0,1324.0,961.0,30463.0,7366.0,8043.0,1129.0,6914.0,male,age_between_25_44,hispanic
2016,90016,47079.0,3059.0,2676.0,9.4,38.0,20.0,46.0,16.0,393.0,1132.0,41140.0,10438.0,17213.0,6260.0,10953.0,female,age_above_45,hispanic
2016,90017,25772.0,2638.0,2264.0,7.0,5.0,15.0,7.0,101.0,834.0,897.0,25143.0,11732.0,10288.0,393.0,9895.0,male,age_between_25_44,hispanic
2016,90018,51639.0,2674.0,2310.0,11.6,15.0,20.0,35.0,8.0,366.0,1017.0,35696.0,13485.0,16290.0,4880.0,11410.0,female,age_above_45,hispanic
2016,90019,68530.0,3387.0,2696.0,8.7,11.0,18.0,52.0,3.0,336.0,1189.0,47518.0,14117.0,24599.0,6612.0,17987.0,female,age_above_45,hispanic
2016,90020,40170.0,1924.0,1510.0,7.5,5.0,12.0,4.5,20.0,224.0,1164.0,40353.0,7826.0,16649.0,1576.0,15073.0,female,age_between_25_44,other_races
2016,90021,2954.0,1889.0,1351.0,15.1,23.0,8.0,4.0,402.0,3256.0,456.0,12370.0,1459.0,1728.0,78.0,1650.0,male,age_above_45,hispanic
2016,90023,46611.0,1943.0,1274.0,10.4,11.0,28.0,42.0,34.0,482.0,1009.0,37472.0,13071.0,11239.0,3131.0,8108.0,male,age_below_24,hispanic
2016,90024,49737.0,1277.0,1082.0,9.9,9.0,12.0,17.0,2.0,651.0,1976.0,57210.0,12553.0,17206.0,5042.0,12164.0,female,age_below_24,white
2016,90025,46520.0,2095.0,1723.0,6.1,22.0,23.0,40.0,20.0,945.0,1724.0,72653.0,5871.0,22097.0,5600.0,16497.0,male,age_between_25_44,white
2016,90026,67557.0,3580.0,2892.0,9.4,15.0,31.0,40.0,53.0,953.0,1162.0,51568.0,15000.0,25299.0,5681.0,19618.0,male,age_between_25_44,white
2016,90027,46043.0,2985.0,2365.0,9.7,12.0,15.0,11.0,18.0,513.0,1259.0,52922.0,7539.0,21996.0,4168.0,17828.0,female,age_between_25_44,white
2016,90028,31122.0,5061.0,4001.0,10.9,19.0,40.0,20.0,28.0,842.0,1181.0,35729.0,8369.0,16201.0,781.0,15420.0,male,age_between_25_44,white
2016,90029,40242.0,1713.0,1376.0,10.2,30.0,44.0,18.0,73.0,983.0,1056.0,35132.0,11062.0,14187.0,1317.0,12870.0,male,age_above_45,other_races
2016,90031,38940.0,1861.0,1423.0,9.9,7.0,19.0,34.0,7.0,202.0,1024.0,36801.0,10800.0,11651.0,3716.0,7935.0,male,age_above_45,hispanic
2016,90032,47285.0,1884.0,1439.0,12.6,1.0,3.0,21.0,6.5,72.0,1093.0,45218.0,10833.0,13409.0,6439.0,6970.0,female,age_below_24,hispanic
2016,90033,49156.0,2877.0,2263.0,9.6,9.0,25.0,24.0,15.0,567.0,934.0,29499.0,18025.0,13170.0,2181.0,10989.0,female,age_below_24,hispanic
2016,90034,57443.0,2224.0,1742.0,6.3,16.0,13.0,26.0,6.0,207.0,1472.0,60965.0,8524.0,25918.0,4915.0,21003.0,male,age_between_25_44,white
2016,90035,30582.0,1383.0,1159.0,6.3,2.0,5.0,16.0,3.0,147.0,1749.0,74667.0,3449.0,13140.0,4172.0,8968.0,female,age_above_45,white
