quarter,zip_code,tract
2018_12,90272,06037262400
2018_12,90272,06037262604
2018_12,90272,06037262501
2018_12,90275,06037670411
2018_12,90275,06037670416
2018_12,90275,06037670406
2018_12,90275,06037670702
2018_12,90275,06037670405
2018_12,90275,06037296300
2018_12,90275,06037670500
2018_12,90275,06037670407
2018_12,90275,06037296401
2018_12,90275,06037670701
2018_12,90275,06037670602
2018_12,90275,06037670413
2018_12,90275,06037670324
2018_12,90275,06037670403
2018_12,90275,06037670326
2018_12,90280,06037535501
2018_12,90280,06037536103
2018_12,90280,06037551501
2018_12,90280,06037540101
2018_12,90280,06037553602
2018_12,90280,06037534501
2018_12,90280,06037535802
2018_12,90280,06037535607
2018_12,90280,06037535604
2018_12,90280,06037535901
2018_12,90280,06037551600
2018_12,90280,06037535606
2018_12,90280,06037535603
2018_12,90280,06037535502
2018_12,90280,06037535702
2018_12,90280,06037535803
2018_12,90280,06037535701
2018_12,90280,06037535804
2018_12,90280,06037553601
2018_12,90280,06037540300
2018_12,90280,06037536200
2018_12,90280,06037535605
2018_12,90280,06037536104
2018_12,90280,06037535503
2018_12,90280,06037540201
2018_12,90280,06037534301
2018_12,90280,06037536000
2018_12,90280,06037535902
2018_12,90280,06037536102
2018_12,90280,06037540202
2018_12,90290,06037800102
2018_12,90290,06037800506
2018_12,90290,06037800101
2018_12,90291,06037273200
2018_12,90291,06037274100
2018_12,90291,06037273100
2018_12,90291,06037273902
2018_12,90291,06037273700
2018_12,90291,06037273402
2018_12,90291,06037273502
2018_12,90291,06037273300
2018_12,90291,06037702803
2018_12,90291,06037273600
2018_12,90291,06037273800
2018_12,90292,06037274202
2018_12,90292,06037273902
2018_12,90292,06037702901
2018_12,90292,06037274100
2018_12,90292,06037702803
2018_12,90292,06037275302
2018_12,90292,06037275400
2018_12,90293,06037276601
2018_12,90293,06037278102
2018_12,90293,06037276603
2018_12,90293,06037276604
2018_12,90293,06037980028
2018_12,90301,06037601001
2018_12,90301,06037601211
2018_12,90301,06037600702
2018_12,90301,06037601100
2018_12,90301,06037601302
2018_12,90301,06037277400
2018_12,90301,06037601212
2018_12,90301,06037601402
2018_12,90301,06037601002
2018_12,90301,06037600902
2018_12,90301,06037601202
2018_12,90301,06037601401
2018_12,90302,06037601211
2018_12,90302,06037600902
2018_12,90302,06037600911
2018_12,90302,06037601302
2018_12,90302,06037601303
2018_12,90302,06037600912
2018_12,90302,06037601301
2018_12,90302,06037703002
2018_12,90304,06037601502
2018_12,90304,06037601700
2018_12,90304,06037601802
2018_12,90304,06037600502
2018_12,90304,06037602200
2018_12,90304,06037601202
2018_12,90304,06037601100
2018_12,90304,06037602104
2018_12,90304,06037601501
2018_12,90304,06037601402
2018_12,90304,06037601801
2018_12,90304,06037601600
2018_12,90304,06037602103
2018_12,90305,06037235202
2018_12,90305,06037600704
2018_12,90305,06037600801
2018_12,90305,06037600802
2018_12,90305,06037600702
2018_12,90305,06037600703
2018_12,90402,06037264302
2018_12,90402,06037701304
2018_12,90402,06037262802
2018_12,90402,06037701202
2018_12,90402,06037701201
2018_12,90402,06037262706
2018_12,90402,06037264000
2018_12,90403,06037701602
2018_12,90403,06037701402
2018_12,90403,06037701302
2018_12,90403,06037701202
2018_12,90403,06037701304
2018_12,90403,06037701201
2018_12,90403,06037701502
2018_12,90403,06037701501
2018_12,90403,06037701601
2018_12,90404,06037701701
2018_12,90404,06037701502
2018_12,90404,06037701802
2018_12,90404,06037701602
2018_12,90404,06037701702
2018_12,90404,06037701801
2018_12,90404,06037701902
2018_12,90405,06037702002
2018_12,90405,06037273402
2018_12,90405,06037701801
2018_12,90405,06037702300
2018_12,90405,06037702102
2018_12,90405,06037273300
2018_12,90405,06037701902
2018_12,90405,06037271300
2018_12,90405,06037273100
2018_12,90405,06037702201
2018_12,90405,06037702202
2018_12,90405,06037701802
2018_12,90501,06037293302
2018_12,90501,06037650902
2018_12,90501,06037650800
2018_12,90501,06037980005
2018_12,90501,06037651002
2018_12,90501,06037543602
2018_12,90501,06037670001
2018_12,90501,06037292000
2018_12,90501,06037651001
2018_12,90501,06037650901
2018_12,90501,06037293202
2018_12,90501,06037650401
2018_12,90501,06037293201
2018_12,90502,06037543602
2018_12,90502,06037543502
2018_12,90502,06037292000
2018_12,90502,06037543503
2018_12,90502,06037543501
2018_12,90504,06037650101
2018_12,90504,06037650102
2018_12,90504,06037650300
2018_12,90504,06037603600
2018_12,90504,06037604100
2018_12,90504,06037650001
2018_12,90504,06037650003
2018_12,90504,06037980005
2018_12,90504,06037603702
2018_12,90504,06037650004
2018_12,90504,06037650200
2018_12,90504,06037620602
2018_12,90504,06037603400
2018_12,90504,06037603302
2018_12,90710,06037293302
2018_12,90710,06037980015
2018_12,90710,06037294421
2018_12,90710,06037293304
2018_12,90710,06037293306
2018_12,90710,06037294410
2018_12,90710,06037670100
2018_12,90710,06037293301
2018_12,90710,06037293307
2018_12,90710,06037543603
2018_12,90717,06037670201
2018_12,90717,06037293304
2018_12,90717,06037651001
2018_12,90717,06037670001
2018_12,90717,06037670701
2018_12,90717,06037651101
2018_12,90717,06037670003
2018_12,90717,06037293306
2018_12,90717,06037670100
2018_12,90717,06037293307
2018_12,90717,06037651401
2018_12,90717,06037670002
2018_12,90717,06037293302
2018_12,90717,06037980015
2018_12,90731,06037297601
2018_12,90731,06037297120
2018_12,90731,06037980031
2018_12,90731,06037296210
2018_12,90731,06037297201
2018_12,90731,06037296220
2018_12,90731,06037296902
2018_12,90731,06037296901
2018_12,90731,06037297000
2018_12,90731,06037296600
2018_12,90731,06037295103
2018_12,90731,06037297110
2018_12,90731,06037609900
2018_12,90731,06037296500
2018_12,90731,06037980033
2018_12,90731,06037297300
2018_12,90731,06037297202
2018_12,90731,06037296402
2018_12,90731,06037297500
2018_12,90731,06037980015
2018_12,90731,06037297602
2018_12,90731,06037296300
2018_12,90732,06037297400
2018_12,90732,06037297500
2018_12,90732,06037297300
2018_12,90732,06037980015
2018_12,90732,06037296402
2018_12,90732,06037295103
2018_12,90732,06037296401
2018_12,90732,06037609900
2018_12,90732,06037297000
2018_12,90732,06037296300
2018_12,90732,06037670701
2018_12,90744,06037294900
2018_12,90744,06037543703
2018_12,90744,06037294620
2018_12,90744,06037294302
2018_12,90744,06037294301
2018_12,90744,06037294200
2018_12,90744,06037294701
2018_12,90744,06037294820
2018_12,90744,06037294610
2018_12,90744,06037294830
2018_12,90744,06037294120
2018_12,90744,06037980031
2018_12,90744,06037294810
2018_12,90744,06037980014
2018_12,90744,06037294410
2018_12,90744,06037980002
2018_12,90744,06037294520
2018_12,90744,06037980015
2018_12,90744,06037294510
2018_12,90744,06037294110
2018_12,90745,06037980002
2018_12,90745,06037543306
2018_12,90745,06037294110
2018_12,90745,06037543905
2018_12,90745,06037543802
2018_12,90745,06037543801
2018_12,90745,06037543701
2018_12,90745,06037543702
2018_12,90745,06037543703
2018_12,90745,06037543501
2018_12,90745,06037543903
2018_12,90745,06037543604
2018_12,90745,06037543601
2018_12,90802,06037575901
2018_12,90802,06037576501
2018_12,90802,06037576601
2018_12,90802,06037576602
2018_12,90802,06037575902
2018_12,90802,06037576200
2018_12,90802,06037576502
2018_12,90802,06037576801
2018_12,90802,06037576503
2018_12,90802,06037576001
2018_12,90802,06037980033
2018_12,90810,06037572800
2018_12,90810,06037571800
2018_12,90810,06037572900
2018_12,90810,06037980014
2018_12,90810,06037572301
2018_12,90810,06037543306
2018_12,90810,06037980002
2018_12,90810,06037572400
2018_12,90810,06037575500
2018_12,90810,06037544001
2018_12,90810,06037544002
2018_12,90810,06037571701
2018_12,90810,06037572302
2018_12,90810,06037572700
2018_12,90810,06037572500
2018_12,90810,06037980025
2018_12,90810,06037572600
2018_12,90813,06037576501
2018_12,90813,06037575101
2018_12,90813,06037575402
2018_12,90813,06037575801
2018_12,90813,06037576503
2018_12,90813,06037575802
2018_12,90813,06037576901
2018_12,90813,06037576301
2018_12,90813,06037576401
2018_12,90813,06037575300
2018_12,90813,06037575202
2018_12,90813,06037980033
2018_12,90813,06037576502
2018_12,90813,06037575401
2018_12,90813,06037576403
2018_12,90813,06037576302
2018_12,90813,06037575500
2018_12,90813,06037575803
2018_12,90813,06037576402
2018_12,90813,06037575201
2018_12,90813,06037575902
2018_12,90813,06037576200
2018_12,90813,06037575102
2018_12,91011,06037460502
2018_12,91011,06037300800
2018_12,91011,06037460700
2018_12,91011,06037460501
2018_12,91011,06037460600
2018_12,91011,06037460800
2018_12,91011,06037300502
2018_12,91011,06037300501
2018_12,91011,06037300901
2018_12,91011,06037460401
2018_12,91030,06037183103
2018_12,91030,06037480704
2018_12,91030,06037480600
2018_12,91030,06037463900
2018_12,91030,06037183104
2018_12,91030,06037464000
2018_12,91030,06037480500
2018_12,91030,06037480703
2018_12,91030,06037464100
2018_12,91030,06037480702
2018_12,91030,06037480400
2018_12,91040,06037103102
2018_12,91040,06037101400
2018_12,91040,06037980026
2018_12,91040,06037103400
2018_12,91040,06037980021
2018_12,91040,06037103300
2018_12,91040,06037930200
2018_12,91040,06037102107
2018_12,91040,06037103200
2018_12,91040,06037103101
2018_12,91042,06037103400
2018_12,91042,06037930200
2018_12,91042,06037103101
2018_12,91042,06037101210
2018_12,91042,06037101220
2018_12,91042,06037103102
2018_12,91042,06037101300
2018_12,91042,06037101110
2018_12,91042,06037980026
2018_12,91042,06037101400
2018_12,91042,06037101122
2018_12,91042,06037930101
2018_12,91105,06037463800
2018_12,91105,06037463900
2018_12,91105,06037464000
2018_12,91105,06037461700
2018_12,91105,06037463700
2018_12,91105,06037463602
2018_12,91105,06037181000
2018_12,91105,06037480600
2018_12,91105,06037460800
2018_12,91105,06037461902
2018_12,91105,06037181500
2018_12,91105,06037300902
2018_12,91201,06037301502
2018_12,91201,06037310703
2018_12,91201,06037301205
2018_12,91201,06037301400
2018_12,91201,06037301602
2018_12,91201,06037300702
2018_12,91201,06037980009
2018_12,91201,06037301206
2018_12,91201,06037301300
2018_12,91201,06037310100
2018_12,91201,06037310202
2018_12,91201,06037301601
2018_12,91201,06037301501
2018_12,91204,06037302401
2018_12,91204,06037302503
2018_12,91204,06037302202
2018_12,91204,06037302201
2018_12,91204,06037302504
2018_12,91204,06037302505
2018_12,91204,06037302301
2018_12,91204,06037302302
2018_12,91204,06037301702
2018_12,91204,06037301802
2018_12,91205,06037302103
2018_12,91205,06037302102
2018_12,91205,06037302506
2018_12,91205,06037302201
2018_12,91205,06037302504
2018_12,91205,06037302505
2018_12,91205,06037302503
2018_12,91205,06037302002
2018_12,91205,06037186401
2018_12,91205,06037302104
2018_12,91205,06037302202
2018_12,91205,06037302003
2018_12,91205,06037186100
2018_12,91205,06037302004
2018_12,91206,06037301000
2018_12,91206,06037300800
2018_12,91206,06037460700
2018_12,91206,06037302004
2018_12,91206,06037300901
2018_12,91206,06037300902
2018_12,91206,06037302003
2018_12,91206,06037302002
2018_12,91206,06037302201
2018_12,91206,06037301900
2018_12,91206,06037302104
2018_12,91214,06037300400
2018_12,91214,06037300701
2018_12,91214,06037300100
2018_12,91214,06037300200
2018_12,91214,06037300600
2018_12,91214,06037300501
2018_12,91214,06037300301
2018_12,91214,06037101300
2018_12,91302,06037800328
2018_12,91302,06037800329
2018_12,91302,06037137402
2018_12,91302,06037800504
2018_12,91302,06037800330
2018_12,91302,06037800203
2018_12,91302,06037800204
2018_12,91302,06037800202
2018_12,91302,06037800101
2018_12,91302,06037800102
2018_12,91303,06037134002
2018_12,91303,06037134904
2018_12,91303,06037134304
2018_12,91303,06037134303
2018_12,91303,06037135111
2018_12,91303,06037134521
2018_12,91303,06037134903
2018_12,91303,06037134001
2018_12,91303,06037134522
2018_12,91303,06037134520
2018_12,91303,06037135114
2018_12,91304,06037134423
2018_12,91304,06037134424
2018_12,91304,06037980023
2018_12,91304,06037134306
2018_12,91304,06037113421
2018_12,91304,06037134422
2018_12,91304,06037113232
2018_12,91304,06037134001
2018_12,91304,06037113231
2018_12,91304,06037134302
2018_12,91304,06037134304
2018_12,91304,06037134201
2018_12,91304,06111007511
2018_12,91304,06037113233
2018_12,91304,06037134522
2018_12,91304,06037134521
2018_12,91304,06037113235
2018_12,91304,06037113422
2018_12,91304,06037113234
2018_12,91304,06037134305
2018_12,91304,06037134421
2018_12,91306,06037134101
2018_12,91306,06037134103
2018_12,91306,06037113422
2018_12,91306,06037134800
2018_12,91306,06037113234
2018_12,91306,06037134201
2018_12,91306,06037134104
2018_12,91306,06037134710
2018_12,91306,06037113401
2018_12,91306,06037113421
2018_12,91306,06037134904
2018_12,91306,06037134002
2018_12,91306,06037134720
2018_12,91307,06037135202
2018_12,91307,06111007405
2018_12,91307,06037134422
2018_12,91307,06037135111
2018_12,91307,06037135201
2018_12,91307,06037134421
2018_12,91307,06037134424
2018_12,91307,06037134303
2018_12,91307,06037135102
2018_12,91307,06111007511
2018_12,91307,06037135203
2018_12,91307,06037134302
2018_12,91311,06037113303
2018_12,91311,06037113213
2018_12,91311,06037113421
2018_12,91311,06037980023
2018_12,91311,06037113301
2018_12,91311,06037113211
2018_12,91311,06037113322
2018_12,91311,06111007511
2018_12,91311,06037920303
2018_12,91311,06037113235
2018_12,91311,06037113232
2018_12,91311,06037113321
2018_12,91311,06037113212
2018_12,91311,06037113101
2018_12,91311,06037113233
2018_12,91311,06037113237
2018_12,91311,06037113234
2018_12,91311,06037113102
2018_12,91311,06037108202
2018_12,91316,06037139200
2018_12,91316,06037980024
2018_12,91316,06037132700
2018_12,91316,06037139503
2018_12,91316,06037139600
2018_12,91316,06037139502
2018_12,91316,06037139504
2018_12,91316,06037132900
2018_12,91316,06037139702
2018_12,91316,06037139701
2018_12,91316,06037139001
2018_12,91316,06037139703
2018_12,91321,06037920326
2018_12,91321,06037920334
2018_12,91321,06037920332
2018_12,91321,06037920336
2018_12,91321,06037920314
2018_12,91321,06037920031
2018_12,91321,06037920313
2018_12,91321,06037930200
2018_12,91321,06037920042
2018_12,91321,06037920043
2018_12,91321,06037920337
2018_12,91321,06037920322
2018_12,91321,06037920312
2018_12,91324,06037111205
2018_12,91324,06037131600
2018_12,91324,06037115301
2018_12,91324,06037113322
2018_12,91324,06037115201
2018_12,91324,06037113401
2018_12,91324,06037115404
2018_12,91324,06037111206
2018_12,91324,06037113303
2018_12,91324,06037113301
2018_12,91324,06037115302
2018_12,91324,06037111204
2018_12,91324,06037115202
2018_12,91324,06037131010
2018_12,91324,06037115403
2018_12,91325,06037111302
2018_12,91325,06037115202
2018_12,91325,06037115201
2018_12,91325,06037111205
2018_12,91325,06037111206
2018_12,91325,06037115401
2018_12,91325,06037115104
2018_12,91325,06037115103
2018_12,91325,06037131400
2018_12,91325,06037115101
2018_12,91325,06037111301
2018_12,91325,06037131100
2018_12,91325,06037131300
2018_12,91325,06037115403
2018_12,91325,06037131200
2018_12,91325,06037117302
2018_12,91325,06037111400
2018_12,91326,06037108101
2018_12,91326,06037920303
2018_12,91326,06037111204
2018_12,91326,06037111301
2018_12,91326,06037108103
2018_12,91326,06037108104
2018_12,91326,06037108201
2018_12,91326,06037108102
2018_12,91326,06037111206
2018_12,91326,06037113102
2018_12,91326,06037108202
2018_12,91330,06037115103
2018_12,91330,06037115201
2018_12,91331,06037104610
2018_12,91331,06037119900
2018_12,91331,06037104310
2018_12,91331,06037104204
2018_12,91331,06037104704
2018_12,91331,06037104404
2018_12,91331,06037104401
2018_12,91331,06037122000
2018_12,91331,06037120105
2018_12,91331,06037119800
2018_12,91331,06037104108
2018_12,91331,06037104821
2018_12,91331,06037104201
2018_12,91331,06037119342
2018_12,91331,06037119202
2018_12,91331,06037119002
2018_12,91331,06037119700
2018_12,91331,06037119001
2018_12,91331,06037104620
2018_12,91331,06037121210
2018_12,91331,06037109601
2018_12,91331,06037104320
2018_12,91331,06037119400
2018_12,91331,06037104703
2018_12,91331,06037119201
2018_12,91331,06037104500
2018_12,91331,06037120400
2018_12,91331,06037104105
2018_12,91331,06037104701
2018_12,91331,06037104822
2018_12,91331,06037119310
2018_12,91331,06037104810
2018_12,91331,06037119341
2018_12,91331,06037104203
2018_12,91331,06037104403
2018_12,91331,06037980021
2018_12,91335,06037132300
2018_12,91335,06037132501
2018_12,91335,06037131600
2018_12,91335,06037134901
2018_12,91335,06037131020
2018_12,91335,06037131300
2018_12,91335,06037131010
2018_12,91335,06037131400
2018_12,91335,06037131800
2018_12,91335,06037133000
2018_12,91335,06037132900
2018_12,91335,06037133100
2018_12,91335,06037131701
2018_12,91335,06037131702
2018_12,91335,06037132700
2018_12,91335,06037132502
2018_12,91340,06037320201
2018_12,91340,06037320100
2018_12,91340,06037104201
2018_12,91340,06037320202
2018_12,91340,06037106649
2018_12,91340,06037106648
2018_12,91340,06037109500
2018_12,91340,06037106114
2018_12,91340,06037104310
2018_12,91340,06037107020
2018_12,91340,06037320300
2018_12,91340,06037106403
2018_12,91342,06037106407
2018_12,91342,06037106408
2018_12,91342,06037106649
2018_12,91342,06037106520
2018_12,91342,06037106405
2018_12,91342,06037107020
2018_12,91342,06037106403
2018_12,91342,06037106113
2018_12,91342,06037320300
2018_12,91342,06037106111
2018_12,91342,06037103200
2018_12,91342,06037980021
2018_12,91342,06037106406
2018_12,91342,06037106020
2018_12,91342,06037930200
2018_12,91342,06037107010
2018_12,91342,06037104103
2018_12,91342,06037104124
2018_12,91342,06037106114
2018_12,91342,06037106648
2018_12,91342,06037106010
2018_12,91342,06037104105
2018_12,91342,06037104201
2018_12,91342,06037980022
2018_12,91342,06037320201
2018_12,91342,06037106112
2018_12,91342,06037104108
2018_12,91342,06037106603
2018_12,91342,06037106510
2018_12,91342,06037104204
2018_12,91342,06037106604
2018_12,91343,06037109800
2018_12,91343,06037117302
2018_12,91343,06037117530
2018_12,91343,06037117202
2018_12,91343,06037980008
2018_12,91343,06037115101
2018_12,91343,06037117408
2018_12,91343,06037117404
2018_12,91343,06037117101
2018_12,91343,06037117520
2018_12,91343,06037117407
2018_12,91343,06037117510
2018_12,91343,06037117303
2018_12,91343,06037117405
2018_12,91343,06037117301
2018_12,91343,06037117201
2018_12,91343,06037117102
2018_12,91343,06037111400
2018_12,91343,06037115401
2018_12,91344,06037111100
2018_12,91344,06037106603
2018_12,91344,06037111301
2018_12,91344,06037109700
2018_12,91344,06037106641
2018_12,91344,06037111202
2018_12,91344,06037109800
2018_12,91344,06037111400
2018_12,91344,06037111201
2018_12,91344,06037106645
2018_12,91344,06037106646
2018_12,91344,06037109300
2018_12,91344,06037106642
2018_12,91344,06037980022
2018_12,91344,06037111206
2018_12,91344,06037106643
2018_12,91344,06037109200
2018_12,91345,06037117102
2018_12,91345,06037109100
2018_12,91345,06037109603
2018_12,91345,06037109400
2018_12,91345,06037117201
2018_12,91345,06037109601
2018_12,91345,06037109604
2018_12,91345,06037119310
2018_12,91345,06037109700
2018_12,91352,06037102107
2018_12,91352,06037121102
2018_12,91352,06037121222
2018_12,91352,06037122000
2018_12,91352,06037104703
2018_12,91352,06037121101
2018_12,91352,06037121210
2018_12,91352,06037123010
2018_12,91352,06037122121
2018_12,91352,06037122120
2018_12,91352,06037122122
2018_12,91352,06037122200
2018_12,91352,06037123020
2018_12,91352,06037121802
2018_12,91352,06037102104
2018_12,91352,06037102103
2018_12,91352,06037121010
2018_12,91352,06037121900
2018_12,91352,06037102105
2018_12,91352,06037121221
2018_12,91352,06037103300
2018_12,91356,06037139302
2018_12,91356,06037139200
2018_12,91356,06037139301
2018_12,91356,06037139401
2018_12,91356,06037139402
2018_12,91356,06037139303
2018_12,91356,06037139801
2018_12,91356,06037137504
2018_12,91356,06037137501
2018_12,91356,06037139502
2018_12,91356,06037139802
2018_12,91356,06037139703
2018_12,91364,06037800204
2018_12,91364,06037800101
2018_12,91364,06037800102
2018_12,91364,06037137502
2018_12,91364,06037137501
2018_12,91364,06037137504
2018_12,91364,06037930401
2018_12,91364,06037137401
2018_12,91364,06037137402
2018_12,91364,06037137201
2018_12,91364,06037139402
2018_12,91364,06037138000
2018_12,91367,06037137103
2018_12,91367,06037930401
2018_12,91367,06037135203
2018_12,91367,06037137401
2018_12,91367,06037139301
2018_12,91367,06037134905
2018_12,91367,06037135102
2018_12,91367,06037137201
2018_12,91367,06037135202
2018_12,91367,06037137502
2018_12,91367,06037800204
2018_12,91367,06037134901
2018_12,91367,06037137104
2018_12,91367,06037137301
2018_12,91367,06037137302
2018_12,91367,06037135201
2018_12,91367,06037135113
2018_12,91367,06037135114
2018_12,91371,06037134905
2018_12,91401,06037124500
2018_12,91401,06037128601
2018_12,91401,06037128802
2018_12,91401,06037128602
2018_12,91401,06037123520
2018_12,91401,06037128102
2018_12,91401,06037123602
2018_12,91401,06037128101
2018_12,91401,06037123510
2018_12,91401,06037124600
2018_12,91401,06037127806
2018_12,91401,06037128220
2018_12,91401,06037128210
2018_12,91401,06037128500
2018_12,91401,06037123601
2018_12,91401,06037124700
2018_12,91401,06037128303
2018_12,91401,06037128400
2018_12,91402,06037119900
2018_12,91402,06037120108
2018_12,91402,06037127520
2018_12,91402,06037119202
2018_12,91402,06037119320
2018_12,91402,06037119342
2018_12,91402,06037119310
2018_12,91402,06037120020
2018_12,91402,06037120105
2018_12,91402,06037120030
2018_12,91402,06037119341
2018_12,91402,06037117530
2018_12,91402,06037120300
2018_12,91402,06037120103
2018_12,91402,06037119340
2018_12,91402,06037117101
2018_12,91402,06037120400
2018_12,91402,06037120107
2018_12,91402,06037119700
2018_12,91402,06037120104
2018_12,91402,06037117102
2018_12,91402,06037120106
2018_12,91402,06037120010
2018_12,91403,06037141304
2018_12,91403,06037141600
2018_12,91403,06037141202
2018_12,91403,06037141302
2018_12,91403,06037141500
2018_12,91403,06037128702
2018_12,91403,06037128802
2018_12,91403,06037141400
2018_12,91403,06037128910
2018_12,91403,06037128801
2018_12,91403,06037141303
2018_12,91403,06037141201
2018_12,91405,06037127102
2018_12,91405,06037127804
2018_12,91405,06037127920
2018_12,91405,06037127712
2018_12,91405,06037127210
2018_12,91405,06037127220
2018_12,91405,06037128102
2018_12,91405,06037127300
2018_12,91405,06037127104
2018_12,91405,06037123510
2018_12,91405,06037127805
2018_12,91405,06037127806
2018_12,91405,06037127910
2018_12,91405,06037128101
2018_12,91405,06037127803
2018_12,91405,06037127103
2018_12,91406,06037132101
2018_12,91406,06037132102
2018_12,91406,06037980008
2018_12,91406,06037131100
2018_12,91406,06037127711
2018_12,91406,06037127520
2018_12,91406,06037127605
2018_12,91406,06037127712
2018_12,91406,06037980024
2018_12,91406,06037132001
2018_12,91406,06037127603
2018_12,91406,06037127300
2018_12,91406,06037132002
2018_12,91406,06037127604
2018_12,91406,06037127400
2018_12,91406,06037131900
2018_12,91406,06037127606
2018_12,91411,06037128801
2018_12,91411,06037128400
2018_12,91411,06037127711
2018_12,91411,06037127805
2018_12,91411,06037128302
2018_12,91411,06037127806
2018_12,91411,06037128802
2018_12,91411,06037128303
2018_12,91423,06037141101
2018_12,91423,06037128602
2018_12,91423,06037141102
2018_12,91423,06037143400
2018_12,91423,06037124700
2018_12,91423,06037124600
2018_12,91423,06037143902
2018_12,91423,06037141600
2018_12,91423,06037141201
2018_12,91423,06037141700
2018_12,91423,06037128500
2018_12,91423,06037143500
2018_12,91423,06037141202
2018_12,91423,06037128702
2018_12,91436,06037141500
2018_12,91436,06037139702
2018_12,91436,06037980024
2018_12,91436,06037141400
2018_12,91436,06037139701
2018_12,91501,06037310701
2018_12,91501,06037310703
2018_12,91501,06037310201
2018_12,91501,06037310202
2018_12,91501,06037310300
2018_12,91501,06037310602
2018_12,91501,06037310100
2018_12,91501,06037310702
2018_12,91504,06037310501
2018_12,91504,06037102104
2018_12,91504,06037310601
2018_12,91504,06037310100
2018_12,91504,06037310300
2018_12,91504,06037310400
2018_12,91504,06037310602
2018_12,91504,06037102105
2018_12,91505,06037311600
2018_12,91505,06037310501
2018_12,91505,06037311500
2018_12,91505,06037311100
2018_12,91505,06037311700
2018_12,91505,06037310900
2018_12,91505,06037189701
2018_12,91505,06037311000
2018_12,91505,06037102105
2018_12,91505,06037123103
2018_12,91505,06037122200
2018_12,91505,06037311200
2018_12,91505,06037980001
2018_12,91505,06037311400
2018_12,91505,06037310800
2018_12,91505,06037311300
2018_12,91505,06037310400
2018_12,91506,06037310900
2018_12,91506,06037311801
2018_12,91506,06037311700
2018_12,91506,06037310800
2018_12,91506,06037311802
2018_12,91506,06037311000
2018_12,91506,06037301602
2018_12,91601,06037125100
2018_12,91601,06037123902
2018_12,91601,06037125200
2018_12,91601,06037125320
2018_12,91601,06037124204
2018_12,91601,06037125502
2018_12,91601,06037125401
2018_12,91601,06037124300
2018_12,91601,06037124203
2018_12,91601,06037125501
2018_12,91601,06037125310
2018_12,91601,06037124102
2018_12,91601,06037125600
2018_12,91601,06037125402
2018_12,91602,06037143300
2018_12,91602,06037143100
2018_12,91602,06037125600
2018_12,91602,06037143603
2018_12,91602,06037125200
2018_12,91602,06037125502
2018_12,91602,06037125402
2018_12,91602,06037143200
2018_12,91604,06037143200
2018_12,91604,06037143300
2018_12,91604,06037143700
2018_12,91604,06037143800
2018_12,91604,06037143901
2018_12,91604,06037143500
2018_12,91604,06037124700
2018_12,91604,06037143400
2018_12,91604,06037143602
2018_12,91604,06037143604
2018_12,91604,06037143603
2018_12,91604,06037320000
2018_12,91604,06037143902
2018_12,91605,06037123420
2018_12,91605,06037121020
2018_12,91605,06037122120
2018_12,91605,06037121802
2018_12,91605,06037121801
2018_12,91605,06037980001
2018_12,91605,06037123204
2018_12,91605,06037123304
2018_12,91605,06037121900
2018_12,91605,06037123410
2018_12,91605,06037121600
2018_12,91605,06037123303
2018_12,91605,06037123103
2018_12,91605,06037123301
2018_12,91605,06037121010
2018_12,91605,06037122410
2018_12,91605,06037123203
2018_12,91605,06037123206
2018_12,91605,06037122000
2018_12,91605,06037123205
2018_12,91605,06037123010
2018_12,91605,06037122420
2018_12,91605,06037122121
2018_12,91606,06037123301
2018_12,91606,06037124400
2018_12,91606,06037123303
2018_12,91606,06037123304
2018_12,91606,06037124201
2018_12,91606,06037124300
2018_12,91606,06037124104
2018_12,91606,06037123420
2018_12,91606,06037123104
2018_12,91606,06037123800
2018_12,91606,06037124105
2018_12,91606,06037123204
2018_12,91606,06037123103
2018_12,91606,06037123601
2018_12,91606,06037124102
2018_12,91606,06037124203
2018_12,91606,06037123205
2018_12,91606,06037123203
2018_12,91606,06037124103
2018_12,91606,06037123206
2018_12,91606,06037123700
2018_12,91606,06037123902
2018_12,91606,06037123901
2018_12,91607,06037143400
2018_12,91607,06037124000
2018_12,91607,06037123902
2018_12,91607,06037123800
2018_12,91607,06037124400
2018_12,91607,06037143300
2018_12,91607,06037124903
2018_12,91607,06037124902
2018_12,91607,06037125100
2018_12,91607,06037124700
2018_12,91608,06037143700
2018_12,91608,06037320000
2018_12,91754,06037481711
2018_12,91754,06037482201
2018_12,91754,06037482101
2018_12,91754,06037482701
2018_12,91754,06037482800
2018_12,91754,06037481714
2018_12,91754,06037481902
2018_12,91754,06037482102
2018_12,91754,06037482600
2018_12,91754,06037530400
2018_12,91754,06037482001
2018_12,91754,06037482002
2018_12,91754,06037482702
2018_12,91754,06037481713
2018_12,91801,06037481001
2018_12,91801,06037480303
2018_12,91801,06037480400
2018_12,91801,06037480802
2018_12,91801,06037481500
2018_12,91801,06037481603
2018_12,91801,06037480304
2018_12,91801,06037480804
2018_12,91801,06037480803
2018_12,91801,06037480901
2018_12,91801,06037481604
2018_12,91801,06037481606
2018_12,91801,06037481002
2018_12,91801,06037201501
2018_12,91801,06037480302
2018_12,91801,06037481605
2018_12,91803,06037481001
2018_12,91803,06037481606
2018_12,91803,06037481800
2018_12,91803,06037481604
2018_12,91803,06037480903
2018_12,91803,06037481605
2018_12,91803,06037481902
2018_12,91803,06037481901
