quarter,zip_code,tract
2012_12,90019,06037218800
2012_12,90019,06037218210
2012_12,90019,06037221302
2012_12,90019,06037218600
2012_12,90019,06037221304
2012_12,90019,06037212900
2012_12,90019,06037216100
2012_12,90020,06037211420
2012_12,90020,06037211122
2012_12,90020,06037211921
2012_12,90020,06037211410
2012_12,90020,06037211310
2012_12,90020,06037211703
2012_12,90020,06037214100
2012_12,90020,06037211120
2012_12,90020,06037211320
2012_12,90020,06037211910
2012_12,90020,06037212102
2012_12,90020,06037211000
2012_12,90020,06037211922
2012_12,90020,06037211121
2012_12,90020,06037208710
2012_12,90020,06037211804
2012_12,90020,06037211701
2012_12,90020,06037211704
2012_12,90020,06037212101
2012_12,90020,06037211802
2012_12,90020,06037211500
2012_12,90020,06037211803
2012_12,90021,06037206300
2012_12,90021,06037226001
2012_12,90021,06037206031
2012_12,90021,06037206050
2012_12,90021,06037226002
2012_12,90023,06037531202
2012_12,90023,06037204600
2012_12,90023,06037204120
2012_12,90023,06037531302
2012_12,90023,06037532302
2012_12,90023,06037203900
2012_12,90023,06037531503
2012_12,90023,06037206031
2012_12,90023,06037204920
2012_12,90023,06037531301
2012_12,90023,06037204910
2012_12,90023,06037204820
2012_12,90023,06037204700
2012_12,90023,06037206050
2012_12,90023,06037204810
2012_12,90023,06037205120
2012_12,90023,06037531201
2012_12,90023,06037205110
2012_12,90023,06037204300
2012_12,90024,06037265304
2012_12,90024,06037265602
2012_12,90024,06037265700
2012_12,90024,06037265201
2012_12,90024,06037265520
2012_12,90024,06037265420
2012_12,90024,06037265301
2012_12,90024,06037265305
2012_12,90024,06037265303
2012_12,90024,06037265100
2012_12,90024,06037265601
2012_12,90024,06037265510
2012_12,90024,06037701100
2012_12,90024,06037265202
2012_12,90025,06037267100
2012_12,90025,06037267700
2012_12,90025,06037265520
2012_12,90025,06037267403
2012_12,90025,06037701602
2012_12,90025,06037267402
2012_12,90025,06037267502
2012_12,90025,06037701100
2012_12,90025,06037267902
2012_12,90025,06037267300
2012_12,90025,06037264302
2012_12,90025,06037267600
2012_12,90025,06037267501
2012_12,90025,06037267404
2012_12,90025,06037264301
2012_12,90025,06037265601
2012_12,90025,06037265700
2012_12,90025,06037267200
2012_12,90026,06037195720
2012_12,90026,06037208000
2012_12,90026,06037195710
2012_12,90026,06037195902
2012_12,90026,06037197300
2012_12,90026,06037195600
2012_12,90026,06037195903
2012_12,90026,06037208501
2012_12,90026,06037208401
2012_12,90026,06037195804
2012_12,90026,06037208620
2012_12,90026,06037980010
2012_12,90026,06037211121
2012_12,90026,06037197700
2012_12,90026,06037195500
2012_12,90026,06037197410
2012_12,90026,06037208610
2012_12,90026,06037195400
2012_12,90026,06037195901
2012_12,90026,06037195100
2012_12,90026,06037197500
2012_12,90026,06037208402
2012_12,90026,06037197420
2012_12,90026,06037195803
2012_12,90026,06037195802
2012_12,90026,06037208302
2012_12,90026,06037197600
2012_12,90026,06037208301
2012_12,90027,06037188202
2012_12,90027,06037195201
2012_12,90027,06037188201
2012_12,90027,06037195202
2012_12,90027,06037195300
2012_12,90027,06037190401
2012_12,90027,06037195100
2012_12,90027,06037190301
2012_12,90027,06037191302
2012_12,90027,06037189101
2012_12,90027,06037189102
2012_12,90027,06037189202
2012_12,90027,06037190901
2012_12,90027,06037190510
2012_12,90027,06037190520
2012_12,90027,06037191201
2012_12,90027,06037980009
2012_12,90027,06037190402
2012_12,90027,06037191110
2012_12,90027,06037189201
2012_12,90027,06037189300
2012_12,90028,06037191901
2012_12,90028,06037191000
2012_12,90028,06037190901
2012_12,90028,06037190801
2012_12,90028,06037190100
2012_12,90028,06037190510
2012_12,90028,06037190700
2012_12,90028,06037189702
2012_12,90028,06037189600
2012_12,90028,06037190301
2012_12,90028,06037189904
2012_12,90028,06037194101
2012_12,90028,06037190802
2012_12,90028,06037190201
2012_12,90028,06037189500
2012_12,90028,06037190902
2012_12,90028,06037189902
2012_12,90028,06037189300
2012_12,90028,06037190202
2012_12,90029,06037191620
2012_12,90029,06037192510
2012_12,90029,06037191720
2012_12,90029,06037191201
2012_12,90029,06037191710
2012_12,90029,06037195901
2012_12,90029,06037191301
2012_12,90029,06037191110
2012_12,90029,06037191420
2012_12,90029,06037191302
2012_12,90029,06037195400
2012_12,90029,06037192520
2012_12,90029,06037191120
2012_12,90029,06037191410
2012_12,90029,06037191610
2012_12,90029,06037192700
2012_12,90029,06037191204
2012_12,90029,06037195202
2012_12,90029,06037190901
2012_12,90029,06037192610
2012_12,90029,06037191203
2012_12,90029,06037195300
2012_12,90029,06037191500
2012_12,90031,06037185100
2012_12,90031,06037199201
2012_12,90031,06037197410
2012_12,90031,06037199202
2012_12,90031,06037187200
2012_12,90031,06037199900
2012_12,90031,06037199000
2012_12,90031,06037199300
2012_12,90031,06037199110
2012_12,90031,06037199400
2012_12,90031,06037199120
2012_12,90031,06037197200
2012_12,90031,06037199700
2012_12,90031,06037199800
2012_12,90032,06037201402
2012_12,90032,06037480802
2012_12,90032,06037480803
2012_12,90032,06037201302
2012_12,90032,06037201602
2012_12,90032,06037199120
2012_12,90032,06037201601
2012_12,90032,06037199202
2012_12,90032,06037201301
2012_12,90032,06037201110
2012_12,90032,06037201200
2012_12,90032,06037201503
2012_12,90032,06037530700
2012_12,90032,06037199300
2012_12,90032,06037199110
2012_12,90032,06037201120
2012_12,90032,06037201504
2012_12,90032,06037201501
2012_12,90032,06037201700
2012_12,90032,06037201401
2012_12,90032,06037481901
2012_12,90033,06037203300
2012_12,90033,06037204420
2012_12,90033,06037203710
2012_12,90033,06037204110
2012_12,90033,06037199900
2012_12,90033,06037203200
2012_12,90033,06037203600
2012_12,90033,06037204600
2012_12,90033,06037206032
2012_12,90033,06037204300
2012_12,90033,06037204410
2012_12,90033,06037203800
2012_12,90033,06037206050
2012_12,90033,06037204200
2012_12,90033,06037203500
2012_12,90033,06037203720
2012_12,90033,06037203100
2012_12,90034,06037269500
2012_12,90034,06037269903
2012_12,90034,06037271702
2012_12,90034,06037269904
2012_12,90034,06037271701
2012_12,90034,06037269601
2012_12,90034,06037269800
2012_12,90034,06037270200
2012_12,90034,06037269700
2012_12,90034,06037270100
2012_12,90034,06037269907
2012_12,90034,06037269906
2012_12,90034,06037271802
2012_12,90034,06037269905
2012_12,90034,06037271801
2012_12,90034,06037269602
2012_12,90034,06037269000
2012_12,90034,06037702400
2012_12,90034,06037270300
2012_12,90035,06037269500
2012_12,90035,06037700901
2012_12,90035,06037216800
2012_12,90035,06037216700
2012_12,90035,06037217001
2012_12,90035,06037269601
2012_12,90035,06037270300
2012_12,90035,06037269000
2012_12,90035,06037269602
2012_12,90035,06037216402
2012_12,90035,06037269100
2012_12,90035,06037217002
2012_12,90035,06037216401
2012_12,90036,06037194401
2012_12,90036,06037215102
2012_12,90036,06037194500
2012_12,90036,06037214700
2012_12,90036,06037216100
2012_12,90036,06037214100
2012_12,90036,06037192002
2012_12,90036,06037216300
2012_12,90036,06037214600
2012_12,90036,06037214503
2012_12,90036,06037216900
2012_12,90036,06037214501
2012_12,90036,06037214502
2012_12,90036,06037216200
2012_12,90036,06037215101
2012_12,90036,06037211000
2012_12,90036,06037191902
2012_12,90036,06037214000
2012_12,90036,06037214400
2012_12,90036,06037192001
2012_12,90037,06037229300
2012_12,90037,06037231800
2012_12,90037,06037232120
2012_12,90037,06037232200
2012_12,90037,06037231220
2012_12,90037,06037231600
2012_12,90037,06037232700
2012_12,90037,06037232600
2012_12,90037,06037231720
2012_12,90037,06037231710
2012_12,90037,06037229410
2012_12,90037,06037232800
2012_12,90037,06037231100
2012_12,90037,06037231300
2012_12,90037,06037231210
2012_12,90037,06037228500
2012_12,90037,06037222700
2012_12,90037,06037228420
2012_12,90037,06037232300
2012_12,90037,06037232110
2012_12,90037,06037231900
2012_12,90038,06037192420
2012_12,90038,06037190802
2012_12,90038,06037190902
2012_12,90038,06037192001
2012_12,90038,06037192300
2012_12,90038,06037191720
2012_12,90038,06037191901
2012_12,90038,06037700102
2012_12,90038,06037191810
2012_12,90038,06037192410
2012_12,90038,06037191710
2012_12,90038,06037700101
2012_12,90038,06037191902
2012_12,90038,06037191820
2012_12,90038,06037190801
2012_12,90038,06037190901
2012_12,90039,06037187102
2012_12,90039,06037195400
2012_12,90039,06037197410
2012_12,90039,06037187300
2012_12,90039,06037188100
2012_12,90039,06037187200
2012_12,90039,06037188300
2012_12,90039,06037188201
2012_12,90039,06037195500
2012_12,90039,06037187101
2012_12,90039,06037197420
2012_12,90039,06037195100
2012_12,90041,06037181400
2012_12,90041,06037186100
2012_12,90041,06037181300
2012_12,90041,06037186202
2012_12,90041,06037181000
2012_12,90041,06037183402
2012_12,90041,06037181600
2012_12,90041,06037183222
2012_12,90041,06037181500
2012_12,90041,06037186201
2012_12,90042,06037183104
2012_12,90042,06037181600
2012_12,90042,06037183520
2012_12,90042,06037183220
2012_12,90042,06037183103
2012_12,90042,06037183702
2012_12,90042,06037186201
2012_12,90042,06037183701
2012_12,90042,06037201302
2012_12,90042,06037199300
2012_12,90042,06037186203
2012_12,90042,06037183820
2012_12,90042,06037183101
2012_12,90042,06037183401
2012_12,90042,06037463800
2012_12,90042,06037181500
2012_12,90042,06037183610
2012_12,90042,06037183402
2012_12,90042,06037185100
2012_12,90042,06037183510
2012_12,90042,06037183300
2012_12,90042,06037183810
2012_12,90042,06037183620
2012_12,90042,06037183222
2012_12,90042,06037183221
2012_12,90043,06037235202
2012_12,90043,06037234800
2012_12,90043,06037235201
2012_12,90043,06037235100
2012_12,90043,06037234902
2012_12,90043,06037234600
2012_12,90043,06037234501
2012_12,90043,06037234901
2012_12,90043,06037234502
2012_12,90043,06037600911
2012_12,90043,06037703100
2012_12,90043,06037234700
2012_12,90043,06037703200
2012_12,90044,06037240402
2012_12,90044,06037237720
2012_12,90044,06037237401
2012_12,90044,06037238400
2012_12,90044,06037238000
2012_12,90044,06037237402
2012_12,90044,06037238310
2012_12,90044,06037600100
2012_12,90044,06037240300
2012_12,90044,06037237710
2012_12,90044,06037241300
2012_12,90044,06037241202
2012_12,90044,06037237201
2012_12,90044,06037600201
2012_12,90044,06037600303
2012_12,90044,06037237102
2012_12,90044,06037291110
2012_12,90044,06037238320
2012_12,90044,06037237800
2012_12,90044,06037238200
2012_12,90044,06037602801
2012_12,90044,06037232700
2012_12,90044,06037600302
2012_12,90044,06037232600
2012_12,90044,06037237600
2012_12,90044,06037240401
2012_12,90044,06037237500
2012_12,90044,06037600304
2012_12,90044,06037602802
2012_12,90044,06037600202
2012_12,90044,06037241201
2012_12,90044,06037237101
2012_12,90045,06037276604
2012_12,90045,06037980028
2012_12,90045,06037703002
2012_12,90045,06037277000
2012_12,90045,06037602200
2012_12,90045,06037703001
2012_12,90045,06037276000
2012_12,90045,06037276601
2012_12,90045,06037276400
2012_12,90045,06037277400
2012_12,90045,06037276100
2012_12,90045,06037278001
2012_12,90045,06037277200
2012_12,90045,06037276500
2012_12,90045,06037277100
2012_12,90045,06037601302
2012_12,90046,06037190100
2012_12,90046,06037194402
2012_12,90046,06037192001
2012_12,90046,06037143901
2012_12,90046,06037143800
2012_12,90046,06037192002
2012_12,90046,06037700102
2012_12,90046,06037261101
2012_12,90046,06037194101
2012_12,90046,06037700300
2012_12,90046,06037194401
2012_12,90046,06037143700
2012_12,90046,06037700200
2012_12,90046,06037194102
2012_12,90046,06037189904
2012_12,90046,06037189905
2012_12,90046,06037189903
2012_12,90046,06037189800
2012_12,90046,06037189902
2012_12,90046,06037194200
2012_12,90046,06037700101
2012_12,90046,06037194300
2012_12,90047,06037602700
2012_12,90047,06037602802
2012_12,90047,06037237202
2012_12,90047,06037237402
2012_12,90047,06037238400
2012_12,90047,06037600201
2012_12,90047,06037600400
2012_12,90047,06037238000
2012_12,90047,06037237201
2012_12,90047,06037600601
2012_12,90047,06037234800
2012_12,90047,06037237300
2012_12,90047,06037602801
2012_12,90047,06037238200
2012_12,90047,06037237800
2012_12,90047,06037237900
2012_12,90047,06037600302
2012_12,90047,06037600202
2012_12,90047,06037232500
2012_12,90047,06037234700
2012_12,90047,06037235201
2012_12,90047,06037238100
2012_12,90048,06037214902
2012_12,90048,06037700801
2012_12,90048,06037214600
2012_12,90048,06037194401
2012_12,90048,06037216800
2012_12,90048,06037194500
2012_12,90048,06037214800
2012_12,90048,06037214700
2012_12,90048,06037194402
2012_12,90048,06037700400
2012_12,90048,06037216300
2012_12,90048,06037214901
2012_12,90049,06037262303
2012_12,90049,06037264000
2012_12,90049,06037701601
2012_12,90049,06037262301
2012_12,90049,06037264103
2012_12,90049,06037141500
2012_12,90049,06037262200
2012_12,90049,06037264102
2012_12,90049,06037141600
2012_12,90049,06037262400
2012_12,90049,06037262802
2012_12,90049,06037139702
2012_12,90049,06037262302
2012_12,90049,06037265410
2012_12,90049,06037267402
2012_12,90049,06037701100
2012_12,90049,06037264302
2012_12,90049,06037264301
2012_12,90049,06037265420
2012_12,90056,06037703002
2012_12,90056,06037276100
2012_12,90056,06037236000
2012_12,90056,06037703100
2012_12,90056,06037235100
2012_12,90056,06037703001
2012_12,90056,06037601301
2012_12,90057,06037209401
2012_12,90057,06037208501
2012_12,90057,06037208610
2012_12,90057,06037208620
2012_12,90057,06037208401
2012_12,90057,06037209403
2012_12,90057,06037208902
2012_12,90057,06037208402
2012_12,90057,06037208502
2012_12,90057,06037208904
2012_12,90057,06037211120
2012_12,90057,06037208802
2012_12,90057,06037208720
2012_12,90057,06037212204
2012_12,90057,06037208903
2012_12,90057,06037208801
2012_12,90057,06037209402
2012_12,90057,06037208710
2012_12,90058,06037228100
2012_12,90058,06037532304
2012_12,90058,06037532700
2012_12,90058,06037532603
2012_12,90058,06037206031
2012_12,90058,06037532500
2012_12,90058,06037532400
2012_12,90058,06037228900
2012_12,90058,06037226001
2012_12,90058,06037227010
2012_12,90058,06037228800
2012_12,90059,06037242700
2012_12,90059,06037540300
2012_12,90059,06037540600
2012_12,90059,06037240800
2012_12,90059,06037242600
2012_12,90059,06037241002
2012_12,90059,06037243000
2012_12,90059,06037240900
2012_12,90059,06037540800
2012_12,90059,06037243100
2012_12,90059,06037241001
2012_12,90059,06037541200
2012_12,90059,06037541100
2012_12,90059,06037242000
2012_12,90059,06037540700
2012_12,90059,06037540501
2012_12,90059,06037540400
2012_12,90059,06037239330
2012_12,90061,06037241300
2012_12,90061,06037291120
2012_12,90061,06037540901
2012_12,90061,06037240800
2012_12,90061,06037241201
2012_12,90061,06037241120
2012_12,90061,06037241001
2012_12,90061,06037540800
2012_12,90061,06037240900
2012_12,90061,06037241110
2012_12,90061,06037241002
2012_12,90061,06037241202
2012_12,90061,06037540902
2012_12,90061,06037291130
2012_12,90061,06037291110
2012_12,90061,06037241400
2012_12,90061,06037541200
2012_12,90062,06037234501
2012_12,90062,06037234600
2012_12,90062,06037234502
2012_12,90062,06037234000
2012_12,90062,06037232200
2012_12,90062,06037232400
2012_12,90062,06037232600
2012_12,90062,06037231500
2012_12,90062,06037232500
2012_12,90062,06037231300
2012_12,90062,06037231600
2012_12,90062,06037232300
2012_12,90062,06037231400
2012_12,90063,06037201402
2012_12,90063,06037530700
2012_12,90063,06037530602
2012_12,90063,06037531201
2012_12,90063,06037204120
2012_12,90063,06037203900
2012_12,90063,06037201700
2012_12,90063,06037530802
2012_12,90063,06037531102
2012_12,90063,06037531101
2012_12,90063,06037530902
2012_12,90063,06037530601
2012_12,90063,06037204300
2012_12,90063,06037531503
2012_12,90063,06037203100
2012_12,90063,06037530901
2012_12,90063,06037204110
2012_12,90063,06037531000
2012_12,90063,06037530801
2012_12,90063,06037203200
2012_12,90063,06037203800
2012_12,90064,06037271701
2012_12,90064,06037269300
2012_12,90064,06037271300
2012_12,90064,06037269000
2012_12,90064,06037271702
2012_12,90064,06037271500
2012_12,90064,06037267800
2012_12,90064,06037267100
2012_12,90064,06037267200
2012_12,90064,06037267600
2012_12,90064,06037267902
2012_12,90064,06037267700
2012_12,90064,06037271200
2012_12,90064,06037271600
2012_12,90064,06037271100
2012_12,90065,06037185204
2012_12,90065,06037186404
2012_12,90065,06037302102
2012_12,90065,06037185310
2012_12,90065,06037185320
2012_12,90065,06037185202
2012_12,90065,06037186202
2012_12,90065,06037181300
2012_12,90065,06037199000
2012_12,90065,06037199400
2012_12,90065,06037185203
2012_12,90065,06037185100
2012_12,90065,06037187102
2012_12,90065,06037186301
2012_12,90065,06037186403
2012_12,90065,06037186100
2012_12,90065,06037186302
2012_12,90065,06037186201
2012_12,90065,06037186401
2012_12,90065,06037186203
2012_12,90066,06037273100
2012_12,90066,06037271600
2012_12,90066,06037273700
2012_12,90066,06037271801
2012_12,90066,06037272202
2012_12,90066,06037272201
2012_12,90066,06037272100
2012_12,90066,06037271901
2012_12,90066,06037273800
2012_12,90066,06037275602
2012_12,90066,06037275200
2012_12,90066,06037702803
2012_12,90066,06037275400
2012_12,90066,06037271400
2012_12,90066,06037271500
2012_12,90066,06037272302
2012_12,90066,06037275102
2012_12,90066,06037271902
2012_12,90066,06037275603
2012_12,90066,06037275302
2012_12,90066,06037272301
2012_12,90066,06037702802
2012_12,90066,06037275500
2012_12,90066,06037275311
2012_12,90067,06037265700
2012_12,90067,06037267901
2012_12,90067,06037267100
2012_12,90068,06037143700
2012_12,90068,06037194101
2012_12,90068,06037189500
2012_12,90068,06037189600
2012_12,90068,06037189702
2012_12,90068,06037143800
2012_12,90068,06037189701
2012_12,90068,06037980009
2012_12,90068,06037189300
2012_12,90068,06037189400
2012_12,90069,06037700300
2012_12,90069,06037194300
2012_12,90069,06037700501
2012_12,90069,06037700400
2012_12,90069,06037700502
2012_12,90069,06037194200
2012_12,90069,06037194402
2012_12,90071,06037207502
2012_12,90071,06037207710
2012_12,90073,06037701100
2012_12,90077,06037262200
2012_12,90077,06037265301
2012_12,90077,06037141600
2012_12,90077,06037262100
2012_12,90077,06037265100
2012_12,90077,06037261200
2012_12,90079,06037207900
2012_12,90089,06037222700
2012_12,90089,06037231100
2012_12,90089,06037221820
2012_12,90090,06037980010
2012_12,90094,06037275602
2012_12,90095,06037265301
2012_12,90210,06037262100
2012_12,90210,06037265100
2012_12,90210,06037143902
2012_12,90210,06037141700
2012_12,90210,06037700600
2012_12,90210,06037261101
2012_12,90210,06037700700
2012_12,90210,06037194300
2012_12,90210,06037700501
2012_12,90210,06037143901
2012_12,90210,06037261200
2012_12,90210,06037261102
2012_12,90210,06037700801
2012_12,90211,06037700901
2012_12,90211,06037214902
2012_12,90211,06037700902
2012_12,90211,06037700801
2012_12,90211,06037700802
2012_12,90212,06037701000
2012_12,90212,06037269000
2012_12,90212,06037269100
2012_12,90212,06037700801
2012_12,90212,06037700902
2012_12,90212,06037700700
2012_12,90230,06037703001
2012_12,90230,06037702501
2012_12,90230,06037275102
2012_12,90230,06037702600
2012_12,90230,06037702700
2012_12,90230,06037702802
2012_12,90230,06037702801
2012_12,90230,06037275101
2012_12,90230,06037703002
2012_12,90230,06037275603
2012_12,90230,06037275500
2012_12,90230,06037702502
2012_12,90230,06037275602
2012_12,90232,06037702501
2012_12,90232,06037269903
2012_12,90232,06037702801
2012_12,90232,06037702502
2012_12,90232,06037269905
2012_12,90232,06037270100
2012_12,90232,06037270200
2012_12,90232,06037702400
2012_12,90232,06037219902
2012_12,90245,06037980013
2012_12,90245,06037980030
2012_12,90245,06037620102
2012_12,90245,06037620800
2012_12,90245,06037620002
2012_12,90245,06037620001
2012_12,90245,06037620101
2012_12,90247,06037603600
2012_12,90247,06037603101
2012_12,90247,06037603302
2012_12,90247,06037291120
2012_12,90247,06037603006
2012_12,90247,06037603005
2012_12,90247,06037603301
2012_12,90247,06037291210
2012_12,90247,06037603001
2012_12,90247,06037603102
2012_12,90247,06037602802
2012_12,90247,06037291220
2012_12,90247,06037603004
2012_12,90247,06037602900
2012_12,90247,06037291130
2012_12,90247,06037291110
2012_12,90247,06037603400
2012_12,90247,06037650001
2012_12,90248,06037541001
2012_12,90248,06037650200
2012_12,90248,06037543000
2012_12,90248,06037543501
2012_12,90248,06037291130
2012_12,90248,06037603302
2012_12,90248,06037603102
2012_12,90248,06037291120
2012_12,90248,06037543100
2012_12,90248,06037291210
2012_12,90248,06037543400
2012_12,90248,06037291220
2012_12,90248,06037650101
2012_12,90248,06037540902
2012_12,90248,06037291300
2012_12,90248,06037603200
2012_12,90248,06037541100
2012_12,90248,06037541002
2012_12,90248,06037292000
2012_12,90250,06037600502
2012_12,90250,06037602302
2012_12,90250,06037602002
2012_12,90250,06037602509
2012_12,90250,06037602506
2012_12,90250,06037602508
2012_12,90250,06037602507
2012_12,90250,06037602505
2012_12,90250,06037602104
2012_12,90250,06037602404
2012_12,90250,06037602105
2012_12,90250,06037602402
2012_12,90250,06037602103
2012_12,90250,06037602403
2012_12,90250,06037602504
2012_12,90250,06037603801
2012_12,90250,06037602301
2012_12,90250,06037603704
2012_12,90250,06037603703
2012_12,90250,06037602106
2012_12,90250,06037602700
2012_12,90250,06037603702
2012_12,90250,06037603900
2012_12,90250,06037602200
2012_12,90262,06037536104
2012_12,90262,06037540202
2012_12,90262,06037540101
2012_12,90262,06037540201
2012_12,90262,06037540203
2012_12,90262,06037540300
2012_12,90262,06037540102
2012_12,90262,06037540000
2012_12,90262,06037541700
2012_12,90262,06037535607
2012_12,90262,06037535803
2012_12,90262,06037541801
2012_12,90262,06037535605
2012_12,90262,06037541802
2012_12,90262,06037540502
2012_12,90262,06037535802
2012_12,90262,06037540501
2012_12,90265,06037800504
2012_12,90265,06111007300
2012_12,90265,06037800408
2012_12,90265,06037800406
2012_12,90265,06037800410
2012_12,90265,06037800326
2012_12,90265,06037800506
2012_12,90265,06037800330
2012_12,90265,06037800102
2012_12,90272,06037262706
2012_12,90272,06037262400
2012_12,90272,06037262802
2012_12,90272,06037262604
2012_12,90272,06037262601
2012_12,90272,06037262704
2012_12,90272,06037980019
2012_12,90272,06037262501
2012_12,90275,06037296401
2012_12,90275,06037670324
2012_12,90275,06037670701
2012_12,90275,06037670403
2012_12,90275,06037670602
2012_12,90275,06037670406
2012_12,90275,06037670326
2012_12,90275,06037670405
2012_12,90275,06037670702
2012_12,90275,06037670407
2012_12,90275,06037296300
2012_12,90275,06037670413
2012_12,90275,06037670500
2012_12,90275,06037670416
2012_12,90275,06037670411
2012_12,90280,06037534803
2012_12,90280,06037540101
2012_12,90280,06037535902
2012_12,90280,06037536102
2012_12,90280,06037536000
2012_12,90280,06037535503
2012_12,90280,06037534301
2012_12,90280,06037540201
2012_12,90280,06037534700
2012_12,90280,06037540300
2012_12,90280,06037536104
2012_12,90280,06037535803
2012_12,90280,06037535701
2012_12,90280,06037534804
2012_12,90280,06037553601
2012_12,90280,06037535605
2012_12,90280,06037536200
2012_12,90280,06037535502
2012_12,90280,06037535702
2012_12,90280,06037535603
2012_12,90280,06037535606
2012_12,90280,06037535804
2012_12,90280,06037534501
2012_12,90280,06037535901
2012_12,90280,06037535604
2012_12,90280,06037535607
2012_12,90280,06037535802
2012_12,90280,06037551600
2012_12,90280,06037535501
2012_12,90280,06037536103
2012_12,90280,06037540202
2012_12,90290,06037800102
2012_12,90290,06037800506
2012_12,90290,06037800101
2012_12,90291,06037273800
2012_12,90291,06037274100
2012_12,90291,06037273200
2012_12,90291,06037273100
2012_12,90291,06037273700
2012_12,90291,06037273902
2012_12,90291,06037273402
2012_12,90291,06037702102
2012_12,90291,06037273502
2012_12,90291,06037273600
2012_12,90291,06037702803
2012_12,90291,06037273300
2012_12,90292,06037273902
2012_12,90292,06037702803
2012_12,90292,06037274100
2012_12,90292,06037702901
2012_12,90292,06037275302
2012_12,90292,06037274202
2012_12,90292,06037275400
2012_12,90293,06037276603
2012_12,90293,06037276604
2012_12,90293,06037278102
2012_12,90293,06037980028
2012_12,90293,06037276601
2012_12,90301,06037601001
2012_12,90301,06037601401
2012_12,90301,06037601211
2012_12,90301,06037601212
2012_12,90301,06037600902
2012_12,90301,06037601202
2012_12,90301,06037600802
2012_12,90301,06037601002
2012_12,90301,06037601302
2012_12,90301,06037600702
2012_12,90301,06037601402
2012_12,90301,06037601100
2012_12,90302,06037600911
2012_12,90302,06037600902
2012_12,90302,06037703002
2012_12,90302,06037600912
2012_12,90302,06037601302
2012_12,90302,06037601211
2012_12,90302,06037601301
2012_12,90302,06037601303
2012_12,90304,06037602104
2012_12,90304,06037601100
2012_12,90304,06037601202
2012_12,90304,06037601700
2012_12,90304,06037601802
2012_12,90304,06037602200
2012_12,90304,06037601502
2012_12,90304,06037602103
2012_12,90304,06037601600
2012_12,90304,06037601801
2012_12,90304,06037601501
2012_12,90304,06037601402
2012_12,90305,06037600801
2012_12,90305,06037600704
2012_12,90305,06037235202
2012_12,90305,06037600802
2012_12,90305,06037600702
2012_12,90305,06037600703
2012_12,90402,06037701202
2012_12,90402,06037262802
2012_12,90402,06037264000
2012_12,90402,06037264302
2012_12,90402,06037701201
2012_12,90402,06037701304
2012_12,90403,06037701402
2012_12,90403,06037701602
2012_12,90403,06037701601
2012_12,90403,06037701502
2012_12,90403,06037701501
2012_12,90403,06037701201
2012_12,90403,06037701304
2012_12,90403,06037701302
2012_12,90403,06037701202
2012_12,90404,06037701802
2012_12,90404,06037701701
2012_12,90404,06037701801
2012_12,90404,06037701502
2012_12,90404,06037701602
2012_12,90404,06037701702
2012_12,90404,06037701902
2012_12,90405,06037273300
2012_12,90405,06037702002
2012_12,90405,06037702202
2012_12,90405,06037701801
2012_12,90405,06037702201
2012_12,90405,06037273100
2012_12,90405,06037701802
2012_12,90405,06037701902
2012_12,90405,06037702102
2012_12,90405,06037702300
2012_12,90501,06037543602
2012_12,90501,06037650401
2012_12,90501,06037650800
2012_12,90501,06037980005
2012_12,90501,06037651001
2012_12,90501,06037650902
2012_12,90501,06037292000
2012_12,90501,06037293202
2012_12,90501,06037651002
2012_12,90501,06037650901
2012_12,90501,06037293201
2012_12,90501,06037293302
2012_12,90502,06037543503
2012_12,90502,06037543602
2012_12,90502,06037543501
2012_12,90502,06037292000
2012_12,90502,06037543502
2012_12,90504,06037650004
2012_12,90504,06037650102
2012_12,90504,06037650001
2012_12,90504,06037650101
2012_12,90504,06037603702
2012_12,90504,06037603400
2012_12,90504,06037650200
2012_12,90504,06037603600
2012_12,90504,06037604100
2012_12,90504,06037980005
2012_12,90504,06037620602
2012_12,90504,06037650003
2012_12,90504,06037650300
2012_12,90710,06037294410
2012_12,90710,06037980015
2012_12,90710,06037293306
2012_12,90710,06037293304
2012_12,90710,06037294421
2012_12,90710,06037670100
2012_12,90710,06037543603
2012_12,90710,06037293302
2012_12,90710,06037293301
2012_12,90710,06037293307
2012_12,90717,06037293307
2012_12,90717,06037670002
2012_12,90717,06037293302
2012_12,90717,06037980015
2012_12,90717,06037293306
2012_12,90717,06037670100
2012_12,90717,06037651401
2012_12,90717,06037293304
2012_12,90717,06037651001
2012_12,90717,06037670001
2012_12,90717,06037670701
2012_12,90717,06037651101
2012_12,90717,06037670003
2012_12,90731,06037296220
2012_12,90731,06037294900
2012_12,90731,06037296902
2012_12,90731,06037297120
2012_12,90731,06037980031
2012_12,90731,06037297601
2012_12,90731,06037296210
2012_12,90731,06037980015
2012_12,90731,06037297201
2012_12,90731,06037297500
2012_12,90731,06037297300
2012_12,90731,06037297202
2012_12,90731,06037296600
2012_12,90731,06037297110
2012_12,90731,06037609900
2012_12,90731,06037295103
2012_12,90731,06037297000
2012_12,90731,06037296300
2012_12,90731,06037296402
2012_12,90731,06037296500
2012_12,90731,06037980033
2012_12,90731,06037297602
2012_12,90731,06037296901
2012_12,90732,06037297400
2012_12,90732,06037295103
2012_12,90732,06037296402
2012_12,90732,06037297300
2012_12,90732,06037980015
2012_12,90732,06037297000
2012_12,90732,06037296300
2012_12,90732,06037670702
2012_12,90732,06037609900
