tract,total cars,total vans,total campers or rvs,total tents,total homeless individuals
113422,0,0,0,0,0
115101,0,0,0,0,5
115103,0,0,0,0,0
115104,4,1,2,0,12
115201,0,0,1,0,3
115202,1,0,6,5,123
115301,0,0,0,0,0
115302,0,3,5,0,17
115401,0,0,0,0,1
115403,0,0,4,0,10
115404,0,0,1,0,2
117101,1,0,1,4,16
117102,0,4,1,0,12
117201,0,0,0,3,7
117202,0,0,0,0,5
117301,0,0,0,0,0
117302,0,0,0,0,0
117303,6,0,6,1,49
117404,0,0,5,0,34
117405,0,0,0,0,2
117407,0,0,0,0,9
117408,0,0,0,15,57
117510,0,0,1,0,15
117520,4,0,0,0,35
117530,0,0,0,14,71
119001,1,0,1,0,4
119002,1,0,1,3,19
119201,0,0,3,0,16
119202,0,0,1,0,2
119310,1,0,0,0,2
119320,2,0,0,0,3
119340,1,0,0,0,2
119341,0,1,1,0,8
119342,0,0,0,0,0
119400,0,0,0,0,0
119700,0,0,2,0,9
119800,0,1,0,0,20
119900,1,0,3,0,10
120010,2,0,1,0,7
120020,2,1,1,0,18
120030,3,2,0,0,20
120103,1,0,0,1,5
120104,0,1,1,1,23
120105,0,0,2,0,6
120106,0,0,1,0,2
120107,0,0,0,0,7
120108,2,0,0,2,20
120300,3,0,1,0,13
120400,0,0,0,0,6
121010,1,3,5,0,35
121020,0,0,0,0,0
121101,0,0,2,0,12
121102,0,2,18,1,58
121210,0,0,12,0,25
121221,1,1,3,0,10
121222,3,5,7,0,28
121600,0,0,0,0,5
121801,0,0,0,0,2
121802,5,2,10,0,148
121900,1,0,7,0,206
122000,2,0,8,4,38
122120,0,1,4,0,16
122121,0,0,0,0,0
122122,6,3,10,0,154
122200,0,0,8,0,24
122410,2,0,5,0,14
122420,0,0,0,0,17
123010,1,2,8,0,27
123020,0,4,9,0,26
123103,4,3,10,0,42
123104,0,0,2,0,6
123203,0,2,1,0,11
123204,6,0,1,0,29
123205,0,1,4,0,18
123206,0,3,4,0,18
123301,2,9,12,0,49
123303,0,2,5,0,16
123304,5,7,8,0,41
123410,1,0,2,0,10
123420,0,1,0,0,7
123510,0,0,1,0,17
123520,1,1,2,0,8
123601,2,3,5,2,34
123602,0,0,0,0,1
123700,1,0,0,0,4
123800,2,3,7,1,63
123901,1,0,2,0,18
123902,10,2,3,0,31
124000,1,1,1,0,9
124102,1,0,2,1,8
124103,0,1,1,0,5
124104,4,2,0,0,14
124105,0,0,1,0,6
124201,0,1,3,0,9
124203,0,2,0,0,4
124204,0,1,2,0,7
124300,1,0,3,0,10
124400,2,0,2,0,15
124500,0,0,0,0,0
124600,0,0,0,0,5
124700,3,0,0,0,16
124902,0,0,1,1,6
124903,0,0,0,0,4
125100,0,0,0,0,5
125200,5,2,14,4,89
125310,1,10,6,0,32
125320,9,5,4,0,46
125401,1,1,1,0,11
125402,0,0,0,1,9
125501,1,1,3,0,20
125502,0,1,0,0,2
125600,0,4,0,0,7
127102,0,0,0,0,4
127103,2,0,2,2,30
127104,0,0,0,0,0
127210,2,0,0,2,30
127220,2,0,0,7,22
127300,1,0,4,7,51
127400,0,0,16,1,35
127520,0,0,0,11,52
127603,0,0,0,0,0
127604,0,0,0,0,1
127605,6,4,4,0,30
127606,5,2,3,0,19
127711,0,0,1,0,10
127712,0,0,0,0,0
127803,0,0,0,8,22
127804,0,0,0,0,0
127805,0,0,0,0,3
127806,1,1,5,1,34
127910,0,0,0,1,10
127920,0,0,0,0,0
128101,0,0,2,0,4
128102,1,0,1,0,15
128210,2,3,4,1,102
128220,0,0,0,0,0
128302,0,0,4,2,12
128303,0,0,1,1,24
128400,6,2,12,4,63
128500,0,0,0,1,3
128601,0,0,0,7,25
128602,0,0,0,0,2
128702,0,0,0,0,0
128801,0,0,0,0,1
128802,0,1,0,0,2
128910,2,0,3,0,13
131010,0,0,1,0,3
131020,1,1,3,0,10
131100,0,0,0,0,3
131200,0,0,0,0,0
131300,1,0,0,0,4
131400,0,0,0,0,43
131600,0,0,3,0,7
131701,0,0,0,0,0
131702,1,0,6,0,17
131800,0,3,1,1,19
131900,0,0,0,0,0
132001,0,0,2,0,4
132002,1,0,0,0,7
132101,0,0,0,0,1
132102,3,0,3,0,12
132300,0,0,9,0,19
132501,0,0,1,8,35
132502,1,0,2,0,10
132700,3,2,3,0,17
132900,0,0,5,0,10
133000,4,0,0,0,10
133100,0,1,5,0,19
134001,1,0,2,0,7
134002,0,1,2,0,8
134101,0,0,0,0,0
134103,0,1,3,0,9
134104,0,1,0,0,3
134201,0,4,7,0,22
134302,0,1,0,0,2
134303,3,4,2,0,32
134304,0,0,0,0,1
134305,0,0,0,0,6
134306,1,0,1,0,10
134421,0,0,1,0,2
134422,1,3,7,0,26
134423,0,0,3,0,6
134424,1,0,0,0,2
134520,0,1,12,1,36
134521,0,0,11,0,37
134522,0,0,1,0,2
134710,0,0,0,0,0
134720,0,0,3,0,6
134800,0,0,0,0,3
134901,0,0,3,0,7
134903,0,1,3,2,18
134904,0,0,2,0,8
134905,0,2,4,0,12
135102,0,0,0,0,0
135111,0,0,3,0,6
135113,0,0,1,0,2
135114,0,0,5,0,12
135201,1,3,6,0,22
135202,0,0,1,0,4
135203,0,0,1,1,4
137000,0,0,0,0,0
137103,1,0,0,0,5
137104,0,0,1,0,3
137201,0,0,0,0,1
137301,0,0,0,0,1
137302,0,0,3,0,6
137401,1,0,0,0,3
137402,0,0,2,0,7
137501,0,0,1,0,5
137502,0,0,0,4,11
137504,0,0,0,0,0
138000,0,0,1,0,2
139001,0,0,0,0,0
139200,0,0,0,0,0
139301,0,0,4,0,16
139302,0,0,1,0,4
139303,0,0,0,0,1
139401,0,0,1,0,14
139402,0,0,0,0,18
139502,0,0,0,0,3
139503,0,0,0,0,0
139504,0,0,0,0,1
139600,0,0,1,0,7
139701,0,0,1,0,9
139702,0,0,0,0,0
139703,2,0,0,0,3
139801,0,0,0,0,0
139802,0,0,0,0,0
141101,0,0,0,0,0
141102,0,0,0,0,1
141201,2,2,1,0,16
141202,0,0,0,0,1
141302,0,1,1,0,7
141303,0,0,1,0,3
141304,0,0,0,0,4
141400,0,1,2,1,12
141500,0,0,0,0,0
141600,0,0,0,0,0
141700,0,0,0,0,0
143100,1,1,1,0,14
143200,1,0,2,2,10
143300,0,0,0,3,11
143400,0,0,0,0,8
143500,0,0,0,0,1
143602,0,1,0,0,6
143603,0,0,0,0,8
143604,3,4,0,0,23
143700,0,0,0,7,28
143800,0,0,0,0,0
143901,0,2,0,0,8
143902,0,0,0,2,4
181000,1,2,5,7,39
181300,2,1,1,6,24
181400,1,4,4,2,27
181500,1,0,2,0,10
181600,0,0,2,0,4
183101,1,0,4,1,20
183103,0,0,0,0,1
183104,0,0,1,0,2
183220,0,0,0,0,0
183221,0,0,0,0,0
183222,0,2,0,0,4
183300,0,1,3,0,8
183401,0,0,6,0,14
183402,0,2,7,0,19
183510,0,4,5,0,18
183520,8,0,0,0,13
183610,1,4,5,0,23
183620,1,2,0,0,5
183701,0,0,4,8,37
183702,0,3,0,0,6
183810,0,1,0,0,6
183820,0,0,4,0,14
185100,1,5,6,8,39
185202,3,0,4,0,15
185203,2,3,6,0,22
185204,3,1,6,0,19
185310,0,3,0,0,5
185320,0,4,1,0,12
186100,0,0,4,1,10
186201,0,1,0,0,9
186202,6,0,7,0,24
186203,1,2,4,0,17
186301,0,0,0,0,3
186302,0,0,8,0,17
186401,1,0,8,0,19
186403,0,5,10,0,38
186404,0,3,4,0,14
187101,1,2,2,0,14
187102,1,0,1,1,18
187200,0,1,4,0,14
187300,1,2,5,0,19
188100,2,6,9,2,38
188201,1,1,0,0,5
188202,0,0,0,0,3
188300,2,0,1,0,6
189101,0,1,0,0,8
189102,0,0,0,0,5
189201,0,3,1,0,19
189202,0,2,0,0,4
189300,0,0,0,0,2
189400,2,3,1,0,21
189500,0,0,1,0,3
189600,2,4,0,0,24
189701,0,0,0,3,10
189702,0,0,0,3,12
189800,0,0,0,0,11
189902,0,1,0,0,10
189903,0,0,0,0,3
189904,3,1,0,0,13
189905,1,1,2,1,19
190100,2,1,5,0,36
190201,0,0,0,0,25
190202,4,0,0,0,38
190301,0,0,0,0,15
190401,0,0,0,3,5
190402,0,1,0,0,7
190510,0,0,0,0,11
190520,0,1,0,0,2
190700,0,0,1,20,112
190801,11,5,9,18,139
190802,3,0,4,6,38
190901,0,1,2,12,171
190902,3,6,3,2,28
191000,0,0,2,12,153
191110,0,1,0,2,24
191120,3,0,3,2,22
191201,0,0,0,2,30
191203,6,3,0,1,25
191204,2,1,0,0,7
191301,0,4,0,17,60
191302,0,1,1,2,24
191410,1,3,1,0,12
191420,0,0,0,0,6
191500,0,1,0,0,17
191610,9,10,4,5,79
191620,6,5,4,0,39
191710,0,0,2,1,13
191720,1,0,0,2,7
191810,3,5,4,3,49
191820,3,5,6,8,44
191901,0,0,8,4,71
191902,0,0,3,1,25
192001,0,0,0,7,19
192002,2,0,0,0,19
192300,0,0,0,0,5
192410,0,0,0,0,4
192420,0,0,0,0,1
192510,2,2,0,0,15
192520,0,0,0,0,1
192610,0,0,0,41,82
192620,0,0,0,2,32
192700,2,5,2,18,245
194101,2,0,2,0,7
194102,0,2,0,4,15
194200,0,0,0,0,0
194300,0,0,0,0,0
194401,0,0,0,0,7
194402,0,0,0,0,10
194500,0,0,2,2,50
195100,0,1,0,0,2
195201,0,0,0,0,0
195202,1,0,1,0,4
195300,0,0,1,2,26
195400,0,0,1,5,28
195500,1,0,1,1,22
195600,1,0,2,3,76
195710,0,1,3,10,288
195720,1,3,6,4,30
195802,2,5,1,11,57
195803,0,0,2,0,6
195804,0,1,0,0,31
195901,1,1,1,0,7
195902,0,0,0,0,0
195903,5,1,0,0,14
197200,6,1,1,0,20
197300,0,0,0,1,2
197410,1,1,1,0,8
197420,0,0,0,0,74
197500,2,10,16,7,111
197600,3,2,3,1,30
197700,0,0,0,0,2
199000,1,6,9,2,102
199110,0,0,1,0,2
199120,1,1,6,0,24
199201,5,7,1,1,35
199202,0,0,0,0,1
199300,0,0,3,0,8
199400,1,0,4,2,17
199700,1,0,3,2,18
199800,0,0,2,2,9
199900,0,0,6,0,15
201110,0,0,5,0,14
201120,0,0,7,0,15
201200,0,0,4,0,12
201301,1,1,7,0,20
201302,1,0,1,0,4
201401,3,0,3,0,13
201402,1,1,1,0,6
201501,0,0,6,0,15
201503,0,0,0,0,2
201504,4,1,1,0,11
201601,1,1,2,0,10
201602,4,0,6,1,34
201700,1,0,3,0,8
203100,0,0,0,0,0
203200,0,0,0,0,3
203300,1,2,3,0,22
203500,6,11,0,1,42
203600,0,0,0,0,17
203710,0,0,0,0,0
203720,0,0,0,0,3
203800,0,0,2,0,4
203900,3,3,0,0,17
204110,0,0,2,0,15
204120,0,0,0,0,0
204200,0,0,0,0,3
204300,0,2,4,0,12
204410,0,1,2,0,7
204420,0,0,0,0,122
204600,2,0,1,1,30
204700,3,1,4,5,49
204810,1,1,2,0,11
204820,0,0,1,0,10
204910,0,0,0,0,3
204920,1,0,14,0,33
205110,1,0,0,0,6
205120,0,4,4,0,35
206010,2,2,2,1,20
206020,0,0,0,0,22
206031,2,2,4,12,139
206032,7,2,8,11,163
206050,2,0,4,0,41
206200,1,0,3,130,600
206300,20,2,3,271,3229
207101,2,2,0,6,65
207102,0,0,0,49,189
207103,1,4,0,0,11
207301,0,0,0,2,595
207302,0,0,0,0,60
207400,0,0,0,7,129
207501,0,0,0,0,19
207502,0,0,0,6,55
207710,0,0,0,7,153
207900,1,1,1,5,81
208000,0,2,0,9,28
208301,0,1,0,0,3
208302,1,0,1,0,100
208401,0,0,0,1,6
208402,1,4,6,4,44
208501,0,1,3,3,28
208502,4,5,0,1,19
208610,0,0,5,2,22
208620,0,0,2,1,9
208710,0,1,0,1,9
208720,3,2,0,0,25
208801,1,3,1,47,264
208802,0,1,0,1,12
208902,1,1,0,1,14
208903,0,0,1,0,203
208904,0,0,0,0,6
209102,1,2,1,0,58
209103,0,0,0,0,1
209104,0,1,0,0,100
209200,0,0,0,16,31
209300,1,1,3,12,51
209401,3,2,0,5,47
209402,1,0,0,1,25
209403,0,1,1,1,16
209510,2,0,4,2,34
209520,2,6,4,2,44
209810,0,0,0,0,5
209820,0,0,0,0,2
210010,0,0,3,5,35
211000,0,0,0,0,9
211120,1,1,1,3,49
211121,1,1,0,2,33
211122,8,8,1,8,71
211201,0,0,0,0,2
211202,0,0,0,0,3
211310,0,0,0,0,0
211320,1,0,1,0,8
211410,0,0,0,2,8
211420,0,0,0,0,2
211500,0,0,0,1,9
211701,0,0,0,0,3
211703,0,0,0,0,8
211704,0,0,0,1,9
211802,3,4,0,11,41
211803,3,1,0,0,7
211804,1,0,0,1,13
211910,0,0,0,1,3
211921,1,5,0,2,23
211922,0,1,0,1,4
212101,0,0,0,0,11
212102,1,0,0,2,7
212202,0,0,0,0,2
212203,1,1,0,0,14
212204,3,0,0,12,65
212303,0,0,0,0,7
212304,0,1,0,1,5
212305,1,1,4,0,14
212306,0,4,0,0,12
212410,0,0,0,0,2
212420,0,0,0,0,4
212501,0,0,1,0,2
212502,4,3,0,4,29
212610,1,1,0,1,14
212620,0,1,0,0,3
212701,0,1,1,0,4
212702,0,1,1,0,4
212800,0,1,3,0,13
212900,3,5,1,1,18
213100,0,3,0,0,17
213201,1,3,1,0,34
213202,0,0,0,0,1
213310,0,0,0,1,9
213320,0,0,0,2,20
213401,3,0,0,0,7
213402,0,0,0,0,5
214000,0,0,0,0,12
214100,0,1,0,0,8
214400,0,1,2,1,15
214501,0,0,0,1,14
214502,0,0,0,0,3
214503,0,0,0,0,2
214600,0,0,0,0,8
214700,0,0,0,1,5
214800,0,0,0,0,7
214901,0,0,0,0,0
214902,1,0,1,1,14
215101,0,0,0,0,12
215102,0,0,0,0,4
216100,0,0,0,0,4
216200,0,0,1,0,3
216300,0,0,0,0,1
216401,0,0,0,1,8
216402,0,0,0,0,1
216700,0,2,0,0,4
216800,1,0,0,0,11
216900,0,3,9,0,26
217001,0,0,0,0,4
217002,5,1,2,1,32
217100,0,0,3,0,8
217200,0,0,0,0,1
218110,2,3,3,0,40
218120,4,0,5,6,73
218210,0,0,2,0,4
218220,0,1,1,0,9
218300,0,0,5,0,24
218400,0,0,10,0,21
218500,1,0,2,0,30
218600,0,0,1,0,2
218701,0,0,3,0,8
218702,4,0,2,0,14
218800,2,0,10,0,31
218900,10,3,0,0,29
219010,0,0,5,0,22
219020,11,7,5,0,46
219300,1,2,0,0,14
219500,8,3,3,0,26
219700,1,4,2,2,16
219800,0,0,3,1,25
219901,0,2,6,0,26
219902,0,2,3,0,15
220000,0,0,4,0,20
220100,0,0,0,0,5
221110,0,0,1,0,14
221120,0,0,0,2,6
221210,1,0,2,1,14
221220,6,9,3,0,46
221302,11,0,13,0,52
221303,2,4,2,2,25
221304,1,0,0,0,2
221401,22,7,5,1,63
221402,0,1,0,0,2
221500,0,2,2,1,14
221601,0,0,6,0,21
221602,2,5,1,0,26
221710,0,0,0,2,21
221810,0,0,8,0,20
221820,0,0,0,0,1
221900,0,0,0,0,2
222001,0,1,4,0,12
222002,0,0,4,4,23
222100,1,9,6,0,31
222200,1,0,4,0,12
222500,1,0,0,0,6
222600,0,3,0,0,6
222700,10,0,0,29,102
224010,0,0,0,3,61
224020,6,0,0,7,43
224200,1,2,3,1,27
224310,0,0,0,1,2
224320,0,1,0,1,17
224410,0,2,5,1,22
224420,2,3,0,1,42
224600,0,0,4,16,157
224700,1,0,0,6,62
226001,3,5,4,29,175
226002,6,7,7,90,590
226410,0,1,0,2,22
226420,1,2,0,0,14
226700,2,6,3,1,31
227010,1,1,5,2,38
227020,0,0,0,1,2
228100,0,5,6,0,36
228210,0,1,1,0,5
228220,7,3,0,0,26
228310,0,4,3,0,25
228320,0,2,5,2,22
228410,0,1,1,0,6
228420,2,1,1,0,15
228500,3,2,6,0,73
228600,1,1,3,0,14
228710,3,3,0,0,21
228720,0,0,0,0,8
228800,15,6,2,0,47
228900,10,0,2,0,46
229100,24,19,2,3,108
229200,0,8,1,0,25
229300,1,2,1,0,12
229410,1,3,8,2,39
229420,1,2,1,5,17
231100,4,8,11,70,561
231210,0,0,0,0,0
231220,0,0,8,0,35
231300,9,0,1,0,31
231400,0,0,0,0,0
231500,0,1,3,0,11
231600,0,3,6,0,43
231710,6,4,2,3,78
231720,0,1,1,11,40
231800,1,0,0,6,24
231900,3,2,4,23,110
232110,0,1,1,0,26
232120,0,3,2,3,69
232200,0,2,3,0,13
232300,1,0,1,0,24
232400,6,2,9,0,75
232500,0,1,4,0,107
232600,2,0,0,0,6
232700,1,1,7,2,307
232800,4,3,5,17,98
234000,0,0,4,0,8
234200,5,4,5,1,38
234300,11,3,3,6,74
234501,0,0,5,0,13
234502,0,0,5,3,39
234600,9,14,3,2,81
234700,1,2,4,0,16
234800,5,2,10,0,47
234901,2,0,8,0,20
234902,0,1,2,0,7
235100,0,0,1,0,4
235201,1,0,1,0,12
235202,0,3,4,0,14
236000,0,0,0,0,4
236100,0,3,1,0,20
236202,1,0,5,0,29
236203,0,0,2,0,9
236204,0,0,1,0,6
236400,0,0,0,0,0
237101,0,1,1,2,12
237102,4,0,2,15,75
237201,6,0,2,0,42
237202,2,2,4,0,33
237300,1,6,0,0,102
237401,0,4,5,0,18
237402,0,1,2,1,9
237500,20,7,0,0,53
237600,11,4,3,0,52
237710,0,3,5,2,35
237720,0,0,0,2,7
237800,0,0,0,0,4
237900,0,0,0,0,2
238000,0,2,2,3,18
238100,0,0,2,0,71
238200,0,0,2,0,7
238310,10,1,2,3,35
238320,2,0,1,0,40
238400,3,0,1,7,23
239201,1,2,11,11,88
239202,3,5,12,3,62
239310,2,1,5,0,28
239320,0,0,1,1,11
239330,1,0,5,0,17
239501,0,0,1,0,7
239502,0,0,0,0,3
239601,1,1,1,1,34
239602,3,2,1,0,51
239701,3,4,4,0,52
239702,1,1,5,1,62
239801,0,0,2,0,13
239802,1,1,4,0,20
240010,2,0,1,0,7
240020,0,0,2,0,9
240200,0,0,0,0,24
240300,0,4,0,5,37
240401,0,1,5,0,42
240402,8,2,3,0,58
240500,1,2,7,0,54
240600,0,3,6,0,29
240700,4,0,32,3,96
240800,2,0,7,0,26
240900,2,0,10,0,44
241001,0,13,20,0,76
241002,13,3,15,0,61
241110,1,2,4,0,14
241120,0,0,1,1,6
241201,1,0,1,0,7
241202,1,0,1,0,4
241300,0,0,2,0,34
241400,0,1,2,42,81
242000,0,1,2,0,9
242100,2,0,1,0,12
242200,0,2,1,0,10
242300,1,0,3,1,13
242600,3,2,4,0,97
242700,0,0,2,0,10
243000,1,2,3,0,22
243100,0,0,2,0,34
261101,0,0,0,0,0
261102,0,1,1,0,6
261200,0,0,1,0,2
262100,0,0,0,0,0
262200,0,0,0,0,0
262301,1,1,0,0,3
262302,0,0,0,0,0
262303,0,1,0,0,2
262400,0,0,0,0,0
262501,0,0,0,0,0
262601,0,0,0,0,0
262604,0,0,0,4,26
262704,12,0,2,0,43
262706,0,0,1,1,15
262802,1,2,0,0,17
264000,0,0,0,0,2
264102,0,0,0,0,0
264103,0,1,0,0,3
264301,0,2,1,0,16
264302,0,1,3,1,15
265100,0,0,0,0,2
265201,2,0,0,0,4
265202,2,0,0,0,38
265301,1,1,0,1,15
265303,0,0,0,0,0
265304,0,0,0,0,3
265305,0,0,2,0,11
265410,0,0,0,0,1
265420,0,0,0,0,0
265510,0,1,0,0,13
265520,0,1,1,5,45
265601,2,0,1,0,16
265602,1,0,0,0,3
265700,0,0,0,0,5
267100,0,0,0,0,11
267200,2,4,3,5,40
267300,2,1,2,0,42
267402,0,0,1,0,17
267403,0,0,0,0,125
267404,0,0,0,0,7
267501,1,1,3,0,15
267502,1,0,3,2,28
267600,0,2,4,0,25
267700,2,1,5,0,17
267800,0,0,2,1,21
267901,0,0,0,0,0
267902,1,0,0,0,3
269000,1,0,1,1,11
269100,0,0,1,0,6
269300,1,0,0,0,4
269500,0,1,0,0,2
269601,1,3,1,2,15
269602,0,1,0,0,2
269700,2,0,2,0,16
269800,0,0,1,1,18
269903,1,0,1,0,15
269904,1,1,2,0,28
269905,3,0,2,0,24
269906,1,3,1,0,10
269907,2,0,2,0,13
270100,2,2,5,3,39
270200,9,5,5,0,67
270300,4,2,2,13,39
271100,1,2,1,12,37
271200,0,2,3,0,27
271300,0,0,5,0,19
271400,0,0,3,0,6
271500,1,0,0,0,5
271600,0,0,1,0,4
271701,0,0,0,0,1
271702,1,2,7,6,38
271801,0,2,0,0,6
271802,1,2,1,0,9
271901,0,0,0,0,1
271902,0,0,0,0,0
272100,0,1,0,0,2
272201,1,10,1,0,35
272202,2,5,0,0,21
272301,0,0,2,0,4
272302,0,0,0,0,2
273100,1,8,10,3,54
273200,5,12,18,2,146
273300,19,23,8,46,253
273402,11,19,10,21,203
273502,4,23,5,9,122
273600,4,6,4,4,72
273700,0,0,4,0,8
273800,0,9,1,3,43
273902,0,0,6,2,115
274100,2,1,4,0,30
274202,0,6,4,0,25
275101,1,0,6,0,18
275102,1,3,6,1,28
275200,0,0,0,0,4
275302,1,1,4,2,21
275311,0,4,6,0,20
275400,0,0,7,0,23
275500,0,2,6,0,16
275602,1,3,5,0,26
275603,2,0,17,1,44
276000,2,1,4,0,15
276100,2,4,6,0,31
276400,0,1,1,0,4
276500,0,1,2,0,24
276601,0,1,2,0,15
276603,0,2,11,0,27
276604,1,0,5,1,23
277000,0,0,1,3,8
277100,11,1,1,6,36
277200,2,1,4,8,33
277400,45,20,74,31,421
278001,0,3,8,1,36
278102,2,2,0,1,13
291110,1,0,0,0,5
291120,9,1,1,0,26
291130,0,0,2,0,5
291210,0,0,1,0,8
291220,1,0,0,0,8
291300,0,1,5,11,65
292000,0,1,9,0,21
293201,1,0,1,0,10
293202,0,1,0,0,15
293301,0,0,0,0,0
293302,0,0,0,0,0
293304,0,1,8,1,29
293306,0,0,0,0,0
293307,1,1,0,1,11
294110,0,0,0,0,1
294120,2,0,7,0,24
294200,0,0,0,0,13
294301,1,3,2,0,12
294302,0,0,2,0,10
294410,1,4,9,0,43
294421,0,1,11,0,28
294510,1,0,3,0,15
294520,6,1,10,0,37
294610,0,1,2,0,9
294620,1,11,20,0,68
294701,3,2,9,2,102
294810,2,3,5,1,25
294820,1,1,2,1,26
294830,2,5,15,0,94
294900,0,0,1,0,3
295103,4,0,0,0,25
296210,3,1,2,0,14
296220,7,6,3,0,41
296300,4,8,7,0,43
296401,0,1,0,0,2
296402,0,0,4,0,9
296500,2,0,6,0,16
296600,7,4,3,0,174
296901,0,0,0,0,0
296902,6,1,2,0,78
297000,0,0,0,0,0
297110,13,6,2,7,88
297120,3,3,4,0,22
297201,0,0,0,0,4
297202,0,0,0,0,0
297300,0,0,0,0,0
297400,1,0,0,0,5
297500,0,0,4,0,8
297601,0,0,2,0,5
297602,0,1,0,0,2
300100,0,0,0,0,0
300200,0,0,1,0,2
300501,0,0,0,0,0
300502,0,0,0,0,0
310100,0,0,0,0,0
310201,0,0,0,0,0
310202,0,0,0,0,0
310300,0,0,0,0,1
310400,1,1,1,0,7
310501,0,3,4,0,16
310601,0,1,0,0,47
310602,0,0,0,0,2
310701,1,1,2,6,31
310702,2,3,2,0,23
310703,0,0,2,0,5
310800,1,1,0,0,20
310900,0,1,1,0,23
311000,1,0,0,0,6
311100,2,1,1,0,7
311200,0,0,2,0,5
311300,0,0,1,0,4
311400,2,0,1,0,10
311500,1,1,0,0,4
311600,0,0,0,0,0
311700,0,0,0,0,3
311801,0,0,2,0,4
311802,0,0,0,0,8
320000,0,0,0,0,5
320100,0,0,2,0,5
320201,2,1,2,0,9
320202,2,0,1,0,8
320300,1,0,2,0,12
400204,0,0,0,0,0
400205,0,0,0,0,0
400206,0,0,0,0,0
400207,0,0,0,0,1
400302,0,0,0,0,0
400304,0,0,0,0,1
400402,0,0,0,0,201
400403,0,0,0,0,0
400404,0,0,0,0,0
400501,0,0,0,0,0
400602,0,0,1,0,11
400603,5,0,2,2,38
400604,1,0,0,1,7
400800,0,0,0,0,0
400900,0,0,0,0,1
401001,0,0,0,0,0
401002,0,0,0,0,1
401101,0,0,0,0,2
401102,0,0,0,0,0
401201,0,0,0,0,1
401202,3,0,3,0,20
401203,0,0,0,0,0
401303,0,0,1,0,2
401304,0,0,0,0,0
401311,1,0,0,0,5
401312,0,0,0,0,0
401500,2,0,1,0,33
401601,0,0,0,0,1
401602,1,0,0,0,2
401603,0,0,0,0,0
401701,1,0,0,0,2
401703,1,0,1,0,6
401704,1,1,2,0,27
401800,0,0,0,0,2
401901,0,0,0,0,0
401902,0,0,0,0,12
402001,0,0,0,0,2
402002,0,0,0,0,1
402101,0,0,0,0,190
402102,4,1,1,0,31
402200,1,0,5,2,49
402301,0,0,0,0,0
402303,0,0,0,0,3
402304,0,0,0,2,14
402402,6,3,3,1,36
402403,0,1,0,0,2
402404,2,0,0,0,4
402405,0,0,0,0,2
402406,1,0,0,0,18
402501,0,0,0,6,34
402502,0,0,0,0,4
402600,0,0,1,0,14
402702,1,2,1,13,52
