tract,total cars,total vans,total campers or rvs,total tents,total homeless individuals
139504,0,0,0,0,2.42
139600,1,2,1,0,25.301
139701,0,1,4,0,16.229
139702,0,0,0,0,0
139703,0,0,0,0,0
139801,0,0,0,0,0
139802,0,0,0,0,0
141101,1,1,2,0,7.438
141102,0,0,0,0,8
141201,0,1,3,2,15.001
141202,0,0,0,0,0
141302,0,0,0,1,5.591
141303,0,0,1,0,5.409
141304,0,0,0,0,8.42
141400,0,0,0,0,0
141500,0,0,0,0,0
141600,0,0,0,0,0
141700,0,0,0,0,1
143100,0,0,1,18,36.878
143200,0,1,3,29,77.205
143300,6,1,0,1,24.346
143400,0,0,2,0,23.497
143500,0,0,1,0,5.409
143602,0,0,0,0,6.42
143603,0,0,0,0,2
143604,1,1,1,10,46.453
143700,5,1,1,2,35.738
143800,0,0,0,1,14.431
143901,5,3,0,2,41.775
143902,0,0,0,0,2
181000,0,0,3,3,25.119
181300,0,3,6,3,25.281
181400,1,5,4,0,26.744
181500,0,0,3,0,5.263
181600,2,2,0,0,8.572
183101,2,4,1,3,31.009
183103,2,4,6,4,26.557
183104,0,0,1,0,3.421
183220,0,0,0,0,1
183221,1,0,0,0,1.512
183222,0,2,1,0,4.969
183300,1,1,2,0,6.128
183401,1,2,0,0,7.738
183402,0,2,4,0,9.231
183510,2,0,1,0,4.445
183520,3,3,0,0,11.536
183610,2,7,1,1,30.341
183620,3,2,4,4,27.679
183701,1,8,2,1,30.414
183702,1,1,2,0,7.806
183810,1,2,1,0,14.837
183820,0,2,0,0,14.548
185100,6,11,5,0,43.048
185202,4,1,0,1,13.301
185203,0,0,3,0,4.263
185204,0,0,1,0,1.421
185310,0,2,1,0,5.969
185320,0,2,8,6,28.782
186100,0,2,3,0,7.811
186201,0,1,0,0,5.774
186202,1,0,3,1,7.252
186203,1,3,0,0,6.834
186301,0,0,1,0,1.421
186302,1,1,4,2,23.281
186401,2,9,6,0,45.549
186403,3,4,3,0,16.895
186404,0,0,3,1,9.418
187101,0,5,0,0,35.615
187102,0,0,2,6,29.098
187200,1,5,6,0,18.908
187300,5,1,13,1,35.639
188100,2,3,4,2,32.697
188201,0,1,0,0,10.774
188202,0,0,0,0,0
188300,0,1,1,0,8.195
189101,1,1,0,1,16.442
189102,0,1,1,0,8.195
189201,2,2,4,0,26.968
189202,2,0,1,0,4.445
189300,0,0,0,0,0
189400,2,1,0,0,11.798
189500,1,2,1,0,10.481
189600,0,0,0,18,38.957
189701,0,0,0,17,41.546
189702,0,0,1,7,17.766
189800,0,0,0,1,6.156
189902,0,2,1,4,47.881
189903,0,0,0,0,0
189904,8,5,0,0,35.968
189905,2,1,0,3,19.232
190100,1,0,1,9,53.912
190201,4,0,2,3,38.324
190202,0,0,0,3,22.111
190301,1,7,0,48,105.868
190401,0,3,1,0,7.743
190402,1,3,1,1,14.733
190510,2,2,1,1,52.606
190520,1,1,2,1,16.639
190700,0,1,0,20,169.33
190801,12,3,1,15,141.768
190802,4,6,5,18,90.466
190901,0,1,1,9,123.27
190902,9,7,0,0,28.028
191000,1,1,9,50,265.133
191110,3,2,1,3,26.617
191120,6,11,0,2,65.288
191201,0,0,1,4,16.366
191203,3,3,0,0,23.893
191204,0,1,0,0,1.774
191301,1,6,1,0,21.255
191302,10,6,0,0,39.766
191410,3,3,1,0,19.635
191420,0,4,0,18,42.698
191500,0,0,0,0,4
191610,0,8,1,0,41.748
191620,0,2,2,2,17.057
191710,1,1,0,3,10.72
191720,4,4,3,0,25.085
191810,1,2,0,12,44.862
191820,2,1,2,1,15.796
191901,1,2,3,20,145.59
191902,2,2,3,2,27.146
192001,0,0,1,0,9.421
192002,0,5,7,0,23.494
192300,0,0,1,0,4.099
192410,0,0,0,0,8
192420,3,2,3,3,21.458
192510,1,2,2,1,13.736
192520,1,2,0,0,8.06
192610,1,5,0,4,26.005
192620,0,2,1,5,28.036
192700,1,5,0,54,338.64
194101,0,0,0,0,0
194102,0,0,0,0,2
194200,0,0,0,0,2
194300,0,0,0,0,0
194401,0,0,1,0,14.81
194402,0,1,0,0,15.13
194500,0,0,0,8,27.501
195100,0,0,0,0,0
195201,0,3,0,0,7.322
195202,0,0,2,0,2.842
195300,0,1,3,0,6.037
195400,1,0,0,0,18.19
195500,2,1,0,0,29.221
195600,3,4,3,3,105.819
195710,4,6,5,1,88.967
195720,2,8,1,10,55.195
195802,3,7,13,36,96.984
195803,0,0,1,0,3.421
195804,1,0,0,2,16.179
195901,1,0,0,0,1.512
195902,2,1,1,0,6.219
195903,1,3,1,13,32.145
197200,3,1,1,0,7.731
197300,0,2,1,0,4.969
197410,0,5,18,0,37.123
197420,0,0,1,7,119.48
197500,27,15,12,43,173.75
197600,0,0,6,3,36.704
197700,0,0,6,0,17.881
199000,3,9,25,5,146.576
199110,0,0,1,0,1.421
199120,8,6,3,2,35.638
199201,0,1,2,0,13.616
199202,8,13,8,0,49.527
199300,0,3,1,0,6.743
199400,2,12,5,0,34.417
199700,1,7,9,0,56.53
199800,0,0,1,0,6.099
199900,0,0,9,5,22.177
201110,0,0,0,1,1.478
201120,2,1,5,8,46.504
201200,3,7,1,3,27.487
201301,0,1,0,0,6.13
201302,0,2,2,1,9.546
201401,10,4,2,1,28.215
201402,0,1,7,0,18.431
201501,0,2,3,7,31.579
201503,2,0,0,0,8.702
201504,0,0,1,0,1.421
201601,2,0,4,3,15.819
201602,0,1,3,1,28.582
201700,3,1,6,0,20.191
203100,1,0,2,0,4.354
203200,1,0,4,1,18.063
203300,4,10,4,4,101.297
203500,1,6,3,5,42.808
203600,0,1,0,1,34.286
203710,0,5,0,0,8.87
203720,1,1,0,0,4.286
203800,0,2,1,0,8.325
203900,1,2,9,2,23.481
204110,4,6,6,0,26.896
204120,2,2,0,0,9.25
204200,14,0,1,0,26.591
204300,0,6,3,0,23.907
204410,3,0,1,7,29.302
204420,10,3,0,1,115.926
204600,5,0,1,5,30.082
204700,6,3,11,0,33.024
204810,0,0,7,1,19.779
204820,0,1,2,0,9.616
204910,0,1,4,0,15.491
204920,2,2,40,0,68.761
205110,0,1,0,0,1.774
205120,1,10,18,5,106.741
206010,13,7,15,0,80.134
206020,3,0,0,8,145.455
206031,5,3,6,11,179.844
206032,0,0,2,3,103.05
206050,0,3,12,11,79.119
206200,6,2,0,195,702.814
206300,34,20,4,406,3368.3
207101,0,0,0,0,4
207102,0,0,0,86,239.778
207103,0,1,0,0,16.452
207301,6,0,0,2,428.709
207302,0,0,0,17,117.547
207400,0,0,0,49,119.804
207501,0,0,0,1,9.156
207502,0,0,0,6,38.901
207710,0,0,0,8,123.856
207900,0,0,0,4,66.623
208000,1,4,6,10,55.69
208301,0,1,0,0,2.774
208302,1,5,0,0,110.062
208401,1,0,1,0,14.645
208402,38,32,29,71,400.186
208501,1,0,2,3,15.143
208502,4,8,1,0,32.696
208610,0,2,2,1,116.22
208620,1,4,5,0,16.713
208710,1,0,0,0,8.546
208720,0,0,0,2,16.634
208801,8,3,1,5,125.043
208802,0,5,0,7,161.57
208902,6,9,1,12,81.584
208903,0,1,0,0,89.485
208904,2,12,0,0,30.313
209102,0,1,1,2,21.151
209103,0,3,0,0,9.678
209104,0,1,0,0,55.774
209200,0,0,0,7,35.768
209300,1,3,0,9,43.914
209401,0,5,3,14,57.602
209402,0,1,1,1,29.351
209403,0,0,0,7,28.412
209510,4,2,2,13,50.65
209520,0,6,1,13,54.955
209810,2,0,1,0,14.801
209820,0,2,0,0,6.226
210010,2,3,2,70,187.031
211000,0,0,0,0,7.678
211120,2,9,0,47,130.805
211121,2,1,2,12,51.509
211122,2,0,1,3,40.047
211201,0,0,0,0,2
211202,1,1,1,0,7.707
211310,1,1,0,0,5.286
211320,1,0,0,1,4.99
211410,0,2,0,0,10.904
211420,0,1,2,0,6.616
211500,1,1,0,0,3.286
211701,1,2,2,0,15.58
211703,1,0,0,2,6.146
211704,0,0,0,1,5.478
211802,1,0,1,9,35.267
211803,0,0,0,0,0
211804,1,0,0,2,8.468
211910,0,1,0,0,3.774
211921,0,0,1,2,8.377
211922,0,0,0,2,3.956
212101,0,1,0,10,49.009
212102,0,0,0,3,13.789
212202,0,1,1,0,5.873
212203,0,0,0,8,35.534
212204,1,0,0,0,17.512
212303,0,0,0,6,28.934
212304,0,0,0,0,7.678
212305,3,2,2,1,25.082
212306,0,1,0,1,8.252
212410,0,0,0,1,7.156
212420,0,0,0,0,1
212501,0,0,0,3,4.434
212502,2,0,0,2,26.336
212610,0,0,0,2,12.312
212620,0,0,0,0,5
212701,0,2,1,0,9.647
212702,4,2,0,0,17.274
212800,0,2,1,0,8.647
212900,1,1,1,0,7.385
213100,3,4,5,8,45.594
213201,1,12,1,3,55.366
213202,0,1,0,0,7.452
213310,0,0,0,0,2.678
213320,0,0,0,4,17.589
213401,1,3,0,0,9.512
213402,0,0,0,0,10.678
214000,0,0,1,4,29.332
214100,1,0,0,0,4.512
214400,0,1,2,0,10.616
214501,1,0,0,0,17.868
214502,0,0,0,0,0
214503,0,0,0,0,0
214600,0,1,1,2,17.184
214700,1,3,0,2,24.146
214800,1,0,0,2,27.179
214901,3,0,0,0,8.536
214902,0,0,0,1,11.478
215101,1,0,0,0,9.512
215102,0,0,0,0,2
216100,0,1,0,0,1.774
216200,1,0,2,2,14.988
216300,0,0,0,0,2
216401,0,0,0,0,6
216402,0,0,0,0,1
216700,1,0,1,9,19.911
216800,1,0,1,0,7.933
216900,0,0,1,1,4.899
217001,0,0,0,0,9
217002,2,1,2,0,14.951
217100,0,0,0,0,3.678
217200,10,6,3,6,59.607
218110,0,4,1,0,10.517
218120,2,0,1,2,16.435
218210,0,0,0,0,3
218220,0,0,0,0,1
218300,0,0,8,2,42.322
218400,0,0,1,2,9.155
218500,1,0,2,0,56.092
218600,4,5,0,0,16.992
218701,0,4,2,0,43.918
218702,1,1,3,0,21.866
218800,3,2,3,1,22.375
218900,0,2,4,0,13.748
219010,0,0,1,1,13.13
219020,2,1,5,0,27.454
219300,0,0,0,0,10.002
219500,0,1,1,1,6.807
219700,1,2,1,4,30.476
219800,2,1,5,0,19.955
219901,2,2,0,0,19.162
219902,0,0,6,0,20.577
220000,8,0,6,2,38.802
220100,1,0,0,0,7.396
221110,1,2,1,0,10.481
221120,0,1,5,0,10.878
221210,2,1,0,1,14.954
221220,0,0,8,0,16.044
221302,2,8,4,1,37.378
221303,5,2,0,1,19.586
221304,1,1,0,0,15.286
221401,0,0,0,0,1
221402,0,0,3,1,15.318
221500,0,2,3,0,19.151
221601,0,0,2,0,11.698
221602,0,1,2,2,13.436
221710,0,0,0,0,10.506
221810,0,0,0,0,6.503
221820,0,0,0,0,0
221900,0,0,0,0,15.002
222001,1,2,1,0,15.856
222002,0,2,5,0,29.344
222100,1,0,0,0,2.396
222200,0,0,4,0,9.385
222500,1,8,6,1,38.458
222600,1,4,4,0,31.013
222700,0,0,0,2,15.566
224010,0,1,0,53,162.234
224020,1,9,5,47,161.887
224200,1,0,11,0,59.631
224310,1,3,0,0,36.512
224320,0,0,0,0,8.356
224410,3,0,0,0,21.195
224420,1,2,0,4,14.376
224600,2,3,4,3,207.31
224700,0,5,3,10,42.99
226001,0,6,40,58,293.475
226002,8,8,30,106,536.76
226410,1,2,2,7,24.655
226420,0,0,0,2,9.058
226700,7,4,11,8,89.805
227010,3,0,1,7,35.991
227020,3,0,3,0,15.979
228100,0,0,1,4,33.717
228210,5,0,4,0,22.364
228220,1,2,0,1,13.29
228310,2,4,12,7,50.38
228320,0,0,0,4,7.116
228410,0,0,1,0,1.596
228420,0,0,1,0,4.598
228500,0,1,2,0,97.375
228600,0,0,3,12,41.149
228710,2,4,1,0,86.617
228720,2,0,0,2,19.353
228800,5,2,3,1,46.677
228900,5,11,6,0,52.567
229100,4,8,15,5,82.638
229200,6,5,3,0,30.572
229300,0,0,0,1,1.529
229410,0,0,15,2,28.001
229420,5,0,13,3,50.324
231100,3,1,15,30,329.226
231210,0,0,0,0,0
231220,10,1,3,0,48.429
231300,0,0,0,2,13.562
231400,0,2,1,0,4.959
231500,0,1,2,0,9.874
231600,0,0,9,8,85.617
231710,2,0,0,0,12.293
231720,0,1,2,1,55.932
231800,1,0,1,18,51.023
231900,2,3,2,25,76.258
232110,1,0,0,0,19.396
232120,4,1,1,15,71.797
232200,5,4,5,0,49.194
232300,0,0,2,0,70.192
232400,3,6,9,0,180.14
232500,0,0,3,0,191.79
232600,2,2,4,1,19.071
232700,0,0,6,1,48.106
232800,7,0,3,5,88.241
234000,0,1,1,0,3.278
234200,0,7,2,1,24.492
234300,2,10,10,3,65.158
234501,0,0,0,0,0
234502,0,0,0,0,38
234600,6,13,4,0,70.121
234700,12,2,2,0,29.306
234800,1,1,2,0,16.778
234901,4,2,5,0,23.927
234902,2,6,3,0,22.67
235100,3,12,3,0,32.155
235201,1,2,1,0,7.355
235202,2,7,6,0,39.142
236000,0,0,7,2,19.231
236100,0,1,5,0,13.662
236202,3,0,0,1,7.717
236203,0,0,2,0,3.192
236204,0,0,0,0,0
236400,0,0,0,0,1.501
237101,0,2,8,5,59.286
237102,5,4,8,2,41.037
237201,0,0,1,0,46.596
237202,5,0,55,0,218.78
237300,2,2,1,0,19.751
237401,0,3,5,1,44.554
237402,2,2,4,0,15.54
237500,0,1,0,0,3.682
237600,0,0,0,0,3.501
237710,4,2,2,0,54.645
237720,0,0,2,3,9.281
237800,10,5,0,10,50.66
237900,2,4,10,0,59.48
238000,4,6,32,8,106.989
238100,2,10,6,0,135.18
238200,0,1,10,0,784.64
238310,11,7,10,3,56.178
238320,5,5,0,2,32.445
238400,0,12,28,1,91.4
239201,4,5,9,5,82.503
239202,12,3,18,3,124.13
239310,1,4,8,1,30.924
239320,0,1,0,1,4.211
239330,0,1,15,2,50.195
239501,0,1,2,0,9.876
239502,1,0,2,0,22.092
239601,0,0,1,2,21.165
239602,0,0,3,0,4.788
239701,1,4,2,0,48.314
239702,2,2,5,7,87.849
239801,1,0,1,0,21.992
239802,3,9,1,0,47.917
240010,2,4,8,0,41.287
240020,2,8,6,1,53.35
240200,0,11,3,11,151.61
240300,2,2,4,24,135.24
240401,15,11,15,9,141.65
240402,13,14,15,3,108.218
240500,2,4,8,2,68.348
240600,0,5,14,1,40.283
240700,2,3,16,0,44.876
240800,1,2,10,0,36.222
240900,7,8,11,4,93.905
241001,3,1,10,9,65.096
241002,1,1,10,0,20.039
241110,0,4,6,0,16.303
241120,2,4,12,4,143.792
241201,3,13,7,1,73.75
241202,14,20,19,8,107.235
241300,0,0,3,13,99.17
241400,0,1,2,1,28.403
242000,0,4,3,1,26.046
242100,0,0,0,0,1
242200,2,3,6,0,18.413
242300,1,1,8,0,18.348
242600,1,1,1,0,21.175
242700,0,0,5,1,24.016
243000,0,0,0,0,18
243100,0,0,4,2,122.44
261101,0,0,0,0,0
261102,0,0,0,0,0
261200,0,0,0,0,1
262100,0,0,0,0,0
262200,0,0,0,1,5.175
262301,1,0,0,0,3.182
262302,0,0,0,0,1.683
262303,0,0,0,0,0
262400,1,0,0,0,1.499
262501,0,0,0,0,0
262601,0,0,0,0,0
262604,8,0,2,1,19.685
262704,9,0,4,0,24.579
262706,0,0,0,1,10.175
262802,0,0,0,0,3.683
264000,2,1,0,0,4.747
264102,0,0,0,0,0
264103,0,0,0,4,27.385
264301,0,1,0,3,9.909
264302,1,0,0,0,6.499
265100,0,2,0,0,3.498
265201,0,0,0,0,1
265202,1,0,2,0,46.703
265301,0,0,0,0,5
265303,0,0,0,0,0
265304,0,0,0,0,1
265305,2,0,0,0,30.997
265410,0,0,0,0,2
265420,2,0,1,0,7.599
265510,0,0,0,1,14.492
265520,0,4,3,20,81.38
265601,0,0,0,0,6.367
265602,0,0,0,0,0
265700,0,1,0,1,12.242
267100,0,0,1,1,6.094
267200,1,3,4,17,55.572
267300,1,2,4,4,59.891
267402,1,4,0,5,30.691
267403,0,0,0,0,5
267404,5,0,2,4,21.666
267501,8,4,2,1,36.416
267502,3,0,0,9,29.342
267600,6,2,9,3,64.218
267700,2,5,5,2,61.305
267800,2,4,2,2,62.7
267901,0,0,0,0,0
267902,0,0,0,0,1
269000,2,4,2,3,23.042
269100,0,0,1,1,5.778
269300,2,2,0,2,22.48
269500,0,0,0,0,0
269601,1,0,0,0,3.182
269602,0,0,1,0,1.602
269700,0,1,3,0,9.239
269800,0,0,0,3,5.477
269903,2,1,3,2,17.537
269904,3,0,2,0,11.7
269905,5,0,11,0,38.799
269906,4,0,1,0,7.596
269907,0,0,0,0,2
270100,0,0,5,14,44.267
270200,0,3,3,2,21.405
270300,0,1,4,25,79.182
271100,0,0,1,10,23.207
271200,3,1,2,9,57.612
271300,2,1,3,1,13.728
271400,2,1,0,0,4.747
271500,1,4,0,0,9.496
271600,1,0,0,5,17.959
271701,0,2,1,0,7.101
271702,3,4,4,5,33.362
271801,0,0,0,0,2
271802,1,0,1,0,9.467
271901,5,1,3,13,49.863
271902,0,0,0,1,4.492
272100,0,0,5,0,13.01
272201,0,13,12,1,79.826
272202,2,4,1,0,13.28
272301,0,1,3,0,6.555
272302,0,1,1,8,38.655
273100,3,13,6,15,102.12
273200,2,17,14,0,112.78
273300,5,15,10,32,186.05
273402,18,14,26,68,509.45
273502,7,54,6,38,271.3
273600,7,31,16,9,146.88
273700,2,7,14,0,47.722
273800,1,7,5,0,46.438
273902,10,22,16,13,192.05
274100,1,11,9,1,61.436
274202,0,1,0,1,8.925
275101,0,1,2,0,5.954
275102,2,0,1,2,9.584
275200,0,0,0,0,1
275302,2,3,5,3,27.415
275311,0,0,2,3,7.681
275400,0,0,1,0,7.602
275500,8,2,7,0,26.702
275602,0,9,6,10,46.328
275603,1,0,0,2,8.483
276000,1,1,8,0,17.065
276100,5,0,14,0,37.922
276400,0,0,0,0,0
276500,1,2,3,0,21.804
276601,2,0,8,2,19.798
276603,0,1,7,0,12.964
276604,0,1,2,0,4.954
277000,0,0,0,0,2
277100,1,0,2,0,6.703
277200,0,0,4,0,9.092
277400,1,0,0,0,5.182
278001,9,4,10,0,87.505
278102,0,6,0,4,21.465
291110,3,2,9,0,37.668
291120,8,0,22,7,74.323
291130,7,4,30,0,66.479
291210,0,0,0,1,2.464
291220,4,3,2,1,18.823
291300,1,2,4,0,23.025
292000,4,4,10,0,35.445
293201,0,3,0,0,7.668
