year,zip_code,housing_units_count,owner_occupied_housing_units_count,renter_occupied_housing_units_count
2016,91367,17426.0,9083.0,8343.0
2016,91371,0.0,0.0,0.0
2016,91401,14835.0,4995.0,9840.0
2016,91402,18950.0,6446.0,12504.0
2016,91403,11355.0,5214.0,6141.0
2016,91405,17213.0,4268.0,12945.0
2016,91406,18094.0,7280.0,10814.0
2016,91411,9607.0,2621.0,6986.0
2016,91423,15246.0,5999.0,9247.0
2016,91436,5492.0,4460.0,1032.0
2016,91501,7598.0,2420.0,5178.0
2016,91504,9497.0,4964.0,4533.0
2016,91505,13051.0,5958.0,7093.0
2016,91506,7275.0,4068.0,3207.0
2016,91601,16972.0,3224.0,13748.0
2016,91602,9485.0,3311.0,6174.0
2016,91604,14334.0,6551.0,7783.0
2016,91605,15932.0,6093.0,9839.0
2016,91606,15328.0,4491.0,10837.0
2016,91607,13678.0,4022.0,9656.0
2016,91608,0.0,0.0,0.0
2016,91754,10828.0,5945.0,4883.0
2016,91801,19536.0,7159.0,12377.0
2016,91803,9566.0,4577.0,4989.0
2017,90001,13807.0,4887.0,8920.0
2017,90002,12694.0,4549.0,8145.0
2017,90003,16581.0,4703.0,11878.0
2017,90004,22140.0,3673.0,18467.0
2017,90005,16399.0,1332.0,15067.0
2017,90006,19486.0,1619.0,17867.0
2017,90007,11695.0,1411.0,10284.0
2017,90008,14937.0,4854.0,10083.0
2017,90010,1986.0,427.0,1559.0
2017,90011,23884.0,6110.0,17774.0
2017,90012,11971.0,1283.0,10688.0
2017,90013,7047.0,618.0,6429.0
2017,90014,5000.0,182.0,4818.0
2017,90015,8510.0,1109.0,7401.0
2017,90016,16954.0,6319.0,10635.0
2017,90017,10433.0,443.0,9990.0
2017,90018,16395.0,4952.0,11443.0
2017,90019,24426.0,6835.0,17591.0
2017,90020,16364.0,1539.0,14825.0
2017,90021,1966.0,163.0,1803.0
2017,90023,11583.0,3292.0,8291.0
2017,90024,16812.0,5049.0,11763.0
2017,90025,21959.0,5715.0,16244.0
2017,90026,25510.0,5777.0,19733.0
2017,90027,21907.0,4161.0,17746.0
2017,90028,16301.0,928.0,15373.0
2017,90029,14188.0,1375.0,12813.0
2017,90031,11720.0,3830.0,7890.0
2017,90032,13429.0,6507.0,6922.0
2017,90033,13165.0,2230.0,10935.0
2017,90034,25725.0,4907.0,20818.0
2017,90035,12704.0,4058.0,8646.0
2017,90036,18230.0,2993.0,15237.0
2017,90037,17007.0,4176.0,12831.0
2017,90038,11190.0,1052.0,10138.0
2017,90039,11523.0,4929.0,6594.0
2017,90041,9547.0,5119.0,4428.0
2017,90042,20527.0,9216.0,11311.0
2017,90043,16789.0,8858.0,7931.0
2017,90044,27804.0,8380.0,19424.0
2017,90045,15576.0,8169.0,7407.0
2017,90046,29180.0,6536.0,22644.0
2017,90047,16952.0,9204.0,7748.0
2017,90048,12184.0,3691.0,8493.0
2017,90049,16514.0,8466.0,8048.0
2017,90056,3480.0,2429.0,1051.0
2017,90057,16914.0,688.0,16226.0
2017,90058,795.0,100.0,695.0
2017,90059,10590.0,4723.0,5867.0
2017,90061,7307.0,2909.0,4398.0
2017,90062,9719.0,4138.0,5581.0
2017,90063,13591.0,5132.0,8459.0
2017,90064,10999.0,6019.0,4980.0
2017,90065,15167.0,7116.0,8051.0
2017,90066,24951.0,9516.0,15435.0
2017,90067,1342.0,1099.0,243.0
2017,90068,11703.0,5622.0,6081.0
2017,90069,12379.0,4755.0,7624.0
2017,90071,0.0,0.0,0.0
2017,90073,0.0,0.0,0.0
2017,90077,3370.0,2802.0,568.0
2017,90079,0.0,0.0,0.0
2017,90089,7.0,0.0,7.0
2017,90090,0.0,0.0,0.0
2017,90094,3874.0,1653.0,2221.0
2017,90095,0.0,0.0,0.0
2017,90210,7983.0,5543.0,2440.0
2017,90211,3755.0,1139.0,2616.0
2017,90212,5921.0,1836.0,4085.0
2017,90230,13088.0,7130.0,5958.0
2017,90232,6458.0,2448.0,4010.0
2017,90245,6638.0,2958.0,3680.0
2017,90247,15870.0,6448.0,9422.0
2017,90248,3642.0,2584.0,1058.0
2017,90250,32242.0,9714.0,22528.0
2017,90262,15327.0,6505.0,8822.0
2017,90265,7248.0,5407.0,1841.0
2017,90272,9094.0,7260.0,1834.0
2017,90275,15838.0,12611.0,3227.0
2017,90280,23557.0,10254.0,13303.0
2017,90290,2368.0,1842.0,526.0
2017,90291,13676.0,4519.0,9157.0
2017,90292,12354.0,3360.0,8994.0
2017,90293,6655.0,3258.0,3397.0
2017,90301,12096.0,3124.0,8972.0
2017,90302,10872.0,3035.0,7837.0
2017,90304,6443.0,1921.0,4522.0
2017,90305,5775.0,3880.0,1895.0
2017,90402,4967.0,3311.0,1656.0
2017,90403,13458.0,2994.0,10464.0
2017,90404,9938.0,2178.0,7760.0
2017,90405,14161.0,4808.0,9353.0
2017,90501,14267.0,6297.0,7970.0
2017,90502,5955.0,3979.0,1976.0
2017,90504,11456.0,6851.0,4605.0
2017,90710,9193.0,4938.0,4255.0
2017,90717,8470.0,3840.0,4630.0
2017,90731,22373.0,6895.0,15478.0
2017,90732,8610.0,5978.0,2632.0
2017,90744,14509.0,5557.0,8952.0
2017,90745,15103.0,10338.0,4765.0
2017,90802,20711.0,4478.0,16233.0
2017,90810,9294.0,5092.0,4202.0
2017,90813,16983.0,2115.0,14868.0
2017,91011,6590.0,5846.0,744.0
2017,91030,10231.0,4661.0,5570.0
2017,91040,7335.0,5221.0,2114.0
2017,91042,9822.0,5195.0,4627.0
2017,91105,5343.0,3015.0,2328.0
2017,91201,8238.0,2555.0,5683.0
2017,91204,6196.0,728.0,5468.0
2017,91205,14158.0,2139.0,12019.0
2017,91206,13173.0,4484.0,8689.0
2017,91214,10425.0,7817.0,2608.0
2017,91302,9503.0,6812.0,2691.0
2017,91303,9716.0,2385.0,7331.0
2017,91304,16984.0,8559.0,8425.0
2017,91306,14589.0,8158.0,6431.0
2017,91307,8826.0,7420.0,1406.0
2017,91311,14024.0,9135.0,4889.0
2017,91316,12442.0,6198.0,6244.0
2017,91321,11172.0,6192.0,4980.0
2017,91324,10016.0,5089.0,4927.0
2017,91325,11654.0,5387.0,6267.0
2017,91326,12594.0,9083.0,3511.0
2017,91330,0.0,0.0,0.0
2017,91331,23127.0,14090.0,9037.0
2017,91335,24004.0,11796.0,12208.0
2017,91340,8432.0,4751.0,3681.0
2017,91342,24908.0,16512.0,8396.0
2017,91343,17732.0,9259.0,8473.0
2017,91344,16940.0,12619.0,4321.0
2017,91345,5300.0,3796.0,1504.0
2017,91352,12411.0,6541.0,5870.0
2017,91356,11613.0,6484.0,5129.0
2017,91364,10434.0,7271.0,3163.0
2017,91367,17659.0,9121.0,8538.0
2017,91371,0.0,0.0,0.0
2017,91401,14951.0,5167.0,9784.0
2017,91402,19301.0,6433.0,12868.0
2017,91403,11315.0,5090.0,6225.0
2017,91405,17519.0,4344.0,13175.0
2017,91406,18228.0,7358.0,10870.0
2017,91411,9662.0,2711.0,6951.0
2017,91423,15469.0,6127.0,9342.0
2017,91436,5519.0,4409.0,1110.0
2017,91501,8013.0,2526.0,5487.0
2017,91504,9317.0,4816.0,4501.0
2017,91505,12869.0,5962.0,6907.0
2017,91506,7411.0,4009.0,3402.0
2017,91601,16798.0,3321.0,13477.0
2017,91602,9648.0,3330.0,6318.0
2017,91604,14437.0,6613.0,7824.0
2017,91605,15822.0,5712.0,10110.0
2017,91606,15352.0,4527.0,10825.0
2017,91607,13760.0,4254.0,9506.0
2017,91608,0.0,0.0,0.0
2017,91754,10932.0,6091.0,4841.0
2017,91801,19624.0,7247.0,12377.0
2017,91803,9523.0,4493.0,5030.0
2018,90001,13815.0,4966.0,8849.0
2018,90002,12706.0,4540.0,8166.0
2018,90003,17127.0,4856.0,12271.0
2018,90004,21971.0,3670.0,18301.0
2018,90005,16442.0,1303.0,15139.0
2018,90006,19419.0,1708.0,17711.0
2018,90007,11884.0,1344.0,10540.0
2018,90008,14834.0,5004.0,9830.0
2018,90010,1961.0,420.0,1541.0
2018,90011,24160.0,6213.0,17947.0
2018,90012,12736.0,1307.0,11429.0
2018,90013,6966.0,607.0,6359.0
2018,90014,5496.0,170.0,5326.0
2018,90015,9423.0,1236.0,8187.0
2018,90016,17087.0,6515.0,10572.0
2018,90017,10869.0,435.0,10434.0
2018,90018,16426.0,4996.0,11430.0
2018,90019,24756.0,6951.0,17805.0
2018,90020,16396.0,1483.0,14913.0
2018,90021,1758.0,160.0,1598.0
2018,90023,11519.0,3159.0,8360.0
2018,90024,16737.0,5140.0,11597.0
2018,90025,22105.0,5881.0,16224.0
2018,90026,25785.0,6161.0,19624.0
2018,90027,21716.0,4051.0,17665.0
2018,90028,16652.0,784.0,15868.0
2018,90029,14018.0,1303.0,12715.0
2018,90031,11621.0,3739.0,7882.0
2018,90032,13470.0,6741.0,6729.0
2018,90033,13236.0,2403.0,10833.0
2018,90034,25878.0,4985.0,20893.0
2018,90035,12329.0,4027.0,8302.0
2018,90036,18426.0,3269.0,15157.0
2018,90037,17334.0,4120.0,13214.0
2018,90038,11601.0,1023.0,10578.0
2018,90039,11413.0,5152.0,6261.0
2018,90041,9724.0,5135.0,4589.0
2018,90042,20622.0,9098.0,11524.0
2018,90043,17066.0,9171.0,7895.0
2018,90044,28160.0,8049.0,20111.0
2018,90045,15514.0,8041.0,7473.0
2018,90046,29183.0,6346.0,22837.0
2018,90047,17420.0,9719.0,7701.0
2018,90048,12054.0,3674.0,8380.0
2018,90049,16647.0,8498.0,8149.0
2018,90056,3374.0,2251.0,1123.0
2018,90057,17031.0,608.0,16423.0
2018,90058,757.0,80.0,677.0
2018,90059,10628.0,4898.0,5730.0
2018,90061,7318.0,3009.0,4309.0
2018,90062,9905.0,4295.0,5610.0
2018,90063,13675.0,5482.0,8193.0
2018,90064,10958.0,6159.0,4799.0
2018,90065,15337.0,7386.0,7951.0
2018,90066,25225.0,9387.0,15838.0
2018,90067,1375.0,1132.0,243.0
2018,90068,11360.0,5549.0,5811.0
2018,90069,12640.0,4717.0,7923.0
2018,90071,0.0,0.0,0.0
2018,90073,0.0,0.0,0.0
2018,90077,3276.0,2767.0,509.0
2018,90079,0.0,0.0,0.0
2018,90089,7.0,0.0,7.0
2018,90090,0.0,0.0,0.0
2018,90094,4345.0,1643.0,2702.0
2018,90095,0.0,0.0,0.0
2018,90210,8036.0,5747.0,2289.0
2018,90211,3805.0,1180.0,2625.0
2018,90212,5934.0,1764.0,4170.0
2018,90230,13204.0,7284.0,5920.0
2018,90232,6410.0,2398.0,4012.0
2018,90245,6639.0,2938.0,3701.0
2018,90247,15886.0,6172.0,9714.0
2018,90248,3822.0,2717.0,1105.0
2018,90250,31978.0,9753.0,22225.0
2018,90262,15551.0,6653.0,8898.0
2018,90265,7555.0,5578.0,1977.0
2018,90272,9008.0,7278.0,1730.0
2018,90275,15634.0,12204.0,3430.0
2018,90280,23926.0,10096.0,13830.0
2018,90290,2236.0,1745.0,491.0
2018,90291,13612.0,4455.0,9157.0
2018,90292,12381.0,3809.0,8572.0
2018,90293,6679.0,3149.0,3530.0
2018,90301,12136.0,3125.0,9011.0
2018,90302,10893.0,3048.0,7845.0
2018,90304,6430.0,1845.0,4585.0
2018,90305,5946.0,3894.0,2052.0
2018,90402,4874.0,3357.0,1517.0
2018,90403,12918.0,2976.0,9942.0
2018,90404,9904.0,2297.0,7607.0
2018,90405,14029.0,4698.0,9331.0
2018,90501,14244.0,6157.0,8087.0
2018,90502,6011.0,3849.0,2162.0
2018,90504,11559.0,6991.0,4568.0
2018,90710,9162.0,4805.0,4357.0
2018,90717,8515.0,3961.0,4554.0
2018,90731,22624.0,7108.0,15516.0
2018,90732,8522.0,6036.0,2486.0
2018,90744,14638.0,5444.0,9194.0
2018,90745,15139.0,10313.0,4826.0
2018,90802,20749.0,4280.0,16469.0
2018,90810,9334.0,5142.0,4192.0
2018,90813,17148.0,2027.0,15121.0
2018,91011,6597.0,5906.0,691.0
2018,91030,9992.0,4670.0,5322.0
2018,91040,7263.0,5248.0,2015.0
2018,91042,9854.0,5185.0,4669.0
2018,91105,5299.0,3135.0,2164.0
2018,91201,8311.0,2401.0,5910.0
2018,91204,6327.0,627.0,5700.0
2018,91205,14294.0,2156.0,12138.0
2018,91206,13294.0,4598.0,8696.0
2018,91214,10240.0,7854.0,2386.0
2018,91302,9513.0,6672.0,2841.0
2018,91303,9823.0,2366.0,7457.0
2018,91304,17225.0,8743.0,8482.0
2018,91306,14510.0,8197.0,6313.0
2018,91307,8738.0,7380.0,1358.0
2018,91311,14122.0,9244.0,4878.0
2018,91316,12252.0,6073.0,6179.0
2018,91321,11045.0,6078.0,4967.0
2018,91324,9925.0,5119.0,4806.0
2018,91325,11748.0,5620.0,6128.0
2018,91326,12888.0,9384.0,3504.0
2018,91330,0.0,0.0,0.0
2018,91331,23367.0,14396.0,8971.0
2018,91335,24085.0,11435.0,12650.0
2018,91340,8870.0,4849.0,4021.0
2018,91342,25033.0,16388.0,8645.0
2018,91343,17850.0,9052.0,8798.0
2018,91344,16820.0,12628.0,4192.0
2018,91345,5314.0,3921.0,1393.0
2018,91352,12474.0,6742.0,5732.0
2018,91356,11827.0,6702.0,5125.0
2018,91364,10607.0,7132.0,3475.0
2018,91367,18236.0,9357.0,8879.0
2018,91371,0.0,0.0,0.0
2018,91401,15132.0,5162.0,9970.0
2018,91402,19476.0,6406.0,13070.0
2018,91403,11491.0,5080.0,6411.0
2018,91405,18009.0,4788.0,13221.0
2018,91406,18126.0,7166.0,10960.0
2018,91411,9689.0,2606.0,7083.0
2018,91423,15305.0,6030.0,9275.0
2018,91436,5594.0,4411.0,1183.0
2018,91501,7870.0,2542.0,5328.0
2018,91504,9414.0,4973.0,4441.0
2018,91505,12835.0,6010.0,6825.0
2018,91506,7460.0,4036.0,3424.0
2018,91601,16809.0,3283.0,13526.0
2018,91602,9557.0,3238.0,6319.0
2018,91604,14808.0,6797.0,8011.0
2018,91605,15774.0,5799.0,9975.0
2018,91606,15439.0,4725.0,10714.0
2018,91607,13673.0,4097.0,9576.0
2018,91608,0.0,0.0,0.0
2018,91754,11109.0,6118.0,4991.0
2018,91801,19721.0,7044.0,12677.0
2018,91803,9671.0,4427.0,5244.0
2019,90001,13669.0,4904.0,8765.0
2019,90002,12917.0,4517.0,8400.0
2019,90003,17484.0,4948.0,12536.0
2019,90004,22004.0,3651.0,18353.0
2019,90005,16781.0,1299.0,15482.0
2019,90006,19337.0,1748.0,17589.0
2019,90007,11919.0,1465.0,10454.0
2019,90008,14858.0,4906.0,9952.0
2019,90010,2029.0,357.0,1672.0
2019,90011,24433.0,6343.0,18090.0
2019,90012,13216.0,1195.0,12021.0
2019,90013,7308.0,573.0,6735.0
2019,90014,5644.0,145.0,5499.0
2019,90015,10270.0,1201.0,9069.0
2019,90016,17218.0,6353.0,10865.0
2019,90017,11510.0,480.0,11030.0
2019,90018,16568.0,5061.0,11507.0
2019,90019,24464.0,6836.0,17628.0
2019,90020,16396.0,1529.0,14867.0
2019,90021,1734.0,156.0,1578.0
2019,90023,11691.0,3219.0,8472.0
2019,90024,16515.0,4982.0,11533.0
2019,90025,22015.0,5882.0,16133.0
2019,90026,26045.0,6170.0,19875.0
2019,90027,21668.0,4156.0,17512.0
2019,90028,16403.0,777.0,15626.0
2019,90029,13997.0,1418.0,12579.0
2019,90031,11739.0,3715.0,8024.0
2019,90032,13493.0,6770.0,6723.0
2019,90033,13303.0,2493.0,10810.0
2019,90034,25248.0,4681.0,20567.0
2019,90035,11816.0,3875.0,7941.0
2019,90036,18559.0,3207.0,15352.0
2019,90037,17699.0,4264.0,13435.0
2019,90038,12229.0,1115.0,11114.0
2019,90039,11685.0,5318.0,6367.0
2019,90041,9661.0,4899.0,4762.0
2019,90042,21017.0,9444.0,11573.0
2019,90043,17376.0,9613.0,7763.0
2019,90044,29029.0,8533.0,20496.0
2019,90045,15622.0,8059.0,7563.0
2019,90046,29025.0,6554.0,22471.0
2019,90047,17893.0,10120.0,7773.0
2019,90048,11636.0,3517.0,8119.0
2019,90049,16720.0,8533.0,8187.0
2019,90056,3412.0,2288.0,1124.0
2019,90057,17298.0,648.0,16650.0
2019,90058,706.0,85.0,621.0
2019,90059,10906.0,5137.0,5769.0
2019,90061,7396.0,3097.0,4299.0
2019,90062,10063.0,4619.0,5444.0
2019,90063,13686.0,5448.0,8238.0
2019,90064,11083.0,6121.0,4962.0
2019,90065,15414.0,7484.0,7930.0
2019,90066,25785.0,9378.0,16407.0
2019,90067,1421.0,1131.0,290.0
2019,90068,11316.0,5605.0,5711.0
2019,90069,12488.0,4520.0,7968.0
2019,90071,119.0,7.0,112.0
2019,90073,0.0,0.0,0.0
2019,90077,3173.0,2731.0,442.0
2019,90079,0.0,0.0,0.0
2019,90089,9.0,0.0,9.0
2019,90090,0.0,0.0,0.0
2019,90094,4361.0,1708.0,2653.0
2019,90095,0.0,0.0,0.0
2019,90210,7936.0,5856.0,2080.0
2019,90211,3661.0,1106.0,2555.0
2019,90212,5887.0,1604.0,4283.0
2019,90230,13327.0,7228.0,6099.0
2019,90232,6598.0,2393.0,4205.0
2019,90245,6417.0,2792.0,3625.0
2019,90247,16001.0,6164.0,9837.0
2019,90248,3777.0,2544.0,1233.0
2019,90250,31905.0,9919.0,21986.0
2019,90262,15374.0,7059.0,8315.0
2019,90265,7391.0,5765.0,1626.0
2019,90272,8724.0,6904.0,1820.0
2019,90275,15544.0,12139.0,3405.0
2019,90280,24071.0,10315.0,13756.0
2019,90290,2275.0,1643.0,632.0
2019,90291,13692.0,4690.0,9002.0
2019,90292,12606.0,3908.0,8698.0
2019,90293,6604.0,3217.0,3387.0
2019,90301,12046.0,3060.0,8986.0
2019,90302,10636.0,3069.0,7567.0
2019,90304,6583.0,2025.0,4558.0
2019,90305,5814.0,3735.0,2079.0
2019,90402,4999.0,3425.0,1574.0
2019,90403,12739.0,3024.0,9715.0
2019,90404,9957.0,2271.0,7686.0
2019,90405,13943.0,4773.0,9170.0
2019,90501,14242.0,6492.0,7750.0
2019,90502,5975.0,4085.0,1890.0
2019,90504,11685.0,7271.0,4414.0
2019,90710,9230.0,4885.0,4345.0
2019,90717,8477.0,3965.0,4512.0
2019,90731,22695.0,7307.0,15388.0
2019,90732,8810.0,6223.0,2587.0
2019,90744,14788.0,5397.0,9391.0
2019,90745,14936.0,10159.0,4777.0
2019,90802,20756.0,4202.0,16554.0
2019,90810,9400.0,5131.0,4269.0
2019,90813,17192.0,2099.0,15093.0
2019,91011,6434.0,5846.0,588.0
2019,91030,9815.0,4659.0,5156.0
2019,91040,7339.0,5275.0,2064.0
2019,91042,9961.0,5365.0,4596.0
2019,91105,5505.0,3137.0,2368.0
2019,91201,8309.0,2274.0,6035.0
2019,91204,6485.0,633.0,5852.0
2019,91205,14382.0,2158.0,12224.0
2019,91206,13372.0,4810.0,8562.0
2019,91214,10357.0,7616.0,2741.0
2019,91302,9488.0,6928.0,2560.0
2019,91303,10097.0,2343.0,7754.0
2019,91304,17508.0,8768.0,8740.0
2019,91306,14654.0,8164.0,6490.0
2019,91307,8650.0,7249.0,1401.0
2019,91311,14283.0,9222.0,5061.0
2019,91316,12409.0,6220.0,6189.0
2019,91321,10781.0,6074.0,4707.0
2019,91324,10012.0,5098.0,4914.0
2019,91325,11920.0,5673.0,6247.0
2019,91326,12778.0,9571.0,3207.0
2019,91330,0.0,0.0,0.0
2019,91331,23447.0,14369.0,9078.0
2019,91335,24391.0,11622.0,12769.0
2019,91340,8886.0,4959.0,3927.0
2019,91342,25121.0,16367.0,8754.0
2019,91343,18035.0,9127.0,8908.0
2019,91344,17037.0,12755.0,4282.0
2019,91345,5402.0,3929.0,1473.0
2019,91352,12436.0,6647.0,5789.0
2019,91356,11802.0,6708.0,5094.0
2019,91364,10648.0,7114.0,3534.0
2019,91367,18433.0,9780.0,8653.0
2019,91371,0.0,0.0,0.0
2019,91401,14933.0,5053.0,9880.0
2019,91402,19839.0,6643.0,13196.0
2019,91403,11400.0,5120.0,6280.0
2019,91405,18246.0,4944.0,13302.0
2019,91406,18398.0,7165.0,11233.0
2019,91411,9493.0,2383.0,7110.0
2019,91423,15085.0,5844.0,9241.0
2019,91436,5600.0,4376.0,1224.0
2019,91501,8057.0,2577.0,5480.0
2019,91504,9387.0,5080.0,4307.0
2019,91505,12902.0,6063.0,6839.0
2019,91506,7522.0,4027.0,3495.0
2019,91601,16710.0,2994.0,13716.0
2019,91602,9813.0,3246.0,6567.0
2019,91604,14641.0,6910.0,7731.0
2019,91605,16271.0,6007.0,10264.0
2019,91606,15401.0,4881.0,10520.0
2019,91607,13607.0,4031.0,9576.0
2019,91608,10.0,0.0,10.0
2019,91754,11290.0,6135.0,5155.0
2019,91801,20065.0,7069.0,12996.0
2019,91803,9644.0,4767.0,4877.0
2020,90001,13689.0,4875.0,8814.0
2020,90002,12961.0,4898.0,8063.0
2020,90003,17542.0,4717.0,12825.0
2020,90004,22528.0,3781.0,18747.0
2020,90005,16331.0,1341.0,14990.0
2020,90006,19149.0,1777.0,17372.0
2020,90007,12248.0,1550.0,10698.0
2020,90008,14784.0,5130.0,9654.0
2020,90010,2282.0,352.0,1930.0
2020,90011,24827.0,6904.0,17923.0
2020,90012,13558.0,915.0,12643.0
2020,90013,7810.0,600.0,7210.0
2020,90014,5968.0,119.0,5849.0
2020,90015,11180.0,1014.0,10166.0
2020,90016,17522.0,6180.0,11342.0
2020,90017,11938.0,630.0,11308.0
2020,90018,16634.0,5106.0,11528.0
2020,90019,24252.0,6441.0,17811.0
2020,90020,17064.0,1599.0,15465.0
2020,90021,1778.0,133.0,1645.0
2020,90023,11573.0,3029.0,8544.0
2020,90024,17092.0,5549.0,11543.0
2020,90025,22194.0,5875.0,16319.0
2020,90026,26807.0,6392.0,20415.0
2020,90027,21403.0,4189.0,17214.0
2020,90028,17114.0,829.0,16285.0
2020,90029,13627.0,1442.0,12185.0
2020,90031,12005.0,3990.0,8015.0
2020,90032,13825.0,7290.0,6535.0
2020,90033,13396.0,2724.0,10672.0
2020,90034,26196.0,5272.0,20924.0
2020,90035,12049.0,4019.0,8030.0
2020,90036,18761.0,3294.0,15467.0
2020,90037,17763.0,4419.0,13344.0
2020,90038,12648.0,1034.0,11614.0
2020,90039,12277.0,5198.0,7079.0
2020,90041,10251.0,5224.0,5027.0
2020,90042,21077.0,9719.0,11358.0
2020,90043,17740.0,9600.0,8140.0
2020,90044,28368.0,8220.0,20148.0
2020,90045,15469.0,7993.0,7476.0
2020,90046,28544.0,6400.0,22144.0
2020,90047,17197.0,9505.0,7692.0
2020,90048,11906.0,3485.0,8421.0
2020,90049,16375.0,8724.0,7651.0
2020,90056,3552.0,2336.0,1216.0
2020,90057,17555.0,567.0,16988.0
2020,90058,792.0,75.0,717.0
2020,90059,10453.0,4969.0,5484.0
2020,90061,7527.0,3156.0,4371.0
2020,90062,10112.0,4888.0,5224.0
2020,90063,13873.0,5432.0,8441.0
2020,90064,11272.0,6107.0,5165.0
2020,90065,16244.0,7557.0,8687.0
2020,90066,26696.0,9723.0,16973.0
2020,90067,1501.0,1082.0,419.0
2020,90068,11723.0,5666.0,6057.0
2020,90069,12570.0,4993.0,7577.0
2020,90071,125.0,14.0,111.0
2020,90073,0.0,0.0,0.0
2020,90077,3008.0,2590.0,418.0
2020,90079,0.0,0.0,0.0
2020,90089,9.0,0.0,9.0
2020,90090,0.0,0.0,0.0
2020,90094,4026.0,1920.0,2106.0
2020,90095,0.0,0.0,0.0
2020,90210,7752.0,6040.0,1712.0
2020,90211,3912.0,1349.0,2563.0
2020,90212,5728.0,1459.0,4269.0
2020,90230,13670.0,7619.0,6051.0
2020,90232,6773.0,2574.0,4199.0
2020,90245,6645.0,2844.0,3801.0
2020,90247,15851.0,6373.0,9478.0
2020,90248,3909.0,2649.0,1260.0
2020,90250,30841.0,9874.0,20967.0
2020,90262,15254.0,7311.0,7943.0
2020,90265,7028.0,5603.0,1425.0
2020,90272,8517.0,6873.0,1644.0
2020,90275,15223.0,11813.0,3410.0
2020,90280,23989.0,10599.0,13390.0
2020,90290,2002.0,1418.0,584.0
2020,90291,14420.0,5255.0,9165.0
2020,90292,12817.0,3706.0,9111.0
2020,90293,6685.0,3264.0,3421.0
2020,90301,12254.0,3091.0,9163.0
2020,90302,10536.0,3398.0,7138.0
2020,90304,7106.0,2059.0,5047.0
2020,90305,5927.0,3743.0,2184.0
2020,90402,4683.0,3211.0,1472.0
2020,90403,12901.0,3140.0,9761.0
2020,90404,10359.0,2215.0,8144.0
2020,90405,14074.0,4586.0,9488.0
2020,90501,14140.0,6279.0,7861.0
2020,90502,6438.0,4401.0,2037.0
2020,90504,11413.0,7001.0,4412.0
2020,90710,9439.0,5132.0,4307.0
2020,90717,8205.0,3673.0,4532.0
2020,90731,22843.0,7598.0,15245.0
2020,90732,9064.0,6597.0,2467.0
2020,90744,14938.0,5277.0,9661.0
2020,90745,14495.0,10005.0,4490.0
2020,90802,20841.0,4148.0,16693.0
2020,90810,9571.0,5262.0,4309.0
2020,90813,17167.0,2243.0,14924.0
2020,91011,6329.0,5581.0,748.0
2020,91030,9671.0,4738.0,4933.0
2020,91040,7482.0,5625.0,1857.0
2020,91042,10079.0,5470.0,4609.0
2020,91105,5410.0,3016.0,2394.0
2020,91201,8238.0,2395.0,5843.0
2020,91204,6743.0,560.0,6183.0
2020,91205,14052.0,2217.0,11835.0
2020,91206,13050.0,4655.0,8395.0
2020,91214,10575.0,7795.0,2780.0
2020,91302,9949.0,7137.0,2812.0
2020,91303,10326.0,2470.0,7856.0
2020,91304,18105.0,9059.0,9046.0
2020,91306,14652.0,8139.0,6513.0
2020,91307,8595.0,7300.0,1295.0
2020,91311,14281.0,9104.0,5177.0
2020,91316,12815.0,6289.0,6526.0
2020,91321,10804.0,6307.0,4497.0
2020,91324,10348.0,4938.0,5410.0
2020,91325,12372.0,5756.0,6616.0
2020,91326,12498.0,9302.0,3196.0
2020,91330,0.0,0.0,0.0
2020,91331,23398.0,14565.0,8833.0
2020,91335,24581.0,12011.0,12570.0
2020,91340,9015.0,5443.0,3572.0
2020,91342,24833.0,16472.0,8361.0
2020,91343,17977.0,9061.0,8916.0
2020,91344,17915.0,13188.0,4727.0
2020,91345,5557.0,4024.0,1533.0
2020,91352,12335.0,6528.0,5807.0
2020,91356,11982.0,6987.0,4995.0
2020,91364,10453.0,6938.0,3515.0
2020,91367,17961.0,9475.0,8486.0
2020,91371,0.0,0.0,0.0
2020,91401,14772.0,5149.0,9623.0
2020,91402,20340.0,7022.0,13318.0
2020,91403,11803.0,5245.0,6558.0
2020,91405,18558.0,5112.0,13446.0
2020,91406,18685.0,7217.0,11468.0
2020,91411,9559.0,2506.0,7053.0
2020,91423,15341.0,5836.0,9505.0
2020,91436,5878.0,4603.0,1275.0
2020,91501,7736.0,2613.0,5123.0
2020,91504,9747.0,5160.0,4587.0
2020,91505,12533.0,6056.0,6477.0
2020,91506,7544.0,4283.0,3261.0
2020,91601,17004.0,2675.0,14329.0
2020,91602,10146.0,3539.0,6607.0
2020,91604,15167.0,7003.0,8164.0
2020,91605,16101.0,6224.0,9877.0
2020,91606,15548.0,5174.0,10374.0
2020,91607,13631.0,4429.0,9202.0
2020,91608,9.0,0.0,9.0
2020,91754,11552.0,6169.0,5383.0
2020,91801,20142.0,7151.0,12991.0
2020,91803,10106.0,4930.0,5176.0
2021,90001,13421.0,4774.0,8647.0
2021,90002,13011.0,5132.0,7879.0
2021,90003,17759.0,4851.0,12908.0
2021,90004,22231.0,3632.0,18599.0
2021,90005,15993.0,1273.0,14720.0
2021,90006,18850.0,1780.0,17070.0
2021,90007,12211.0,1447.0,10764.0
2021,90008,14425.0,4801.0,9624.0
2021,90010,2247.0,359.0,1888.0
