year,zip_code,population_white,population_black,population_hispanic,population_other_races
2019,90089,1929.0,279.0,561.0,1578.0
2019,90090,0.0,0.0,0.0,0.0
2019,90094,5497.0,949.0,1215.0,3381.0
2019,90095,0.0,0.0,0.0,0.0
2019,90210,16672.0,229.0,799.0,2413.0
2019,90211,6184.0,360.0,720.0,1475.0
2019,90212,10792.0,193.0,749.0,2329.0
2019,90230,19610.0,3316.0,10831.0,9761.0
2019,90232,9612.0,742.0,3622.0,4426.0
2019,90245,12005.0,626.0,2709.0,4100.0
2019,90247,12456.0,8757.0,23823.0,27080.0
2019,90248,3632.0,1702.0,5216.0,6273.0
2019,90250,36489.0,22280.0,53290.0,38303.0
2019,90262,41847.0,5631.0,62215.0,23058.0
2019,90265,15887.0,271.0,1743.0,1796.0
2019,90272,18972.0,86.0,1009.0,2571.0
2019,90275,23651.0,785.0,4360.0,17710.0
2019,90280,59504.0,646.0,90459.0,34492.0
2019,90290,5037.0,127.0,336.0,517.0
2019,90291,22114.0,1525.0,5258.0,3311.0
2019,90292,17588.0,1782.0,1969.0,4179.0
2019,90293,8845.0,846.0,1809.0,3037.0
2019,90301,12012.0,11777.0,22927.0,14445.0
2019,90302,8618.0,12833.0,13894.0,8566.0
2019,90304,12405.0,1007.0,23083.0,12534.0
2019,90305,1174.0,12199.0,1836.0,1669.0
2019,90402,10113.0,101.0,1186.0,1668.0
2019,90403,19137.0,613.0,1784.0,4152.0
2019,90404,15015.0,1707.0,6398.0,6207.0
2019,90405,21980.0,990.0,4397.0,5186.0
2019,90501,15008.0,2365.0,18434.0,24602.0
2019,90502,5688.0,1036.0,6634.0,11054.0
2019,90504,13198.0,1149.0,8855.0,19063.0
2019,90710,10775.0,3993.0,12011.0,13277.0
2019,90717,12081.0,1325.0,7276.0,8102.0
2019,90731,34014.0,4289.0,34549.0,22356.0
2019,90732,15087.0,1255.0,6982.0,6438.0
2019,90744,30323.0,1672.0,50588.0,24885.0
2019,90745,16747.0,4124.0,24171.0,36059.0
2019,90802,23085.0,5558.0,13488.0,10319.0
2019,90810,15045.0,3912.0,20401.0,18294.0
2019,90813,27784.0,7070.0,37921.0,23526.0
2019,91011,12249.0,154.0,2029.0,7898.0
2019,91030,14215.0,922.0,4745.0,10500.0
2019,91040,15578.0,244.0,3922.0,4227.0
2019,91042,21084.0,620.0,7143.0,5262.0
2019,91105,8435.0,730.0,1569.0,3452.0
2019,91201,19392.0,339.0,4405.0,3550.0
2019,91204,13617.0,581.0,6334.0,4525.0
2019,91205,28378.0,660.0,8193.0,8600.0
2019,91206,25161.0,573.0,4740.0,9005.0
2019,91214,19065.0,131.0,3884.0,11591.0
2019,91302,22476.0,318.0,2199.0,3918.0
2019,91303,14808.0,967.0,20279.0,15811.0
2019,91304,26992.0,2709.0,22303.0,24660.0
2019,91306,21784.0,1983.0,24805.0,25911.0
2019,91307,18568.0,995.0,3810.0,6778.0
2019,91311,25622.0,2159.0,10550.0,13058.0
2019,91316,25595.0,806.0,4268.0,4098.0
2019,91321,24625.0,1019.0,16033.0,8370.0
2019,91324,16090.0,1507.0,10034.0,12073.0
2019,91325,18638.0,2489.0,13013.0,13448.0
2019,91326,18622.0,1895.0,4908.0,15822.0
2019,91330,1555.0,491.0,1158.0,1211.0
2019,91331,62078.0,3228.0,91066.0,40152.0
2019,91335,44042.0,3567.0,43015.0,34215.0
2019,91340,23528.0,538.0,33586.0,12090.0
2019,91342,71067.0,3645.0,72090.0,19883.0
2019,91343,26226.0,2998.0,39961.0,37519.0
2019,91344,33631.0,1986.0,16466.0,17996.0
2019,91345,8696.0,190.0,13370.0,10259.0
2019,91352,32184.0,807.0,34193.0,14085.0
2019,91356,23164.0,2101.0,4298.0,4557.0
2019,91364,21836.0,1584.0,3891.0,4551.0
2019,91367,33188.0,1932.0,5911.0,10850.0
2019,91371,0.0,0.0,0.0,0.0
2019,91401,25134.0,2167.0,16385.0,12454.0
2019,91402,24748.0,2652.0,51903.0,44659.0
2019,91403,19715.0,1745.0,3109.0,3696.0
2019,91405,23097.0,2738.0,34549.0,29671.0
2019,91406,23863.0,2476.0,31153.0,28551.0
2019,91411,17019.0,1460.0,13098.0,7632.0
2019,91423,26329.0,2155.0,4850.0,4688.0
2019,91436,13405.0,237.0,1306.0,1650.0
2019,91501,16031.0,556.0,3165.0,3924.0
2019,91504,18180.0,960.0,6194.0,7609.0
2019,91505,22140.0,1131.0,7614.0,7631.0
2019,91506,13695.0,265.0,4986.0,4631.0
2019,91601,26049.0,2747.0,12775.0,8045.0
2019,91602,14269.0,1021.0,3367.0,4382.0
2019,91604,26268.0,1551.0,3149.0,5091.0
2019,91605,32596.0,1888.0,31505.0,18629.0
2019,91606,30603.0,1902.0,23492.0,11790.0
2019,91607,23942.0,1865.0,6270.0,4804.0
2019,91608,21.0,0.0,21.0,0.0
2019,91754,5087.0,223.0,11029.0,28326.0
2019,91801,11682.0,1392.0,18439.0,41694.0
2019,91803,7678.0,502.0,11972.0,21387.0
2020,90001,22300.0,5506.0,53002.0,31168.0
2020,90002,20613.0,9157.0,43112.0,23632.0
2020,90003,21165.0,13700.0,59098.0,39252.0
2020,90004,20483.0,2507.0,29287.0,38115.0
2020,90005,9625.0,1906.0,19214.0,27354.0
2020,90006,19758.0,1922.0,42591.0,36880.0
2020,90007,15908.0,4509.0,22081.0,21963.0
2020,90008,5048.0,20786.0,7788.0,6066.0
2020,90010,951.0,270.0,448.0,2887.0
2020,90011,40035.0,7505.0,101144.0,63210.0
2020,90012,9718.0,5388.0,10660.0,22162.0
2020,90013,4522.0,3976.0,2223.0,4511.0
2020,90014,3874.0,2111.0,1684.0,3141.0
2020,90015,9002.0,1607.0,13927.0,13291.0
2020,90016,18375.0,12776.0,25309.0,15189.0
2020,90017,10341.0,2893.0,16887.0,14598.0
2020,90018,14828.0,15256.0,30040.0,22360.0
2020,90019,21147.0,11240.0,26615.0,30429.0
2020,90020,8516.0,2667.0,13015.0,28183.0
2020,90021,1336.0,551.0,1746.0,1398.0
2020,90023,21902.0,521.0,44780.0,24094.0
2020,90024,30135.0,1719.0,7364.0,20215.0
2020,90025,29230.0,1643.0,6540.0,16565.0
2020,90026,27933.0,2508.0,34164.0,37216.0
2020,90027,29836.0,1232.0,11039.0,14928.0
2020,90028,16744.0,3046.0,9625.0,11595.0
2020,90029,13234.0,1297.0,19163.0,21595.0
2020,90031,10695.0,821.0,24484.0,27981.0
2020,90032,15728.0,1023.0,37217.0,31106.0
2020,90033,22411.0,929.0,45089.0,26355.0
2020,90034,28532.0,5929.0,14769.0,21955.0
2020,90035,21093.0,1786.0,3000.0,4846.0
2020,90036,24163.0,2187.0,4224.0,11761.0
2020,90037,26742.0,11031.0,53801.0,29604.0
2020,90038,12971.0,1919.0,14466.0,13702.0
2020,90039,17239.0,347.0,10474.0,12380.0
2020,90041,13659.0,720.0,9983.0,15509.0
2020,90042,27097.0,1503.0,36133.0,31909.0
2020,90043,8592.0,28122.0,13436.0,9644.0
2020,90044,25642.0,31627.0,66053.0,42711.0
2020,90045,24997.0,4097.0,7361.0,10701.0
2020,90046,37331.0,2458.0,7255.0,10039.0
2020,90047,8777.0,29335.0,19097.0,12945.0
2020,90048,17059.0,978.0,1755.0,3729.0
2020,90049,30175.0,449.0,3041.0,5986.0
2020,90056,1509.0,5213.0,998.0,1336.0
2020,90057,16866.0,2416.0,33853.0,30489.0
2020,90058,1981.0,187.0,2395.0,835.0
2020,90059,11854.0,11907.0,29139.0,18550.0
2020,90061,10411.0,8199.0,19267.0,10145.0
2020,90062,9645.0,10446.0,23515.0,15817.0
2020,90063,18163.0,290.0,51202.0,35393.0
2020,90064,17112.0,671.0,3699.0,8205.0
2020,90065,21167.0,775.0,26017.0,25447.0
2020,90066,36326.0,3095.0,14913.0,19430.0
2020,90067,1822.0,53.0,122.0,685.0
2020,90068,17224.0,1215.0,2453.0,3151.0
2020,90069,16380.0,493.0,1650.0,3162.0
2020,90071,81.0,32.0,41.0,39.0
2020,90073,513.0,197.0,214.0,252.0
2020,90077,6755.0,151.0,359.0,1422.0
2020,90079,0.0,0.0,0.0,0.0
2020,90089,1957.0,240.0,642.0,1543.0
2020,90090,0.0,0.0,0.0,0.0
2020,90094,5962.0,539.0,1031.0,2564.0
2020,90095,0.0,0.0,0.0,0.0
2020,90210,16686.0,264.0,1159.0,2279.0
2020,90211,6676.0,310.0,819.0,2225.0
2020,90212,9521.0,160.0,586.0,2197.0
2020,90230,18603.0,3141.0,10631.0,11391.0
2020,90232,8997.0,807.0,3221.0,5117.0
2020,90245,11626.0,790.0,2639.0,4159.0
2020,90247,10932.0,7898.0,23853.0,28677.0
2020,90248,2779.0,1893.0,4022.0,6753.0
2020,90250,35220.0,23399.0,51406.0,36496.0
2020,90262,34426.0,6064.0,60625.0,28879.0
2020,90265,14685.0,193.0,2088.0,3150.0
2020,90272,18953.0,73.0,887.0,2822.0
2020,90275,22352.0,542.0,4153.0,18837.0
2020,90280,52312.0,460.0,90487.0,42133.0
2020,90290,4598.0,112.0,405.0,490.0
2020,90291,21753.0,1488.0,5046.0,4315.0
2020,90292,17899.0,1979.0,1963.0,4053.0
2020,90293,9482.0,770.0,1894.0,2663.0
2020,90301,10680.0,11839.0,23379.0,16801.0
2020,90302,7402.0,12187.0,13896.0,9778.0
2020,90304,11039.0,1118.0,23305.0,14427.0
2020,90305,1406.0,11667.0,2110.0,2300.0
2020,90402,9617.0,95.0,1405.0,1925.0
2020,90403,19292.0,395.0,2233.0,4672.0
2020,90404,13986.0,1848.0,6430.0,7273.0
2020,90405,20469.0,880.0,4359.0,6160.0
2020,90501,13504.0,2095.0,19193.0,26699.0
2020,90502,5901.0,1221.0,7118.0,11405.0
2020,90504,11946.0,1260.0,7922.0,19497.0
2020,90710,11455.0,3592.0,12703.0,13519.0
2020,90717,11757.0,1252.0,7253.0,7910.0
2020,90731,35477.0,3789.0,34131.0,21547.0
2020,90732,14700.0,1141.0,7542.0,6720.0
2020,90744,33107.0,1453.0,50202.0,21890.0
2020,90745,16321.0,4202.0,24364.0,35044.0
2020,90802,21182.0,6205.0,13575.0,11778.0
2020,90810,14338.0,3375.0,21058.0,18944.0
2020,90813,23618.0,6686.0,37674.0,26422.0
2020,91011,12386.0,135.0,1985.0,7653.0
2020,91030,12892.0,1171.0,4838.0,11415.0
2020,91040,15534.0,153.0,4276.0,4919.0
2020,91042,20035.0,689.0,6153.0,5893.0
2020,91105,7912.0,561.0,1958.0,4175.0
2020,91201,18433.0,328.0,4695.0,4025.0
2020,91204,12975.0,568.0,6325.0,5407.0
2020,91205,28871.0,618.0,8985.0,8060.0
2020,91206,24875.0,682.0,4675.0,8224.0
2020,91214,19192.0,135.0,3903.0,12341.0
2020,91302,22317.0,429.0,1695.0,4215.0
2020,91303,15320.0,950.0,18235.0,14754.0
2020,91304,26128.0,2390.0,21938.0,25119.0
2020,91306,20352.0,2172.0,24857.0,27795.0
2020,91307,17619.0,1169.0,4221.0,7006.0
2020,91311,23586.0,2905.0,12054.0,15320.0
2020,91316,24831.0,642.0,4535.0,4939.0
2020,91321,22233.0,959.0,17187.0,11148.0
2020,91324,14699.0,1921.0,11134.0,14375.0
2020,91325,17067.0,2601.0,12296.0,14969.0
2020,91326,17527.0,2950.0,5421.0,15649.0
2020,91330,1629.0,501.0,1044.0,1006.0
2020,91331,53856.0,2643.0,90299.0,47184.0
2020,91335,37842.0,3755.0,41784.0,39340.0
2020,91340,21390.0,586.0,34159.0,15245.0
2020,91342,61118.0,3245.0,71895.0,30069.0
2020,91343,24586.0,3003.0,39018.0,37755.0
2020,91344,33564.0,1754.0,17805.0,20376.0
2020,91345,7910.0,278.0,13015.0,10637.0
2020,91352,27091.0,809.0,33042.0,18127.0
2020,91356,23323.0,1899.0,4405.0,5478.0
2020,91364,20641.0,1916.0,3914.0,5838.0
2020,91367,31990.0,2981.0,6075.0,10103.0
2020,91371,0.0,0.0,0.0,0.0
2020,91401,24419.0,2306.0,16826.0,13680.0
2020,91402,18363.0,2551.0,49797.0,49788.0
2020,91403,19775.0,1458.0,3343.0,4604.0
2020,91405,24345.0,2577.0,34612.0,29899.0
2020,91406,23409.0,2769.0,31012.0,28131.0
2020,91411,15152.0,1710.0,12278.0,8031.0
2020,91423,26135.0,1840.0,4191.0,4993.0
2020,91436,14540.0,240.0,1026.0,1957.0
2020,91501,14867.0,472.0,3143.0,4120.0
2020,91504,18049.0,1375.0,6598.0,8551.0
2020,91505,20659.0,1003.0,7883.0,9477.0
2020,91506,12214.0,336.0,4593.0,5314.0
2020,91601,23058.0,2902.0,12052.0,9352.0
2020,91602,14189.0,869.0,3681.0,5281.0
2020,91604,26747.0,1426.0,3914.0,5848.0
2020,91605,29636.0,1468.0,30885.0,21241.0
2020,91606,28747.0,2062.0,23695.0,14194.0
2020,91607,22190.0,2255.0,6502.0,6594.0
2020,91608,18.0,0.0,18.0,0.0
2020,91754,5561.0,245.0,10471.0,27537.0
2020,91801,11179.0,1563.0,17607.0,41419.0
2020,91803,7224.0,468.0,11849.0,22401.0
2021,90001,20030.0,4799.0,52765.0,33416.0
2021,90002,17275.0,9256.0,44082.0,27853.0
2021,90003,16669.0,12865.0,60929.0,45656.0
2021,90004,17681.0,2448.0,28019.0,39492.0
2021,90005,7616.0,2180.0,18134.0,27114.0
2021,90006,16801.0,1897.0,41465.0,38438.0
2021,90007,14367.0,4310.0,21954.0,22593.0
2021,90008,3221.0,20459.0,7187.0,7366.0
2021,90010,1046.0,239.0,444.0,3028.0
2021,90011,34228.0,6681.0,100502.0,68602.0
2021,90012,10063.0,5465.0,11580.0,24181.0
2021,90013,4641.0,3799.0,2917.0,4973.0
2021,90014,3154.0,1762.0,2156.0,3631.0
2021,90015,8189.0,1966.0,13713.0,14073.0
2021,90016,16100.0,12997.0,25152.0,16787.0
2021,90017,9814.0,3221.0,16809.0,15398.0
2021,90018,14335.0,14408.0,29230.0,22645.0
2021,90019,19471.0,10822.0,26817.0,30768.0
2021,90020,7633.0,2624.0,12991.0,27867.0
2021,90021,814.0,481.0,1473.0,1429.0
2021,90023,15723.0,474.0,43949.0,29535.0
2021,90024,29098.0,2050.0,6945.0,19463.0
2021,90025,27694.0,1523.0,5936.0,15391.0
2021,90026,26122.0,2279.0,32695.0,37520.0
2021,90027,29049.0,1223.0,10065.0,14406.0
2021,90028,15755.0,2733.0,8797.0,11399.0
2021,90029,11945.0,1372.0,18749.0,21720.0
2021,90031,8877.0,743.0,23464.0,28913.0
2021,90032,13257.0,971.0,34788.0,31070.0
2021,90033,14519.0,840.0,42999.0,32136.0
2021,90034,25577.0,5050.0,13887.0,22694.0
2021,90035,19345.0,1788.0,3093.0,5278.0
2021,90036,23600.0,1934.0,4614.0,12062.0
2021,90037,22419.0,11413.0,54911.0,35053.0
2021,90038,11827.0,1896.0,14151.0,14272.0
2021,90039,15257.0,403.0,9428.0,13179.0
2021,90041,12665.0,616.0,10300.0,15675.0
2021,90042,23500.0,1270.0,35024.0,34888.0
2021,90043,6849.0,25973.0,12843.0,11450.0
2021,90044,22203.0,30662.0,66943.0,47360.0
2021,90045,24341.0,4192.0,8095.0,12878.0
2021,90046,35153.0,2825.0,7386.0,10771.0
2021,90047,8020.0,28625.0,20268.0,14849.0
2021,90048,16274.0,781.0,1585.0,3449.0
2021,90049,29244.0,480.0,2825.0,6129.0
2021,90056,1233.0,5320.0,670.0,1403.0
2021,90057,13500.0,2773.0,31963.0,31331.0
2021,90058,2256.0,256.0,2992.0,1147.0
2021,90059,10681.0,9890.0,30012.0,20744.0
2021,90061,9325.0,8385.0,20559.0,12282.0
2021,90062,8467.0,9967.0,22367.0,15843.0
2021,90063,14586.0,274.0,50451.0,38094.0
2021,90064,15722.0,605.0,3631.0,8834.0
2021,90065,18605.0,889.0,25339.0,26938.0
2021,90066,33260.0,2742.0,14950.0,18911.0
2021,90067,1774.0,56.0,128.0,653.0
2021,90068,16345.0,1219.0,2518.0,3563.0
2021,90069,16332.0,557.0,1693.0,3296.0
2021,90071,28.0,0.0,28.0,0.0
2021,90073,439.0,200.0,141.0,242.0
2021,90077,6079.0,133.0,449.0,1517.0
2021,90079,0.0,0.0,0.0,0.0
2021,90089,1818.0,225.0,657.0,1455.0
2021,90094,7229.0,754.0,1377.0,3443.0
2021,90095,0.0,0.0,0.0,0.0
2021,90210,16406.0,374.0,1211.0,2847.0
2021,90211,6246.0,186.0,1025.0,2770.0
2021,90212,8444.0,219.0,835.0,2336.0
2021,90230,17491.0,3183.0,9858.0,12946.0
2021,90232,9224.0,769.0,2826.0,5349.0
2021,90245,11823.0,805.0,2787.0,4615.0
2021,90247,9678.0,7604.0,24719.0,31364.0
2021,90248,2055.0,1951.0,4192.0,7466.0
2021,90250,32802.0,23711.0,51371.0,40217.0
2021,90262,27876.0,5208.0,59324.0,34126.0
2021,90265,13208.0,168.0,2087.0,3492.0
2021,90272,18150.0,95.0,1068.0,3037.0
2021,90275,22592.0,723.0,4396.0,19102.0
2021,90280,42396.0,623.0,88872.0,50188.0
2021,90290,4386.0,87.0,498.0,641.0
2021,90291,19063.0,1635.0,4577.0,4987.0
2021,90292,17222.0,1830.0,2320.0,4899.0
2021,90293,9385.0,559.0,2099.0,2868.0
2021,90301,9313.0,11735.0,22715.0,17452.0
2021,90302,6260.0,12253.0,13106.0,10765.0
2021,90304,9181.0,1015.0,22919.0,15907.0
2021,90305,1301.0,11763.0,2490.0,2190.0
2021,90402,9754.0,102.0,1507.0,2190.0
2021,90403,18288.0,715.0,2685.0,5522.0
2021,90404,13759.0,1971.0,6654.0,7730.0
2021,90405,20041.0,894.0,4180.0,6432.0
2021,90501,12810.0,2295.0,19455.0,28345.0
2021,90502,4618.0,1171.0,7172.0,12321.0
2021,90504,11834.0,1467.0,8430.0,19721.0
2021,90710,10639.0,3357.0,12941.0,14002.0
2021,90717,11223.0,1295.0,7698.0,9209.0
2021,90731,35222.0,3182.0,36137.0,24243.0
2021,90732,13534.0,1139.0,7185.0,6909.0
2021,90744,32793.0,1689.0,50620.0,22548.0
2021,90745,14072.0,4071.0,24717.0,40184.0
2021,90802,20119.0,5794.0,13575.0,13123.0
2021,90810,14384.0,3028.0,22089.0,20039.0
2021,90813,21497.0,6504.0,37552.0,28419.0
2021,91011,12348.0,254.0,1860.0,8019.0
2021,91030,12686.0,1133.0,5251.0,13018.0
2021,91040,15060.0,577.0,4941.0,5652.0
2021,91042,19149.0,322.0,6687.0,7215.0
2021,91105,7997.0,462.0,2105.0,4429.0
2021,91201,17829.0,333.0,4727.0,4645.0
2021,91204,11992.0,548.0,6361.0,6198.0
2021,91205,26209.0,574.0,9169.0,9584.0
2021,91206,24596.0,694.0,4168.0,7280.0
2021,91214,18550.0,131.0,5203.0,13328.0
2021,91302,20516.0,688.0,1959.0,5037.0
2021,91303,11398.0,1098.0,17390.0,17469.0
2021,91304,24157.0,3192.0,21994.0,26915.0
2021,91306,17687.0,1824.0,24072.0,29749.0
2021,91307,16869.0,1009.0,3960.0,7895.0
2021,91311,21496.0,2894.0,12351.0,16798.0
2021,91316,22201.0,658.0,4331.0,5323.0
2021,91321,20365.0,835.0,18288.0,14031.0
2021,91324,12244.0,1600.0,10695.0,15484.0
2021,91325,15622.0,2178.0,13349.0,17555.0
2021,91326,17116.0,3009.0,5285.0,15954.0
2021,91330,1645.0,470.0,940.0,902.0
2021,91331,45426.0,2338.0,89439.0,54789.0
2021,91335,33097.0,2810.0,41585.0,42298.0
2021,91340,17460.0,649.0,33120.0,17809.0
2021,91342,49251.0,3548.0,69759.0,39965.0
2021,91343,22154.0,2844.0,39515.0,39521.0
2021,91344,31456.0,1584.0,17220.0,21425.0
2021,91345,7062.0,235.0,12601.0,11455.0
2021,91352,22538.0,949.0,32048.0,22413.0
2021,91356,21956.0,1881.0,4528.0,6131.0
2021,91364,19954.0,1911.0,3827.0,6399.0
2021,91367,30690.0,3165.0,6458.0,11076.0
2021,91371,0.0,0.0,0.0,0.0
2021,91401,22272.0,2175.0,16550.0,14527.0
2021,91402,14593.0,1993.0,48077.0,51490.0
2021,91403,19289.0,1407.0,3742.0,5365.0
2021,91405,21666.0,2714.0,34249.0,31371.0
2021,91406,21652.0,2646.0,31404.0,30106.0
2021,91411,12828.0,1748.0,11478.0,9326.0
2021,91423,24497.0,1273.0,4228.0,6131.0
2021,91436,14339.0,299.0,1455.0,2332.0
2021,91501,14965.0,484.0,3127.0,4044.0
2021,91504,18239.0,1203.0,6475.0,8150.0
2021,91505,21450.0,928.0,8891.0,10506.0
2021,91506,12877.0,361.0,4852.0,6211.0
2021,91601,21358.0,2976.0,11972.0,10452.0
2021,91602,13220.0,1457.0,3688.0,5788.0
2021,91604,24933.0,1329.0,3709.0,6418.0
2021,91605,26283.0,1333.0,32276.0,25045.0
2021,91606,25449.0,2053.0,22627.0,15879.0
2021,91607,20505.0,2208.0,6657.0,8208.0
2021,91608,16.0,0.0,16.0,0.0
2021,91754,5291.0,421.0,10617.0,28219.0
2021,91801,10557.0,1252.0,17684.0,42167.0
2021,91803,5925.0,558.0,12018.0,22740.0
2022,90001,16284.0,4295.0,52642.0,37073.0
2022,90002,12306.0,8355.0,43766.0,32447.0
2022,90003,12889.0,12352.0,61179.0,49783.0
2022,90004,17019.0,2619.0,27410.0,39195.0
2022,90005,7371.0,2006.0,18603.0,28377.0
2022,90006,13244.0,1669.0,41030.0,41715.0
2022,90007,13360.0,3535.0,22109.0,24109.0
2022,90008,3129.0,21047.0,8702.0,8900.0
2022,90010,803.0,230.0,329.0,3152.0
2022,90011,25646.0,6092.0,97669.0,74304.0
2022,90012,9227.0,5071.0,10575.0,24132.0
2022,90013,4749.0,4039.0,3492.0,5799.0
2022,90014,3111.0,1925.0,2372.0,4237.0
2022,90015,8332.0,2315.0,13400.0,14907.0
2022,90016,14557.0,13028.0,25816.0,19724.0
2022,90017,7518.0,3699.0,16444.0,17537.0
2022,90018,13547.0,12125.0,29284.0,24226.0
2022,90019,18118.0,10624.0,25847.0,30668.0
2022,90020,7372.0,2718.0,12925.0,28310.0
2022,90021,785.0,595.0,1336.0,1401.0
2022,90023,11036.0,462.0,42657.0,33060.0
2022,90024,27589.0,2305.0,6599.0,20498.0
2022,90025,27345.0,1542.0,5626.0,15542.0
2022,90026,25707.0,2449.0,31425.0,36613.0
2022,90027,29298.0,1600.0,10063.0,14866.0
2022,90028,15361.0,2773.0,8898.0,12848.0
2022,90029,11885.0,1094.0,17692.0,21670.0
2022,90031,7154.0,819.0,22113.0,29484.0
2022,90032,11735.0,1256.0,33540.0,31890.0
2022,90033,9278.0,907.0,43099.0,37470.0
2022,90034,25229.0,5161.0,14246.0,24671.0
2022,90035,18450.0,1899.0,3541.0,6246.0
2022,90036,22708.0,2388.0,5146.0,12617.0
2022,90037,18935.0,10654.0,55159.0,39475.0
2022,90038,11254.0,1910.0,14620.0,14815.0
2022,90039,14131.0,452.0,8788.0,13661.0
2022,90041,11874.0,574.0,9902.0,15873.0
2022,90042,20966.0,1283.0,34183.0,36902.0
2022,90043,5982.0,26642.0,11744.0,11837.0
2022,90044,16893.0,30985.0,65034.0,51112.0
2022,90045,23160.0,3601.0,8000.0,14362.0
2022,90046,34073.0,2654.0,7432.0,11443.0
2022,90047,6904.0,27004.0,21532.0,18292.0
2022,90048,15644.0,819.0,1629.0,3948.0
2022,90049,28337.0,528.0,2932.0,6954.0
2022,90056,1106.0,5285.0,920.0,1834.0
2022,90057,10477.0,3173.0,32128.0,33492.0
2022,90058,1333.0,504.0,2110.0,1212.0
2022,90059,8303.0,10320.0,27628.0,20848.0
2022,90061,6444.0,7639.0,19869.0,14563.0
2022,90062,7282.0,9036.0,21555.0,17210.0
2022,90063,12495.0,302.0,48835.0,39211.0
2022,90064,16009.0,619.0,3737.0,9328.0
2022,90065,17169.0,817.0,23264.0,26911.0
2022,90066,31481.0,2639.0,13822.0,20022.0
2022,90067,1825.0,61.0,166.0,767.0
2022,90068,16010.0,1419.0,2521.0,3635.0
2022,90069,16365.0,521.0,1565.0,3159.0
2022,90071,52.0,87.0,138.0,174.0
2022,90073,583.0,165.0,226.0,266.0
2022,90077,6262.0,180.0,467.0,1426.0
2022,90079,0.0,0.0,0.0,0.0
2022,90089,1838.0,409.0,653.0,1917.0
2022,90094,6968.0,889.0,1733.0,4034.0
2022,90095,0.0,0.0,0.0,0.0
2022,90210,15927.0,320.0,1145.0,2933.0
2022,90211,6234.0,209.0,765.0,2765.0
2022,90212,8058.0,188.0,911.0,2635.0
2022,90230,16780.0,2832.0,9649.0,12393.0
2022,90232,9182.0,673.0,3376.0,6497.0
2022,90245,11259.0,818.0,3207.0,5004.0
2022,90247,8189.0,8076.0,23415.0,31417.0
2022,90248,1895.0,2150.0,3864.0,7408.0
2022,90250,29122.0,23003.0,51672.0,44075.0
2022,90262,21884.0,5388.0,58104.0,38801.0
2022,90265,12990.0,128.0,1808.0,3534.0
2022,90272,17587.0,172.0,961.0,3539.0
2022,90275,21087.0,762.0,4569.0,20092.0
2022,90280,32757.0,943.0,87875.0,58562.0
2022,90290,4273.0,128.0,448.0,899.0
2022,90291,18651.0,1495.0,4396.0,5510.0
2022,90292,17501.0,1604.0,2590.0,5376.0
2022,90293,9425.0,465.0,2200.0,3149.0
2022,90301,7096.0,11619.0,21354.0,18626.0
2022,90302,5027.0,12320.0,12837.0,11960.0
2022,90304,7416.0,955.0,22003.0,17354.0
2022,90305,1264.0,10950.0,2149.0,2465.0
2022,90402,9274.0,66.0,1383.0,2476.0
2022,90403,17812.0,603.0,2873.0,5677.0
2022,90404,13359.0,2211.0,6770.0,8405.0
2022,90405,19424.0,1352.0,4383.0,6205.0
2022,90501,12653.0,2378.0,18256.0,27505.0
2022,90502,4130.0,1369.0,6413.0,12931.0
2022,90504,9923.0,1150.0,8090.0,21892.0
2022,90710,8775.0,3414.0,12554.0,15328.0
2022,90717,10875.0,1076.0,7314.0,9837.0
2022,90731,33447.0,3366.0,36600.0,26618.0
2022,90732,13846.0,1015.0,7064.0,7217.0
2022,90744,31134.0,1918.0,47987.0,21225.0
2022,90745,13536.0,3764.0,27044.0,41435.0
2022,90802,19421.0,5696.0,15346.0,14895.0
2022,90810,11955.0,3089.0,20479.0,21262.0
2022,90813,17545.0,5685.0,35464.0,30417.0
2022,91011,11893.0,218.0,2004.0,8278.0
2022,91030,11970.0,988.0,4828.0,13625.0
2022,91040,14305.0,607.0,4657.0,5999.0
2022,91042,17387.0,518.0,7153.0,9214.0
2022,91105,7734.0,290.0,2093.0,4668.0
2022,91201,17282.0,218.0,4418.0,4663.0
2022,91204,10858.0,488.0,6399.0,7099.0
2022,91205,23691.0,673.0,9337.0,11391.0
2022,91206,23489.0,669.0,4642.0,8136.0
2022,91214,18305.0,223.0,5201.0,13816.0
2022,91302,20384.0,691.0,1836.0,5243.0
2022,91303,10821.0,1179.0,18126.0,18611.0
2022,91304,23029.0,2630.0,23319.0,28710.0
2022,91306,16603.0,1632.0,24545.0,31225.0
2022,91307,15477.0,1148.0,3899.0,8743.0
2022,91311,20531.0,2485.0,11250.0,17180.0
2022,91316,21386.0,677.0,4274.0,6434.0
2022,91321,16935.0,727.0,18443.0,16643.0
2022,91324,11138.0,1697.0,11485.0,16909.0
2022,91325,14922.0,2045.0,13524.0,18570.0
2022,91326,16303.0,3026.0,4897.0,17174.0
2022,91330,1322.0,228.0,826.0,1149.0
2022,91331,33934.0,1902.0,87853.0,63968.0
2022,91335,30301.0,3190.0,40540.0,43667.0
2022,91340,13410.0,694.0,31842.0,20718.0
2022,91342,39830.0,3511.0,68855.0,49239.0
2022,91343,19707.0,3179.0,37511.0,40307.0
2022,91344,29085.0,1620.0,17103.0,23157.0
2022,91345,5811.0,375.0,12411.0,12295.0
