year,zip_code,crimes_count,victims_count,victims_count_male,victims_count_female,victims_count_age_below_24,victims_count_age_between_25_44,victims_count_age_above_45,victims_count_white,victims_count_black,victims_count_hispanic,victims_count_other_races
2014,90744,2579,1968,1043,1054,1088,868,623,266.0,138.0,1516.0,271.0
2014,91030,2,2,0,2,0,1,1,1.0,0.0,1.0,0.0
2014,91040,653,566,322,276,156,233,264,331.0,15.0,145.0,106.0
2014,91042,778,693,353,367,218,272,288,331.0,27.0,167.0,195.0
2014,91105,1,0,1,0,1,0,0,0.0,0.0,0.0,1.0
2014,91201,1,1,0,1,0,1,0,0.0,0.0,1.0,0.0
2014,91214,9,9,7,2,1,7,1,4.0,0.0,4.0,1.0
2014,91303,2086,1943,1114,861,538,1028,520,510.0,161.0,822.0,495.0
2014,91304,1684,1561,819,765,417,725,542,559.0,163.0,587.0,284.0
2014,91306,1902,1710,890,847,524,769,609,456.0,176.0,739.0,370.0
2014,91307,655,612,327,294,164,208,283,349.0,20.0,119.0,135.0
2014,91311,1529,1338,744,658,386,539,604,718.0,100.0,331.0,253.0
2014,91316,926,800,454,414,218,341,367,429.0,64.0,117.0,262.0
2014,91324,1787,1523,923,769,618,709,460,573.0,83.0,669.0,368.0
2014,91325,1163,994,543,508,439,367,357,387.0,83.0,355.0,227.0
2014,91326,783,702,398,336,184,241,358,346.0,50.0,123.0,216.0
2014,91330,70,61,31,30,38,20,12,14.0,10.0,21.0,16.0
2014,91331,3706,3001,1736,1551,1480,1345,881,262.0,196.0,2452.0,384.0
2014,91335,2958,2417,1425,1262,1009,1074,875,903.0,192.0,1044.0,549.0
2014,91340,349,279,172,142,132,130,87,29.0,16.0,234.0,38.0
2014,91342,3124,2528,1391,1364,1137,1100,887,500.0,153.0,1750.0,364.0
2014,91343,2596,2095,1275,1079,989,924,683,581.0,179.0,1136.0,466.0
2014,91344,1978,1750,1006,848,569,673,736,763.0,104.0,543.0,445.0
2014,91345,843,675,408,359,292,295,256,196.0,33.0,370.0,170.0
2014,91352,2027,1601,1007,735,746,674,607,351.0,57.0,1021.0,313.0
2014,91356,1266,1064,684,521,343,435,488,616.0,110.0,161.0,321.0
2014,91364,1208,1123,619,516,292,424,492,613.0,72.0,143.0,307.0
2014,91367,1664,1551,822,749,341,681,642,789.0,147.0,253.0,388.0
2014,91401,2090,1788,1043,868,621,802,667,712.0,164.0,679.0,393.0
2014,91402,3195,2452,1574,1286,1384,1105,706,339.0,179.0,1689.0,662.0
2014,91403,1067,933,503,480,233,463,371,597.0,68.0,127.0,211.0
2014,91405,2705,2241,1332,1093,953,1036,716,600.0,237.0,1161.0,492.0
2014,91406,2385,1884,1166,981,845,863,677,705.0,165.0,893.0,395.0
2014,91411,1498,1252,714,648,495,586,417,443.0,171.0,550.0,225.0
2014,91423,1611,1372,758,735,402,683,526,912.0,97.0,207.0,315.0
2014,91436,527,443,288,214,123,166,238,306.0,29.0,47.0,120.0
2014,91504,54,47,25,22,14,22,18,10.0,1.0,17.0,19.0
2014,91505,66,56,35,29,26,22,18,12.0,3.0,35.0,14.0
2014,91601,2185,1824,1132,875,703,923,559,903.0,289.0,546.0,269.0
2014,91602,787,665,382,344,189,350,248,476.0,56.0,87.0,107.0
2014,91604,1552,1311,797,666,398,656,498,977.0,92.0,155.0,249.0
2014,91605,2737,2186,1389,1077,993,1023,721,664.0,184.0,1168.0,451.0
2014,91606,2139,1708,1059,887,761,786,592,676.0,123.0,825.0,326.0
2014,91607,1200,1033,589,525,283,505,412,648.0,92.0,197.0,182.0
2014,91608,13,12,5,8,3,9,1,4.0,2.0,5.0,2.0
2015,90001,918,735,368,410,385,345,188,17.0,283.0,446.0,32.0
2015,90002,2511,2119,860,1346,938,959,614,38.0,1016.0,1085.0,74.0
2015,90003,6035,5044,2265,3018,2349,2288,1398,160.0,2239.0,2700.0,191.0
2015,90004,3132,2596,1419,1272,988,1238,906,590.0,205.0,1159.0,899.0
2015,90005,1895,1581,840,801,629,720,546,244.0,183.0,644.0,688.0
2015,90006,3041,2490,1302,1285,1117,1131,793,155.0,236.0,1652.0,722.0
2015,90007,2866,2464,1364,1235,1433,928,505,514.0,472.0,1103.0,517.0
2015,90008,3164,2901,1427,1552,908,1243,1013,154.0,1971.0,672.0,183.0
2015,90010,720,586,322,296,267,264,189,123.0,91.0,190.0,282.0
2015,90011,4787,3827,2023,2185,2031,1789,967,94.0,858.0,3104.0,156.0
2015,90012,2039,1749,1096,788,635,853,551,400.0,279.0,760.0,461.0
2015,90013,3450,3143,2055,1276,741,1339,1370,740.0,1246.0,888.0,469.0
2015,90014,1359,1248,801,503,308,552,499,319.0,435.0,370.0,184.0
2015,90015,2782,2317,1437,1093,1046,1130,606,405.0,390.0,1315.0,445.0
2015,90016,2823,2533,1313,1281,904,1039,880,239.0,1220.0,944.0,194.0
2015,90017,2694,2366,1536,994,984,1094,616,452.0,432.0,1249.0,431.0
2015,90018,2618,2257,1027,1282,844,969,805,156.0,1030.0,962.0,169.0
2015,90019,3054,2569,1361,1353,978,1112,964,461.0,782.0,1033.0,547.0
2015,90020,1746,1392,811,671,599,722,425,233.0,159.0,440.0,797.0
2015,90021,1551,1168,942,460,541,543,467,270.0,280.0,644.0,214.0
2015,90023,1607,1023,584,552,848,497,262,85.0,28.0,987.0,175.0
2015,90024,1308,1122,659,501,473,422,413,594.0,67.0,131.0,479.0
2015,90025,2220,1907,1117,857,610,895,715,1002.0,121.0,264.0,735.0
2015,90026,3528,3026,1675,1467,1086,1533,909,911.0,261.0,1515.0,477.0
2015,90027,2658,2204,1391,1028,720,1176,762,1107.0,185.0,550.0,606.0
2015,90028,4734,3714,2596,1586,1868,2038,828,1733.0,598.0,897.0,1259.0
2015,90029,1824,1514,903,701,591,742,491,378.0,145.0,802.0,311.0
2015,90031,1621,1263,689,663,615,594,412,190.0,54.0,934.0,260.0
2015,90032,1656,1297,695,681,601,549,506,151.0,38.0,1091.0,150.0
2015,90033,2624,2056,1055,1149,1071,932,621,167.0,106.0,1812.0,246.0
2015,90034,2259,1834,1022,905,759,953,547,760.0,281.0,448.0,520.0
2015,90035,1398,1171,643,577,386,551,461,614.0,162.0,140.0,365.0
2015,90036,2120,1750,1031,903,649,925,546,911.0,242.0,272.0,574.0
2015,90037,4483,3759,1882,2052,1698,1619,1166,132.0,1396.0,2214.0,196.0
2015,90038,1606,1293,885,522,538,693,375,509.0,170.0,492.0,299.0
2015,90039,1124,929,573,421,290,460,374,461.0,32.0,334.0,167.0
2015,90041,1216,985,648,454,382,434,400,428.0,22.0,396.0,256.0
2015,90042,2341,1944,1038,1033,750,870,721,462.0,82.0,1294.0,241.0
2015,90043,2709,2405,1106,1361,811,1019,879,131.0,1668.0,545.0,123.0
2015,90044,5172,4417,1932,2634,1943,1868,1361,137.0,2317.0,1921.0,194.0
2015,90045,3308,2253,1428,1136,1392,995,921,1156.0,503.0,400.0,620.0
2015,90046,1659,1419,857,647,434,804,421,941.0,148.0,179.0,276.0
2015,90047,3002,2630,1273,1449,921,1089,992,112.0,1782.0,704.0,127.0
2015,90048,1389,1117,703,557,409,601,379,633.0,104.0,188.0,399.0
2015,90049,1351,1181,615,599,323,469,559,796.0,43.0,91.0,351.0
2015,90056,18,18,9,9,1,5,12,4.0,14.0,0.0,0.0
2015,90057,2757,2504,1390,1185,808,1216,733,283.0,363.0,1524.0,430.0
2015,90058,241,174,94,112,103,85,53,12.0,41.0,135.0,18.0
2015,90059,1904,1659,678,1032,692,741,471,39.0,845.0,760.0,71.0
2015,90061,1743,1501,634,900,635,697,411,37.0,754.0,681.0,65.0
2015,90062,2448,2120,952,1227,820,898,730,100.0,1149.0,820.0,115.0
2015,90063,453,347,157,203,176,178,99,7.0,1.0,337.0,27.0
2015,90064,1559,1268,722,624,502,476,581,716.0,91.0,193.0,469.0
2015,90065,1853,1528,865,774,660,634,559,388.0,69.0,950.0,233.0
2015,90066,1874,1536,878,778,582,646,646,910.0,125.0,336.0,335.0
2015,90067,101,88,50,42,27,23,51,59.0,5.0,8.0,27.0
2015,90068,1224,1043,641,462,303,528,393,720.0,90.0,131.0,187.0
2015,90069,298,269,168,114,50,153,95,186.0,13.0,25.0,60.0
2015,90071,290,263,176,94,72,160,58,74.0,57.0,89.0,51.0
2015,90073,34,33,10,23,3,17,14,22.0,2.0,2.0,7.0
2015,90077,210,196,106,91,30,67,113,115.0,4.0,19.0,64.0
2015,90079,5,5,4,1,0,4,1,0.0,0.0,5.0,0.0
2015,90089,552,529,339,201,382,124,46,182.0,72.0,91.0,197.0
2015,90090,69,58,49,18,25,34,10,23.0,2.0,33.0,9.0
2015,90094,191,163,97,77,50,99,42,98.0,20.0,18.0,44.0
2015,90095,31,23,17,7,19,9,3,8.0,1.0,7.0,13.0
2015,90210,278,262,142,124,37,79,162,181.0,7.0,15.0,69.0
2015,90211,21,17,6,13,5,10,6,13.0,0.0,2.0,4.0
2015,90230,429,362,190,197,139,164,126,106.0,42.0,184.0,65.0
2015,90232,54,30,31,16,28,18,8,16.0,9.0,10.0,16.0
2015,90245,6,5,1,4,1,3,2,0.0,3.0,2.0,0.0
2015,90247,480,374,164,220,178,182,120,22.0,122.0,199.0,43.0
2015,90248,310,195,134,92,154,72,84,35.0,45.0,78.0,95.0
2015,90262,4,4,2,2,2,2,0,0.0,1.0,2.0,1.0
2015,90272,744,671,365,326,143,208,393,517.0,33.0,51.0,129.0
2015,90275,41,20,18,10,22,8,11,7.0,1.0,9.0,20.0
2015,90291,2649,2177,1428,947,812,1089,748,1548.0,194.0,314.0,432.0
2015,90292,651,537,326,257,155,282,214,396.0,54.0,51.0,96.0
2015,90293,564,469,270,226,149,237,178,307.0,44.0,65.0,90.0
2015,90402,67,61,38,24,14,20,33,51.0,2.0,6.0,5.0
2015,90404,3,3,3,0,0,2,1,1.0,0.0,2.0,0.0
2015,90405,34,30,17,13,6,11,17,21.0,2.0,3.0,5.0
2015,90501,792,549,344,298,358,252,182,125.0,85.0,252.0,250.0
2015,90502,49,31,26,11,20,13,16,17.0,8.0,3.0,18.0
2015,90710,902,701,354,387,342,296,264,180.0,129.0,298.0,179.0
2015,90717,101,86,46,44,40,22,39,34.0,8.0,36.0,15.0
2015,90731,3733,2912,1624,1534,1305,1242,1186,1151.0,352.0,1276.0,535.0
2015,90732,656,553,306,272,165,204,287,333.0,23.0,148.0,87.0
2015,90744,2819,2127,1176,1121,1150,915,754,281.0,164.0,1603.0,381.0
2015,90810,3,1,1,0,2,1,0,0.0,0.0,0.0,2.0
2015,91040,703,612,356,282,161,232,310,390.0,17.0,132.0,100.0
2015,91042,823,700,402,323,208,294,321,352.0,27.0,166.0,184.0
2015,91201,3,3,3,0,0,1,2,1.0,0.0,0.0,2.0
2015,91214,2,2,2,0,0,2,0,1.0,0.0,0.0,1.0
2015,91302,2,2,1,1,0,1,1,1.0,0.0,1.0,0.0
2015,91303,2158,1984,1164,858,563,1041,554,598.0,148.0,712.0,578.0
2015,91304,1798,1619,910,767,500,722,576,581.0,146.0,601.0,355.0
2015,91306,2177,1946,1012,980,572,835,770,547.0,178.0,842.0,435.0
2015,91307,949,886,530,381,212,353,384,479.0,55.0,131.0,251.0
2015,91311,1873,1553,984,751,553,565,755,899.0,114.0,382.0,360.0
2015,91316,1162,1008,560,529,266,415,481,559.0,56.0,157.0,319.0
2015,91324,2088,1567,1124,802,872,654,562,812.0,116.0,654.0,384.0
2015,91325,1336,1088,681,539,514,396,426,529.0,77.0,383.0,239.0
2015,91326,910,804,481,378,207,283,420,410.0,43.0,142.0,270.0
2015,91330,78,67,38,31,32,30,16,17.0,13.0,20.0,19.0
2015,91331,3828,3177,1759,1615,1420,1432,976,301.0,178.0,2640.0,276.0
2015,91335,2948,2441,1419,1249,943,1079,926,817.0,186.0,1105.0,566.0
2015,91340,396,321,188,155,155,145,96,36.0,19.0,258.0,37.0
2015,91342,3689,2936,1657,1528,1368,1267,1054,606.0,163.0,2049.0,411.0
2015,91343,2833,2289,1347,1187,1088,956,789,638.0,213.0,1286.0,428.0
2015,91344,2332,1990,1198,961,672,748,912,1011.0,101.0,621.0,443.0
2015,91345,900,701,435,353,318,306,276,194.0,51.0,406.0,147.0
2015,91352,2181,1709,1058,812,804,708,669,451.0,67.0,1064.0,298.0
2015,91356,1453,1241,731,640,339,516,598,711.0,88.0,180.0,393.0
2015,91364,1353,1269,702,593,243,501,609,737.0,93.0,149.0,322.0
2015,91367,1937,1771,980,827,423,796,718,890.0,158.0,252.0,519.0
2015,91401,2216,1847,950,954,656,850,710,741.0,175.0,635.0,465.0
2015,91402,3342,2568,1546,1404,1404,1185,753,419.0,175.0,1764.0,644.0
2015,91403,1163,994,528,488,277,511,375,588.0,73.0,143.0,289.0
2015,91405,3063,2484,1317,1260,1070,1135,858,563.0,278.0,1313.0,622.0
2015,91406,2539,2010,1222,1041,876,905,758,741.0,212.0,890.0,450.0
2015,91411,1715,1378,745,671,617,640,458,481.0,136.0,576.0,374.0
2015,91423,1765,1446,734,747,492,674,599,868.0,98.0,225.0,474.0
2015,91436,683,577,374,276,161,192,330,379.0,19.0,55.0,202.0
2015,91504,55,47,27,21,14,20,21,20.0,3.0,12.0,13.0
2015,91505,53,46,29,18,12,21,20,17.0,1.0,20.0,9.0
2015,91601,2493,2063,1283,998,817,1053,623,1042.0,314.0,627.0,309.0
2015,91602,878,743,459,359,214,360,304,542.0,54.0,94.0,133.0
2015,91604,2029,1739,1091,817,507,820,702,1260.0,136.0,215.0,319.0
2015,91605,3115,2490,1626,1178,1108,1115,892,825.0,200.0,1308.0,486.0
2015,91606,2299,1837,1133,943,828,863,608,746.0,139.0,874.0,325.0
2015,91607,1337,1142,655,565,342,522,473,696.0,100.0,233.0,201.0
2015,91608,15,14,6,8,2,10,3,6.0,4.0,3.0,2.0
2016,90001,948,728,363,413,446,291,211,27.0,268.0,452.0,44.0
2016,90002,2753,2322,1024,1371,1003,1090,660,49.0,1008.0,1276.0,89.0
2016,90003,6511,5286,2401,3096,2611,2367,1533,151.0,2214.0,2923.0,284.0
2016,90004,3399,2695,1495,1339,1187,1344,868,657.0,246.0,1187.0,983.0
2016,90005,2089,1682,907,845,706,825,558,227.0,216.0,678.0,783.0
2016,90006,3021,2431,1233,1279,1114,1093,814,139.0,223.0,1638.0,746.0
2016,90007,3132,2700,1469,1343,1593,1018,521,567.0,486.0,1178.0,618.0
2016,90008,3024,2721,1246,1522,898,1132,994,152.0,1845.0,606.0,197.0
2016,90010,783,592,341,292,324,276,183,104.0,61.0,233.0,333.0
2016,90011,5646,4365,2330,2471,2458,1986,1202,97.0,895.0,3644.0,171.0
2016,90012,2478,2123,1315,960,767,1053,658,527.0,354.0,860.0,590.0
2016,90013,3561,3245,2053,1410,689,1451,1421,764.0,1304.0,903.0,514.0
2016,90014,1474,1354,899,514,303,571,600,321.0,436.0,473.0,191.0
2016,90015,2674,2222,1351,1043,971,1096,607,414.0,343.0,1255.0,426.0
2016,90016,3059,2676,1338,1399,1017,1160,882,278.0,1220.0,958.0,323.0
2016,90017,2638,2264,1338,1056,1007,1068,563,426.0,420.0,1189.0,502.0
2016,90018,2674,2310,1028,1309,867,980,827,182.0,967.0,1022.0,185.0
2016,90019,3387,2696,1531,1412,1154,1224,1009,477.0,812.0,1032.0,694.0
2016,90020,1924,1510,863,740,684,801,439,268.0,177.0,480.0,860.0
2016,90021,1889,1351,1072,554,722,667,500,291.0,333.0,771.0,238.0
2016,90023,1943,1274,786,674,954,621,368,131.0,36.0,1217.0,198.0
2016,90024,1277,1082,553,544,384,468,425,578.0,58.0,117.0,461.0
2016,90025,2095,1723,940,818,626,811,658,932.0,82.0,235.0,711.0
2016,90026,3580,2892,1526,1467,1242,1503,835,1009.0,232.0,1322.0,559.0
2016,90027,2985,2365,1523,1118,921,1239,825,1204.0,170.0,627.0,701.0
2016,90028,5061,4001,2479,1740,2033,2184,844,1824.0,662.0,978.0,1325.0
2016,90029,1713,1376,744,691,610,649,454,339.0,109.0,763.0,294.0
2016,90031,1861,1423,753,776,774,686,401,219.0,70.0,1100.0,194.0
2016,90032,1884,1439,758,780,760,607,517,174.0,65.0,1180.0,173.0
2016,90033,2877,2263,1150,1284,1166,1040,671,174.0,92.0,2047.0,227.0
2016,90034,2224,1742,976,872,811,879,534,718.0,260.0,441.0,522.0
2016,90035,1383,1159,630,570,335,551,497,575.0,160.0,151.0,390.0
2016,90036,2297,1843,1262,896,729,958,610,954.0,242.0,287.0,686.0
2016,90037,4535,3795,1866,2097,1664,1701,1170,164.0,1400.0,2231.0,207.0
2016,90038,1738,1424,888,605,573,772,393,566.0,172.0,519.0,337.0
2016,90039,1234,945,645,435,385,474,375,485.0,40.0,348.0,208.0
2016,90041,1099,790,593,385,438,356,305,386.0,47.0,306.0,239.0
2016,90042,2170,1744,938,932,785,765,620,436.0,72.0,1144.0,228.0
2016,90043,2769,2482,1115,1409,835,1023,911,126.0,1680.0,596.0,163.0
2016,90044,5640,4647,2086,2672,2154,2022,1464,153.0,2317.0,2125.0,264.0
2016,90045,3472,2476,1495,1257,1375,1139,958,1187.0,528.0,460.0,688.0
2016,90046,1917,1613,931,776,559,898,460,1043.0,151.0,221.0,377.0
2016,90047,3102,2577,1222,1425,1092,1066,944,120.0,1674.0,732.0,209.0
2016,90048,1534,1127,913,537,535,620,379,634.0,117.0,165.0,544.0
2016,90049,1301,1140,557,601,268,496,537,776.0,52.0,103.0,298.0
2016,90056,13,13,6,7,0,5,8,1.0,9.0,2.0,1.0
2016,90057,2956,2602,1332,1264,957,1200,799,327.0,421.0,1495.0,534.0
2016,90058,286,213,124,123,116,119,51,10.0,58.0,159.0,20.0
2016,90059,1959,1688,733,1008,679,816,464,43.0,836.0,803.0,79.0
2016,90061,1715,1418,654,822,654,657,404,50.0,715.0,656.0,63.0
2016,90062,2427,2093,966,1180,844,892,691,99.0,1134.0,821.0,116.0
2016,90063,479,369,169,214,186,173,120,12.0,9.0,349.0,25.0
2016,90064,1683,1357,768,640,521,535,627,724.0,126.0,236.0,496.0
2016,90065,1897,1449,857,744,698,682,517,364.0,84.0,931.0,223.0
2016,90066,1852,1489,939,697,570,633,649,854.0,107.0,346.0,395.0
2016,90067,72,59,28,31,17,22,33,41.0,3.0,6.0,20.0
2016,90068,1295,1078,604,519,384,539,372,724.0,104.0,116.0,235.0
2016,90069,307,245,176,99,88,122,97,180.0,20.0,10.0,72.0
2016,90071,291,249,152,126,85,142,64,84.0,50.0,86.0,62.0
2016,90073,44,37,24,15,9,22,13,19.0,3.0,4.0,14.0
2016,90077,216,206,93,113,30,72,114,129.0,11.0,22.0,49.0
2016,90079,9,7,3,5,3,4,2,3.0,0.0,2.0,3.0
2016,90089,617,588,345,250,410,145,62,209.0,53.0,111.0,233.0
2016,90090,102,79,54,42,40,46,16,37.0,1.0,47.0,11.0
2016,90094,239,203,113,106,51,116,72,123.0,33.0,19.0,51.0
2016,90095,24,21,12,10,12,7,5,11.0,2.0,2.0,9.0
2016,90210,239,220,109,114,39,71,129,154.0,7.0,16.0,53.0
2016,90211,23,20,8,12,5,13,5,9.0,4.0,4.0,4.0
2016,90230,451,363,219,172,158,152,141,107.0,38.0,185.0,76.0
2016,90232,29,25,18,11,8,15,6,10.0,8.0,3.0,8.0
2016,90245,10,8,4,6,3,5,2,3.0,2.0,4.0,1.0
2016,90247,468,371,177,201,178,168,122,28.0,127.0,181.0,47.0
2016,90248,328,231,143,112,138,95,95,46.0,45.0,93.0,89.0
2016,90262,1,0,0,0,1,0,0,,,,
2016,90272,700,606,332,294,158,177,365,475.0,22.0,48.0,117.0
2016,90275,62,45,21,32,31,24,7,24.0,6.0,12.0,17.0
2016,90291,2638,2116,1403,937,828,1060,750,1467.0,218.0,309.0,454.0
2016,90292,615,504,269,266,154,258,203,357.0,36.0,47.0,112.0
2016,90293,561,436,252,217,179,229,153,262.0,49.0,72.0,100.0
2016,90305,1,0,0,0,1,0,0,,,,
2016,90402,79,70,39,32,10,31,38,58.0,2.0,8.0,6.0
2016,90404,6,6,2,4,1,3,2,3.0,1.0,1.0,1.0
2016,90405,22,20,10,10,3,9,10,14.0,3.0,0.0,4.0
2016,90501,825,567,344,288,364,248,213,119.0,102.0,253.0,202.0
2016,90502,59,36,29,11,28,16,15,8.0,10.0,7.0,23.0
2016,90710,916,700,371,384,374,289,253,169.0,128.0,309.0,187.0
2016,90717,113,94,45,55,40,28,45,42.0,3.0,34.0,25.0
2016,90731,3577,2834,1542,1561,1305,1167,1105,1067.0,351.0,1283.0,548.0
2016,90732,601,501,278,250,178,184,239,285.0,45.0,133.0,80.0
2016,90744,2951,2173,1295,1088,1248,889,814,277.0,169.0,1652.0,402.0
2016,90810,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0
2016,91040,754,652,389,290,191,223,340,349.0,20.0,171.0,141.0
2016,91042,844,741,387,364,206,313,325,344.0,27.0,169.0,212.0
2016,91105,3,3,3,0,0,3,0,2.0,0.0,0.0,1.0
2016,91201,1,0,0,0,1,0,0,,,,
2016,91214,13,12,7,5,5,3,5,5.0,0.0,5.0,3.0
2016,91303,2413,2172,1365,894,643,1126,644,661.0,143.0,810.0,651.0
2016,91304,1981,1779,967,858,536,794,651,641.0,155.0,693.0,354.0
2016,91306,2345,2056,1102,998,650,875,820,629.0,158.0,866.0,475.0
2016,91307,940,854,500,398,204,333,403,483.0,41.0,120.0,257.0
2016,91311,1904,1445,820,722,662,563,679,778.0,111.0,364.0,473.0
2016,91316,1345,1170,667,584,276,514,555,625.0,81.0,151.0,397.0
2016,91324,2309,1380,913,699,1239,534,536,707.0,103.0,475.0,872.0
2016,91325,1385,1087,605,545,563,404,418,462.0,94.0,370.0,333.0
2016,91326,907,774,439,358,210,271,426,384.0,39.0,127.0,309.0
2016,91330,71,59,40,20,29,23,19,12.0,8.0,15.0,26.0
2016,91331,3910,3306,1732,1699,1338,1579,993,295.0,174.0,2687.0,296.0
2016,91335,3419,2741,1685,1375,1162,1201,1056,893.0,191.0,1255.0,726.0
2016,91340,383,314,184,143,139,152,92,25.0,22.0,261.0,20.0
2016,91342,3774,3142,1697,1589,1269,1401,1104,571.0,199.0,2164.0,395.0
2016,91343,3274,2635,1533,1323,1191,1149,934,668.0,223.0,1484.0,571.0
2016,91344,2241,1729,978,850,803,641,797,734.0,117.0,536.0,656.0
2016,91345,948,774,450,371,280,353,315,229.0,48.0,411.0,147.0
2016,91352,2264,1854,1078,857,768,797,699,416.0,74.0,1173.0,283.0
2016,91356,1727,1484,895,731,397,621,709,760.0,112.0,227.0,530.0
2016,91364,1600,1474,830,680,314,564,722,848.0,87.0,168.0,410.0
2016,91367,2339,2146,1205,987,482,954,903,1086.0,201.0,290.0,622.0
2016,91401,2215,1861,1019,910,619,893,703,726.0,164.0,655.0,510.0
2016,91402,3456,2805,1555,1449,1294,1340,822,349.0,218.0,1973.0,513.0
2016,91403,1281,1064,578,522,348,522,411,588.0,97.0,181.0,349.0
2016,91405,3014,2430,1293,1220,1113,1120,781,546.0,268.0,1297.0,621.0
2016,91406,2696,2172,1263,1116,908,1037,751,695.0,201.0,1067.0,457.0
2016,91411,1707,1348,778,621,568,646,493,481.0,164.0,539.0,418.0
2016,91423,1778,1440,696,781,508,690,580,851.0,128.0,241.0,449.0
2016,91436,673,570,368,274,154,186,333,348.0,22.0,69.0,205.0
2016,91504,52,43,27,16,15,13,24,15.0,5.0,5.0,18.0
2016,91505,46,38,24,18,14,16,16,17.0,3.0,20.0,2.0
2016,91601,2684,2157,1387,1027,931,1081,672,1123.0,310.0,645.0,346.0
2016,91602,917,722,467,356,280,327,310,537.0,85.0,88.0,114.0
2016,91604,1829,1448,943,750,532,705,592,1083.0,100.0,189.0,338.0
2016,91605,3346,2524,1674,1267,1324,1173,849,819.0,226.0,1378.0,532.0
2016,91606,2319,1713,1210,856,889,774,656,762.0,130.0,765.0,422.0
2016,91607,1447,1174,747,572,422,569,456,769.0,114.0,218.0,226.0
2016,91608,7,7,5,2,2,1,4,2.0,3.0,2.0,0.0
2017,90001,924,701,370,383,388,315,221,27.0,271.0,429.0,52.0
2017,90002,2724,2192,926,1363,1106,955,663,50.0,926.0,1227.0,154.0
2017,90003,6504,5161,2441,3027,2652,2284,1568,190.0,2197.0,2874.0,321.0
2017,90004,3657,2950,1564,1473,1200,1450,1007,682.0,260.0,1266.0,1094.0
2017,90005,2139,1750,904,902,687,831,621,284.0,206.0,695.0,781.0
2017,90006,3267,2536,1348,1251,1263,1165,839,204.0,244.0,1622.0,818.0
2017,90007,3178,2668,1453,1301,1596,1045,537,491.0,533.0,1213.0,642.0
2017,90008,3012,2635,1112,1405,995,1052,965,104.0,1745.0,526.0,429.0
2017,90010,839,659,400,299,322,313,204,118.0,65.0,258.0,341.0
2017,90011,5640,4339,2336,2435,2363,2070,1207,92.0,952.0,3552.0,181.0
2017,90012,2691,2241,1400,1019,861,1139,691,562.0,375.0,899.0,697.0
2017,90013,3716,3372,2042,1480,716,1534,1466,730.0,1337.0,1002.0,561.0
2017,90014,1442,1313,838,527,285,589,568,293.0,439.0,422.0,241.0
2017,90015,3212,2645,1611,1219,1178,1333,701,516.0,477.0,1387.0,577.0
2017,90016,3029,2605,1233,1324,1035,1139,855,291.0,1133.0,918.0,417.0
2017,90017,2851,2401,1435,1055,1014,1207,630,518.0,472.0,1151.0,585.0
2017,90018,2793,2396,1031,1345,920,1027,846,191.0,968.0,1062.0,258.0
2017,90019,3472,2852,1572,1548,1164,1179,1129,510.0,839.0,1124.0,706.0
2017,90020,2061,1658,958,762,701,843,517,252.0,174.0,531.0,957.0
2017,90021,2180,1643,1209,729,735,837,608,376.0,403.0,873.0,306.0
2017,90023,1900,1192,734,640,999,538,363,162.0,35.0,1065.0,272.0
2017,90024,1115,921,435,494,374,371,370,481.0,50.0,103.0,441.0
2017,90025,2051,1678,913,790,585,827,639,877.0,103.0,216.0,733.0
2017,90026,3703,3016,1530,1542,1269,1552,882,949.0,237.0,1403.0,683.0
2017,90027,2837,2261,1492,1058,856,1186,795,1163.0,176.0,540.0,738.0
2017,90028,5567,4377,2784,1819,2158,2446,963,1926.0,803.0,1017.0,1578.0
2017,90029,1817,1441,819,692,622,751,444,401.0,131.0,722.0,346.0
2017,90031,1805,1280,712,676,812,584,409,241.0,75.0,929.0,258.0
2017,90032,1818,1332,649,759,754,544,520,181.0,60.0,1036.0,210.0
2017,90033,3054,2340,1188,1306,1300,996,758,190.0,120.0,2035.0,336.0
2017,90034,2274,1845,1026,902,719,990,565,747.0,284.0,466.0,523.0
2017,90035,1319,1074,595,521,390,465,464,520.0,178.0,142.0,345.0
2017,90036,2406,1931,1323,923,766,1032,608,982.0,243.0,288.0,740.0
2017,90037,4766,3890,1889,2101,1789,1812,1165,149.0,1319.0,2371.0,293.0
2017,90038,1958,1564,974,670,683,832,443,601.0,196.0,600.0,430.0
2017,90039,1350,1048,671,516,391,540,419,529.0,46.0,351.0,267.0
2017,90041,1164,760,640,394,526,311,327,402.0,19.0,325.0,294.0
2017,90042,2106,1585,954,816,804,753,549,398.0,55.0,1048.0,285.0
2017,90043,2931,2535,1151,1457,964,990,977,154.0,1632.0,717.0,192.0
2017,90044,5788,4737,2193,2750,2148,2086,1554,191.0,2367.0,2189.0,309.0
2017,90045,3769,2770,1737,1321,1383,1280,1106,1217.0,605.0,529.0,824.0
2017,90046,2104,1733,1077,767,639,960,505,1004.0,206.0,260.0,501.0
2017,90047,3141,2549,1254,1411,1104,1043,994,120.0,1665.0,753.0,246.0
2017,90048,1677,1322,972,628,520,699,458,707.0,138.0,221.0,539.0
2017,90049,1375,1163,581,606,325,454,596,788.0,49.0,85.0,365.0
2017,90056,26,25,15,10,2,5,19,2.0,22.0,0.0,1.0
