year,zip_code,below_poverty_level_individuals_count,below_poverty_level_individuals_count_male,below_poverty_level_individuals_count_female,below_poverty_level_individuals_count_age_below_24,below_poverty_level_individuals_count_age_between_25_44,below_poverty_level_individuals_count_age_above_45,below_poverty_level_individuals_count_white,below_poverty_level_individuals_count_black,below_poverty_level_individuals_count_hispanic,below_poverty_level_individuals_count_other_races
2013,90501,6604.0,2731.0,3873.0,2778.0,3504.0,322.0,2472.0,733.0,4207.0,3399.0
2013,90502,1773.0,842.0,931.0,476.0,1073.0,224.0,812.0,89.0,874.0,872.0
2013,90504,2081.0,947.0,1134.0,415.0,1348.0,318.0,896.0,104.0,343.0,1081.0
2013,90710,3598.0,1621.0,1977.0,1512.0,1773.0,313.0,2183.0,309.0,2457.0,1106.0
2013,90717,2664.0,962.0,1702.0,579.0,1606.0,479.0,1252.0,181.0,1131.0,1231.0
2013,90731,12376.0,5220.0,7156.0,4709.0,7040.0,627.0,8056.0,1330.0,8123.0,2990.0
2013,90732,1491.0,639.0,852.0,358.0,822.0,311.0,991.0,34.0,644.0,466.0
2013,90744,16456.0,7723.0,8733.0,7235.0,8486.0,735.0,12811.0,254.0,15373.0,3391.0
2013,90745,6079.0,2827.0,3252.0,1787.0,3599.0,693.0,2871.0,651.0,3009.0,2557.0
2013,90802,10033.0,4822.0,5211.0,2709.0,6624.0,700.0,5523.0,1988.0,5037.0,2522.0
2013,90810,6641.0,2967.0,3674.0,2562.0,3570.0,509.0,3034.0,1499.0,3445.0,2108.0
2013,90813,21106.0,9768.0,11338.0,8831.0,11240.0,1035.0,11112.0,2610.0,14646.0,7384.0
2013,91011,373.0,136.0,237.0,104.0,224.0,45.0,321.0,2.0,17.0,50.0
2013,91030,1711.0,775.0,936.0,321.0,1204.0,186.0,845.0,47.0,560.0,819.0
2013,91040,1980.0,908.0,1072.0,332.0,1446.0,202.0,1601.0,35.0,720.0,344.0
2013,91042,4583.0,1926.0,2657.0,1188.0,3070.0,325.0,2765.0,274.0,1819.0,1544.0
2013,91105,832.0,435.0,397.0,39.0,626.0,167.0,510.0,80.0,154.0,242.0
2013,91201,3236.0,1496.0,1740.0,837.0,2005.0,394.0,2712.0,0.0,555.0,524.0
2013,91204,3295.0,1409.0,1886.0,894.0,1921.0,480.0,2764.0,37.0,987.0,494.0
2013,91205,9124.0,4347.0,4777.0,2515.0,5047.0,1562.0,7811.0,157.0,2424.0,1156.0
2013,91206,4113.0,1762.0,2351.0,684.0,2630.0,799.0,3308.0,55.0,463.0,750.0
2013,91214,1848.0,934.0,914.0,431.0,1101.0,316.0,1054.0,2.0,129.0,792.0
2013,91302,1641.0,676.0,965.0,514.0,906.0,221.0,1336.0,50.0,71.0,255.0
2013,91303,4783.0,2290.0,2493.0,1790.0,2590.0,403.0,3179.0,127.0,3507.0,1477.0
2013,91304,9858.0,4782.0,5076.0,3886.0,5139.0,833.0,3070.0,403.0,7250.0,6385.0
2013,91306,7714.0,3441.0,4273.0,2785.0,4453.0,476.0,2836.0,363.0,5126.0,4515.0
2013,91307,1586.0,735.0,851.0,241.0,1091.0,254.0,1396.0,65.0,179.0,125.0
2013,91311,3066.0,1415.0,1651.0,834.0,1813.0,419.0,1416.0,131.0,1337.0,1519.0
2013,91316,4171.0,1757.0,2414.0,1009.0,2203.0,959.0,3448.0,136.0,1033.0,587.0
2013,91321,5791.0,2997.0,2794.0,2159.0,3156.0,476.0,4099.0,129.0,4415.0,1563.0
2013,91324,4344.0,1971.0,2373.0,857.0,3100.0,387.0,2266.0,234.0,2258.0,1844.0
2013,91325,5626.0,2680.0,2946.0,1022.0,4239.0,365.0,2827.0,366.0,2389.0,2433.0
2013,91326,2616.0,1252.0,1364.0,460.0,1755.0,401.0,1377.0,166.0,466.0,1073.0
2013,91330,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0
2013,91331,20965.0,9901.0,11064.0,8324.0,11564.0,1077.0,13005.0,777.0,18819.0,7183.0
2013,91335,12957.0,5476.0,7481.0,3741.0,7793.0,1423.0,9372.0,350.0,7591.0,3235.0
2013,91340,6106.0,2763.0,3343.0,2382.0,3377.0,347.0,3784.0,55.0,5707.0,2267.0
2013,91342,14677.0,6930.0,7747.0,5761.0,7656.0,1260.0,8985.0,845.0,12063.0,4847.0
2013,91343,13489.0,6092.0,7397.0,5560.0,7258.0,671.0,7186.0,415.0,11555.0,5888.0
2013,91344,4213.0,1941.0,2272.0,1098.0,2567.0,548.0,3081.0,109.0,1720.0,1023.0
2013,91345,1503.0,682.0,821.0,416.0,870.0,217.0,767.0,7.0,1278.0,729.0
2013,91352,8837.0,4103.0,4734.0,3396.0,4940.0,501.0,7104.0,244.0,7307.0,1489.0
2013,91356,3860.0,1711.0,2149.0,804.0,2425.0,631.0,2809.0,271.0,890.0,780.0
2013,91364,2002.0,934.0,1068.0,511.0,1067.0,424.0,1584.0,91.0,184.0,327.0
2013,91367,3484.0,1147.0,2337.0,626.0,2148.0,710.0,2172.0,507.0,409.0,805.0
2013,91371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,91401,8893.0,4061.0,4832.0,2756.0,5582.0,555.0,4414.0,782.0,5369.0,3697.0
2013,91402,19638.0,9558.0,10080.0,8066.0,10484.0,1088.0,8295.0,772.0,16011.0,10571.0
2013,91403,2219.0,916.0,1303.0,367.0,1524.0,328.0,1855.0,111.0,236.0,253.0
2013,91405,14213.0,6664.0,7549.0,5412.0,7698.0,1103.0,6349.0,443.0,10370.0,7421.0
2013,91406,10035.0,4724.0,5311.0,3246.0,5991.0,798.0,4882.0,434.0,6305.0,4719.0
2013,91411,5061.0,2341.0,2720.0,1563.0,3212.0,286.0,3324.0,142.0,3536.0,1595.0
2013,91423,2768.0,1241.0,1527.0,739.0,1881.0,148.0,2083.0,34.0,517.0,651.0
2013,91436,680.0,330.0,350.0,55.0,429.0,196.0,660.0,1.0,35.0,19.0
2013,91501,2575.0,1002.0,1573.0,503.0,1711.0,361.0,2120.0,25.0,536.0,430.0
2013,91504,1849.0,859.0,990.0,408.0,1352.0,89.0,1413.0,57.0,421.0,379.0
2013,91505,2498.0,1166.0,1332.0,365.0,1833.0,300.0,1973.0,61.0,955.0,464.0
2013,91506,1169.0,590.0,579.0,173.0,789.0,207.0,851.0,1.0,455.0,317.0
2013,91601,7242.0,3596.0,3646.0,1731.0,5050.0,461.0,4917.0,423.0,3782.0,1902.0
2013,91602,1684.0,904.0,780.0,157.0,1341.0,186.0,1086.0,191.0,322.0,407.0
2013,91604,1998.0,1143.0,855.0,176.0,1707.0,115.0,1398.0,160.0,303.0,440.0
2013,91605,13057.0,6378.0,6679.0,4797.0,7245.0,1015.0,7616.0,960.0,9380.0,4481.0
2013,91606,9603.0,4602.0,5001.0,2998.0,5896.0,709.0,5122.0,512.0,6632.0,3969.0
2013,91607,3167.0,1465.0,1702.0,285.0,2612.0,270.0,2332.0,319.0,670.0,516.0
2013,91608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,91754,4788.0,2196.0,2592.0,1068.0,2855.0,865.0,549.0,2.0,1437.0,4237.0
2013,91801,7973.0,3805.0,4168.0,1565.0,5207.0,1201.0,1291.0,41.0,2158.0,6641.0
2013,91803,3592.0,1598.0,1994.0,773.0,2469.0,350.0,597.0,33.0,860.0,2962.0
2014,90001,18894.0,8310.0,10584.0,8439.0,9616.0,839.0,8684.0,1774.0,16990.0,8436.0
2014,90002,18115.0,8289.0,9826.0,8242.0,8985.0,888.0,7658.0,5279.0,12387.0,5178.0
2014,90003,25682.0,11635.0,14047.0,11695.0,13042.0,945.0,4788.0,7488.0,17874.0,13406.0
2014,90004,15973.0,7383.0,8590.0,4933.0,9993.0,1047.0,5669.0,820.0,10910.0,9484.0
2014,90005,10941.0,4714.0,6227.0,3818.0,5876.0,1247.0,2021.0,435.0,7302.0,8485.0
2014,90006,18740.0,8477.0,10263.0,7045.0,10190.0,1505.0,4199.0,700.0,15310.0,13841.0
2014,90007,17928.0,8668.0,9260.0,3649.0,13481.0,798.0,4746.0,1585.0,8308.0,11597.0
2014,90008,8669.0,3061.0,5608.0,2930.0,4805.0,934.0,1510.0,5272.0,2911.0,1887.0
2014,90010,682.0,302.0,380.0,16.0,478.0,188.0,37.0,15.0,111.0,630.0
2014,90011,45200.0,21059.0,24141.0,20319.0,23648.0,1233.0,10971.0,3650.0,41112.0,30579.0
2014,90012,7629.0,2934.0,4695.0,1529.0,4213.0,1887.0,1211.0,284.0,1942.0,6134.0
2014,90013,4781.0,2842.0,1939.0,71.0,4229.0,481.0,1170.0,2114.0,1129.0,1497.0
2014,90014,2867.0,1783.0,1084.0,50.0,2042.0,775.0,924.0,977.0,582.0,966.0
2014,90015,6237.0,2773.0,3464.0,1724.0,3845.0,668.0,1863.0,540.0,4705.0,3834.0
2014,90016,11224.0,5200.0,6024.0,3803.0,6644.0,777.0,3520.0,4078.0,6504.0,3626.0
2014,90017,12166.0,6104.0,6062.0,3549.0,7695.0,922.0,3309.0,715.0,9415.0,8142.0
2014,90018,14029.0,5805.0,8224.0,5257.0,7467.0,1305.0,2569.0,4881.0,8134.0,6579.0
2014,90019,15618.0,7035.0,8583.0,5091.0,9022.0,1505.0,6483.0,3198.0,10388.0,5937.0
2014,90020,8540.0,3682.0,4858.0,2738.0,5131.0,671.0,2474.0,272.0,4090.0,5794.0
2014,90021,1364.0,969.0,395.0,99.0,1169.0,96.0,578.0,462.0,646.0,324.0
2014,90023,14308.0,6581.0,7727.0,5621.0,7660.0,1027.0,6798.0,272.0,13836.0,7238.0
2014,90024,11968.0,5582.0,6386.0,181.0,11303.0,484.0,5952.0,343.0,1348.0,5673.0
2014,90025,5567.0,2807.0,2760.0,453.0,4749.0,365.0,3239.0,163.0,1124.0,2165.0
2014,90026,15620.0,7254.0,8366.0,4537.0,9715.0,1368.0,10097.0,715.0,11141.0,4808.0
2014,90027,8432.0,3680.0,4752.0,1079.0,5827.0,1526.0,5802.0,218.0,2519.0,2412.0
2014,90028,8371.0,4256.0,4115.0,1153.0,6054.0,1164.0,4172.0,834.0,2994.0,3365.0
2014,90029,11131.0,5556.0,5575.0,3402.0,6766.0,963.0,4479.0,463.0,7923.0,6189.0
2014,90031,12016.0,5564.0,6452.0,4381.0,6606.0,1029.0,4354.0,302.0,8697.0,7360.0
2014,90032,9738.0,4155.0,5583.0,3499.0,5603.0,636.0,4411.0,176.0,8619.0,5151.0
2014,90033,17405.0,8112.0,9293.0,6645.0,9523.0,1237.0,10279.0,235.0,16247.0,6891.0
2014,90034,10536.0,4916.0,5620.0,2059.0,7932.0,545.0,6360.0,822.0,4136.0,3354.0
2014,90035,3657.0,1480.0,2177.0,418.0,2480.0,759.0,2716.0,417.0,319.0,524.0
2014,90036,5161.0,2360.0,2801.0,532.0,4169.0,460.0,3746.0,140.0,744.0,1275.0
2014,90037,25197.0,11542.0,13655.0,9873.0,14023.0,1301.0,3690.0,5254.0,18975.0,16253.0
2014,90038,8604.0,4123.0,4481.0,2437.0,5584.0,583.0,3047.0,610.0,5575.0,4947.0
2014,90039,3123.0,1491.0,1632.0,750.0,1907.0,466.0,1878.0,29.0,1970.0,1216.0
2014,90041,3048.0,1374.0,1674.0,667.0,2049.0,332.0,1796.0,11.0,1307.0,1241.0
2014,90042,12173.0,5694.0,6479.0,3963.0,7328.0,882.0,5415.0,344.0,9918.0,6414.0
2014,90043,9610.0,3987.0,5623.0,2680.0,6002.0,928.0,1512.0,5358.0,3651.0,2740.0
2014,90044,31172.0,13173.0,17999.0,12759.0,16505.0,1908.0,8534.0,10604.0,19327.0,12034.0
2014,90045,4171.0,1880.0,2291.0,726.0,3171.0,274.0,2073.0,1056.0,697.0,1042.0
2014,90046,7911.0,3644.0,4267.0,432.0,5436.0,2043.0,6091.0,484.0,1211.0,1336.0
2014,90047,9810.0,4041.0,5769.0,3208.0,5676.0,926.0,1556.0,7009.0,2651.0,1245.0
2014,90048,2177.0,719.0,1458.0,248.0,1566.0,363.0,1767.0,11.0,134.0,399.0
2014,90049,2172.0,859.0,1313.0,185.0,1602.0,385.0,1709.0,46.0,214.0,417.0
2014,90056,622.0,214.0,408.0,233.0,266.0,123.0,19.0,516.0,35.0,87.0
2014,90057,17756.0,8339.0,9417.0,6677.0,9819.0,1260.0,4789.0,926.0,14030.0,12041.0
2014,90058,1636.0,872.0,764.0,799.0,782.0,55.0,524.0,173.0,1492.0,939.0
2014,90059,15750.0,7261.0,8489.0,7352.0,7876.0,522.0,5561.0,5604.0,9913.0,4585.0
2014,90061,9050.0,3878.0,5172.0,3934.0,4720.0,396.0,2850.0,3240.0,5771.0,2960.0
2014,90062,9532.0,4070.0,5462.0,3468.0,5564.0,500.0,1877.0,3247.0,6011.0,4408.0
2014,90063,14504.0,6552.0,7952.0,5628.0,7616.0,1260.0,6081.0,68.0,14092.0,8355.0
2014,90064,2118.0,1022.0,1096.0,316.0,1526.0,276.0,1229.0,37.0,536.0,852.0
2014,90065,9644.0,4722.0,4922.0,3059.0,5429.0,1156.0,3804.0,185.0,7580.0,5655.0
2014,90066,6732.0,3292.0,3440.0,1360.0,4721.0,651.0,3473.0,554.0,2674.0,2705.0
2014,90067,192.0,49.0,143.0,27.0,64.0,101.0,154.0,0.0,8.0,38.0
2014,90068,2457.0,1452.0,1005.0,94.0,2114.0,249.0,1827.0,45.0,314.0,585.0
2014,90069,2306.0,1284.0,1022.0,167.0,1760.0,379.0,1782.0,63.0,362.0,461.0
2014,90071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,90073,398.0,299.0,99.0,0.0,391.0,7.0,135.0,167.0,79.0,96.0
2014,90077,285.0,89.0,196.0,81.0,152.0,52.0,247.0,10.0,22.0,28.0
2014,90079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,90089,34.0,16.0,18.0,0.0,34.0,0.0,11.0,0.0,0.0,23.0
2014,90090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,90094,545.0,161.0,384.0,0.0,510.0,35.0,215.0,132.0,133.0,198.0
2014,90095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,90210,1892.0,777.0,1115.0,231.0,941.0,720.0,1663.0,0.0,139.0,229.0
2014,90211,961.0,425.0,536.0,122.0,621.0,218.0,806.0,17.0,91.0,138.0
2014,90212,1227.0,544.0,683.0,222.0,755.0,250.0,865.0,58.0,68.0,304.0
2014,90230,3570.0,1499.0,2071.0,1049.0,2184.0,337.0,1766.0,442.0,1572.0,1362.0
2014,90232,1700.0,798.0,902.0,342.0,1122.0,236.0,1327.0,193.0,772.0,180.0
2014,90245,1388.0,652.0,736.0,465.0,802.0,121.0,1179.0,30.0,295.0,179.0
2014,90247,9814.0,4512.0,5302.0,3544.0,5127.0,1143.0,1692.0,2392.0,5774.0,5730.0
2014,90248,1201.0,669.0,532.0,319.0,604.0,278.0,410.0,144.0,763.0,647.0
2014,90250,17935.0,8089.0,9846.0,6871.0,10057.0,1007.0,8035.0,4633.0,10825.0,5267.0
2014,90262,17562.0,7714.0,9848.0,7967.0,9022.0,573.0,6694.0,1398.0,15801.0,9470.0
2014,90265,1539.0,565.0,974.0,237.0,1045.0,257.0,1199.0,71.0,177.0,269.0
2014,90272,1025.0,427.0,598.0,247.0,689.0,89.0,897.0,42.0,84.0,86.0
2014,90275,1832.0,718.0,1114.0,446.0,951.0,435.0,923.0,165.0,105.0,744.0
2014,90280,19991.0,8579.0,11412.0,7693.0,10895.0,1403.0,8669.0,199.0,19525.0,11123.0
2014,90290,458.0,259.0,199.0,118.0,326.0,14.0,327.0,0.0,73.0,131.0
2014,90291,3702.0,2111.0,1591.0,660.0,2653.0,389.0,2691.0,340.0,1414.0,671.0
2014,90292,2416.0,810.0,1606.0,403.0,1802.0,211.0,1646.0,305.0,176.0,465.0
2014,90293,722.0,298.0,424.0,31.0,665.0,26.0,388.0,69.0,95.0,265.0
2014,90301,9071.0,4278.0,4793.0,3449.0,5123.0,499.0,3051.0,2502.0,6111.0,3518.0
2014,90302,6064.0,2814.0,3250.0,2247.0,3420.0,397.0,1915.0,2227.0,3540.0,1922.0
2014,90304,8754.0,4232.0,4522.0,3468.0,4878.0,408.0,3267.0,489.0,7975.0,4998.0
2014,90305,1540.0,624.0,916.0,475.0,951.0,114.0,204.0,1199.0,242.0,137.0
2014,90402,676.0,305.0,371.0,93.0,472.0,111.0,575.0,40.0,78.0,61.0
2014,90403,2187.0,1019.0,1168.0,104.0,1544.0,539.0,1798.0,37.0,242.0,352.0
2014,90404,3208.0,1545.0,1663.0,498.0,2320.0,390.0,2305.0,241.0,1092.0,662.0
2014,90405,3317.0,1563.0,1754.0,180.0,2593.0,544.0,2326.0,106.0,466.0,885.0
2014,90501,6546.0,2642.0,3904.0,2882.0,3379.0,285.0,2041.0,862.0,4056.0,3643.0
2014,90502,1712.0,907.0,805.0,420.0,1086.0,206.0,749.0,130.0,880.0,833.0
2014,90504,2344.0,1132.0,1212.0,505.0,1518.0,321.0,866.0,106.0,389.0,1372.0
2014,90710,4584.0,1995.0,2589.0,1984.0,2237.0,363.0,2293.0,385.0,2996.0,1906.0
2014,90717,3241.0,1330.0,1911.0,806.0,1936.0,499.0,1847.0,230.0,1309.0,1164.0
2014,90731,12896.0,5724.0,7172.0,4891.0,7258.0,747.0,7455.0,1114.0,8595.0,4327.0
2014,90732,1324.0,512.0,812.0,329.0,727.0,268.0,786.0,40.0,537.0,498.0
2014,90744,16645.0,7791.0,8854.0,7718.0,8225.0,702.0,12999.0,201.0,15719.0,3445.0
2014,90745,6938.0,3168.0,3770.0,2053.0,3948.0,937.0,2996.0,671.0,3283.0,3271.0
2014,90802,9524.0,4659.0,4865.0,2495.0,6206.0,823.0,5156.0,2014.0,4601.0,2354.0
2014,90810,7236.0,3219.0,4017.0,2876.0,3806.0,554.0,3713.0,1311.0,3942.0,2212.0
2014,90813,21566.0,10116.0,11450.0,9072.0,11369.0,1125.0,12086.0,2245.0,15574.0,7235.0
2014,91011,477.0,164.0,313.0,111.0,232.0,134.0,305.0,2.0,22.0,170.0
2014,91030,2015.0,892.0,1123.0,380.0,1404.0,231.0,846.0,65.0,576.0,1104.0
2014,91040,2610.0,1278.0,1332.0,581.0,1620.0,409.0,2252.0,30.0,1153.0,328.0
2014,91042,4370.0,1987.0,2383.0,955.0,3078.0,337.0,2759.0,274.0,1694.0,1337.0
2014,91105,983.0,513.0,470.0,82.0,697.0,204.0,512.0,55.0,277.0,416.0
2014,91201,3194.0,1445.0,1749.0,938.0,1865.0,391.0,2652.0,4.0,493.0,538.0
2014,91204,3206.0,1383.0,1823.0,873.0,1848.0,485.0,2466.0,39.0,978.0,701.0
2014,91205,8626.0,4060.0,4566.0,2239.0,5008.0,1379.0,7479.0,156.0,2062.0,991.0
2014,91206,4545.0,1981.0,2564.0,773.0,2952.0,820.0,3526.0,35.0,535.0,984.0
2014,91214,1792.0,849.0,943.0,431.0,1034.0,327.0,1039.0,2.0,174.0,751.0
2014,91302,2179.0,994.0,1185.0,503.0,1461.0,215.0,1730.0,11.0,37.0,438.0
2014,91303,5379.0,2566.0,2813.0,2052.0,2866.0,461.0,3651.0,166.0,3926.0,1562.0
2014,91304,9686.0,4622.0,5064.0,3721.0,5101.0,864.0,3383.0,317.0,6578.0,5986.0
2014,91306,7963.0,3614.0,4349.0,2729.0,4691.0,543.0,2979.0,405.0,5241.0,4579.0
2014,91307,1531.0,749.0,782.0,228.0,1107.0,196.0,1338.0,79.0,250.0,114.0
2014,91311,3296.0,1461.0,1835.0,920.0,1986.0,390.0,1536.0,186.0,1299.0,1574.0
2014,91316,3762.0,1774.0,1988.0,684.0,2144.0,934.0,2937.0,161.0,645.0,664.0
2014,91321,5425.0,2706.0,2719.0,2211.0,2748.0,466.0,3986.0,136.0,4280.0,1303.0
2014,91324,4729.0,2406.0,2323.0,921.0,3281.0,527.0,2381.0,404.0,2378.0,1944.0
2014,91325,5837.0,3022.0,2815.0,1044.0,4476.0,317.0,2953.0,365.0,2481.0,2519.0
2014,91326,2597.0,1295.0,1302.0,481.0,1715.0,401.0,1330.0,164.0,349.0,1103.0
2014,91330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,91331,21388.0,9856.0,11532.0,8326.0,11778.0,1284.0,14049.0,672.0,19291.0,6667.0
2014,91335,15049.0,6412.0,8637.0,4685.0,8776.0,1588.0,11207.0,453.0,9395.0,3389.0
2014,91340,6312.0,3039.0,3273.0,2376.0,3566.0,370.0,4007.0,65.0,5882.0,2240.0
2014,91342,15326.0,6843.0,8483.0,5970.0,8106.0,1250.0,10324.0,1073.0,12441.0,3929.0
2014,91343,13874.0,6323.0,7551.0,5706.0,7532.0,636.0,7118.0,456.0,11720.0,6300.0
2014,91344,4434.0,2191.0,2243.0,1102.0,2751.0,581.0,3141.0,87.0,1958.0,1206.0
2014,91345,2019.0,934.0,1085.0,489.0,1287.0,243.0,843.0,34.0,1696.0,1142.0
2014,91352,9506.0,4428.0,5078.0,3658.0,5256.0,592.0,7295.0,325.0,7500.0,1886.0
2014,91356,3748.0,1615.0,2133.0,851.0,2339.0,558.0,2573.0,345.0,940.0,830.0
2014,91364,1982.0,914.0,1068.0,501.0,1158.0,323.0,1582.0,97.0,154.0,303.0
2014,91367,3865.0,1551.0,2314.0,578.0,2599.0,688.0,2501.0,486.0,281.0,878.0
2014,91371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,91401,9377.0,4200.0,5177.0,3073.0,5750.0,554.0,4016.0,921.0,5811.0,4440.0
2014,91402,19731.0,9254.0,10477.0,7938.0,10540.0,1253.0,9704.0,723.0,16296.0,9304.0
2014,91403,2199.0,984.0,1215.0,366.0,1436.0,397.0,1866.0,114.0,218.0,219.0
2014,91405,13452.0,6351.0,7101.0,4792.0,7563.0,1097.0,5275.0,498.0,9625.0,7679.0
2014,91406,10792.0,5159.0,5633.0,3347.0,6611.0,834.0,4786.0,427.0,6966.0,5579.0
2014,91411,5180.0,2403.0,2777.0,1671.0,3169.0,340.0,3469.0,279.0,3388.0,1432.0
2014,91423,2732.0,1215.0,1517.0,699.0,1906.0,127.0,2238.0,27.0,608.0,467.0
2014,91436,794.0,369.0,425.0,61.0,452.0,281.0,743.0,31.0,44.0,20.0
2014,91501,2669.0,1074.0,1595.0,459.0,1843.0,367.0,2223.0,49.0,556.0,397.0
2014,91504,2167.0,1036.0,1131.0,500.0,1579.0,88.0,1560.0,43.0,586.0,564.0
2014,91505,2206.0,1043.0,1163.0,247.0,1730.0,229.0,1538.0,92.0,719.0,576.0
2014,91506,1228.0,615.0,613.0,122.0,915.0,191.0,1003.0,6.0,461.0,219.0
2014,91601,8345.0,4055.0,4290.0,1861.0,5904.0,580.0,5387.0,586.0,4147.0,2372.0
2014,91602,2010.0,993.0,1017.0,302.0,1487.0,221.0,1219.0,194.0,493.0,597.0
2014,91604,2190.0,1107.0,1083.0,278.0,1739.0,173.0,1583.0,258.0,268.0,349.0
2014,91605,13349.0,6312.0,7037.0,4657.0,7732.0,960.0,7788.0,941.0,9538.0,4620.0
2014,91606,9356.0,4497.0,4859.0,2936.0,5731.0,689.0,5151.0,517.0,6308.0,3688.0
2014,91607,3916.0,1790.0,2126.0,479.0,3093.0,344.0,2913.0,515.0,740.0,488.0
2014,91608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,91754,4959.0,2162.0,2797.0,1163.0,2805.0,991.0,645.0,0.0,1618.0,4314.0
2014,91801,8460.0,3751.0,4709.0,1614.0,5639.0,1207.0,1140.0,157.0,2278.0,7163.0
2014,91803,3815.0,1747.0,2068.0,868.0,2522.0,425.0,743.0,22.0,1009.0,3050.0
2015,90001,18568.0,9554.0,4629.0,8140.0,5694.0,8073.0,1200.0,874.0,36.0,27725.0
2015,90002,18717.0,9460.0,4455.0,8437.0,6030.0,8352.0,1181.0,820.0,36.0,31262.0
2015,90003,25307.0,13002.0,6001.0,11232.0,7766.0,11134.0,1577.0,1073.0,42.0,37466.0
2015,90004,14983.0,9220.0,4165.0,4670.0,3152.0,4630.0,1636.0,1093.0,2522.0,21374.0
2015,90005,11409.0,6283.0,2776.0,3797.0,2562.0,3778.0,1673.0,1329.0,2541.0,14067.0
2015,90006,18198.0,9949.0,4351.0,6627.0,4631.0,6590.0,2451.0,1622.0,2237.0,22974.0
2015,90007,18511.0,13999.0,10719.0,3595.0,2602.0,3578.0,1277.0,917.0,4975.0,25212.0
2015,90008,7316.0,4470.0,1729.0,1928.0,1330.0,1928.0,1225.0,918.0,100.0,13110.0
2015,90010,578.0,374.0,277.0,30.0,22.0,30.0,211.0,174.0,466.0,644.0
2015,90011,43801.0,23287.0,10669.0,19152.0,13679.0,18992.0,2314.0,1362.0,101.0,61859.0
2015,90012,7455.0,3773.0,1691.0,1607.0,1202.0,1575.0,2474.0,2075.0,4806.0,8824.0
2015,90013,4919.0,4337.0,1008.0,28.0,13.0,28.0,1151.0,554.0,477.0,8646.0
2015,90014,2945.0,2175.0,660.0,44.0,23.0,44.0,1025.0,726.0,548.0,4850.0
2015,90015,6851.0,4089.0,2220.0,2061.0,1414.0,1943.0,861.0,701.0,635.0,9990.0
2015,90016,11035.0,6670.0,2699.0,3663.0,2447.0,3554.0,1304.0,702.0,164.0,18643.0
2015,90017,11572.0,7362.0,4032.0,3258.0,2373.0,3258.0,1219.0,952.0,1242.0,15626.0
2015,90018,13560.0,7342.0,3053.0,4843.0,3289.0,4794.0,1877.0,1375.0,550.0,20546.0
2015,90019,14320.0,8459.0,3187.0,4520.0,3316.0,4402.0,2039.0,1341.0,1131.0,23131.0
2015,90020,8012.0,4829.0,2385.0,2574.0,1800.0,2542.0,911.0,609.0,2899.0,11079.0
2015,90021,1415.0,1133.0,223.0,190.0,173.0,190.0,247.0,92.0,6.0,2371.0
2015,90023,14314.0,7547.0,3057.0,5792.0,4109.0,5765.0,1310.0,975.0,162.0,22660.0
2015,90024,12565.0,11870.0,10866.0,133.0,133.0,89.0,723.0,562.0,4675.0,18887.0
2015,90025,5752.0,4945.0,3094.0,460.0,307.0,425.0,565.0,347.0,1380.0,9775.0
2015,90026,15622.0,9736.0,4592.0,4388.0,3119.0,4369.0,2092.0,1498.0,1843.0,25576.0
2015,90027,8158.0,5367.0,2331.0,1263.0,1002.0,1263.0,1952.0,1528.0,556.0,13941.0
2015,90028,7987.0,5653.0,3569.0,982.0,677.0,982.0,1669.0,1352.0,799.0,13131.0
2015,90029,10921.0,6762.0,3063.0,3096.0,2047.0,3076.0,1504.0,1063.0,1108.0,15675.0
2015,90031,11813.0,6439.0,2586.0,4165.0,2828.0,4154.0,1568.0,1209.0,2816.0,16094.0
2015,90032,10405.0,6194.0,2900.0,3518.0,2334.0,3450.0,1154.0,693.0,650.0,14731.0
2015,90033,17454.0,9261.0,4314.0,7074.0,4981.0,7063.0,1587.0,1119.0,658.0,29163.0
2015,90034,9727.0,7239.0,4939.0,1736.0,994.0,1724.0,1043.0,752.0,1843.0,16320.0
2015,90035,3634.0,2353.0,1222.0,443.0,303.0,435.0,1015.0,838.0,296.0,6634.0
2015,90036,5134.0,4231.0,2848.0,484.0,305.0,459.0,659.0,419.0,540.0,9161.0
2015,90037,25572.0,14338.0,6560.0,9965.0,6676.0,9887.0,2027.0,1269.0,217.0,36478.0
2015,90038,8632.0,5588.0,2828.0,2447.0,1637.0,2372.0,929.0,597.0,177.0,12186.0
2015,90039,2889.0,1878.0,679.0,550.0,380.0,486.0,704.0,461.0,256.0,4414.0
2015,90041,3384.0,2276.0,1088.0,673.0,317.0,672.0,726.0,435.0,586.0,5494.0
