year,zip_code,unemployment_rate,unemployment_rate_male,unemployment_rate_female,unemployment_rate_age_below_24,unemployment_rate_age_between_25_44,unemployment_rate_age_above_45,unemployment_rate_white,unemployment_rate_black,unemployment_rate_hispanic,unemployment_rate_other_races
2014,90502,11.0,8.7,9.8,78.5,9.4,24.9,14.5,11.3,17.0,206.89999999999998
2014,90504,10.8,12.2,7.7,67.7,10.7,17.5,10.3,16.6,14.3,293.3
2014,90710,9.9,7.5,10.7,50.2,9.9,21.599999999999998,8.9,11.9,10.3,245.99999999999997
2014,90717,9.4,9.4,9.8,28.1,7.4,23.0,9.7,28.7,9.1,243.0
2014,90731,13.1,9.1,13.7,81.6,11.7,23.4,12.3,21.6,13.5,270.70000000000005
2014,90732,8.6,8.5,8.0,57.2,6.2,26.700000000000003,9.1,6.5,11.6,252.2
2014,90744,13.4,10.0,14.3,68.30000000000001,9.4,29.9,14.2,24.8,12.7,251.90000000000003
2014,90745,14.3,15.4,10.7,76.2,11.5,43.10000000000001,13.4,15.7,14.7,280.5
2014,90802,8.7,8.2,8.0,52.3,8.2,27.5,8.0,12.9,11.1,267.4
2014,90810,14.9,14.3,12.9,69.9,12.5,49.2,14.1,20.0,14.9,289.0
2014,90813,15.2,12.4,14.3,74.8,11.2,98.19999999999999,15.0,22.7,15.2,312.1
2014,91011,5.8,4.8,6.2,40.0,7.5,18.2,6.8,0.0,7.9,177.99999999999997
2014,91030,7.3,9.0,4.0,76.9,6.0,16.8,8.0,13.8,10.9,279.8
2014,91040,9.4,9.3,8.0,27.2,9.1,49.5,9.4,4.3,13.7,168.4
2014,91042,10.7,12.1,8.5,44.7,11.7,38.6,10.1,12.4,13.8,338.8
2014,91105,8.7,9.3,8.8,28.7,8.2,27.3,6.6,18.8,5.3,196.9
2014,91201,11.9,12.6,10.7,41.6,11.3,36.1,12.4,36.3,5.4,172.0
2014,91204,9.5,11.2,7.1,43.3,10.5,16.7,9.1,19.8,9.9,178.9
2014,91205,14.5,15.6,12.9,63.8,12.8,32.8,17.0,21.8,11.6,176.7
2014,91206,11.8,12.2,12.0,36.2,14.3,21.5,14.0,0.0,6.1,254.6
2014,91214,5.7,5.4,4.8,33.4,5.1,18.8,6.0,0.0,6.5,154.1
2014,91302,7.3,5.8,9.7,34.3,8.6,18.5,7.6,3.6,11.7,349.0
2014,91303,8.6,8.6,7.2,30.299999999999997,7.2,46.800000000000004,8.6,2.3,8.0,293.5
2014,91304,9.8,9.0,8.6,57.8,8.9,33.2,9.9,21.3,8.0,312.0
2014,91306,10.1,9.7,9.1,51.900000000000006,8.1,40.4,11.8,15.1,8.8,341.3
2014,91307,8.9,9.7,7.1,55.5,6.0,35.1,9.8,9.4,11.3,151.29999999999998
2014,91311,9.2,11.4,5.2,32.8,6.5,44.1,9.9,8.7,8.2,220.39999999999998
2014,91316,9.9,11.1,8.5,46.0,7.7,30.9,10.0,3.9,10.5,287.0
2014,91321,11.2,9.8,10.3,56.400000000000006,10.2,29.2,11.0,15.6,14.1,292.2
2014,91324,11.5,11.1,9.6,58.0,9.0,32.0,15.0,5.8,15.2,208.4
2014,91325,9.4,8.3,8.3,48.5,7.7,27.7,8.8,4.3,14.3,332.7
2014,91326,7.5,7.6,6.2,50.599999999999994,5.9,23.5,8.1,4.3,7.2,274.1
2014,91330,32.1,23.2,20.2,65.3,22.4,0.0,14.3,30.1,42.5,242.4
2014,91331,14.3,11.5,14.9,69.4,12.3,60.3,15.0,14.9,14.4,235.2
2014,91335,9.8,8.2,9.9,47.5,7.4,44.6,10.0,6.8,8.4,252.89999999999998
2014,91340,10.3,8.9,10.4,41.5,8.9,30.700000000000003,10.4,6.9,10.8,284.70000000000005
2014,91342,11.5,11.6,10.0,49.9,10.0,31.300000000000004,12.0,7.6,11.6,262.1
2014,91343,11.4,8.6,12.6,54.5,10.5,36.9,11.5,16.8,12.5,288.29999999999995
2014,91344,9.9,9.2,8.7,58.8,8.7,27.900000000000002,10.3,15.9,10.8,249.10000000000002
2014,91345,10.0,9.8,8.9,31.799999999999997,9.0,36.8,10.5,18.7,9.7,187.2
2014,91352,12.2,10.7,11.9,62.5,10.9,37.199999999999996,12.6,25.6,12.8,230.8
2014,91356,7.7,8.0,6.4,59.0,7.5,19.9,7.7,10.3,6.8,169.3
2014,91364,9.5,8.7,8.9,60.3,8.4,40.0,9.6,19.1,9.1,267.7
2014,91367,8.1,7.7,6.5,68.3,5.6,24.400000000000002,8.4,10.9,9.1,276.3
2014,91371,,,,,,,,,,
2014,91401,11.0,10.2,11.1,50.0,11.4,34.4,9.6,19.4,12.4,196.2
2014,91402,14.1,11.3,14.6,65.4,10.7,49.3,14.7,21.9,14.1,276.4
2014,91403,8.8,7.0,10.8,30.5,8.6,37.900000000000006,8.5,9.3,10.5,269.4
2014,91405,12.9,12.1,11.8,50.2,11.9,75.8,13.4,27.4,10.9,304.6
2014,91406,10.2,9.9,8.7,41.8,9.2,54.8,9.8,14.7,11.1,176.5
2014,91411,13.0,10.6,12.8,63.5,11.8,54.3,12.7,17.4,14.0,204.59999999999997
2014,91423,10.3,9.7,10.1,53.1,9.6,50.5,10.6,7.6,9.1,274.4
2014,91436,8.1,5.5,10.2,81.8,6.7,31.8,8.3,63.0,10.8,131.4
2014,91501,12.3,11.7,12.5,54.8,12.1,26.5,13.1,22.7,10.2,323.4
2014,91504,8.3,9.0,6.2,35.9,8.0,58.300000000000004,9.0,8.6,12.6,164.60000000000002
2014,91505,8.5,9.9,6.5,38.4,7.2,24.1,8.4,16.6,7.5,176.1
2014,91506,6.8,7.3,6.0,39.9,4.1,32.4,8.2,0.6,5.5,240.8
2014,91601,12.9,11.4,11.8,80.6,9.8,94.69999999999999,12.4,16.3,13.4,335.8
2014,91602,12.4,15.0,10.1,60.7,13.1,35.8,11.4,22.3,15.0,253.89999999999998
2014,91604,11.7,10.5,12.5,60.0,12.2,49.4,12.2,10.2,12.6,277.7
2014,91605,13.7,12.5,13.7,47.6,12.2,62.1,14.2,26.2,12.2,257.5
2014,91606,13.6,11.8,13.7,64.9,11.8,51.6,13.6,23.7,13.1,298.0
2014,91607,14.4,14.4,14.3,27.8,14.1,54.0,14.8,15.8,10.8,309.3
2014,91608,,,,,,,,,,
2014,91754,8.1,8.3,7.6,53.4,7.5,18.3,11.7,0.0,8.5,204.7
2014,91801,7.6,7.3,7.2,36.0,8.6,23.200000000000003,10.1,9.9,7.2,291.6
2014,91803,7.0,7.8,5.4,42.2,6.3,18.5,9.1,9.1,8.9,216.60000000000002
2015,90001,12.7,16.2,10.8,73.5,13.1,32.9,8.8,8.5,14.8,317.0
2015,90002,14.4,8.9,13.5,60.199999999999996,16.6,40.2,7.4,0.0,14.3,247.7
2015,90003,14.5,0.8,13.2,67.5,14.9,41.0,16.6,28.9,10.3,221.3
2015,90004,11.5,8.9,10.8,72.4,10.5,40.599999999999994,7.1,13.3,15.9,213.7
2015,90005,10.0,12.6,9.3,58.9,6.0,37.9,14.8,0.0,10.6,181.8
2015,90006,13.8,16.9,12.3,75.9,8.9,46.099999999999994,10.8,0.0,13.8,277.5
2015,90007,14.1,12.8,13.4,42.4,11.4,52.0,7.9,19.6,11.5,286.1
2015,90008,13.1,8.3,12.5,68.69999999999999,19.8,47.800000000000004,12.4,0.0,10.3,320.5
2015,90010,7.6,5.6,6.7,105.6,17.0,10.8,0.0,,8.8,206.0
2015,90011,9.8,22.7,9.2,47.5,7.5,32.900000000000006,8.4,0.0,8.3,255.3
2015,90012,5.6,3.7,5.5,41.7,3.5,23.3,3.7,12.5,4.9,167.2
2015,90013,15.7,11.6,15.8,15.0,14.4,79.6,13.2,0.0,5.0,213.5
2015,90014,12.9,4.2,13.5,10.3,17.6,64.0,0.0,,16.5,292.1
2015,90015,11.2,5.6,9.8,74.4,6.8,44.2,22.7,,13.8,162.2
2015,90016,11.6,5.0,11.3,50.3,11.0,44.6,6.6,0.0,9.3,155.6
2015,90017,8.0,11.7,7.6,42.5,4.6,28.799999999999997,9.9,0.0,5.9,260.8
2015,90018,12.1,5.8,11.6,54.099999999999994,15.1,37.0,9.2,10.3,10.4,199.6
2015,90019,10.3,10.5,9.7,60.2,5.8,36.3,9.8,4.0,10.7,284.8
2015,90020,9.5,6.1,9.5,45.4,7.6,30.299999999999997,0.9,17.1,10.8,230.1
2015,90021,16.0,13.7,15.6,111.8,8.7,73.8,26.5,,1.5,248.59999999999997
2015,90023,11.3,13.0,9.9,57.3,13.5,33.1,7.8,8.1,13.4,156.5
2015,90024,10.2,8.4,8.5,35.7,7.6,34.900000000000006,5.9,7.0,9.1,151.7
2015,90025,6.7,8.4,6.6,23.1,3.7,29.599999999999998,6.8,11.7,5.7,204.8
2015,90026,12.1,7.5,11.7,50.0,13.0,45.099999999999994,10.1,8.0,14.5,280.6
2015,90027,9.9,11.0,9.8,40.400000000000006,7.8,38.199999999999996,7.8,6.7,8.4,285.5
2015,90028,11.4,10.4,11.1,37.2,11.7,40.2,15.4,0.0,10.4,250.2
2015,90029,11.6,10.1,11.5,45.2,12.4,40.8,3.3,0.0,12.3,270.2
2015,90031,11.9,10.1,11.1,71.2,12.0,30.799999999999997,13.1,14.8,14.2,212.39999999999998
2015,90032,14.5,12.3,13.4,70.4,15.2,42.3,6.6,3.0,16.4,244.8
2015,90033,13.3,17.3,11.8,79.80000000000001,11.2,42.1,8.9,0.0,18.1,210.10000000000002
2015,90034,7.4,8.4,7.5,27.9,5.4,27.9,3.6,1.8,5.6,266.0
2015,90035,8.0,7.1,8.0,46.900000000000006,6.1,34.3,6.2,1.6,12.9,298.9
2015,90036,7.1,7.0,7.0,41.6,6.0,27.700000000000003,4.3,0.0,2.4,229.70000000000002
2015,90037,13.7,22.6,12.8,58.8,13.7,44.0,16.5,15.8,9.9,147.6
2015,90038,11.7,10.3,11.2,60.2,9.8,42.8,5.1,0.0,12.1,225.8
2015,90039,7.7,7.4,7.5,66.7,3.7,34.1,7.9,15.9,7.2,289.7
2015,90041,8.5,6.1,7.7,40.4,10.6,26.3,5.2,4.5,12.3,247.2
2015,90042,10.6,9.4,9.9,61.900000000000006,7.8,38.099999999999994,4.5,10.4,12.1,230.3
2015,90043,15.5,3.4,14.5,91.4,16.6,50.800000000000004,5.5,5.5,17.4,286.5
2015,90044,12.0,34.0,11.0,58.3,13.0,36.2,13.8,13.1,8.8,241.7
2015,90045,7.3,6.9,6.9,24.3,6.4,30.5,2.7,0.0,8.5,244.90000000000003
2015,90046,8.3,8.4,8.1,39.6,7.6,31.199999999999996,9.5,11.6,8.8,237.3
2015,90047,17.0,5.6,16.3,81.1,20.1,55.3,12.3,0.0,6.8,287.7
2015,90048,7.5,7.6,7.4,23.2,7.3,29.9,3.7,29.6,3.4,237.10000000000002
2015,90049,6.2,5.7,6.2,23.3,3.5,31.0,3.0,9.7,7.8,242.3
2015,90056,11.4,6.5,12.2,23.2,24.4,55.400000000000006,5.6,0.0,67.0,167.2
2015,90057,11.4,14.8,10.4,62.0,9.4,39.300000000000004,9.7,0.0,11.1,211.8
2015,90058,13.2,1.4,10.3,111.8,0.0,15.9,0.0,0.0,12.1,86.2
2015,90059,17.7,25.2,16.2,76.3,18.2,51.8,9.4,16.7,20.8,235.89999999999998
2015,90061,15.9,54.1,14.0,71.69999999999999,17.2,43.400000000000006,22.3,14.9,10.7,203.6
2015,90062,11.8,0.0,11.2,72.9,14.2,33.7,2.0,0.0,9.0,261.7
2015,90063,14.9,24.5,13.2,81.80000000000001,9.4,47.3,16.8,4.5,15.6,160.0
2015,90064,5.5,4.7,5.2,59.1,4.4,22.700000000000003,7.1,0.0,9.3,226.39999999999998
2015,90065,9.1,7.4,8.2,60.6,12.4,25.299999999999997,2.6,0.0,10.1,331.3
2015,90066,8.2,8.6,8.1,31.2,7.9,30.400000000000002,6.4,0.0,5.5,277.70000000000005
2015,90067,5.9,4.2,5.2,25.0,10.5,6.4,15.1,5.8,,159.7
2015,90068,10.2,9.4,9.7,79.5,10.8,33.8,6.4,0.0,8.8,199.7
2015,90069,7.8,8.4,8.2,16.8,4.7,33.3,1.5,0.0,0.0,241.2
2015,90071,,,,,,,,,,
2015,90073,33.1,27.8,35.7,0.0,0.0,157.3,,,38.5,199.1
2015,90077,7.1,7.7,7.9,21.3,38.4,31.7,3.9,0.0,,73.8
2015,90079,,,,,,,,,,
2015,90089,26.4,26.8,13.7,47.7,0.0,0.0,,,25.0,76.7
2015,90090,,,,,,,,,,
2015,90094,8.0,10.4,8.4,0.0,10.1,29.9,0.0,,0.0,91.0
2015,90095,,,,,,,,,,
2015,90210,6.3,6.9,5.9,111.4,9.0,20.299999999999997,4.1,1.4,2.9,94.9
2015,90211,8.0,8.8,7.0,20.1,8.3,14.8,20.1,13.0,0.0,288.0
2015,90212,9.7,9.0,9.9,49.7,8.5,35.5,6.9,8.1,31.6,185.9
2015,90230,8.7,7.2,8.3,52.6,11.6,24.6,8.4,5.5,4.4,310.3
2015,90232,6.3,4.7,5.9,53.1,1.0,27.3,3.6,0.0,0.0,185.3
2015,90245,6.7,5.7,6.5,31.7,1.5,22.9,0.0,10.2,0.0,290.79999999999995
2015,90247,10.5,14.1,10.2,58.699999999999996,16.3,35.2,6.2,14.8,11.2,242.40000000000003
2015,90248,8.7,6.6,8.2,54.7,5.5,33.0,0.0,17.9,8.0,158.5
2015,90250,9.8,7.1,8.3,71.3,9.2,29.0,7.5,18.9,10.5,262.2
2015,90262,12.1,10.8,11.3,57.5,14.2,32.5,10.2,0.0,13.2,139.4
2015,90265,8.7,7.2,8.7,38.400000000000006,9.1,39.6,8.9,1.6,23.0,204.8
2015,90272,6.2,6.2,6.2,57.5,9.4,15.1,3.3,6.1,0.0,320.59999999999997
2015,90275,4.7,4.4,4.7,29.4,13.6,14.4,5.6,0.0,1.5,208.4
2015,90280,13.4,13.8,12.2,66.4,15.7,42.099999999999994,5.5,0.0,14.9,285.9
2015,90290,13.8,15.6,14.6,65.6,25.5,64.4,11.6,0.0,0.0,127.3
2015,90291,8.5,7.3,8.5,37.0,7.4,38.800000000000004,3.4,5.3,16.9,250.0
2015,90292,6.8,7.0,6.2,36.9,3.9,27.3,11.4,6.3,0.0,398.0
2015,90293,7.1,6.9,6.7,14.7,6.0,24.700000000000003,14.0,0.0,0.0,195.3
2015,90301,13.7,13.7,12.8,64.1,17.3,43.099999999999994,9.0,0.0,15.5,212.8
2015,90302,15.0,15.0,13.4,80.8,16.9,41.900000000000006,13.5,0.0,12.3,305.5
2015,90304,11.4,14.0,10.4,61.4,14.7,33.4,0.0,0.0,10.6,249.6
2015,90305,14.3,10.1,13.7,80.9,17.8,44.0,8.7,0.0,17.7,157.4
2015,90402,8.0,8.4,7.7,76.8,5.7,30.1,5.9,0.0,0.0,94.39999999999999
2015,90403,6.7,5.8,5.8,36.2,6.0,24.5,15.8,16.1,35.2,286.9
2015,90404,11.2,9.1,11.3,41.400000000000006,8.5,32.699999999999996,3.3,0.0,8.1,231.29999999999998
2015,90405,8.9,7.7,8.7,53.8,0.9,29.5,6.5,0.0,7.2,176.2
2015,90501,10.4,7.1,9.6,70.9,9.6,29.1,0.0,17.1,15.5,275.8
2015,90502,10.1,9.4,8.4,67.4,17.1,28.400000000000002,16.6,0.0,18.0,246.4
2015,90504,9.1,8.7,8.7,40.6,12.5,26.9,9.6,0.0,8.6,207.4
2015,90710,10.6,8.1,9.9,52.1,10.8,38.6,3.9,0.0,12.6,234.70000000000002
2015,90717,9.2,9.8,9.0,32.0,8.3,34.0,7.1,0.0,11.4,273.0
2015,90731,12.6,9.1,11.3,68.5,14.4,38.4,6.9,0.0,12.0,276.0
2015,90732,9.4,8.3,9.0,77.2,10.0,26.5,6.4,0.0,1.2,165.0
2015,90744,10.3,11.1,9.2,56.099999999999994,8.6,30.2,2.8,0.0,6.8,245.7
2015,90745,12.1,9.6,11.0,71.2,12.2,39.8,9.3,8.2,9.8,280.1
2015,90802,8.0,6.8,7.8,42.4,8.4,28.7,6.9,0.0,7.8,231.8
2015,90810,12.8,15.3,11.6,62.3,10.5,42.2,3.9,17.4,14.3,270.3
2015,90813,13.2,11.5,11.6,68.8,10.1,35.6,7.7,55.0,13.6,295.3
2015,91011,4.3,5.1,3.9,34.2,4.9,15.6,3.5,7.2,6.0,70.5
2015,91030,7.1,8.3,6.4,88.4,7.6,18.1,5.4,0.0,13.9,272.8
2015,91040,9.0,8.0,8.3,25.8,13.9,30.0,18.5,34.2,16.7,164.5
2015,91042,9.2,7.7,8.8,39.0,12.1,32.800000000000004,11.8,11.1,9.7,294.3
2015,91105,7.2,5.7,7.4,35.8,14.4,22.700000000000003,7.1,3.6,11.8,214.1
2015,91201,12.1,14.1,12.0,50.2,7.0,37.8,14.1,0.0,7.1,185.6
2015,91204,9.9,10.6,9.9,30.6,13.6,31.799999999999997,5.0,0.0,9.9,199.2
2015,91205,12.3,14.8,12.1,57.5,13.5,42.3,3.6,0.0,8.1,210.0
2015,91206,11.2,13.4,11.2,66.0,21.6,33.2,5.6,0.0,2.7,263.4
2015,91214,5.4,4.9,4.3,41.9,9.5,15.4,13.7,0.0,0.0,205.6
2015,91302,6.7,6.0,6.9,24.8,16.8,20.1,5.0,0.0,2.1,324.7
2015,91303,7.5,10.5,7.0,29.4,5.9,24.9,10.6,15.7,6.4,274.8
2015,91304,8.6,10.7,7.8,46.2,8.3,25.0,12.6,11.2,6.4,325.6
2015,91306,8.8,10.9,8.3,41.9,10.3,33.1,10.0,10.6,6.3,285.5
2015,91307,8.0,9.2,7.2,59.599999999999994,11.5,21.5,8.8,12.6,0.0,252.89999999999998
2015,91311,7.5,7.7,7.1,30.5,5.6,27.8,11.0,6.6,11.8,172.60000000000002
2015,91316,10.4,10.6,10.2,44.1,12.5,28.499999999999996,13.8,0.0,28.7,254.4
2015,91321,10.6,6.6,9.2,56.099999999999994,8.5,31.0,11.3,4.0,13.0,297.0
2015,91324,7.9,8.6,7.8,23.0,10.3,29.1,5.8,7.6,8.1,171.7
2015,91325,8.3,6.1,7.8,38.3,5.9,30.0,5.3,3.6,13.3,272.79999999999995
2015,91326,5.8,5.9,5.4,35.8,11.3,19.7,4.6,0.0,8.1,254.8
2015,91330,32.4,23.4,24.3,65.0,44.0,23.8,,,50.1,402.5
2015,91331,13.0,17.2,11.8,67.1,7.9,45.9,6.1,30.8,11.9,264.4
2015,91335,7.9,10.8,7.3,37.3,7.9,27.2,9.9,10.8,8.0,247.8
2015,91340,9.6,7.9,8.9,40.7,13.0,30.400000000000002,10.5,0.0,7.6,269.09999999999997
2015,91342,9.2,9.7,8.6,43.900000000000006,10.3,28.200000000000003,4.5,3.8,10.5,241.29999999999998
2015,91343,11.3,10.5,10.3,55.0,11.1,39.3,11.4,0.0,11.6,255.6
2015,91344,9.1,8.8,8.2,51.3,14.3,24.9,11.4,0.0,7.3,160.2
2015,91345,9.0,8.5,8.8,33.4,12.4,33.9,9.4,0.0,8.2,181.6
2015,91352,10.4,11.2,9.7,58.900000000000006,8.3,36.4,4.8,0.0,9.5,228.39999999999998
2015,91356,7.6,7.3,7.5,36.0,9.5,28.3,6.1,0.0,3.9,146.9
2015,91364,7.7,7.7,7.0,47.900000000000006,10.4,27.599999999999998,6.4,19.8,2.3,252.0
2015,91367,6.8,7.4,6.3,57.5,5.9,20.5,3.2,5.8,11.4,160.7
2015,91371,,,,,,,,,,
2015,91401,9.4,7.9,9.2,42.3,16.0,28.9,5.5,6.5,10.6,162.8
2015,91402,13.2,15.7,12.3,60.300000000000004,12.9,40.9,9.9,0.0,11.3,253.40000000000003
2015,91403,9.3,8.0,9.1,50.1,8.8,34.599999999999994,7.6,7.5,2.4,344.40000000000003
2015,91405,11.8,12.1,10.8,55.699999999999996,11.7,39.8,17.9,0.0,11.6,330.7
2015,91406,9.1,7.8,8.3,37.5,6.8,36.4,11.9,29.1,9.9,160.59999999999997
2015,91411,12.0,8.7,10.7,65.0,12.4,41.9,14.2,12.5,9.7,260.0
2015,91423,9.2,10.2,8.8,35.2,9.7,33.8,9.2,24.4,7.9,283.5
2015,91436,5.5,5.9,4.9,100.60000000000001,3.7,19.5,3.4,14.9,0.0,75.8
2015,91501,11.7,11.2,11.6,49.7,11.1,40.9,8.2,0.0,4.1,345.70000000000005
2015,91504,8.4,7.7,8.0,34.7,17.5,23.299999999999997,9.6,24.5,3.5,148.7
2015,91505,8.1,8.6,8.0,33.7,9.4,27.5,4.9,0.0,5.4,182.89999999999998
2015,91506,5.6,6.6,5.4,39.3,3.9,17.2,4.2,11.8,3.8,249.79999999999998
2015,91601,11.1,10.5,10.3,80.1,10.5,42.099999999999994,12.3,12.1,12.0,285.5
2015,91602,10.5,8.9,10.8,43.5,11.1,41.699999999999996,2.2,10.1,12.1,252.5
2015,91604,10.7,10.8,10.3,65.60000000000001,11.1,44.400000000000006,8.4,17.3,9.0,322.1
2015,91605,11.6,13.0,10.4,50.3,9.5,38.6,17.0,18.6,9.6,231.0
2015,91606,11.4,10.6,10.7,58.6,10.0,37.2,15.9,6.9,10.0,275.0
2015,91607,12.1,13.7,12.2,29.700000000000003,14.0,45.900000000000006,12.9,5.8,10.8,313.2
2015,91608,,,,,,,,,,
2015,91754,6.9,17.0,6.9,33.9,9.8,24.3,0.0,0.0,6.2,194.5
2015,91801,6.9,8.9,6.8,36.4,8.0,25.9,4.4,4.1,4.3,259.29999999999995
2015,91803,6.3,3.3,5.9,35.2,6.0,26.7,8.8,0.0,6.5,239.10000000000002
2016,90001,12.3,16.2,10.5,69.8,12.7,31.6,9.6,6.1,13.2,301.0
2016,90002,13.4,6.1,12.4,60.8,13.1,39.6,8.9,0.0,11.7,250.39999999999998
2016,90003,14.0,6.4,12.5,68.5,14.1,36.7,14.6,26.3,9.4,282.3
2016,90004,8.8,8.4,8.3,74.5,8.0,33.3,4.1,2.7,12.1,232.39999999999998
2016,90005,10.0,11.8,9.4,59.2,5.9,38.400000000000006,12.3,0.0,11.0,200.6
2016,90006,11.6,13.8,10.2,72.6,6.9,35.9,11.9,0.0,11.7,233.2
2016,90007,13.0,13.6,12.3,40.6,10.8,47.699999999999996,3.8,0.0,10.1,278.1
2016,90008,11.0,5.0,10.5,55.300000000000004,19.2,36.0,9.8,0.0,7.4,290.5
2016,90010,8.4,5.8,8.3,111.4,17.3,16.0,0.0,,16.8,198.0
2016,90011,8.7,19.1,7.9,45.2,7.5,28.200000000000003,14.2,0.0,7.6,228.7
2016,90012,6.7,4.4,6.7,34.0,5.2,24.3,3.7,13.6,3.6,157.2
2016,90013,14.2,13.0,14.3,6.8,14.9,66.9,13.5,0.0,3.3,209.0
2016,90014,10.8,3.4,11.3,7.1,17.7,51.099999999999994,0.0,,8.7,259.09999999999997
2016,90015,9.2,5.9,7.3,72.10000000000001,6.7,27.5,24.4,,12.3,159.9
2016,90016,9.4,6.4,9.4,38.3,8.6,37.5,4.1,0.0,7.1,161.4
2016,90017,7.0,8.6,6.3,48.199999999999996,2.8,25.6,2.1,0.0,6.3,237.5
2016,90018,11.6,5.3,11.1,52.5,14.6,37.300000000000004,10.0,10.4,9.7,195.79999999999998
2016,90019,8.7,8.0,8.2,60.2,5.8,31.3,9.0,8.9,8.3,278.90000000000003
2016,90020,7.5,6.2,7.4,36.1,5.9,24.2,0.0,27.0,7.6,233.1
2016,90021,15.1,13.4,14.7,38.4,11.0,68.0,28.0,,4.3,261.6
2016,90023,10.4,10.9,9.3,53.6,11.4,31.2,5.6,0.0,14.4,155.4
2016,90024,9.9,6.8,7.4,40.7,6.1,26.1,5.2,5.7,10.3,162.5
2016,90025,6.1,7.7,6.0,37.4,2.8,27.1,4.8,6.6,5.3,195.9
2016,90026,9.4,5.4,8.8,52.900000000000006,8.5,34.6,13.4,6.5,12.3,270.9
2016,90027,9.7,10.6,9.6,36.7,8.0,36.8,9.4,5.8,8.8,191.8
2016,90028,10.9,10.4,10.6,43.7,12.8,34.699999999999996,8.2,0.0,8.9,282.8
2016,90029,10.2,9.2,9.7,44.2,8.9,35.9,12.2,0.0,11.2,276.2
2016,90031,9.9,8.3,9.3,59.400000000000006,7.8,26.200000000000003,10.9,0.0,12.7,201.0
2016,90032,12.6,11.9,11.5,65.0,13.4,38.1,4.0,3.9,14.7,233.6
2016,90033,9.6,14.5,8.6,63.5,9.9,32.0,3.6,0.0,14.8,205.0
2016,90034,6.3,7.1,6.2,19.7,4.1,24.299999999999997,5.6,23.5,0.6,261.9
2016,90035,6.3,6.0,6.3,36.1,3.4,26.2,4.8,1.7,9.1,292.9
2016,90036,6.4,6.0,6.3,40.4,4.9,27.299999999999997,2.7,0.0,0.5,215.10000000000002
2016,90037,11.2,20.3,10.3,52.9,11.0,38.1,14.1,30.9,7.6,143.0
2016,90038,9.7,9.3,9.3,48.7,9.1,32.5,5.5,0.0,9.5,178.2
2016,90039,7.2,7.0,6.9,51.5,3.2,34.7,7.5,16.7,6.5,283.9
2016,90041,7.9,5.9,7.2,37.3,9.6,27.200000000000003,3.4,6.1,10.1,247.70000000000002
2016,90042,9.8,8.3,9.2,63.6,8.5,32.0,5.9,0.0,11.1,238.8
2016,90043,14.6,4.6,13.4,95.1,18.4,44.1,3.8,8.3,17.7,295.70000000000005
2016,90044,11.7,27.8,10.7,59.699999999999996,12.5,34.7,12.2,14.4,8.8,241.9
2016,90045,7.4,7.5,7.0,26.9,7.5,27.700000000000003,2.8,0.0,6.6,259.1
2016,90046,7.7,7.5,7.5,25.4,7.2,27.900000000000002,11.8,10.0,11.1,227.7
2016,90047,14.6,5.2,13.6,78.3,18.6,45.099999999999994,11.6,0.0,5.5,301.5
2016,90048,6.9,6.9,6.7,37.5,5.8,29.3,4.2,28.7,2.5,237.2
2016,90049,5.8,5.7,5.9,20.9,4.8,27.200000000000003,3.0,9.3,5.6,193.8
2016,90056,12.7,4.9,13.5,10.3,20.5,61.400000000000006,10.8,0.0,48.9,53.8
2016,90057,9.8,11.2,9.2,44.6,5.6,37.6,8.2,0.0,9.9,235.5
2016,90058,17.1,2.2,16.4,90.9,18.2,54.1,0.0,0.0,10.1,92.30000000000001
2016,90059,16.2,15.4,14.7,72.30000000000001,15.1,46.800000000000004,11.1,0.0,16.7,237.79999999999998
2016,90061,12.3,14.0,11.3,55.8,12.1,34.3,8.0,12.9,8.3,142.79999999999998
2016,90062,10.5,0.0,10.1,67.2,12.5,29.900000000000002,0.0,0.0,8.7,268.6
2016,90063,13.0,19.5,11.2,78.19999999999999,7.2,39.5,16.2,0.0,14.8,137.3
2016,90064,4.0,3.8,3.9,4.1,2.0,17.0,6.3,0.0,9.2,202.4
2016,90065,8.8,7.5,8.1,58.5,12.6,26.5,3.6,1.6,9.5,335.6
2016,90066,7.0,7.3,6.8,35.5,7.3,24.4,6.2,0.0,5.0,272.5
2016,90067,5.0,3.0,3.5,8.0,0.0,23.9,13.1,7.0,,174.0
2016,90068,10.4,9.9,10.0,76.3,12.5,34.900000000000006,8.5,0.0,3.9,296.79999999999995
2016,90069,6.9,7.4,7.4,12.5,6.0,27.7,0.0,0.0,1.8,273.2
2016,90071,,,,,,,,,,
2016,90073,32.8,28.9,32.8,,0.0,166.89999999999998,,,0.0,195.7
2016,90077,4.8,5.2,5.3,13.8,20.4,26.8,2.7,0.0,0.0,63.1
2016,90079,,,,,,,,,,
2016,90089,31.0,31.0,26.2,59.7,0.0,0.0,,,26.2,130.8
2016,90090,,,,,,,,,,
2016,90094,4.8,2.6,4.9,0.0,0.0,15.899999999999999,0.0,0.0,0.0,89.6
2016,90095,,,,,,,,,,
2016,90210,6.5,7.4,6.6,133.4,9.9,18.799999999999997,6.3,1.0,7.5,179.8
2016,90211,7.2,7.6,7.0,11.4,7.9,19.9,10.9,9.8,0.0,288.4
2016,90212,8.1,6.9,8.4,31.9,12.3,28.4,4.4,5.2,32.6,137.1
