year,zip_code,unemployment_rate,unemployment_rate_male,unemployment_rate_female,unemployment_rate_age_below_24,unemployment_rate_age_between_25_44,unemployment_rate_age_above_45,unemployment_rate_white,unemployment_rate_black,unemployment_rate_hispanic,unemployment_rate_other_races
2012,91316,10.0,9.9,10.1,28.8,7.9,40.3,10.3,7.1,11.9,283.5
2012,91321,10.7,9.6,10.5,39.599999999999994,9.3,39.3,11.1,9.5,14.0,203.3
2012,91324,13.1,13.3,9.8,61.6,11.3,38.400000000000006,15.3,12.0,18.2,295.69999999999993
2012,91325,9.0,7.8,7.0,52.1,7.4,36.7,9.5,6.6,11.0,174.8
2012,91326,6.9,7.1,5.8,34.4,5.8,26.799999999999997,7.5,6.0,6.2,278.8
2012,91330,35.5,35.9,28.6,73.4,33.8,0.0,24.1,30.8,51.7,233.39999999999998
2012,91331,12.9,10.9,12.4,59.3,10.6,44.5,13.2,15.1,12.9,229.70000000000002
2012,91335,10.4,8.7,10.3,53.7,7.5,54.4,11.3,5.8,8.5,221.0
2012,91340,12.2,11.9,10.9,57.4,8.9,22.7,10.8,10.5,12.8,290.3
2012,91342,11.2,10.7,10.2,43.400000000000006,9.9,37.4,12.0,9.4,11.3,247.1
2012,91343,11.7,9.6,12.3,48.900000000000006,10.5,54.2,13.8,15.4,11.9,293.0
2012,91344,10.5,9.9,8.9,60.0,8.3,27.9,10.6,10.6,12.3,273.7
2012,91345,8.1,6.9,9.6,26.0,7.3,26.1,9.5,18.6,7.9,216.6
2012,91352,13.4,11.5,13.1,53.8,13.5,40.5,15.7,23.7,14.3,160.4
2012,91356,9.5,10.4,8.6,50.6,10.1,22.9,9.2,12.0,5.7,278.7
2012,91364,8.3,7.6,7.9,56.9,8.0,21.6,8.9,12.5,10.0,228.3
2012,91367,6.7,6.9,5.1,31.9,4.9,23.1,7.4,2.3,6.4,276.70000000000005
2012,91371,,,,,,,,,,
2012,91401,11.0,10.3,10.9,45.7,10.2,31.0,10.1,21.2,10.9,188.4
2012,91402,13.8,10.9,14.6,59.8,10.3,56.2,15.1,17.2,13.8,215.3
2012,91403,6.6,6.2,6.7,5.4,5.1,35.7,6.6,5.6,5.0,298.1
2012,91405,12.7,10.5,14.2,46.2,11.7,73.6,13.2,24.9,11.9,230.7
2012,91406,9.8,9.3,9.2,36.400000000000006,8.8,42.3,10.5,9.9,11.4,166.20000000000002
2012,91411,12.3,9.6,13.4,57.2,10.9,57.2,13.2,13.0,12.0,344.9
2012,91423,10.6,10.3,9.4,65.3,9.1,64.6,10.9,10.1,9.8,275.5
2012,91436,9.0,7.6,11.5,50.9,9.0,19.799999999999997,9.0,86.4,6.0,126.69999999999999
2012,91501,10.1,11.1,9.0,33.9,10.8,22.0,11.8,6.3,9.4,274.1
2012,91504,6.7,7.0,4.5,38.9,6.4,39.099999999999994,7.4,15.9,10.6,181.1
2012,91505,9.4,9.8,8.0,57.9,7.6,37.5,9.4,4.4,10.1,188.99999999999997
2012,91506,6.6,6.8,5.9,33.4,4.6,21.7,8.2,0.0,3.7,150.0
2012,91601,12.6,11.3,11.8,67.7,9.6,79.5,13.0,18.4,13.4,335.9
2012,91602,12.7,13.6,10.8,83.9,12.4,45.900000000000006,13.3,14.9,12.6,215.7
2012,91604,11.4,9.5,12.4,46.400000000000006,11.3,51.900000000000006,11.2,14.5,13.3,289.4
2012,91605,13.0,12.1,12.5,49.8,11.1,61.5,14.3,17.6,12.0,263.3
2012,91606,14.6,12.5,14.7,61.3,13.0,55.900000000000006,14.1,18.5,14.3,305.6
2012,91607,13.4,13.7,12.8,18.0,13.7,63.400000000000006,12.8,16.6,9.7,299.0
2012,91608,,,,,,,,,,
2012,91754,8.5,9.4,6.3,55.0,7.2,23.8,12.1,0.0,9.5,217.9
2012,91801,7.9,9.4,5.6,44.0,8.1,22.700000000000003,9.3,1.6,8.3,281.0
2012,91803,7.3,8.6,5.8,42.2,7.3,13.8,9.7,1.2,8.7,146.29999999999998
2013,90001,12.3,8.9,14.4,56.0,10.7,30.6,9.0,15.1,11.7,201.8
2013,90002,13.6,10.0,16.1,57.7,12.3,24.500000000000004,9.3,20.1,11.9,319.7
2013,90003,16.0,13.0,16.6,64.7,13.8,49.1,11.6,29.1,12.3,220.5
2013,90004,14.3,12.5,15.2,67.3,12.4,56.0,12.5,17.9,15.9,225.89999999999998
2013,90005,12.0,8.2,15.6,58.800000000000004,8.9,41.5,12.1,16.3,10.7,337.6
2013,90006,14.2,11.2,15.1,75.3,11.3,40.9,15.6,16.5,13.2,269.6
2013,90007,13.7,12.7,13.6,35.8,13.1,53.1,14.0,27.0,13.5,250.89999999999998
2013,90008,16.3,15.1,16.2,94.69999999999999,16.0,29.4,18.1,16.7,16.7,245.5
2013,90010,6.9,4.2,9.4,58.300000000000004,8.3,3.1,6.3,18.2,19.4,175.4
2013,90011,10.5,8.6,11.4,54.0,8.3,24.700000000000003,13.8,20.9,9.6,251.79999999999998
2013,90012,7.0,5.6,7.1,83.8,6.7,12.2,6.0,3.7,10.8,190.6
2013,90013,21.3,22.1,20.3,107.10000000000001,20.0,52.0,17.9,34.3,31.6,240.4
2013,90014,14.8,15.8,12.9,3.3,13.9,40.8,8.4,24.1,23.4,411.1
2013,90015,13.7,10.2,16.5,65.7,8.6,60.900000000000006,13.3,6.9,16.8,212.49999999999997
2013,90016,12.8,10.3,14.6,49.599999999999994,9.9,41.2,8.7,19.8,8.3,291.6
2013,90017,8.0,6.5,9.4,34.599999999999994,6.0,29.099999999999998,12.1,16.6,7.8,240.60000000000002
2013,90018,15.2,16.3,13.6,56.5,14.3,35.1,10.5,21.9,11.8,315.7
2013,90019,11.3,9.2,12.0,62.699999999999996,9.5,29.400000000000002,10.6,15.4,10.4,295.8
2013,90020,13.5,10.5,16.1,69.30000000000001,12.0,50.3,9.1,14.2,13.2,268.7
2013,90021,17.4,17.6,19.8,4.5,11.6,53.6,10.5,45.8,9.9,210.3
2013,90023,11.6,8.2,13.1,66.2,9.2,55.2,13.0,42.9,11.3,213.10000000000002
2013,90024,10.3,8.6,8.4,35.5,8.1,18.5,9.1,8.4,15.0,187.8
2013,90025,7.4,7.3,6.6,50.6,5.7,37.5,7.5,9.4,9.8,222.30000000000004
2013,90026,14.8,14.4,14.7,55.5,13.1,43.5,14.5,29.8,16.1,319.0
2013,90027,11.5,12.4,10.5,48.0,11.4,37.199999999999996,13.3,3.6,10.3,201.8
2013,90028,14.3,16.7,9.5,41.0,13.3,104.0,12.9,20.8,15.0,374.40000000000003
2013,90029,13.1,10.6,14.6,60.400000000000006,11.8,33.5,14.3,26.0,13.8,198.3
2013,90031,14.5,11.6,14.0,81.8,11.9,41.2,17.0,20.8,16.8,280.0
2013,90032,17.1,16.3,15.6,74.5,16.0,41.400000000000006,17.6,9.0,18.4,278.1
2013,90033,17.9,14.3,17.1,88.69999999999999,13.3,37.6,16.6,9.5,18.6,299.7
2013,90034,8.3,7.9,8.5,33.8,6.9,30.8,7.8,10.7,7.1,249.29999999999998
2013,90035,10.4,10.1,10.5,46.3,8.8,32.2,8.5,27.0,11.1,287.1
2013,90036,8.8,9.6,7.8,58.8,7.9,24.099999999999998,8.2,14.6,7.9,328.8
2013,90037,16.2,15.5,15.5,59.3,15.1,58.9,13.6,33.0,12.5,192.1
2013,90038,14.0,13.1,12.8,71.0,10.9,32.3,12.4,22.8,14.7,239.6
2013,90039,10.3,9.7,9.9,56.699999999999996,8.8,44.5,12.2,7.6,8.3,268.8
2013,90041,9.0,9.7,7.8,28.3,8.4,36.2,9.9,7.4,11.0,221.49999999999997
2013,90042,13.1,10.5,13.1,79.0,11.5,43.8,13.8,20.5,15.0,220.3
2013,90043,16.7,18.6,13.2,91.9,15.9,26.6,12.4,16.2,17.9,335.2
2013,90044,14.1,13.2,12.6,63.7,13.1,42.0,11.1,19.3,11.2,312.9
2013,90045,9.2,9.3,8.1,25.4,9.2,32.6,8.2,11.5,11.2,298.79999999999995
2013,90046,11.0,10.8,11.0,37.1,10.0,45.0,11.1,15.3,13.0,253.4
2013,90047,16.1,17.8,13.5,78.5,14.4,35.199999999999996,12.3,19.0,10.5,269.6
2013,90048,9.2,8.4,9.6,51.199999999999996,7.4,62.5,9.8,20.3,6.2,277.29999999999995
2013,90049,6.6,4.6,8.9,14.200000000000001,5.6,26.7,7.0,7.2,8.0,223.89999999999998
2013,90056,10.9,9.2,11.8,45.8,12.3,27.1,4.6,10.4,29.1,403.2
2013,90057,12.8,7.3,18.3,62.3,10.0,64.2,13.4,21.7,12.5,268.8
2013,90058,19.5,16.4,16.5,114.0,14.1,92.9,21.8,23.8,22.5,226.89999999999998
2013,90059,17.7,14.9,16.7,80.4,16.0,47.300000000000004,14.3,22.4,15.4,253.8
2013,90061,18.1,13.2,20.2,76.3,18.0,35.3,15.6,22.9,15.4,186.5
2013,90062,15.2,13.9,15.3,76.2,14.2,22.9,11.3,20.0,13.0,354.9
2013,90063,15.2,12.2,16.5,71.4,11.7,59.3,14.7,45.7,15.2,249.09999999999997
2013,90064,6.6,5.5,6.1,48.3,5.7,40.6,7.2,11.2,13.2,243.6
2013,90065,9.1,8.6,8.1,51.5,7.3,22.200000000000003,9.6,21.4,9.9,268.20000000000005
2013,90066,8.5,8.1,8.9,41.0,8.0,20.5,8.2,14.3,7.8,291.1
2013,90067,7.8,2.4,16.8,25.6,5.7,30.299999999999997,5.9,,100.0,364.6
2013,90068,10.6,10.6,9.2,68.7,7.3,46.599999999999994,9.7,4.8,13.9,265.6
2013,90069,9.2,9.3,9.7,17.6,8.0,31.200000000000003,10.1,0.0,7.6,187.90000000000003
2013,90071,,,,,,,,,,
2013,90073,47.4,57.9,0.0,100.0,63.0,90.8,58.8,42.4,67.4,185.6
2013,90077,7.1,10.5,5.4,17.7,14.1,13.399999999999999,7.3,12.0,4.0,56.6
2013,90079,,,,,,,,,,
2013,90089,12.2,13.2,0.0,22.9,0.0,0.0,17.1,0.0,29.5,102.4
2013,90090,,,,,,,,,,
2013,90094,10.8,14.6,6.6,7.6,8.2,82.5,9.1,31.2,0.0,192.89999999999998
2013,90095,,,,,,,,,,
2013,90210,7.3,5.8,9.8,105.3,7.7,13.899999999999999,7.4,23.9,4.8,148.70000000000002
2013,90211,10.3,7.2,11.5,17.2,3.8,70.69999999999999,12.3,0.0,0.0,240.2
2013,90212,13.3,11.8,14.3,73.8,13.1,38.7,12.4,0.0,19.3,359.6
2013,90230,10.7,9.8,9.6,75.9,9.7,25.1,11.1,14.5,13.2,313.3
2013,90232,9.1,6.5,11.6,41.4,7.5,26.4,6.4,14.2,9.2,298.29999999999995
2013,90245,6.5,7.0,5.6,31.0,4.5,15.0,6.2,17.2,5.7,253.2
2013,90247,11.2,11.4,9.1,59.8,10.4,41.4,12.7,11.5,13.2,277.90000000000003
2013,90248,12.0,15.8,7.4,73.8,12.3,26.1,8.5,12.8,13.0,206.60000000000002
2013,90250,9.8,7.3,10.2,67.1,8.3,31.200000000000003,5.6,14.4,7.8,268.6
2013,90262,13.9,12.8,13.5,64.9,12.2,18.1,13.7,18.7,13.6,167.79999999999998
2013,90265,8.5,10.6,6.5,25.3,9.5,25.9,8.4,20.0,9.0,126.30000000000001
2013,90272,9.7,8.2,12.5,71.8,8.6,31.1,10.1,0.0,21.2,330.9
2013,90275,5.7,4.0,7.4,40.5,5.3,15.2,5.3,7.0,4.6,151.2
2013,90280,14.7,11.7,15.4,70.2,12.6,33.0,13.6,14.4,14.6,340.2
2013,90290,9.2,11.5,6.6,42.5,14.5,21.1,9.5,0.0,4.9,245.0
2013,90291,11.1,11.9,9.2,59.2,10.5,56.1,10.1,25.9,13.7,300.4
2013,90292,7.2,4.5,9.0,23.2,5.5,40.8,6.8,6.3,5.4,380.1
2013,90293,7.2,4.9,9.3,13.5,6.1,25.3,7.4,16.5,6.8,173.10000000000002
2013,90301,15.9,12.8,16.0,88.0,13.9,34.400000000000006,11.2,17.4,15.3,260.8
2013,90302,13.0,10.0,13.5,71.1,11.0,56.9,11.3,14.3,11.9,278.90000000000003
2013,90304,12.1,11.2,12.6,44.3,11.7,23.299999999999997,12.7,23.6,11.2,251.2
2013,90305,15.5,17.9,12.3,97.60000000000001,13.5,27.799999999999997,4.0,15.8,8.4,254.00000000000003
2013,90402,6.4,4.7,7.3,61.8,7.4,18.7,6.6,23.1,12.4,134.4
2013,90403,7.9,9.2,6.2,48.0,8.4,32.4,7.4,19.4,11.7,301.6
2013,90404,11.9,14.2,8.6,52.4,10.8,40.0,12.1,8.1,13.6,165.4
2013,90405,10.5,10.8,10.1,58.3,7.7,25.0,9.1,33.8,9.3,255.9
2013,90501,11.9,10.9,11.0,84.5,11.0,11.100000000000001,7.9,31.0,15.6,273.9
2013,90502,9.9,7.5,9.5,83.9,7.5,19.5,12.9,10.3,16.7,241.0
2013,90504,10.1,11.4,7.2,65.4,9.3,17.6,10.8,13.8,11.6,300.2
2013,90710,11.1,9.2,11.6,53.5,11.8,19.4,8.4,13.3,10.1,303.1
2013,90717,8.3,9.0,7.5,21.9,7.1,21.1,8.8,28.0,8.2,231.70000000000002
2013,90731,13.7,10.3,13.5,86.1,11.1,27.6,13.0,23.0,13.6,277.9
2013,90732,8.2,9.4,6.7,36.1,7.4,27.8,8.7,2.5,12.1,185.0
2013,90744,15.2,11.4,14.6,74.3,10.7,33.8,15.2,22.7,14.9,263.2
2013,90745,14.6,15.6,10.7,79.2,12.4,44.9,12.6,19.3,15.0,277.0
2013,90802,10.2,9.7,9.5,67.19999999999999,9.4,32.7,9.4,13.3,12.9,276.2
2013,90810,15.5,15.0,13.4,74.5,12.6,31.200000000000003,15.2,22.4,15.0,273.2
2013,90813,15.6,12.5,15.2,76.3,11.4,99.19999999999999,14.4,24.5,15.3,305.29999999999995
2013,91011,6.3,5.8,6.3,39.2,9.1,16.2,7.0,0.0,9.0,163.8
2013,91030,8.2,9.9,4.8,84.5,6.8,20.6,9.2,9.5,13.7,294.2
2013,91040,10.6,11.7,7.7,33.3,9.6,57.400000000000006,10.7,6.2,13.0,182.3
2013,91042,10.7,12.7,8.2,34.3,11.8,40.2,9.7,12.5,15.3,379.4
2013,91105,10.8,11.4,12.3,28.6,11.9,29.7,7.6,25.5,6.7,198.0
2013,91201,11.7,14.3,9.0,35.0,10.6,30.700000000000003,11.6,42.7,7.0,180.5
2013,91204,12.3,14.9,9.6,35.7,13.3,23.6,13.0,26.2,12.7,172.0
2013,91205,15.8,15.6,15.7,59.099999999999994,14.0,35.1,18.2,24.0,12.8,194.79999999999998
2013,91206,11.7,13.3,10.8,33.599999999999994,13.2,22.0,14.0,0.0,7.7,193.0
2013,91214,6.4,6.5,5.3,36.7,5.6,16.2,6.2,16.5,5.9,150.10000000000002
2013,91302,7.5,5.7,10.5,43.7,9.7,17.200000000000003,8.0,2.3,13.4,322.70000000000005
2013,91303,8.7,7.6,7.7,42.8,6.5,47.0,8.4,4.6,8.3,316.1
2013,91304,8.7,8.3,7.1,48.300000000000004,7.2,37.6,8.9,24.0,7.3,297.5
2013,91306,10.6,10.9,9.2,46.1,7.8,40.800000000000004,12.2,16.5,9.3,329.79999999999995
2013,91307,8.8,9.6,6.9,50.0,7.2,33.4,9.5,6.9,10.5,153.2
2013,91311,10.3,13.2,5.9,35.2,8.1,44.0,11.5,6.1,9.7,264.79999999999995
2013,91316,10.4,10.1,10.2,43.599999999999994,7.9,39.7,10.9,2.7,11.2,283.9
2013,91321,11.8,10.1,11.0,54.400000000000006,10.4,39.9,11.9,19.6,15.4,203.39999999999998
2013,91324,13.0,12.8,10.7,57.400000000000006,10.5,39.8,16.7,9.3,16.3,298.3
2013,91325,10.2,9.4,8.1,51.099999999999994,9.7,34.1,9.2,7.7,14.9,398.4
2013,91326,7.0,7.2,6.1,37.9,6.2,22.200000000000003,7.2,6.6,6.1,283.5
2013,91330,33.5,32.8,24.1,68.6,28.2,0.0,16.8,30.8,49.1,239.99999999999997
2013,91331,14.8,12.3,14.6,70.3,12.2,52.9,15.7,15.7,14.9,218.8
2013,91335,10.7,9.2,10.2,57.6,7.9,60.3,11.1,5.6,8.6,231.0
2013,91340,13.4,13.2,12.6,52.099999999999994,10.7,34.699999999999996,12.3,9.4,13.9,284.3
2013,91342,12.5,12.2,11.0,53.2,11.1,34.5,13.2,8.3,12.4,260.5
2013,91343,11.9,9.0,13.4,59.9,10.3,54.599999999999994,12.4,16.4,12.5,290.8
2013,91344,10.9,10.8,9.1,60.8,9.6,31.4,11.2,13.9,12.7,274.1
2013,91345,10.1,7.8,12.2,47.2,8.8,26.0,10.6,21.2,10.0,225.9
2013,91352,14.1,12.4,13.4,61.8,13.0,46.4,15.0,24.0,15.0,216.9
2013,91356,10.2,10.7,9.3,69.10000000000001,10.2,26.4,10.6,13.3,5.2,268.1
2013,91364,8.7,7.9,9.2,45.3,8.1,30.6,8.7,16.0,10.6,241.20000000000002
2013,91367,7.0,6.8,5.9,39.2,5.1,27.0,7.7,3.5,7.2,271.9
2013,91371,,,,,,,,,,
2013,91401,11.1,9.7,11.5,45.3,10.2,43.8,10.1,21.5,11.1,195.29999999999998
2013,91402,14.3,11.9,14.3,71.9,10.4,51.800000000000004,15.5,21.9,14.3,272.5
2013,91403,7.8,6.5,9.4,9.3,6.8,36.6,8.2,7.5,8.1,282.1
2013,91405,14.1,12.1,15.0,48.6,12.6,71.2,14.2,27.5,13.3,256.6
2013,91406,10.4,10.2,9.4,38.9,9.8,46.2,11.1,11.7,10.9,168.8
2013,91411,12.1,10.1,12.8,54.199999999999996,10.9,50.2,12.2,12.2,13.2,208.90000000000003
2013,91423,11.3,10.7,10.7,69.5,10.5,57.0,11.6,11.4,9.0,278.2
2013,91436,8.8,7.6,10.0,88.6,8.4,18.1,9.3,72.9,8.6,128.1
2013,91501,12.3,12.8,11.4,40.6,12.2,35.3,13.6,19.1,11.7,283.0
2013,91504,8.4,8.8,6.8,43.7,8.1,45.8,8.6,20.3,14.1,176.8
2013,91505,8.8,10.4,6.4,50.1,7.4,33.900000000000006,8.8,12.9,7.3,184.60000000000002
2013,91506,6.7,6.9,6.1,42.0,5.0,32.7,8.1,0.0,3.4,248.5
2013,91601,13.0,11.3,12.1,80.9,10.0,101.0,12.9,19.2,12.9,332.9
2013,91602,11.9,13.8,9.5,69.0,11.9,38.6,11.7,19.5,14.6,240.8
2013,91604,11.7,10.0,12.5,62.7,12.1,49.0,11.6,10.8,13.9,279.0
2013,91605,14.5,13.3,14.4,51.6,12.6,61.8,15.1,31.7,13.0,207.4
2013,91606,14.6,12.9,14.0,65.6,13.2,59.800000000000004,14.3,26.4,14.0,318.9
2013,91607,13.2,14.5,11.2,15.8,12.9,65.30000000000001,13.0,14.4,8.0,316.6
2013,91608,,,,,,,,,,
2013,91754,8.8,8.9,7.7,66.1,7.8,22.0,13.4,0.0,9.3,220.4
2013,91801,7.8,8.0,6.9,35.599999999999994,8.8,23.4,9.7,6.3,7.5,282.1
2013,91803,7.1,7.8,5.9,43.6,6.2,17.9,9.7,6.5,8.7,186.2
2014,90001,13.0,8.2,16.0,64.9,10.7,27.200000000000003,9.3,18.9,12.3,196.10000000000002
2014,90002,14.3,11.7,16.0,60.699999999999996,13.8,23.299999999999997,8.4,26.5,11.2,315.7
2014,90003,16.5,13.6,17.6,65.1,14.8,64.3,15.0,31.6,12.7,199.7
2014,90004,13.3,11.8,14.2,63.4,12.0,53.099999999999994,11.6,18.0,14.1,218.9
2014,90005,11.7,7.8,14.7,68.2,8.2,44.900000000000006,10.6,16.0,10.9,301.8
2014,90006,14.4,11.0,15.8,72.4,11.1,37.9,17.0,22.7,13.4,260.8
2014,90007,13.2,11.7,13.9,36.2,12.2,48.1,15.0,25.4,13.0,256.70000000000005
2014,90008,14.4,14.8,14.3,64.3,16.2,27.0,16.2,13.9,17.0,271.6
2014,90010,7.9,5.5,9.2,105.8,9.3,7.0,5.2,21.6,22.9,152.89999999999998
2014,90011,10.0,8.2,10.8,51.6,8.2,24.4,11.8,20.2,9.0,250.5
2014,90012,5.7,5.9,5.2,48.300000000000004,4.7,24.900000000000002,4.7,5.4,6.0,175.5
2014,90013,18.8,21.4,15.0,11.2,16.7,75.4,17.8,32.7,28.8,190.6
2014,90014,12.5,12.3,13.7,2.6,11.1,41.6,7.8,26.7,22.6,391.5
2014,90015,12.5,9.6,14.1,67.9,8.0,47.5,11.6,13.1,16.2,201.3
2014,90016,12.3,10.6,13.6,50.099999999999994,10.7,34.599999999999994,6.1,19.3,8.0,298.3
2014,90017,8.0,7.0,7.9,42.8,5.1,31.6,10.4,16.6,7.4,233.9
2014,90018,13.6,15.1,11.8,46.2,13.0,41.8,8.6,19.8,10.6,186.3
2014,90019,11.3,9.5,12.0,61.7,8.5,33.9,10.5,16.2,10.2,282.6
2014,90020,11.4,9.3,13.0,67.5,10.9,39.6,7.3,15.1,10.6,268.3
2014,90021,14.4,12.2,20.4,13.6,10.0,40.6,11.9,36.2,8.7,195.70000000000002
2014,90023,12.1,8.6,13.6,61.2,9.9,48.699999999999996,11.1,15.3,11.9,211.29999999999998
2014,90024,11.3,10.1,8.6,36.3,8.5,33.0,9.8,9.2,14.9,183.60000000000002
2014,90025,7.5,7.8,6.9,21.2,5.7,40.400000000000006,8.0,16.5,5.9,232.8
2014,90026,13.8,13.0,14.1,57.7,12.2,48.4,13.5,21.2,16.1,304.4
2014,90027,11.3,11.4,10.9,46.5,11.0,34.9,12.9,3.2,11.5,299.0
2014,90028,13.8,16.1,10.1,34.3,13.1,61.599999999999994,13.2,20.1,14.3,328.5
2014,90029,12.9,11.2,13.9,55.6,12.1,29.900000000000002,14.2,25.0,13.6,192.4
2014,90031,13.2,10.7,12.9,84.0,10.5,61.3,15.4,28.5,15.5,262.0
2014,90032,16.3,14.9,15.7,72.7,15.1,31.4,16.2,16.7,17.4,267.0
2014,90033,15.7,13.0,14.7,88.9,10.7,35.900000000000006,13.2,8.3,16.2,276.79999999999995
2014,90034,8.2,7.5,8.6,36.1,6.8,28.1,8.4,9.7,7.2,246.09999999999997
2014,90035,9.1,9.1,9.1,52.0,6.6,30.0,7.9,19.4,8.4,283.4
2014,90036,8.1,8.7,7.4,46.6,7.3,18.5,8.0,10.8,7.7,329.90000000000003
2014,90037,15.3,14.4,14.6,61.1,13.8,67.19999999999999,12.1,33.5,11.8,181.9
2014,90038,12.9,11.9,12.8,58.3,10.6,37.4,12.3,22.8,13.4,246.9
2014,90039,8.9,9.1,7.9,66.1,7.5,51.4,10.9,7.9,8.4,238.3
2014,90041,8.2,7.8,7.7,30.6,6.6,28.299999999999997,8.4,11.5,9.0,265.9
2014,90042,12.6,11.4,11.9,74.5,12.1,34.6,12.2,19.4,14.1,226.1
2014,90043,16.6,17.3,14.0,90.8,16.0,34.5,8.8,17.1,14.4,305.9
2014,90044,13.2,12.2,11.9,64.8,12.0,41.5,9.4,20.0,9.6,279.79999999999995
2014,90045,8.4,8.1,7.8,22.1,8.6,29.7,7.6,11.4,11.4,275.4
2014,90046,10.2,9.6,10.4,38.7,9.1,44.1,10.3,11.4,14.5,263.2
2014,90047,16.3,16.7,14.7,76.6,15.7,36.8,12.0,20.1,9.7,281.29999999999995
2014,90048,8.6,8.2,9.0,32.5,6.8,51.3,9.0,13.9,7.4,282.5
2014,90049,6.6,5.4,8.2,16.4,5.6,29.1,6.7,9.0,10.0,216.7
2014,90056,13.6,10.6,16.6,28.2,18.4,31.7,0.0,13.1,41.8,427.0
2014,90057,12.8,8.0,16.8,64.4,10.1,49.2,13.5,16.1,12.8,228.0
2014,90058,18.0,15.2,10.7,143.2,8.4,101.6,18.2,33.1,19.8,225.10000000000002
2014,90059,17.8,15.7,16.2,79.0,18.2,38.2,13.2,22.9,15.4,227.3
2014,90061,17.0,13.4,17.6,70.4,16.2,38.4,15.0,22.4,13.9,181.8
2014,90062,15.0,13.8,15.2,77.0,13.9,20.7,12.4,18.5,13.4,334.0
2014,90063,14.8,11.9,16.1,72.8,11.6,50.4,14.7,19.4,14.7,281.8
2014,90064,6.5,5.1,6.5,58.699999999999996,5.4,38.800000000000004,6.7,14.2,13.8,247.89999999999998
2014,90065,9.3,8.4,8.4,58.099999999999994,7.8,18.6,9.2,20.0,10.8,285.0
2014,90066,8.2,7.5,9.1,36.3,7.4,20.0,8.6,11.1,6.7,272.20000000000005
2014,90067,7.5,2.1,16.2,24.4,5.2,29.099999999999998,4.4,,100.0,375.5
2014,90068,9.2,8.8,8.6,66.5,6.3,31.400000000000002,8.5,5.0,12.3,248.60000000000002
2014,90069,8.7,8.4,10.2,14.7,7.8,27.4,9.8,0.0,9.6,293.09999999999997
2014,90071,,,,,,,,,,
2014,90073,33.7,41.2,0.0,0.0,54.0,44.7,28.9,42.9,39.4,177.0
2014,90077,7.3,10.4,5.6,18.8,13.5,14.000000000000002,7.7,10.6,5.6,65.3
2014,90079,,,,,,,,,,
2014,90089,15.1,3.6,0.0,24.9,0.0,0.0,12.9,0.0,28.0,124.5
2014,90090,,,,,,,,,,
2014,90094,9.0,13.7,5.0,0.0,7.4,26.8,7.9,20.3,0.0,184.39999999999998
2014,90095,,,,,,,,,,
2014,90210,6.5,5.5,8.0,105.4,5.5,13.4,6.8,15.9,5.5,151.3
2014,90211,9.3,5.5,12.0,18.7,4.9,51.2,10.4,0.0,6.8,238.6
2014,90212,12.8,11.7,13.6,75.5,13.0,34.5,11.4,5.2,11.6,332.8
2014,90230,9.6,9.6,8.3,68.0,9.3,21.299999999999997,10.5,18.6,11.0,299.2
2014,90232,8.4,5.3,11.3,50.1,6.9,22.900000000000002,6.7,14.6,8.9,296.6
2014,90245,6.3,6.4,5.4,36.8,2.8,26.9,6.1,4.8,5.6,253.3
2014,90247,11.0,11.4,9.8,53.5,11.3,39.0,10.8,12.7,12.1,250.79999999999998
2014,90248,11.0,13.8,6.9,66.6,9.8,32.7,10.6,7.5,16.1,188.60000000000002
2014,90250,10.1,7.4,10.0,75.5,8.6,40.5,6.5,12.7,8.8,278.2
2014,90262,12.9,11.4,13.0,61.099999999999994,11.8,17.7,10.4,23.0,12.2,160.6
2014,90265,8.9,9.5,8.1,33.6,10.4,26.3,8.8,14.8,20.4,135.29999999999998
2014,90272,7.8,7.3,9.7,70.4,7.3,22.6,8.1,0.0,22.6,307.0
2014,90275,4.7,3.9,5.5,32.0,5.4,13.600000000000001,4.3,6.8,3.7,150.0
2014,90280,14.3,11.8,14.4,71.2,11.9,30.900000000000002,12.0,13.7,14.4,306.4
2014,90290,12.8,17.1,7.8,59.3,17.3,34.1,13.5,0.0,11.6,242.7
2014,90291,9.4,10.6,8.1,35.4,9.9,30.700000000000003,8.3,18.3,12.1,300.6
2014,90292,8.1,5.8,8.9,41.5,6.2,40.9,7.7,15.4,6.3,380.6
2014,90293,7.6,5.3,9.5,14.6,5.1,30.299999999999997,7.6,17.2,6.4,208.0
2014,90301,15.3,13.5,14.3,87.9,13.5,33.9,11.0,17.9,14.2,250.60000000000002
2014,90302,13.6,11.9,13.1,74.2,10.0,29.4,12.5,14.6,13.2,288.09999999999997
2014,90304,11.2,9.4,11.7,54.400000000000006,9.5,27.6,10.2,20.5,10.9,265.09999999999997
2014,90305,14.5,15.3,11.8,81.0,12.9,31.7,4.3,15.2,5.6,247.2
2014,90402,7.5,5.8,8.8,87.4,8.3,14.8,8.1,8.0,17.0,112.70000000000002
2014,90403,7.7,7.3,6.7,48.900000000000006,7.0,40.2,6.7,19.1,14.8,341.6
2014,90404,11.0,13.1,8.8,49.0,10.1,21.999999999999996,11.2,15.3,16.5,155.5
2014,90405,10.5,10.4,10.7,60.400000000000006,6.8,25.8,9.2,31.8,11.1,261.0
2014,90501,12.0,10.9,11.6,80.6,12.1,9.5,8.1,29.7,15.9,279.3
