year,zip_code,cars_count,vans_count,campers_or_rvs_count,tents_count,homeless_individuals_count
2013,91403,1.0,2.0,0.0,0.0,0.0
2013,91405,1.0,5.0,5.0,6.0,40.0
2013,91406,5.0,7.0,10.0,2.0,26.0
2013,91411,0.0,0.0,8.0,1.0,25.0
2013,91423,1.0,2.0,0.0,0.0,0.0
2013,91436,,,,,
2013,91501,3.0,1.0,10.0,2.0,14.0
2013,91504,3.0,6.0,16.0,2.0,20.0
2013,91505,13.0,13.0,31.0,0.0,24.0
2013,91506,2.0,4.0,10.0,0.0,10.0
2013,91601,17.0,18.0,15.0,0.0,46.0
2013,91602,12.0,10.0,0.0,0.0,32.0
2013,91604,1.0,1.0,0.0,0.0,8.0
2013,91605,46.0,46.0,50.0,2.0,80.0
2013,91606,10.0,16.0,42.0,2.0,41.0
2013,91607,6.0,0.0,7.0,2.0,10.0
2013,91608,,,,,
2013,91754,2.0,1.0,10.0,0.0,9.0
2013,91801,2.0,0.0,1.0,0.0,12.0
2013,91803,1.0,0.0,1.0,0.0,10.0
2015,90001,20.0,51.0,64.0,18.0,358.0
2015,90002,25.0,26.0,65.0,3.0,258.0
2015,90003,47.0,42.0,103.0,35.0,478.0
2015,90004,8.0,27.0,30.0,17.0,127.0
2015,90005,14.0,8.0,7.0,1.0,115.0
2015,90006,16.0,16.0,24.0,7.0,105.0
2015,90007,13.0,18.0,39.0,9.0,130.0
2015,90008,8.0,8.0,3.0,1.0,58.0
2015,90010,10.0,6.0,6.0,1.0,102.0
2015,90011,43.0,65.0,61.0,63.0,393.0
2015,90012,4.0,21.0,19.0,240.0,883.0
2015,90013,5.0,10.0,7.0,251.0,1180.0
2015,90014,6.0,15.0,14.0,152.0,986.0
2015,90015,13.0,27.0,29.0,94.0,663.0
2015,90016,50.0,42.0,56.0,18.0,142.0
2015,90017,12.0,36.0,8.0,50.0,227.0
2015,90018,48.0,45.0,35.0,1.0,104.0
2015,90019,30.0,37.0,47.0,4.0,95.0
2015,90020,12.0,24.0,6.0,11.0,88.0
2015,90021,6.0,14.0,14.0,136.0,702.0
2015,90023,10.0,30.0,26.0,9.0,68.0
2015,90024,3.0,5.0,3.0,1.0,61.0
2015,90025,14.0,15.0,14.0,1.0,145.0
2015,90026,8.0,44.0,31.0,28.0,121.0
2015,90027,20.0,19.0,5.0,4.0,142.0
2015,90028,55.0,17.0,31.0,15.0,396.0
2015,90029,29.0,27.0,16.0,17.0,191.0
2015,90031,22.0,27.0,37.0,29.0,91.0
2015,90032,16.0,10.0,41.0,11.0,22.0
2015,90033,12.0,30.0,23.0,13.0,84.0
2015,90034,12.0,13.0,50.0,3.0,75.0
2015,90035,9.0,3.0,8.0,0.0,43.0
2015,90036,2.0,7.0,20.0,2.0,147.0
2015,90037,22.0,45.0,51.0,8.0,236.0
2015,90038,47.0,25.0,32.0,15.0,182.0
2015,90039,2.0,2.0,7.0,5.0,35.0
2015,90041,9.0,11.0,18.0,0.0,15.0
2015,90042,2.0,11.0,30.0,13.0,20.0
2015,90043,11.0,12.0,13.0,1.0,47.0
2015,90044,29.0,35.0,100.0,14.0,433.0
2015,90045,13.0,16.0,66.0,19.0,62.0
2015,90046,14.0,7.0,7.0,3.0,167.0
2015,90047,14.0,26.0,81.0,5.0,253.0
2015,90048,1.0,0.0,1.0,0.0,90.0
2015,90049,2.0,6.0,8.0,0.0,68.0
2015,90056,16.0,5.0,9.0,0.0,21.0
2015,90057,11.0,23.0,14.0,13.0,213.0
2015,90058,30.0,34.0,36.0,53.0,286.0
2015,90059,38.0,45.0,52.0,5.0,226.0
2015,90061,92.0,76.0,201.0,21.0,270.0
2015,90062,7.0,19.0,13.0,4.0,92.0
2015,90063,15.0,24.0,34.0,0.0,46.0
2015,90064,16.0,7.0,19.0,0.0,68.0
2015,90065,9.0,20.0,34.0,8.0,35.0
2015,90066,50.0,86.0,101.0,8.0,78.0
2015,90067,5.0,0.0,0.0,0.0,6.0
2015,90068,9.0,5.0,6.0,14.0,76.0
2015,90069,1.0,0.0,0.0,0.0,18.0
2015,90071,0.0,0.0,0.0,21.0,174.0
2015,90073,0.0,0.0,0.0,0.0,0.0
2015,90077,1.0,1.0,0.0,1.0,27.0
2015,90079,1.0,2.0,0.0,6.0,68.0
2015,90089,2.0,0.0,3.0,0.0,16.0
2015,90090,0.0,0.0,0.0,0.0,0.0
2015,90094,2.0,1.0,7.0,0.0,0.0
2015,90095,1.0,1.0,0.0,1.0,27.0
2015,90210,2.0,0.0,0.0,0.0,30.0
2015,90211,1.0,0.0,1.0,0.0,23.0
2015,90212,4.0,0.0,3.0,0.0,27.0
2015,90230,19.0,17.0,26.0,0.0,22.0
2015,90232,2.0,6.0,25.0,0.0,42.0
2015,90245,2.0,4.0,8.0,0.0,24.0
2015,90247,12.0,8.0,22.0,1.0,47.0
2015,90248,90.0,99.0,236.0,10.0,156.0
2015,90250,2.0,21.0,10.0,27.0,46.0
2015,90262,25.0,28.0,29.0,6.0,63.0
2015,90265,1.0,2.0,4.0,0.0,9.0
2015,90272,3.0,1.0,3.0,9.0,70.0
2015,90275,1.0,3.0,0.0,4.0,2.0
2015,90280,10.0,31.0,15.0,2.0,94.0
2015,90290,0.0,1.0,3.0,0.0,1.0
2015,90291,56.0,74.0,54.0,60.0,445.0
2015,90292,5.0,16.0,14.0,7.0,42.0
2015,90293,2.0,5.0,9.0,1.0,27.0
2015,90301,0.0,0.0,8.0,3.0,47.0
2015,90302,17.0,4.0,5.0,3.0,30.0
2015,90304,2.0,11.0,9.0,14.0,58.0
2015,90305,1.0,5.0,2.0,0.0,17.0
2015,90402,2.0,2.0,2.0,9.0,48.0
2015,90403,3.0,2.0,0.0,0.0,71.0
2015,90404,14.0,22.0,7.0,2.0,234.0
2015,90405,21.0,39.0,24.0,7.0,252.0
2015,90501,2.0,7.0,17.0,0.0,9.0
2015,90502,0.0,20.0,14.0,0.0,6.0
2015,90504,3.0,6.0,2.0,0.0,18.0
2015,90710,2.0,6.0,5.0,22.0,27.0
2015,90717,1.0,4.0,1.0,0.0,25.0
2015,90731,12.0,16.0,45.0,9.0,99.0
2015,90732,7.0,14.0,24.0,4.0,28.0
2015,90744,25.0,34.0,85.0,40.0,142.0
2015,90745,3.0,9.0,16.0,8.0,24.0
2015,90802,0.0,0.0,0.0,0.0,0.0
2015,90810,1.0,4.0,21.0,6.0,7.0
2015,90813,,,,,
2015,91011,0.0,0.0,0.0,0.0,0.0
2015,91030,0.0,0.0,0.0,0.0,0.0
2015,91040,12.0,0.0,16.0,0.0,74.0
2015,91042,11.0,0.0,11.0,2.0,83.0
2015,91105,0.0,1.0,5.0,0.0,6.0
2015,91201,,,,,
2015,91204,,,,,
2015,91205,0.0,2.0,2.0,0.0,0.0
2015,91206,,,,,
2015,91214,7.0,0.0,0.0,0.0,29.0
2015,91302,0.0,0.0,1.0,0.0,1.0
2015,91303,3.0,14.0,29.0,0.0,30.0
2015,91304,6.0,14.0,35.0,0.0,28.0
2015,91306,6.0,2.0,34.0,0.0,43.0
2015,91307,2.0,1.0,9.0,0.0,9.0
2015,91311,8.0,9.0,37.0,0.0,31.0
2015,91316,6.0,2.0,5.0,1.0,13.0
2015,91321,14.0,5.0,20.0,1.0,18.0
2015,91324,10.0,7.0,28.0,5.0,50.0
2015,91325,8.0,2.0,15.0,5.0,38.0
2015,91326,1.0,3.0,12.0,2.0,8.0
2015,91330,3.0,1.0,1.0,0.0,30.0
2015,91331,12.0,32.0,72.0,12.0,183.0
2015,91335,3.0,2.0,11.0,1.0,15.0
2015,91340,3.0,4.0,22.0,5.0,39.0
2015,91342,38.0,14.0,79.0,12.0,194.0
2015,91343,7.0,10.0,5.0,0.0,25.0
2015,91344,0.0,0.0,0.0,0.0,3.0
2015,91345,2.0,0.0,2.0,1.0,8.0
2015,91352,19.0,25.0,59.0,4.0,102.0
2015,91356,1.0,7.0,6.0,2.0,23.0
2015,91364,4.0,9.0,8.0,0.0,36.0
2015,91367,10.0,15.0,26.0,0.0,52.0
2015,91371,1.0,0.0,5.0,0.0,11.0
2015,91401,4.0,1.0,10.0,1.0,38.0
2015,91402,8.0,14.0,35.0,11.0,137.0
2015,91403,6.0,3.0,0.0,2.0,38.0
2015,91405,18.0,7.0,22.0,1.0,55.0
2015,91406,9.0,4.0,7.0,1.0,24.0
2015,91411,0.0,1.0,7.0,2.0,28.0
2015,91423,7.0,5.0,4.0,2.0,39.0
2015,91436,0.0,0.0,0.0,0.0,0.0
2015,91501,3.0,0.0,4.0,0.0,38.0
2015,91504,3.0,0.0,7.0,0.0,21.0
2015,91505,9.0,7.0,12.0,1.0,35.0
2015,91506,3.0,6.0,2.0,0.0,8.0
2015,91601,22.0,17.0,17.0,1.0,43.0
2015,91602,15.0,11.0,10.0,1.0,35.0
2015,91604,8.0,5.0,11.0,1.0,23.0
2015,91605,27.0,31.0,66.0,1.0,86.0
2015,91606,25.0,17.0,38.0,0.0,35.0
2015,91607,1.0,1.0,4.0,0.0,8.0
2015,91608,2.0,2.0,4.0,1.0,5.0
2015,91754,3.0,2.0,0.0,0.0,6.0
2015,91801,1.0,4.0,0.0,3.0,8.0
2015,91803,0.0,2.0,0.0,0.0,5.0
2016,90001,30.0,40.0,73.0,23.0,680.0
2016,90002,23.0,20.0,63.0,21.0,496.0
2016,90003,44.0,36.0,76.0,63.0,1507.0
2016,90004,17.0,30.0,14.0,83.0,729.0
2016,90005,4.0,12.0,4.0,17.0,293.0
2016,90006,25.0,28.0,22.0,9.0,428.0
2016,90007,13.0,26.0,60.0,33.0,707.0
2016,90008,34.0,16.0,11.0,17.0,269.0
2016,90010,0.0,3.0,0.0,16.0,186.0
2016,90011,41.0,53.0,102.0,132.0,1546.0
2016,90012,10.0,6.0,13.0,210.0,1581.0
2016,90013,27.0,7.0,2.0,432.0,3851.0
2016,90014,21.0,9.0,2.0,363.0,3595.0
2016,90015,22.0,26.0,25.0,150.0,1324.0
2016,90016,38.0,20.0,46.0,16.0,393.0
2016,90017,5.0,15.0,7.0,101.0,834.0
2016,90018,15.0,20.0,35.0,8.0,366.0
2016,90019,11.0,18.0,52.0,3.0,336.0
2016,90020,5.0,12.0,0.0,20.0,224.0
2016,90021,23.0,8.0,4.0,402.0,3256.0
2016,90023,11.0,28.0,42.0,34.0,482.0
2016,90024,9.0,12.0,17.0,2.0,651.0
2016,90025,22.0,23.0,40.0,20.0,945.0
2016,90026,15.0,31.0,40.0,53.0,953.0
2016,90027,12.0,15.0,11.0,18.0,513.0
2016,90028,19.0,40.0,20.0,28.0,842.0
2016,90029,30.0,44.0,18.0,73.0,983.0
2016,90031,7.0,19.0,34.0,7.0,202.0
2016,90032,1.0,3.0,21.0,0.0,72.0
2016,90033,9.0,25.0,24.0,15.0,567.0
2016,90034,16.0,13.0,26.0,6.0,207.0
2016,90035,2.0,5.0,16.0,3.0,147.0
2016,90036,8.0,3.0,21.0,3.0,189.0
2016,90037,42.0,48.0,82.0,222.0,1861.0
2016,90038,23.0,39.0,24.0,15.0,530.0
2016,90039,7.0,20.0,17.0,8.0,222.0
2016,90041,8.0,9.0,30.0,1.0,117.0
2016,90042,12.0,7.0,54.0,3.0,211.0
2016,90043,10.0,11.0,12.0,0.0,123.0
2016,90044,41.0,38.0,83.0,50.0,1195.0
2016,90045,86.0,24.0,102.0,45.0,830.0
2016,90046,0.0,4.0,13.0,3.0,188.0
2016,90047,27.0,39.0,56.0,15.0,604.0
2016,90048,8.0,2.0,3.0,3.0,132.0
2016,90049,5.0,18.0,20.0,5.0,484.0
2016,90056,9.0,7.0,14.0,0.0,83.0
2016,90057,12.0,16.0,12.0,36.0,626.0
2016,90058,13.0,18.0,31.0,55.0,784.0
2016,90059,25.0,27.0,50.0,29.0,483.0
2016,90061,27.0,21.0,110.0,4.0,528.0
2016,90062,17.0,11.0,21.0,4.0,476.0
2016,90063,5.0,21.0,37.0,0.0,134.0
2016,90064,15.0,12.0,31.0,18.0,276.0
2016,90065,8.0,25.0,40.0,5.0,206.0
2016,90066,40.0,75.0,73.0,9.0,513.0
2016,90067,2.0,0.0,3.0,0.0,16.0
2016,90068,5.0,8.0,6.0,4.0,91.0
2016,90069,1.0,0.0,1.0,0.0,44.0
2016,90071,0.0,0.0,0.0,6.0,149.0
2016,90073,1.0,5.0,12.0,0.0,384.0
2016,90077,0.0,0.0,0.0,0.0,6.0
2016,90079,0.0,7.0,10.0,1.0,67.0
2016,90089,1.0,1.0,19.0,26.0,375.0
2016,90090,0.0,0.0,3.0,0.0,10.0
2016,90094,0.0,0.0,0.0,0.0,0.0
2016,90095,3.0,1.0,0.0,0.0,49.0
2016,90210,1.0,6.0,7.0,0.0,56.0
2016,90211,1.0,0.0,0.0,0.0,15.0
2016,90212,2.0,2.0,0.0,0.0,17.0
2016,90230,16.0,23.0,24.0,0.0,150.0
