year,zip_code,median_income,median_income_male,median_income_female,median_income_age_below_24,median_income_age_between_25_44,median_income_age_above_45,median_income_white,median_income_black,median_income_hispanic,median_income_other_races
2014,90016,38050.0,39056.75,28222.25,30232.5,35841.0,38495.0,64527.5,31649.0,40253.0,44507.0
2014,90017,21009.0,25984.5,17662.0,16009.0,27047.0,17292.5,41678.0,11981.0,18658.0,18987.0
2014,90018,32104.0,31080.5,21899.25,25266.5,30280.0,31570.5,50137.5,30644.0,34111.0,32315.5
2014,90019,43244.0,41880.5,41453.25,39093.0,47730.0,39158.5,63045.0,40449.0,35742.0,45027.25
2014,90020,37121.0,39921.5,29576.0,29628.0,38698.0,31722.0,37716.5,34417.0,33345.0,35676.0
2014,90021,12748.0,17053.5,26410.5,34375.0,39574.0,11692.0,21540.0,10466.0,13730.0,28529.0
2014,90023,37082.0,31643.25,19303.0,33027.0,38402.0,32113.5,36400.0,40859.0,37351.0,33502.5
2014,90024,59125.0,59109.25,39500.0,88427.5,70556.0,94395.0,73626.0,105417.0,40543.0,29893.666666666668
2014,90025,71278.0,67206.5,62009.5,61282.0,85399.0,59137.0,69840.5,86101.0,53854.0,91897.4
2014,90026,46435.0,47372.75,47237.0,33922.5,55311.0,38884.0,61080.0,29861.0,37242.0,51226.4
2014,90027,50316.0,59392.5,42314.0,42543.5,60822.0,37245.0,49133.0,50188.0,41429.0,49829.75
2014,90028,31742.0,40255.5,32541.75,25307.5,43018.0,24810.5,33807.0,22314.0,32860.0,29270.5
2014,90029,35253.0,39933.0,28460.0,30291.5,40617.0,28102.0,40494.5,20750.0,32205.0,35281.75
2014,90031,34656.0,38425.0,30331.0,29144.0,35945.0,32448.0,52048.5,26181.0,32718.0,31914.25
2014,90032,45208.0,50388.25,33518.25,35605.0,47307.0,43200.5,60034.5,37344.0,42692.0,45197.0
2014,90033,27190.0,23358.75,18327.5,24644.0,32835.0,23608.0,29392.0,17000.0,27755.0,31685.8
2014,90034,56743.0,54446.5,52780.75,48856.5,62468.0,50417.5,63023.0,50656.0,41778.0,61248.4
2014,90035,75327.0,64252.0,53693.0,83144.0,88328.0,57680.0,75763.0,56141.0,80916.0,81676.66666666667
2014,90036,71049.0,70581.25,60873.75,57009.5,76087.0,61372.0,72114.0,79231.0,59107.0,67905.66666666667
2014,90037,26638.0,22563.75,17294.5,23309.0,26786.0,24980.5,43419.5,21924.0,29147.0,24408.0
2014,90038,33850.0,38914.0,32942.75,25316.5,43371.0,25712.5,38813.5,28882.0,30176.0,29853.75
2014,90039,67170.0,69740.5,57361.75,57556.5,78175.0,54657.0,77905.0,52273.0,43772.0,57288.0
2014,90041,64545.0,51866.75,51587.25,58610.0,78125.0,58903.5,66027.5,50500.0,60661.0,73672.66666666667
2014,90042,51427.0,47041.0,44703.5,37815.0,59601.0,44111.0,60961.0,56433.0,42506.0,47341.5
2014,90043,38738.0,30363.25,31691.0,38530.0,38850.0,38412.0,70104.5,38020.0,39107.0,46619.25
2014,90044,28344.0,25080.75,21183.25,23144.5,28435.0,26694.5,25654.5,24415.0,32531.0,22762.8
2014,90045,78082.0,68645.25,47651.0,64607.5,87338.0,71273.5,90769.0,55754.0,62150.0,61592.4
2014,90046,56337.0,69546.25,47076.0,65460.5,66847.0,41898.5,57883.0,48390.0,48450.0,58570.75
2014,90047,40528.0,48668.25,27259.75,31248.0,43724.0,40040.5,60366.5,38905.0,45727.0,49225.0
2014,90048,72913.0,80589.75,60506.25,79205.5,89238.0,62503.0,74883.5,71154.0,54441.0,64374.333333333336
2014,90049,116732.0,101799.25,86955.5,137930.5,107881.0,134513.5,119406.5,21383.0,70511.0,99264.66666666667
2014,90056,76688.0,63331.75,69111.5,101071.0,67188.0,84208.5,81000.0,73965.0,,63649.0
2014,90057,26940.0,28601.25,19050.5,23617.0,30869.0,21286.5,28163.5,18476.0,27826.0,26792.0
2014,90058,15988.0,22626.75,11784.333333333334,15000.0,15500.0,17105.5,45649.0,14474.0,14792.0,26989.5
2014,90059,33678.0,34206.0,20409.5,21319.0,27550.0,32949.5,50178.0,28892.0,36514.0,37981.25
2014,90061,34566.0,30559.0,19296.0,25811.0,31621.0,38068.0,31329.0,30750.0,38481.0,46185.333333333336
2014,90062,32067.0,25503.25,21041.25,25297.0,28359.0,33801.0,31640.5,27728.0,37074.0,30583.0
2014,90063,39206.0,30593.75,24017.25,31017.0,42037.0,34420.5,35198.0,54044.0,39704.0,31269.0
2014,90064,86573.0,51886.0,66347.0,79083.5,91507.0,80573.0,90265.0,91853.0,45089.0,91437.0
2014,90065,52794.0,49598.25,46081.75,40234.5,53459.0,49168.5,63721.5,59571.0,40981.0,65629.2
2014,90066,68346.0,66355.75,56002.25,57877.0,72478.0,64754.5,76700.5,70156.0,51390.0,49406.0
2014,90067,89500.0,129808.0,58581.333333333336,75823.0,75396.0,110908.0,88807.0,,79722.0,89231.0
2014,90068,73373.0,85945.5,65712.0,81897.5,77532.0,71647.5,77320.0,46860.0,52279.0,58514.5
2014,90069,78607.0,100632.5,68057.75,87019.5,85000.0,64009.5,74992.5,81791.0,82287.0,91250.66666666667
2014,90071,,,,,,,,,,
2014,90073,,,,,,,,,,
2014,90077,172443.0,88757.0,63475.0,229773.0,209038.0,166808.0,179618.0,72411.0,77464.0,99583.0
2014,90079,,,,,,,,,,
2014,90089,10625.0,,,,,,,,,
2014,90090,,,,,,,,,,
2014,90094,96010.0,107158.25,59408.25,103650.5,118828.0,75697.0,109862.0,60218.0,61917.0,124179.0
2014,90095,,,,,,,,,,
2014,90210,138750.0,107055.0,52352.25,129492.0,148317.0,123440.5,144219.5,59250.0,89888.0,148359.33333333334
2014,90211,69942.0,68764.75,48297.0,53163.0,71972.0,64117.0,68774.0,148036.0,37857.0,51674.0
2014,90212,84516.0,92539.0,69258.25,63447.5,75735.0,93704.0,90949.5,77907.0,55069.0,50007.0
2014,90230,73786.0,76475.25,56107.5,55627.0,94273.0,61324.5,81430.0,53675.0,47426.0,55042.75
2014,90232,71316.0,62950.0,55812.5,90369.5,82206.0,65049.0,81604.0,34489.0,55547.0,65720.66666666667
2014,90245,84004.0,78054.75,63650.75,65148.5,87575.0,76384.0,85084.5,55474.0,85573.0,72945.75
2014,90247,42968.0,37423.25,32914.25,32312.0,39413.0,42556.5,48689.0,39758.0,38067.0,60586.2
2014,90248,51956.0,42665.0,75491.0,46604.0,52692.0,51257.0,53294.0,49423.0,41556.0,67433.0
2014,90250,45766.0,44736.25,36531.0,35601.0,43489.0,48345.0,58798.0,41547.0,42823.0,50397.2
2014,90262,42057.0,35014.0,34300.5,33527.0,38465.0,41898.0,32622.5,37002.0,43282.0,41327.25
2014,90265,124814.0,143653.25,60505.25,86928.0,140449.0,120380.5,123715.5,,132807.0,111245.0
2014,90272,157938.0,123573.0,80099.0,12143.0,203462.0,155620.0,161458.5,143056.0,56932.0,149330.5
2014,90275,120742.0,104716.0,84469.0,131731.0,121250.0,116424.5,118343.5,57411.0,129152.0,126451.75
2014,90280,43526.0,33098.25,25718.75,35445.0,43486.0,39558.5,44385.5,27426.0,43294.0,52413.0
2014,90290,106750.0,52815.666666666664,62091.0,153438.0,121548.0,90163.0,108260.0,,109091.0,107115.0
2014,90291,81025.0,74644.25,70340.75,63358.0,89493.0,72302.5,87728.5,56875.0,44097.0,49646.5
2014,90292,103319.0,112137.0,75481.0,98575.0,105455.0,100526.0,105897.0,112100.0,104053.0,74167.33333333333
2014,90293,84588.0,82059.75,68619.0,84813.0,95000.0,83197.5,87639.0,75482.0,85572.0,86751.75
2014,90301,37813.0,29336.75,33377.75,28619.5,36552.0,33971.5,36475.5,33598.0,39392.0,44552.6
2014,90302,41187.0,36826.5,42016.75,43440.0,40108.0,40647.5,49770.5,42217.0,37307.0,47725.4
2014,90304,36778.0,30970.5,28838.25,27225.5,34460.0,35548.5,43693.5,28199.0,37088.0,39788.75
2014,90305,62558.0,53057.75,67574.0,71298.0,63844.0,60463.5,46476.0,64568.0,44875.0,52490.5
2014,90402,131607.0,103642.0,92617.75,212135.0,116152.0,145077.0,125878.0,36932.0,64130.0,146823.0
2014,90403,72366.0,85734.25,63491.75,96639.5,91818.0,53301.0,69619.0,86182.0,88854.0,98154.33333333333
2014,90404,65035.0,73025.5,53321.25,54318.0,87338.0,49862.0,76927.5,32925.0,44101.0,67325.0
2014,90405,78756.0,79193.25,62191.5,87057.0,96645.0,64862.0,84638.0,52306.0,57109.0,60384.666666666664
2014,90501,59878.0,54760.75,37679.0,40921.0,59754.0,60474.5,69816.0,29673.0,48259.0,79502.6
2014,90502,62533.0,55513.0,41835.25,56440.5,70227.0,56882.5,57557.5,70441.0,52245.0,63279.5
2014,90504,75180.0,51313.25,46129.25,62500.0,78750.0,68655.5,81668.5,59750.0,65642.0,64534.0
2014,90710,54630.0,48929.0,38361.5,47405.0,58828.0,53702.0,53605.0,57386.0,48395.0,56797.6
2014,90717,56245.0,46897.5,38274.75,53033.5,61699.0,46976.5,64010.0,25362.0,52127.0,54860.25
2014,90731,49786.0,50989.0,39273.25,39299.0,51089.0,46433.5,57791.0,45595.0,40341.0,47482.6
2014,90732,84537.0,66601.0,56771.25,81966.5,95919.0,74655.5,89651.0,79107.0,73142.0,66787.0
2014,90744,41578.0,40315.75,28281.0,34952.0,39397.0,42757.5,42657.0,34918.0,41467.0,54396.4
2014,90745,71757.0,51364.25,40038.0,50041.5,77260.0,63030.0,56613.0,62724.0,63305.0,91440.4
2014,90802,44984.0,48450.0,37431.5,27666.0,50637.0,37268.5,49418.0,28816.0,38739.0,49200.4
2014,90810,49087.0,38651.5,32333.25,37702.0,46250.0,47009.5,37866.0,32263.0,50653.0,74124.2
2014,90813,31215.0,30438.75,23282.5,26058.0,33127.0,25954.0,32000.5,25723.0,31910.0,36141.4
2014,91011,152210.0,116853.75,63484.666666666664,174797.0,124470.0,143102.5,160779.0,,116281.0,148447.66666666666
2014,91030,80479.0,69662.75,58229.25,87731.5,77939.0,80083.5,83322.0,65559.0,71989.0,75207.25
2014,91040,70830.0,47305.0,49753.0,55353.5,90574.0,64046.0,70294.5,108229.0,51612.0,72433.33333333333
2014,91042,57640.0,49980.75,39924.0,37443.0,54296.0,51463.0,61261.5,80658.0,38015.0,62259.25
2014,91105,108882.0,114156.25,65750.0,103726.0,128182.0,109896.5,119451.5,88712.0,97031.0,98559.0
2014,91201,50526.0,42259.75,42204.0,45058.5,46076.0,48938.0,44971.5,135446.0,48656.0,56402.75
2014,91204,39753.0,38705.5,34381.5,35747.0,50420.0,32262.0,31186.0,47692.0,46680.0,46498.0
2014,91205,37414.0,32929.25,37384.25,42186.0,45160.0,29348.0,30822.0,52845.0,43147.0,40457.75
2014,91206,52077.0,52640.5,45671.5,48082.5,71146.0,46448.0,47229.5,94327.0,48482.0,73563.33333333333
2014,91214,89849.0,48325.5,77673.5,102855.0,102593.0,77004.0,90922.0,,118542.0,93608.66666666667
2014,91302,121715.0,105500.5,50481.25,86643.0,119940.0,120540.0,122115.5,103309.0,77344.0,135839.66666666666
2014,91303,46187.0,38119.75,39874.75,40143.5,49981.0,39676.0,48620.5,51220.0,40706.0,50136.5
2014,91304,58361.0,49837.5,40561.75,42589.5,51410.0,57437.0,68367.0,45089.0,42768.0,45029.0
2014,91306,60959.0,43209.75,41600.75,46008.0,63938.0,53512.5,63755.0,62969.0,49305.0,47066.25
2014,91307,98655.0,84107.0,54716.25,90759.5,117527.0,79759.0,90595.5,119432.0,84167.0,114649.75
2014,91311,80279.0,65597.5,48805.25,48557.0,78058.0,75933.5,80527.5,65953.0,62016.0,59400.25
2014,91316,62016.0,51744.0,52145.25,66352.0,71809.0,56841.0,62703.5,66172.0,56755.0,67960.66666666667
2014,91321,57654.0,58714.0,38171.25,51175.0,51529.0,62219.0,61732.0,64318.0,45250.0,56165.0
2014,91324,58993.0,38413.75,36100.0,39289.0,71508.0,58675.0,66397.5,40871.0,50203.0,53092.333333333336
2014,91325,57883.0,47966.0,35902.25,42035.5,58969.0,67412.5,66040.5,48523.0,53549.0,47286.0
2014,91326,98831.0,60898.0,51626.5,109609.0,103773.0,90798.5,98360.0,64821.0,84293.0,78574.75
2014,91330,,,,,,,,,,
2014,91331,51345.0,46239.5,24113.5,38971.0,51049.0,47069.0,48189.0,43667.0,50786.0,59664.75
2014,91335,51398.0,47116.5,38392.5,38637.5,55778.0,45961.0,51149.5,42917.0,47196.0,50612.5
2014,91340,55217.0,46791.5,29238.25,54322.5,56036.0,48362.0,62216.0,49181.0,54002.0,77209.5
2014,91342,60899.0,53768.5,40343.0,52622.0,63647.0,56163.0,62502.0,49653.0,58718.0,68331.8
2014,91343,55238.0,48634.75,38022.0,36030.5,52574.0,56349.5,63897.5,55197.0,42927.0,64085.2
2014,91344,77247.0,54085.5,50009.25,63599.5,81353.0,68942.5,76511.0,81850.0,72983.0,85305.8
2014,91345,60148.0,67472.0,44337.75,61844.0,73395.0,55078.0,54960.0,91875.0,61337.0,63175.25
2014,91352,49088.0,46189.0,32775.25,45486.0,44730.0,49268.0,53822.5,35819.0,44026.0,59989.5
2014,91356,69148.0,53459.5,56663.5,47998.5,65148.0,70810.0,73128.0,83958.0,47679.0,64631.666666666664
2014,91364,93919.0,74714.75,64131.0,75126.0,102708.0,88998.0,95433.5,98942.0,81979.0,66715.5
2014,91367,77152.0,79734.5,50126.25,70759.0,87842.0,71180.0,76651.5,68777.0,73304.0,77864.5
2014,91371,,,,,,,,,,
2014,91401,48994.0,46429.0,38508.25,36126.0,47455.0,49846.5,59983.5,35884.0,37687.0,42741.75
2014,91402,39009.0,32654.5,26050.0,30833.5,37755.0,36743.5,39063.0,33977.0,35179.0,48838.0
2014,91403,75334.0,69366.75,52800.5,74726.5,73862.0,76553.0,78469.5,40963.0,68389.0,57213.333333333336
2014,91405,38162.0,32110.25,28716.5,33616.5,40370.0,32396.0,43283.5,29123.0,34818.0,51300.4
2014,91406,50381.0,45155.75,35674.75,37587.5,54769.0,45085.5,54857.0,50513.0,45413.0,48386.25
2014,91411,43758.0,43763.75,40881.75,33579.0,55028.0,34118.0,49787.5,38986.0,38342.0,40402.25
2014,91423,75671.0,64059.25,61488.0,76046.5,80788.0,68019.5,77352.5,60529.0,49788.0,74754.0
2014,91436,128060.0,122658.25,73754.75,136793.5,123804.0,126064.5,130621.5,,86250.0,168363.0
2014,91501,62500.0,44831.0,48031.75,75604.0,72266.0,49110.0,54587.5,25877.0,68365.0,79037.0
2014,91504,71296.0,51000.75,53286.0,56975.0,74677.0,67684.5,74624.5,39125.0,48417.0,66381.66666666667
2014,91505,77679.0,65883.25,56518.0,76230.0,90320.0,64466.5,75466.0,73325.0,76161.0,87774.75
2014,91506,70408.0,70734.5,48052.75,70458.0,100798.0,62439.5,68716.0,103250.0,60115.0,68918.33333333333
2014,91601,47202.0,49993.75,40236.0,39605.5,54193.0,35253.0,50010.0,47036.0,40563.0,42084.4
2014,91602,63544.0,55573.0,51583.75,56270.0,65855.0,57044.0,65706.5,42271.0,63250.0,68135.66666666667
2014,91604,90528.0,97406.25,65480.75,100076.0,99199.0,84507.5,91762.0,77344.0,87308.0,97001.0
2014,91605,43707.0,36806.5,31653.25,31389.0,41810.0,43838.5,46805.0,27546.0,38724.0,47028.5
2014,91606,42195.0,37506.0,34019.0,35148.5,45560.0,39177.0,43573.5,51542.0,37242.0,50703.5
2014,91607,52274.0,50361.25,41553.75,63986.5,53838.0,46975.5,51115.5,54946.0,52485.0,69924.0
2014,91608,,,,,,,,,,
2014,91754,56767.0,38739.0,37650.0,60061.0,72171.0,49125.5,54329.5,72188.0,61788.0,63971.6
2014,91801,51225.0,52966.0,39356.0,41088.0,62679.0,40339.5,60834.0,45469.0,53346.0,61738.5
2014,91803,56632.0,57026.75,38273.25,50375.0,70374.0,49941.5,55341.5,72813.0,58196.0,60069.0
2015,90001,33887.0,27998.0,24510.0,26196.0,32780.0,31529.5,35078.5,23205.0,35215.0,30257.5
2015,90002,30413.0,26126.25,17455.5,24894.5,28313.0,29615.5,28985.0,22154.0,36188.0,29145.4
2015,90003,30805.0,23049.5,22081.0,24899.5,29695.0,29849.0,33143.0,20575.0,36566.0,43046.666666666664
2015,90004,40612.0,29452.0,29601.0,31718.0,40825.0,36286.5,56666.5,29219.0,33616.0,39654.333333333336
2015,90005,31142.0,30714.5,26472.5,26143.5,34707.0,24862.5,35841.5,29737.0,29485.0,34266.75
2015,90006,31521.0,31016.0,23783.0,29580.5,32298.0,26888.0,34580.0,24773.0,31342.0,27627.25
2015,90007,22304.0,24816.0,18523.0,16092.0,30210.0,23306.5,21201.0,17144.0,28635.0,21844.25
2015,90008,36564.0,39861.0,32594.0,35563.0,,,55936.0,38253.0,29527.0,38898.0
2015,90010,45786.0,,,49297.0,54250.0,40207.0,48039.0,,37083.0,37103.0
2015,90011,30251.0,23533.75,18505.0,24002.0,28034.0,28011.0,35112.0,20983.0,31615.0,30893.25
2015,90012,31576.0,59134.75,25504.75,27394.5,57139.0,22254.5,61558.5,61165.0,31066.0,40808.75
2015,90013,19887.0,41579.666666666664,53495.333333333336,,,,63755.5,11354.0,13299.0,21115.5
2015,90014,23642.0,,,,,,46767.5,10585.0,23180.0,14047.0
2015,90015,29684.0,35056.5,29884.75,19867.0,43173.0,21697.5,46247.5,31944.0,22128.0,29456.666666666668
2015,90016,38330.0,38332.75,33279.75,30045.5,36383.0,39928.0,57076.0,31867.0,41257.0,54548.25
2015,90017,22754.0,22500.0,18590.0,18568.0,29040.0,19194.0,44299.5,12335.0,20133.0,21920.5
2015,90018,33864.0,34805.0,27171.0,27649.5,33626.0,31778.0,50603.0,33261.0,34992.0,32456.5
2015,90019,46571.0,45714.0,31756.0,41874.0,49642.0,40777.0,65175.0,40430.0,37344.0,47783.75
2015,90020,38849.0,40641.5,33565.25,30887.5,41132.0,33351.5,42861.5,38510.0,34435.0,37338.666666666664
2015,90021,12813.0,19596.333333333332,28152.0,28864.0,38281.0,11650.0,,8571.0,14007.0,39490.5
2015,90023,35736.0,39900.0,23611.0,32857.5,36995.0,31573.0,28230.5,34375.0,36322.0,37257.333333333336
2015,90024,57202.0,104737.0,86500.0,103445.5,73050.0,97859.0,74544.5,,29115.0,29267.5
2015,90025,71183.0,70417.33333333333,63855.0,66008.0,85845.0,56988.5,68630.5,75213.0,51228.0,91495.8
2015,90026,47993.0,51908.5,46965.75,34240.0,56780.0,39817.5,63926.0,29420.0,37449.0,43889.0
2015,90027,51595.0,66625.0,34667.0,44399.5,61485.0,37984.5,52142.5,51827.0,39915.0,56462.333333333336
2015,90028,33582.0,40935.75,34169.25,25771.5,44251.0,23840.0,34707.0,26250.0,34946.0,34763.25
2015,90029,33912.0,39303.0,30186.25,29796.5,40670.0,27112.0,39295.5,21693.0,31165.0,36969.0
2015,90031,34994.0,35313.0,25000.0,29273.0,42546.0,30791.0,49085.5,,33750.0,39281.5
2015,90032,45457.0,38356.0,30808.0,31786.5,49641.0,42096.5,61905.0,35461.0,42547.0,51621.0
2015,90033,27622.0,25363.75,19192.5,24331.5,33011.0,23820.5,31553.5,17311.0,28253.0,23876.5
2015,90034,58004.0,54516.0,51621.25,50038.0,63352.0,52364.0,63477.5,50816.0,46961.0,62319.2
2015,90035,73794.0,,,78361.5,85487.0,58588.5,72332.5,58521.0,78281.0,84444.33333333333
2015,90036,69894.0,,,58562.5,75147.0,61059.0,70899.5,103056.0,57054.0,60876.0
2015,90037,27179.0,28525.0,21147.0,24172.0,27625.0,24989.5,37822.5,22103.0,29659.0,29654.666666666668
2015,90038,33800.0,32193.0,24718.0,26705.5,41982.0,25813.0,41530.5,28452.0,27361.0,40439.666666666664
2015,90039,70560.0,54077.0,55785.0,58368.5,81993.0,56631.5,82500.5,,40432.0,61989.25
2015,90041,63358.0,85481.0,48143.0,80703.0,,,60773.5,50977.0,57784.0,71582.33333333333
2015,90042,49630.0,44656.0,43704.75,37034.0,55738.0,43376.0,59535.0,55018.0,42082.0,47882.25
2015,90043,38180.0,49363.0,33328.0,36230.5,38770.0,36952.0,71963.0,35686.0,41826.0,59372.0
2015,90044,29206.0,30938.0,22525.0,26442.0,27615.0,27061.0,24496.5,26005.0,31838.0,25833.0
2015,90045,75684.0,45855.0,56397.0,62503.5,80592.0,74486.5,90151.5,58359.0,65018.0,62519.25
2015,90046,57941.0,69611.25,48958.75,70799.0,68005.0,47172.5,59852.5,46654.0,53482.0,61042.0
2015,90047,39269.0,40044.75,31277.75,28802.5,41739.0,38514.0,62387.0,37536.0,44481.0,48610.0
2015,90048,78940.0,75687.0,66386.66666666667,78484.0,90565.0,67262.0,84151.5,81250.0,57424.0,66766.66666666667
2015,90049,115629.0,126625.0,100750.0,133433.5,109464.0,132585.0,118385.5,,69754.0,99250.0
2015,90056,84099.0,70978.66666666667,68593.66666666667,120511.0,112981.0,84906.0,77083.0,82500.0,51288.0,175461.0
2015,90057,27890.0,29185.75,19672.25,25289.0,31181.0,22327.0,26726.5,18203.0,28819.0,27462.0
2015,90058,17018.0,,,,,,47050.5,13843.0,16200.0,14821.0
2015,90059,32506.0,31194.0,22355.0,33093.0,26979.0,34326.5,49861.0,27420.0,35967.0,32473.0
2015,90061,33731.0,42656.0,28046.0,25560.5,30062.0,36612.5,40313.0,29792.0,38699.0,45874.5
2015,90062,34588.0,41542.0,26435.0,31995.0,,,41532.0,29476.0,38696.0,33406.0
2015,90063,40006.0,37662.0,32771.0,31716.5,41676.0,37408.0,48348.5,,40036.0,33662.0
2015,90064,87283.0,,,83577.0,91800.0,84992.5,91440.0,90702.0,46685.0,97646.0
2015,90065,54078.0,38947.0,30277.0,40748.0,54619.0,49930.5,64078.5,59816.0,41708.0,53355.75
2015,90066,68132.0,63673.5,56538.5,56039.0,72368.0,64548.0,77046.0,64906.0,48555.0,54933.0
2015,90067,97891.0,151406.0,59709.5,,75128.0,123055.5,101535.0,,,62188.0
2015,90068,73693.0,173750.0,67857.0,76796.5,74366.0,78217.0,77243.5,56756.0,49817.0,81280.66666666667
2015,90069,78979.0,,,101248.0,84498.0,66305.0,74346.5,81783.0,83542.0,89686.33333333333
2015,90071,,,,,,,,,,
2015,90073,,,,,,,,,,
2015,90077,164281.0,,,222569.0,221250.0,159784.0,165812.5,,,205312.5
2015,90079,,,,,,,,,,
2015,90089,,,,,,,,,,
2015,90090,,,,,,,,,,
2015,90094,104367.0,,,103777.0,118846.0,88581.0,104792.0,60542.0,93750.0,121750.0
2015,90095,,,,,,,,,,
2015,90210,145227.0,132174.66666666666,52776.666666666664,242727.0,,,147477.5,,104432.0,135010.0
2015,90211,69638.0,,,60522.0,69444.0,73949.5,67878.0,148036.0,61141.0,78409.0
2015,90212,92476.0,88587.0,63977.0,65497.5,91500.0,102576.0,100256.5,78190.0,,71490.0
2015,90230,74823.0,76871.5,54510.75,55014.0,84096.0,66679.5,79450.5,53790.0,46058.0,67448.0
2015,90232,77004.0,66655.33333333333,56334.0,96232.0,86958.0,68831.5,84635.5,65625.0,55234.0,69125.0
2015,90245,85727.0,80389.0,62320.0,73184.5,89222.0,80416.5,86583.5,69821.0,85231.0,80413.66666666667
2015,90247,42926.0,37256.0,40377.75,29885.5,40514.0,41710.5,45995.5,42083.0,37416.0,53072.75
2015,90248,53306.0,,,45327.0,52264.0,53630.5,51525.0,50951.0,49152.0,77230.33333333333
2015,90250,46172.0,45989.0,35573.0,35958.5,43912.0,47717.5,61499.5,37883.0,44794.0,57215.0
2015,90262,43231.0,33603.0,31133.5,39608.5,40641.0,42151.5,33095.0,40102.0,44419.0,41918.5
2015,90265,123681.0,100850.0,60156.0,164015.0,,,123599.0,212292.0,133649.0,132917.0
2015,90272,166021.0,98173.0,76042.0,,,,165802.0,,145625.0,149688.0
2015,90275,118790.0,99326.0,78822.75,131393.5,120750.0,115772.0,116742.0,93750.0,116719.0,110526.25
2015,90280,43552.0,32029.75,25800.0,35367.5,43715.0,40138.5,41615.5,39485.0,43436.0,50595.0
2015,90290,99505.0,,,112019.0,117404.0,89631.5,99923.5,,,
2015,90291,80111.0,53906.0,43125.0,60926.0,85206.0,68385.0,86111.5,34125.0,44135.0,54331.75
2015,90292,100507.0,,,120028.0,,,103352.5,111330.0,102539.0,75690.33333333333
2015,90293,82055.0,,,77760.0,95017.0,76255.0,85641.0,75399.0,85282.0,76896.25
2015,90301,37424.0,34107.0,33401.0,27271.0,36971.0,33275.0,34166.5,34119.0,39745.0,42928.333333333336
2015,90302,41426.0,47516.0,33832.0,40368.0,41061.0,41449.5,55166.0,41654.0,37833.0,60065.0
2015,90304,36412.0,24727.0,26267.0,26862.0,32222.0,35120.5,37555.0,28750.0,36984.0,31736.0
2015,90305,65633.0,,,70767.0,64697.0,61717.5,61241.5,67252.0,42337.0,44875.0
2015,90402,134638.0,,,204236.0,117254.0,153337.0,128782.0,,,201222.0
2015,90403,78151.0,101295.5,64268.5,91181.0,92320.0,62395.0,74451.5,90921.0,79545.0,90652.5
2015,90404,66623.0,67159.0,32434.0,57383.5,91026.0,50174.0,80695.0,29485.0,43373.0,63631.333333333336
2015,90405,77948.0,,,96464.0,98333.0,62123.5,84509.0,47063.0,46096.0,62363.333333333336
2015,90501,61536.0,60286.0,43717.666666666664,42718.5,60157.0,61701.5,69775.0,31373.0,46744.0,81882.6
2015,90502,64232.0,,,56190.0,72298.0,57185.5,61018.0,69714.0,50595.0,93484.25
2015,90504,73380.0,52913.5,46615.0,61339.0,77880.0,71078.0,80845.0,51069.0,58665.0,60940.333333333336
2015,90710,52294.0,45060.0,31958.0,50890.0,,,53959.5,54250.0,44198.0,62450.75
2015,90717,56103.0,48155.0,37152.25,51649.5,61961.0,46247.0,63998.0,25108.0,54900.0,51034.0
2015,90731,50879.0,50752.5,35581.25,40662.0,53366.0,47786.0,59183.0,40000.0,42095.0,46542.25
2015,90732,84679.0,87625.0,57843.0,104594.0,,,89870.5,100571.0,75046.0,72545.33333333333
2015,90744,41569.0,39838.25,26648.25,34391.0,40891.0,41789.5,42927.0,36406.0,41279.0,45605.0
2015,90745,71443.0,48541.75,45587.75,50172.5,74396.0,64293.0,56374.5,60524.0,62597.0,89501.6
2015,90802,42829.0,44090.5,35930.0,28391.5,50559.0,34169.0,45727.5,30812.0,37511.0,48145.2
2015,90810,49517.0,29013.0,35968.666666666664,38011.5,46425.0,45963.5,38371.5,32039.0,48551.0,56439.4
2015,90813,30936.0,28411.5,21883.25,27048.5,32324.0,26202.0,31194.5,26642.0,31170.0,29513.0
2015,91011,156933.0,,,200083.0,152422.0,148313.5,162252.5,,121250.0,171918.0
2015,91030,79089.0,,,96591.5,81615.0,72948.0,78321.0,,70948.0,75999.0
2015,91040,71411.0,69000.0,33884.0,54186.5,82359.0,65106.0,71950.0,97074.0,44630.0,84345.33333333333
2015,91042,58020.0,46989.0,38079.0,62300.0,,,61404.5,,40278.0,69735.33333333333
2015,91105,107209.0,110382.33333333333,78065.0,188555.0,,,113312.0,89977.0,98795.0,93987.33333333333
2015,91201,49215.0,,,52326.5,46932.0,42415.0,45079.5,,44933.0,58924.75
2015,91204,42277.0,43502.0,37704.333333333336,39180.5,51531.0,33459.0,32910.0,38681.0,48454.0,48086.333333333336
2015,91205,36971.0,42425.0,33982.0,42602.5,48361.0,29129.5,30708.5,53365.0,41434.0,49765.333333333336
2015,91206,52277.0,60543.0,50067.0,47647.5,75966.0,44206.5,48383.5,93958.0,46727.0,71371.0
2015,91214,87612.0,49922.25,75609.5,101444.0,101706.0,74748.0,87989.5,,131747.0,97447.33333333333
2015,91302,114688.0,109464.0,50976.0,136146.0,,,114541.0,103361.0,80509.0,126870.0
2015,91303,45793.0,31538.0,28848.0,33306.5,46830.0,40397.0,45043.5,53854.0,40168.0,48790.333333333336
2015,91304,61339.0,49762.5,40379.25,45726.0,56098.0,58632.0,72149.0,41220.0,43013.0,57543.5
