year,zip_code,median_gross_rent
2011,91307,
2011,91311,1441.0
2011,91316,1437.0
2011,91321,1292.0
2011,91324,1281.0
2011,91325,1203.0
2011,91326,1510.0
2011,91330,900.0
2011,91331,1199.0
2011,91335,1163.0
2011,91340,1142.0
2011,91342,1280.0
2011,91343,1098.0
2011,91344,1527.0
2011,91345,1182.0
2011,91352,1098.0
2011,91356,1198.0
2011,91364,1696.0
2011,91367,1703.0
2011,91371,
2011,91401,1107.0
2011,91402,1081.0
2011,91403,1533.0
2011,91405,1015.0
2011,91406,1105.0
2011,91411,1156.0
2011,91423,1464.0
2011,91436,
2011,91501,1402.0
2011,91504,1328.0
2011,91505,1362.0
2011,91506,1316.0
2011,91601,1187.0
2011,91602,1359.0
2011,91604,1576.0
2011,91605,1022.0
2011,91606,1050.0
2011,91607,1237.0
2011,91608,
2011,91754,1157.0
2011,91801,1172.0
2011,91803,1148.0
2012,90001,950.0
2012,90002,940.0
2012,90003,999.0
2012,90004,1040.0
2012,90005,920.0
2012,90006,897.0
2012,90007,963.0
2012,90008,1000.0
2012,90010,1633.0
2012,90011,964.0
2012,90012,975.0
2012,90013,536.0
2012,90014,441.0
2012,90015,794.0
2012,90016,1023.0
2012,90017,823.0
2012,90018,954.0
2012,90019,1113.0
2012,90020,1099.0
2012,90021,441.0
2012,90023,972.0
2012,90024,1772.0
2012,90025,1540.0
2012,90026,1038.0
2012,90027,1149.0
2012,90028,1060.0
2012,90029,954.0
2012,90031,956.0
2012,90032,1028.0
2012,90033,889.0
2012,90034,1363.0
2012,90035,1616.0
2012,90036,1774.0
2012,90037,898.0
2012,90038,1013.0
2012,90039,1248.0
2012,90041,1199.0
2012,90042,1087.0
2012,90043,1013.0
2012,90044,961.0
2012,90045,1647.0
2012,90046,1340.0
2012,90047,979.0
2012,90048,1639.0
2012,90049,1817.0
2012,90056,1589.0
2012,90057,874.0
2012,90058,695.0
2012,90059,935.0
2012,90061,1029.0
2012,90062,993.0
2012,90063,964.0
2012,90064,1615.0
2012,90065,1055.0
2012,90066,1359.0
2012,90067,
2012,90068,1409.0
2012,90069,1509.0
2012,90071,
2012,90073,
2012,90077,1847.0
2012,90079,
2012,90089,925.0
2012,90090,
2012,90094,
2012,90095,
2012,90210,1883.0
2012,90211,1743.0
2012,90212,1955.0
2012,90230,1433.0
2012,90232,1363.0
2012,90245,1464.0
2012,90247,1076.0
2012,90248,998.0
2012,90250,1029.0
2012,90262,1006.0
2012,90265,
2012,90272,
2012,90275,
2012,90280,975.0
2012,90290,1967.0
2012,90291,1513.0
2012,90292,
2012,90293,1824.0
2012,90301,1037.0
2012,90302,1075.0
2012,90304,954.0
2012,90305,1192.0
2012,90402,1812.0
2012,90403,1615.0
2012,90404,1393.0
2012,90405,1456.0
2012,90501,1170.0
2012,90502,1162.0
2012,90504,1335.0
2012,90710,1050.0
2012,90717,1182.0
2012,90731,1107.0
2012,90732,1516.0
2012,90744,982.0
2012,90745,1265.0
2012,90802,1032.0
2012,90810,985.0
2012,90813,936.0
2012,91011,
2012,91030,1399.0
2012,91040,1203.0
2012,91042,1153.0
2012,91105,1805.0
2012,91201,1301.0
2012,91204,1160.0
