year,zip_code,population,population_male,population_female,population_age_below_24,population_age_between_25_44,population_age_above_45
2020,90232,14921.0,7175.0,7746.0,3437.0,5501.0,5983.0
2020,90245,16575.0,8289.0,8286.0,4525.0,5693.0,6357.0
2020,90247,47507.0,23838.0,23669.0,13593.0,14592.0,19322.0
2020,90248,11425.0,5244.0,6181.0,2909.0,2820.0,5696.0
2020,90250,95115.0,46456.0,48659.0,33677.0,29932.0,31506.0
2020,90262,69369.0,33820.0,35549.0,26771.0,22512.0,20086.0
2020,90265,18028.0,9055.0,8973.0,4784.0,3111.0,10133.0
2020,90272,21848.0,10388.0,11460.0,6432.0,4018.0,11398.0
2020,90275,41731.0,20233.0,21498.0,11713.0,6265.0,23753.0
2020,90280,94905.0,46813.0,48092.0,35939.0,27581.0,31385.0
2020,90290,5200.0,2600.0,2600.0,1286.0,1176.0,2738.0
2020,90291,27556.0,13976.0,13580.0,4821.0,11916.0,10819.0
2020,90292,23931.0,12260.0,11671.0,4512.0,9401.0,10018.0
2020,90293,12915.0,6628.0,6287.0,1871.0,5328.0,5716.0
2020,90301,39320.0,19883.0,19437.0,13346.0,11261.0,14713.0
2020,90302,29367.0,13618.0,15749.0,9492.0,9200.0,10675.0
2020,90304,26584.0,13675.0,12909.0,10120.0,8064.0,8400.0
2020,90305,15373.0,7340.0,8033.0,3193.0,4309.0,7871.0
2020,90402,11637.0,5618.0,6019.0,3174.0,2482.0,5981.0
2020,90403,24359.0,12138.0,12221.0,4048.0,8657.0,11654.0
2020,90404,23107.0,11192.0,11915.0,5701.0,8063.0,9343.0
2020,90405,27509.0,13596.0,13913.0,5511.0,9783.0,12215.0
2020,90501,42298.0,20569.0,21729.0,13608.0,12858.0,15832.0
2020,90502,18527.0,9009.0,9518.0,4120.0,5711.0,8696.0
2020,90504,32703.0,15919.0,16784.0,9320.0,8618.0,14765.0
2020,90710,28566.0,13270.0,15296.0,8871.0,7712.0,11983.0
2020,90717,20919.0,10159.0,10760.0,5932.0,5363.0,9624.0
2020,90731,60813.0,29712.0,31101.0,18201.0,18464.0,24148.0
2020,90732,22561.0,10712.0,11849.0,5121.0,5319.0,12121.0
2020,90744,56450.0,29114.0,27336.0,22644.0,16166.0,17640.0
2020,90745,55567.0,27575.0,27992.0,17438.0,14569.0,23560.0
2020,90802,39165.0,20657.0,18508.0,8797.0,17012.0,13356.0
2020,90810,36657.0,17986.0,18671.0,12811.0,10365.0,13481.0
2020,90813,56726.0,28343.0,28383.0,22517.0,17910.0,16299.0
2020,91011,20174.0,9963.0,10211.0,6689.0,3571.0,9914.0
2020,91030,25478.0,12685.0,12793.0,7145.0,7992.0,10341.0
2020,91040,20606.0,10366.0,10240.0,4781.0,5077.0,10748.0
2020,91042,26617.0,13241.0,13376.0,6413.0,6631.0,13573.0
2020,91105,12648.0,6270.0,6378.0,2819.0,3331.0,6498.0
2020,91201,22786.0,10247.0,12539.0,6281.0,6069.0,10436.0
2020,91204,18950.0,9090.0,9860.0,4506.0,6816.0,7628.0
2020,91205,37549.0,17536.0,20013.0,9213.0,11433.0,16903.0
2020,91206,33781.0,15820.0,17961.0,8112.0,9699.0,15970.0
2020,91214,31668.0,15332.0,16336.0,10077.0,7095.0,14496.0
2020,91302,26961.0,12995.0,13966.0,8358.0,5177.0,13426.0
2020,91303,31024.0,15637.0,15387.0,10207.0,11373.0,9444.0
2020,91304,53637.0,26692.0,26945.0,15856.0,14409.0,23372.0
2020,91306,50319.0,24420.0,25899.0,15823.0,14728.0,19768.0
2020,91307,25794.0,12333.0,13461.0,7740.0,5203.0,12851.0
2020,91311,41811.0,20405.0,21406.0,11528.0,10876.0,19407.0
2020,91316,30412.0,14002.0,16410.0,7609.0,8586.0,14217.0
2020,91321,34340.0,17028.0,17312.0,13023.0,8371.0,12946.0
2020,91324,30995.0,16785.0,14210.0,9231.0,9014.0,12750.0
2020,91325,34637.0,16403.0,18234.0,11243.0,10156.0,13238.0
2020,91326,36126.0,18152.0,17974.0,9677.0,8129.0,18320.0
2020,91330,3136.0,1270.0,1866.0,2951.0,185.0,0.0
2020,91331,103683.0,50702.0,52981.0,37005.0,30191.0,36487.0
2020,91335,80937.0,39798.0,41139.0,25131.0,23304.0,32502.0
2020,91340,37221.0,18719.0,18502.0,12673.0,11024.0,13524.0
2020,91342,94432.0,46406.0,48026.0,32126.0,26366.0,35940.0
2020,91343,65344.0,31768.0,33576.0,23899.0,18256.0,23189.0
2020,91344,55694.0,27833.0,27861.0,15897.0,13627.0,26170.0
2020,91345,18825.0,9048.0,9777.0,5426.0,5265.0,8134.0
2020,91352,46027.0,22795.0,23232.0,14899.0,13396.0,17732.0
2020,91356,30700.0,15194.0,15506.0,8010.0,7717.0,14973.0
2020,91364,28395.0,13848.0,14547.0,7912.0,7554.0,12929.0
2020,91367,45074.0,21769.0,23305.0,11207.0,13467.0,20400.0
2020,91371,0.0,0.0,0.0,0.0,0.0,0.0
2020,91401,40405.0,20079.0,20326.0,11855.0,13717.0,14833.0
2020,91402,70702.0,35489.0,35213.0,24321.0,21870.0,24511.0
2020,91403,25837.0,13200.0,12637.0,5306.0,9520.0,11011.0
2020,91405,56821.0,27430.0,29391.0,18585.0,19278.0,18958.0
2020,91406,54309.0,27372.0,26937.0,17561.0,17877.0,18871.0
2020,91411,24893.0,12770.0,12123.0,7312.0,8980.0,8601.0
2020,91423,32968.0,15610.0,17358.0,7173.0,11940.0,13855.0
2020,91436,16737.0,7897.0,8840.0,4900.0,3257.0,8580.0
2020,91501,19459.0,9533.0,9926.0,4847.0,5797.0,8815.0
2020,91504,27975.0,13694.0,14281.0,8208.0,7845.0,11922.0
2020,91505,31139.0,15189.0,15950.0,8530.0,9921.0,12688.0
2020,91506,17864.0,8390.0,9474.0,4126.0,5019.0,8719.0
2020,91601,35312.0,17772.0,17540.0,7829.0,16510.0,10973.0
2020,91602,20339.0,10013.0,10326.0,3504.0,8207.0,8628.0
2020,91604,34021.0,17478.0,16543.0,7582.0,11817.0,14622.0
2020,91605,52345.0,25538.0,26807.0,16685.0,16090.0,19570.0
2020,91606,45003.0,22797.0,22206.0,12894.0,15349.0,16760.0
2020,91607,31039.0,14463.0,16576.0,6833.0,12125.0,12081.0
2020,91608,18.0,9.0,9.0,0.0,18.0,0.0
2020,91754,33343.0,15951.0,17392.0,8493.0,8906.0,15944.0
2020,91801,54161.0,25768.0,28393.0,12674.0,16947.0,24540.0
2020,91803,30093.0,15107.0,14986.0,8522.0,7623.0,13948.0
2021,90001,58245.0,29480.0,28765.0,23853.0,17097.0,17295.0
2021,90002,54384.0,26450.0,27934.0,23300.0,15611.0,15473.0
2021,90003,75190.0,37637.0,37553.0,31684.0,22276.0,21230.0
2021,90004,59621.0,30137.0,29484.0,16953.0,20938.0,21730.0
2021,90005,36910.0,18539.0,18371.0,9820.0,14435.0,12655.0
2021,90006,57136.0,27915.0,29221.0,17901.0,19042.0,20193.0
2021,90007,41270.0,21000.0,20270.0,20431.0,10925.0,9914.0
2021,90008,31046.0,14339.0,16707.0,7522.0,9414.0,14110.0
2021,90010,4313.0,2083.0,2230.0,825.0,2006.0,1482.0
2021,90011,109511.0,56238.0,53273.0,45516.0,33178.0,30817.0
2021,90012,39709.0,25234.0,14475.0,7540.0,19098.0,13071.0
2021,90013,13413.0,8328.0,5085.0,902.0,6306.0,6205.0
2021,90014,8547.0,4948.0,3599.0,811.0,4052.0,3684.0
2021,90015,24228.0,12990.0,11238.0,6929.0,10848.0,6451.0
2021,90016,45884.0,23042.0,22842.0,13828.0,15096.0,16960.0
2021,90017,28433.0,15565.0,12868.0,8374.0,11897.0,8162.0
2021,90018,51388.0,24983.0,26405.0,16594.0,16018.0,18776.0
2021,90019,61061.0,30365.0,30696.0,15574.0,21019.0,24468.0
2021,90020,38124.0,18844.0,19280.0,9680.0,14061.0,14383.0
2021,90021,2724.0,1566.0,1158.0,580.0,1136.0,1008.0
2021,90023,45732.0,23073.0,22659.0,18651.0,12611.0,14470.0
2021,90024,50611.0,21518.0,29093.0,28451.0,9729.0,12431.0
2021,90025,44608.0,22563.0,22045.0,9465.0,20768.0,14375.0
2021,90026,65921.0,33329.0,32592.0,15605.0,27988.0,22328.0
2021,90027,44678.0,22269.0,22409.0,7890.0,19683.0,17105.0
2021,90028,29887.0,15980.0,13907.0,5360.0,14201.0,10326.0
2021,90029,35037.0,18448.0,16589.0,7941.0,14454.0,12642.0
2021,90031,38533.0,19290.0,19243.0,10875.0,12340.0,15318.0
2021,90032,45298.0,23054.0,22244.0,14814.0,12827.0,17657.0
2021,90033,47495.0,23014.0,24481.0,18247.0,12562.0,16686.0
2021,90034,53321.0,26062.0,27259.0,10855.0,25382.0,17084.0
2021,90035,26411.0,12143.0,14268.0,7162.0,9502.0,9747.0
2021,90036,37596.0,18288.0,19308.0,8905.0,16627.0,12064.0
2021,90037,68885.0,34012.0,34873.0,25744.0,20792.0,22349.0
2021,90038,27995.0,15242.0,12753.0,6767.0,12079.0,9149.0
2021,90039,28839.0,14691.0,14148.0,5858.0,10680.0,12301.0
2021,90041,28956.0,14397.0,14559.0,8159.0,8290.0,12507.0
2021,90042,59658.0,30395.0,29263.0,14904.0,22448.0,22306.0
2021,90043,44272.0,21088.0,23184.0,12763.0,11818.0,19691.0
2021,90044,100225.0,47869.0,52356.0,40142.0,29265.0,30818.0
2021,90045,41411.0,19622.0,21789.0,13433.0,12466.0,15512.0
2021,90046,48749.0,25880.0,22869.0,6192.0,23486.0,19071.0
2021,90047,51494.0,23842.0,27652.0,16305.0,13613.0,21576.0
2021,90048,20504.0,10199.0,10305.0,3006.0,8497.0,9001.0
2021,90049,35853.0,17131.0,18722.0,9111.0,11680.0,15062.0
2021,90056,7956.0,3504.0,4452.0,1967.0,1985.0,4004.0
2021,90057,47604.0,25430.0,22174.0,14888.0,17236.0,15480.0
2021,90058,3659.0,1594.0,2065.0,1726.0,919.0,1014.0
2021,90059,41315.0,19563.0,21752.0,17884.0,11665.0,11766.0
2021,90061,29992.0,13884.0,16108.0,11690.0,8799.0,9503.0
2021,90062,34277.0,16020.0,18257.0,10722.0,10502.0,13053.0
2021,90063,52954.0,26454.0,26500.0,18658.0,16513.0,17783.0
2021,90064,25161.0,12449.0,12712.0,6026.0,8407.0,10728.0
2021,90065,46432.0,23845.0,22587.0,12549.0,15766.0,18117.0
2021,90066,54913.0,27701.0,27212.0,12362.0,20141.0,22410.0
2021,90067,2483.0,1007.0,1476.0,353.0,409.0,1721.0
2021,90068,21127.0,10766.0,10361.0,3141.0,8024.0,9962.0
2021,90069,20185.0,11892.0,8293.0,1797.0,8566.0,9822.0
2021,90071,28.0,12.0,16.0,0.0,6.0,22.0
2021,90073,881.0,743.0,138.0,14.0,230.0,637.0
2021,90077,7729.0,3760.0,3969.0,2250.0,1383.0,4096.0
2021,90079,0.0,0.0,0.0,0.0,0.0,0.0
2021,90089,3498.0,1644.0,1854.0,3407.0,85.0,6.0
2021,90094,11426.0,5523.0,5903.0,2661.0,5439.0,3326.0
2021,90095,0.0,0.0,0.0,0.0,0.0,0.0
2021,90210,19627.0,9550.0,10077.0,5213.0,3288.0,11126.0
2021,90211,9202.0,4208.0,4994.0,2529.0,2611.0,4062.0
2021,90212,10999.0,5136.0,5863.0,2341.0,3003.0,5655.0
2021,90230,33620.0,16232.0,17388.0,9092.0,9807.0,14721.0
2021,90232,15342.0,7315.0,8027.0,3592.0,5586.0,6164.0
2021,90245,17243.0,8858.0,8385.0,4565.0,6086.0,6592.0
2021,90247,48646.0,24105.0,24541.0,14209.0,14692.0,19745.0
2021,90248,11472.0,5492.0,5980.0,2840.0,2890.0,5742.0
2021,90250,96730.0,47494.0,49236.0,34196.0,30657.0,31877.0
2021,90262,67210.0,33168.0,34042.0,25725.0,21417.0,20068.0
2021,90265,16868.0,8485.0,8383.0,4258.0,3269.0,9341.0
2021,90272,21282.0,10320.0,10962.0,6534.0,3668.0,11080.0
2021,90275,42417.0,20637.0,21780.0,11902.0,6498.0,24017.0
2021,90280,93207.0,46361.0,46846.0,34077.0,27103.0,32027.0
2021,90290,5114.0,2577.0,2537.0,1280.0,1083.0,2751.0
2021,90291,25685.0,12709.0,12976.0,4425.0,10915.0,10345.0
2021,90292,23951.0,12156.0,11795.0,4220.0,10194.0,9537.0
2021,90293,12812.0,6904.0,5908.0,1981.0,5386.0,5445.0
2021,90301,38500.0,19694.0,18806.0,12610.0,10797.0,15093.0
2021,90302,29278.0,13546.0,15732.0,9228.0,9810.0,10240.0
2021,90304,26103.0,13610.0,12493.0,9569.0,8029.0,8505.0
2021,90305,15254.0,7089.0,8165.0,3675.0,3894.0,7685.0
2021,90402,12046.0,5966.0,6080.0,3186.0,2481.0,6379.0
2021,90403,24525.0,12054.0,12471.0,4210.0,8531.0,11784.0
2021,90404,23460.0,11688.0,11772.0,5777.0,8143.0,9540.0
2021,90405,27367.0,13203.0,14164.0,5402.0,9546.0,12419.0
2021,90501,43450.0,21437.0,22013.0,14078.0,13088.0,16284.0
2021,90502,18110.0,8758.0,9352.0,4096.0,5397.0,8617.0
2021,90504,33022.0,15952.0,17070.0,9258.0,8483.0,15281.0
2021,90710,27998.0,13176.0,14822.0,8845.0,7339.0,11814.0
2021,90717,21727.0,10414.0,11313.0,5937.0,5946.0,9844.0
2021,90731,62647.0,30955.0,31692.0,18700.0,19273.0,24674.0
2021,90732,21582.0,10243.0,11339.0,5034.0,4926.0,11622.0
2021,90744,57030.0,29923.0,27107.0,22701.0,16530.0,17799.0
2021,90745,58327.0,28836.0,29491.0,17502.0,15667.0,25158.0
2021,90802,39036.0,20487.0,18549.0,8589.0,17483.0,12964.0
2021,90810,37451.0,18246.0,19205.0,12973.0,10427.0,14051.0
2021,90813,56420.0,28215.0,28205.0,22155.0,17673.0,16592.0
2021,91011,20621.0,10147.0,10474.0,6969.0,3438.0,10214.0
2021,91030,26837.0,13441.0,13396.0,7609.0,8093.0,11135.0
2021,91040,21289.0,10717.0,10572.0,5365.0,5261.0,10663.0
2021,91042,26686.0,12915.0,13771.0,6435.0,6973.0,13278.0
2021,91105,12888.0,6512.0,6376.0,2876.0,3587.0,6425.0
2021,91201,22807.0,10432.0,12375.0,6354.0,6108.0,10345.0
2021,91204,18738.0,8989.0,9749.0,4499.0,6671.0,7568.0
2021,91205,36367.0,17187.0,19180.0,9259.0,11440.0,15668.0
2021,91206,32570.0,15272.0,17298.0,7701.0,9202.0,15667.0
2021,91214,32009.0,15573.0,16436.0,10369.0,7330.0,14310.0
2021,91302,26241.0,12863.0,13378.0,8173.0,5104.0,12964.0
2021,91303,29965.0,14986.0,14979.0,9629.0,10990.0,9346.0
2021,91304,54264.0,26704.0,27560.0,16089.0,14531.0,23644.0
2021,91306,49260.0,24235.0,25025.0,15183.0,14319.0,19758.0
2021,91307,25773.0,12685.0,13088.0,7890.0,5235.0,12648.0
2021,91311,41188.0,19852.0,21336.0,11530.0,10546.0,19112.0
2021,91316,28182.0,13051.0,15131.0,6569.0,7893.0,13720.0
2021,91321,35231.0,16854.0,18377.0,12974.0,9000.0,13257.0
2021,91324,29328.0,15888.0,13440.0,8650.0,8605.0,12073.0
2021,91325,35355.0,16840.0,18515.0,11033.0,10273.0,14049.0
2021,91326,36079.0,17891.0,18188.0,9697.0,8223.0,18159.0
2021,91330,3017.0,1236.0,1781.0,2852.0,165.0,0.0
2021,91331,102553.0,51401.0,51152.0,36729.0,29561.0,36263.0
2021,91335,78205.0,38553.0,39652.0,24560.0,22360.0,31285.0
2021,91340,35918.0,18085.0,17833.0,12372.0,10575.0,12971.0
2021,91342,92764.0,45652.0,47112.0,30659.0,26311.0,35794.0
2021,91343,64519.0,31766.0,32753.0,22985.0,18260.0,23274.0
2021,91344,54465.0,26742.0,27723.0,15415.0,13553.0,25497.0
2021,91345,18752.0,9120.0,9632.0,5290.0,5424.0,8038.0
2021,91352,45900.0,22812.0,23088.0,14418.0,13160.0,18322.0
2021,91356,29968.0,15190.0,14778.0,7883.0,7378.0,14707.0
2021,91364,28264.0,14065.0,14199.0,7664.0,7541.0,13059.0
2021,91367,44931.0,22125.0,22806.0,11494.0,13674.0,19763.0
2021,91371,0.0,0.0,0.0,0.0,0.0,0.0
2021,91401,38974.0,19373.0,19601.0,11180.0,13261.0,14533.0
2021,91402,68076.0,34389.0,33687.0,23447.0,20353.0,24276.0
2021,91403,26061.0,12916.0,13145.0,5739.0,9461.0,10861.0
2021,91405,55751.0,27338.0,28413.0,17750.0,19053.0,18948.0
2021,91406,54404.0,27197.0,27207.0,17117.0,17985.0,19302.0
2021,91411,23902.0,12473.0,11429.0,6948.0,8496.0,8458.0
2021,91423,31901.0,15222.0,16679.0,6919.0,11302.0,13680.0
2021,91436,16970.0,8222.0,8748.0,5075.0,3413.0,8482.0
2021,91501,19493.0,9704.0,9789.0,4883.0,5809.0,8801.0
2021,91504,27592.0,13418.0,14174.0,7609.0,7554.0,12429.0
2021,91505,32884.0,15895.0,16989.0,9278.0,10653.0,12953.0
2021,91506,19449.0,9351.0,10098.0,4790.0,5623.0,9036.0
2021,91601,34786.0,17048.0,17738.0,7366.0,16299.0,11121.0
2021,91602,20465.0,10000.0,10465.0,3962.0,8158.0,8345.0
2021,91604,32680.0,16720.0,15960.0,7759.0,10987.0,13934.0
2021,91605,52661.0,25674.0,26987.0,16940.0,16218.0,19503.0
2021,91606,43381.0,21860.0,21521.0,12063.0,14442.0,16876.0
2021,91607,30921.0,14593.0,16328.0,7063.0,11793.0,12065.0
2021,91608,16.0,8.0,8.0,0.0,16.0,0.0
2021,91754,33931.0,16241.0,17690.0,8823.0,9027.0,16081.0
2021,91801,53976.0,25694.0,28282.0,12295.0,17435.0,24246.0
2021,91803,29223.0,14434.0,14789.0,8105.0,7512.0,13606.0
2022,90001,57652.0,29102.0,28550.0,23414.0,16771.0,17467.0
2022,90002,53108.0,26040.0,27068.0,21992.0,15109.0,16007.0
2022,90003,75024.0,37793.0,37231.0,31510.0,22100.0,21414.0
2022,90004,58833.0,29865.0,28968.0,16644.0,20238.0,21951.0
2022,90005,37754.0,19019.0,18735.0,10097.0,14886.0,12771.0
2022,90006,56628.0,27655.0,28973.0,16976.0,18904.0,20748.0
2022,90007,41004.0,20881.0,20123.0,20216.0,11092.0,9696.0
2022,90008,33076.0,15581.0,17495.0,8715.0,9789.0,14572.0
2022,90010,4185.0,2174.0,2011.0,723.0,2173.0,1289.0
2022,90011,106042.0,54439.0,51603.0,43273.0,32020.0,30749.0
2022,90012,38430.0,23655.0,14775.0,7345.0,18325.0,12760.0
2022,90013,14587.0,8754.0,5833.0,1028.0,6539.0,7020.0
2022,90014,9273.0,5367.0,3906.0,962.0,4195.0,4116.0
2022,90015,25554.0,13975.0,11579.0,6971.0,11700.0,6883.0
2022,90016,47309.0,24006.0,23303.0,14063.0,16219.0,17027.0
2022,90017,28754.0,15409.0,13345.0,8427.0,12204.0,8123.0
2022,90018,49898.0,24534.0,25364.0,15396.0,15697.0,18805.0
2022,90019,59410.0,29802.0,29608.0,14550.0,20855.0,24005.0
2022,90020,38400.0,19168.0,19232.0,9434.0,14542.0,14424.0
2022,90021,2781.0,1499.0,1282.0,544.0,1130.0,1107.0
2022,90023,44558.0,22752.0,21806.0,18044.0,12515.0,13999.0
2022,90024,50392.0,21538.0,28854.0,28033.0,9999.0,12360.0
2022,90025,44429.0,22865.0,21564.0,9511.0,20151.0,14767.0
2022,90026,64769.0,32954.0,31815.0,14836.0,27678.0,22255.0
2022,90027,45764.0,22930.0,22834.0,7917.0,20267.0,17580.0
2022,90028,30982.0,16653.0,14329.0,5032.0,14647.0,11303.0
2022,90029,34649.0,17735.0,16914.0,8099.0,13916.0,12634.0
2022,90031,37457.0,18478.0,18979.0,10349.0,11972.0,15136.0
2022,90032,44881.0,23189.0,21692.0,14018.0,12918.0,17945.0
2022,90033,47655.0,23266.0,24389.0,18277.0,12989.0,16389.0
2022,90034,55061.0,26885.0,28176.0,12158.0,24858.0,18045.0
2022,90035,26595.0,12437.0,14158.0,7162.0,9484.0,9949.0
2022,90036,37713.0,18563.0,19150.0,8229.0,16865.0,12619.0
2022,90037,69064.0,34788.0,34276.0,25528.0,20754.0,22782.0
2022,90038,27979.0,15036.0,12943.0,6807.0,11972.0,9200.0
2022,90039,28244.0,14236.0,14008.0,5440.0,10384.0,12420.0
2022,90041,28321.0,14327.0,13994.0,7916.0,8262.0,12143.0
2022,90042,59151.0,30166.0,28985.0,14168.0,22560.0,22423.0
2022,90043,44461.0,21307.0,23154.0,12918.0,11426.0,20117.0
2022,90044,98990.0,47835.0,51155.0,39895.0,28500.0,30595.0
2022,90045,41123.0,19445.0,21678.0,13193.0,12210.0,15720.0
2022,90046,48170.0,25800.0,22370.0,5861.0,22791.0,19518.0
2022,90047,52200.0,24380.0,27820.0,16459.0,14098.0,21643.0
2022,90048,20411.0,10293.0,10118.0,2820.0,8659.0,8932.0
2022,90049,35819.0,17368.0,18451.0,8875.0,11906.0,15038.0
2022,90056,8225.0,3739.0,4486.0,2121.0,2302.0,3802.0
2022,90057,47142.0,25043.0,22099.0,14845.0,16714.0,15583.0
2022,90058,3049.0,1357.0,1692.0,1228.0,832.0,989.0
2022,90059,39471.0,18459.0,21012.0,16296.0,11406.0,11769.0
2022,90061,28646.0,13740.0,14906.0,10903.0,8445.0,9298.0
2022,90062,33528.0,16007.0,17521.0,10272.0,10631.0,12625.0
2022,90063,52008.0,26131.0,25877.0,18022.0,16260.0,17726.0
2022,90064,25956.0,12908.0,13048.0,6132.0,8548.0,11276.0
2022,90065,44897.0,23097.0,21800.0,11195.0,15643.0,18059.0
2022,90066,54142.0,27165.0,26977.0,11771.0,20285.0,22086.0
2022,90067,2653.0,1037.0,1616.0,401.0,456.0,1796.0
2022,90068,21064.0,10663.0,10401.0,3044.0,8514.0,9506.0
2022,90069,20045.0,12054.0,7991.0,2048.0,8119.0,9878.0
2022,90071,313.0,174.0,139.0,0.0,174.0,139.0
2022,90073,1014.0,912.0,102.0,19.0,237.0,758.0
2022,90077,7868.0,3683.0,4185.0,2329.0,1418.0,4121.0
2022,90079,0.0,0.0,0.0,0.0,0.0,0.0
2022,90089,4164.0,1839.0,2325.0,4031.0,129.0,4.0
2022,90094,11891.0,5590.0,6301.0,2788.0,5738.0,3365.0
2022,90095,0.0,0.0,0.0,0.0,0.0,0.0
2022,90210,19180.0,9249.0,9931.0,4638.0,3233.0,11309.0
2022,90211,9208.0,4205.0,5003.0,2225.0,2737.0,4246.0
2022,90212,10881.0,4917.0,5964.0,2154.0,3099.0,5628.0
2022,90230,32005.0,14960.0,17045.0,8207.0,9752.0,14046.0
2022,90232,16352.0,8241.0,8111.0,4130.0,5966.0,6256.0
2022,90245,17081.0,8662.0,8419.0,4439.0,6288.0,6354.0
2022,90247,47682.0,23275.0,24407.0,13858.0,13915.0,19909.0
2022,90248,11453.0,5301.0,6152.0,2770.0,2901.0,5782.0
2022,90250,96200.0,46977.0,49223.0,33171.0,30886.0,32143.0
2022,90262,66073.0,33123.0,32950.0,24538.0,20652.0,20883.0
2022,90265,16652.0,8305.0,8347.0,4405.0,2938.0,9309.0
2022,90272,21298.0,10120.0,11178.0,6393.0,3855.0,11050.0
2022,90275,41941.0,20410.0,21531.0,11598.0,6484.0,23859.0
2022,90280,92262.0,45469.0,46793.0,33080.0,26632.0,32550.0
2022,90290,5300.0,2739.0,2561.0,1326.0,988.0,2986.0
2022,90291,25656.0,13005.0,12651.0,4389.0,10904.0,10363.0
2022,90292,24481.0,11913.0,12568.0,4494.0,10280.0,9707.0
2022,90293,13039.0,7007.0,6032.0,1983.0,5104.0,5952.0
2022,90301,37341.0,19241.0,18100.0,11456.0,10890.0,14995.0
2022,90302,29307.0,13479.0,15828.0,9111.0,9381.0,10815.0
2022,90304,25725.0,13430.0,12295.0,8992.0,7748.0,8985.0
2022,90305,14679.0,6776.0,7903.0,3576.0,3441.0,7662.0
2022,90402,11816.0,5887.0,5929.0,3029.0,2235.0,6552.0
2022,90403,24092.0,11857.0,12235.0,4056.0,8276.0,11760.0
2022,90404,23975.0,11980.0,11995.0,5861.0,8120.0,9994.0
2022,90405,26981.0,13114.0,13867.0,5441.0,9224.0,12316.0
2022,90501,42536.0,20961.0,21575.0,13189.0,12581.0,16766.0
2022,90502,18430.0,8848.0,9582.0,4036.0,5664.0,8730.0
2022,90504,32965.0,16401.0,16564.0,9275.0,8103.0,15587.0
2022,90710,27517.0,13024.0,14493.0,8737.0,7043.0,11737.0
2022,90717,21788.0,10680.0,11108.0,6060.0,5922.0,9806.0
2022,90731,63431.0,32310.0,31121.0,18410.0,19467.0,25554.0
2022,90732,22078.0,10485.0,11593.0,5466.0,5357.0,11255.0
2022,90744,54277.0,28661.0,25616.0,21090.0,15866.0,17321.0
2022,90745,58735.0,29368.0,29367.0,17314.0,15823.0,25598.0
2022,90802,40012.0,20924.0,19088.0,9139.0,17554.0,13319.0
2022,90810,36306.0,18083.0,18223.0,11811.0,10321.0,14174.0
2022,90813,53647.0,27001.0,26646.0,19953.0,16686.0,17008.0
2022,91011,20389.0,10133.0,10256.0,6793.0,3377.0,10219.0
2022,91030,26583.0,13299.0,13284.0,7424.0,8051.0,11108.0
2022,91040,20911.0,10471.0,10440.0,5093.0,5599.0,10219.0
2022,91042,27119.0,13178.0,13941.0,6586.0,6905.0,13628.0
2022,91105,12692.0,6163.0,6529.0,2510.0,3538.0,6644.0
2022,91201,22163.0,10320.0,11843.0,6480.0,5785.0,9898.0
2022,91204,18445.0,8940.0,9505.0,4595.0,6339.0,7511.0
2022,91205,35755.0,17057.0,18698.0,9184.0,11210.0,15361.0
2022,91206,32294.0,15045.0,17249.0,7504.0,9208.0,15582.0
2022,91214,32344.0,15618.0,16726.0,10441.0,7648.0,14255.0
2022,91302,26318.0,13004.0,13314.0,8073.0,5572.0,12673.0
2022,91303,30611.0,15352.0,15259.0,9728.0,10948.0,9935.0
2022,91304,54369.0,26572.0,27797.0,16160.0,14099.0,24110.0
2022,91306,49460.0,24220.0,25240.0,15699.0,13799.0,19962.0
2022,91307,25368.0,12074.0,13294.0,7638.0,5156.0,12574.0
2022,91311,40196.0,19634.0,20562.0,10606.0,10448.0,19142.0
2022,91316,28497.0,13122.0,15375.0,6805.0,7463.0,14229.0
2022,91321,34305.0,16261.0,18044.0,12595.0,9178.0,12532.0
2022,91324,29744.0,16016.0,13728.0,8959.0,9092.0,11693.0
2022,91325,35537.0,16912.0,18625.0,10527.0,10258.0,14752.0
2022,91326,36503.0,18277.0,18226.0,9894.0,8777.0,17832.0
2022,91330,2699.0,1226.0,1473.0,2528.0,171.0,0.0
2022,91331,99804.0,51123.0,48681.0,35428.0,28465.0,35911.0
2022,91335,77158.0,38761.0,38397.0,23996.0,21817.0,31345.0
2022,91340,34822.0,17584.0,17238.0,11525.0,10614.0,12683.0
2022,91342,92580.0,46078.0,46502.0,30260.0,26232.0,36088.0
2022,91343,63193.0,31142.0,32051.0,22113.0,17797.0,23283.0
2022,91344,53862.0,26686.0,27176.0,14739.0,14071.0,25052.0
2022,91345,18481.0,8938.0,9543.0,4857.0,5329.0,8295.0
2022,91352,45601.0,22455.0,23146.0,14196.0,13143.0,18262.0
2022,91356,30599.0,15272.0,15327.0,8155.0,7739.0,14705.0
2022,91364,28765.0,14109.0,14656.0,7662.0,7813.0,13290.0
2022,91367,44862.0,22787.0,22075.0,11583.0,13677.0,19602.0
2022,91371,0.0,0.0,0.0,0.0,0.0,0.0
2022,91401,39179.0,20153.0,19026.0,10807.0,13236.0,15136.0
2022,91402,67937.0,34269.0,33668.0,23884.0,19990.0,24063.0
2022,91403,25887.0,13000.0,12887.0,5694.0,9442.0,10751.0
2022,91405,55451.0,27366.0,28085.0,17532.0,18599.0,19320.0
